 
 THIS IS FOR STATION NUMBER  241 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.25   0.40  60(68) 18(20)  6( 6)  3( 3)  0( 0)    7       87
  2 3/8-->3/14       2.52   0.50  65(70) 12(13) 10(10)  3( 3)  2( 2)    7       92
  3 3/15-->3/21      1.26   0.38  56(69) 13(16) 11(13)  1( 1)  0( 0)    7       81
  4 3/22-->3/28      1.60   0.48  49(59) 17(20) 13(15)  3( 3)  0( 0)    7       82
  5 3/29-->4/4       1.34   0.52  67(65) 22(21) 12(11)  2( 1)  0( 0)   11      103
  6 4/5-->4/11       1.31   0.43  55(69)  8(10) 12(15)  4( 5)  0( 0)   14       79
  7 4/12-->4/18      1.80   0.67  65(61) 20(18) 13(12)  8( 7)  0( 0)   14      106
  8 4/19-->4/25      1.72   0.75  69(58) 26(22) 12(10) 10( 8)  0( 0)   14      117
  9 4/26-->5/2       4.50   1.05  65(56) 18(15) 19(16)  9( 7)  4( 3)   14      115
 10 5/3-->5/9        1.58   0.91  58(51) 26(23) 15(13) 14(12)  0( 0)   14      113
 11 5/10-->5/16      2.65   0.83  52(52) 18(18) 17(17) 10(10)  2( 2)   18       99
 12 5/17-->5/23      2.41   0.90  55(50) 25(22) 20(18)  8( 7)  2( 1)   14      110
 13 5/24-->5/30      2.40   1.09  55(45) 32(26) 20(16) 11( 9)  3( 2)   14      121
 14 5/31-->6/6       2.00   0.74  61(58) 19(18) 14(13) 10( 9)  1( 0)    8      105
 15 6/7-->6/13       3.01   1.24  61(47) 26(20) 23(17) 15(11)  3( 2)    7      128
 16 6/14-->6/20      5.25   1.41  51(42) 23(19) 30(25)  9( 7)  7( 5)    8      120
 17 6/21-->6/27      2.65   0.97  61(57) 15(14) 16(14) 10( 9)  5( 4)    7      107
 18 6/28-->7/4       3.90   1.17  45(47) 12(12) 17(18) 14(14)  6( 6)    7       94
 19 7/5-->7/11       3.70   1.06  39(43) 17(18) 17(18) 12(13)  5( 5)    7       90
 20 7/12-->7/18      3.64   0.98  50(47) 28(26) 17(16)  8( 7)  3( 2)    7      106
 21 7/19-->7/25      2.95   0.82  43(50) 18(20) 13(15)  9(10)  3( 3)    7       86
 22 7/26-->8/1       2.18   0.79  47(52) 15(16) 15(16) 11(12)  1( 1)    7       89
 23 8/2-->8/8        3.59   0.98  41(45) 22(24) 13(14) 12(13)  3( 3)    7       91
 24 8/9-->8/15       3.02   0.70  51(57) 17(19) 12(13)  7( 7)  2( 2)    7       89
 25 8/16-->8/22      2.80   0.82  40(44) 20(22) 21(23)  6( 6)  2( 2)    7       89
 26 8/23-->8/29      4.59   1.08  49(49) 12(12) 19(19) 16(16)  3( 3)    7       99
 27 8/30-->9/5       1.95   0.78  49(52) 19(20) 14(14) 12(12)  0( 0)    4       94
 28 9/6-->9/12       3.69   0.64  40(49) 23(28) 11(13)  6( 7)  1( 1)    0       81
 29 9/13-->9/19      1.86   0.69  55(54) 26(25) 11(10)  9( 8)  0( 0)    0      101
 30 9/20-->9/26      2.10   0.72  49(53) 20(21) 16(17)  6( 6)  1( 1)    0       92
 31 9/27-->10/3      2.29   0.60  46(58) 13(16) 11(14)  7( 8)  1( 1)    0       78
 32 10/4-->10/10     2.05   0.62  48(57) 10(12) 18(21)  6( 7)  1( 1)    0       83
 33 10/11-->10/17    1.99   0.46  48(64) 14(18)  7( 9)  6( 8)  0( 0)    0       75
 34 10/18-->10/24    2.41   0.60  47(55) 15(17) 15(17)  6( 7)  1( 1)    0       84
 35 10/25-->10/31    2.55   0.48  46(60) 14(18) 14(18)  1( 1)  1( 1)    0       76
 36 11/1-->11/7      2.01   0.54  45(58) 15(19) 11(14)  5( 6)  1( 1)    0       77
 37 11/8-->11/14     1.64   0.36  36(59) 15(24)  8(13)  2( 3)  0( 0)    0       61
 38 11/15-->11/21    1.75   0.46  45(60) 16(21)  9(12)  4( 5)  0( 0)    0       74
 39 11/22-->11/28    0.93   0.26  47(72) 11(16)  7(10)  0( 0)  0( 0)    1       65
 40 11/29-->12/5     1.19   0.22  44(77)  7(12)  5( 8)  1( 1)  0( 0)    9       57
 41 12/6-->12/12     1.00   0.20  49(77)  8(12)  5( 7)  1( 1)  0( 0)    3       63
 42 12/13-->12/19    1.13   0.23  52(77) 12(17)  2( 2)  1( 1)  0( 0)    0       67
 43 12/20-->12/26    0.84   0.20  53(82)  8(12)  3( 4)  0( 0)  0( 0)    3       64
 44 12/27-->1/2      1.06   0.23  42(73)  8(14)  6(10)  1( 1)  0( 0)    5       57
 45 1/3-->1/9        0.60   0.12  40(88)  3( 6)  2( 4)  0( 0)  0( 0)   14       45
 46 1/10-->1/16      1.23   0.17  44(81)  7(12)  1( 1)  2( 3)  0( 0)   18       54
 47 1/17-->1/23      0.86   0.17  51(85)  8(13)  1( 1)  0( 0)  0( 0)   18       60
 48 1/24-->1/30      1.12   0.15  65(92)  2( 2)  2( 2)  1( 1)  0( 0)   17       70
 49 1/31-->2/6       1.10   0.19  56(88)  3( 4)  3( 4)  1( 1)  0( 0)   11       63
 50 2/7-->2/13       0.45   0.15  49(81) 11(18)  0( 0)  0( 0)  0( 0)    8       60
 51 2/14-->2/20      0.96   0.28  53(76)  7(10)  9(13)  0( 0)  0( 0)    7       69
 52 2/21-->2/27      1.59   0.25  53(79) 10(14)  2( 2)  2( 2)  0( 0)    7       67
 53 2/28-->2/29      0.73   0.03   7(70)  2(20)  1(10)  0( 0)  0( 0)    1       10
 ANNUAL TOTALS       5.25   2669(60)806(18)601(13)305( 6) 64( 1)  374     4445
 1956    985    737    675    613    998    751    691    633
 1957   1120    872    810    748   1006    758    697    637
 1958    919    671    609    547    987    741    683    626
 1959    987    739    677    616   1099    851    789    727
 1960    990    742    680    619   1019    771    709    647
 1961   1001    753    691    629    982    734    672    611
 1962    996    748    688    629   1004    756    694    633
 1963   1081    833    771    709    963    715    654    595
 1964   1087    839    777    715    913    668    610    553
 1965   1034    786    724    663    951    703    642    581
 1966   1111    863    801    739    923    677    617    558
 1967    950    704    646    591    904    660    604    551
 1968   1004    756    696    636    952    704    642    581
 1969   1030    782    720    658    989    741    679    617
 1970   1007    759    699    640    967    719    657    599
 1971    937    694    635    578    915    669    610    553
 1972    983    738    679    621    956    708    648    588
 1973   1038    790    728    666   1009    761    699    637
 1974   1110    862    800    738    881    633    573    515
 1975   1050    802    741    680   1022    774    712    650
 1976   1071    823    761    699    963    715    653    594
 1977   1104    856    794    732    909    662    602    543
 1978   1048    800    738    676   1003    755    694    633
 1979   1016    768    706    644    984    736    674    613
 1980   1099    851    789    727   1034    786    724    662
 1981   1042    794    732    672    959    711    650    589
 1982   1069    821    759    697    960    712    652    592
 1983   1114    866    804    742   1120    872    810    748
 1984   1008    760    698    637   1041    793    734    675
 1985   1035    787    725    663    933    685    624    564
 1986   1117    869    807    745    897    652    592    534
 1987   1095    847    785    723    934    686    624    563
 1988   1081    833    771    709   1087    842    782    722
 1989   1059    811    749    687    986    738    677    616
 1990    986    738    676    614    976    728    666    605
 1991   1022    774    712    651    961    713    651    591
 1992    884    636    574    513    796    553    495    444
 1993    987    739    677    615    997    749    687    625
 1994    947    699    637    575    882    636    580    527
 1995   1017    770    710    651   1085    837    775    713
 1996    956    709    648    587    942    694    633    573
 1997   1014    766    706    646    904    656    594    535
 1998   1059    811    749    687   1024    776    714    652
     ****************************  *************************** 
 MEAN 1032.9  785.2  723.6  662.4  973.7  726.3  665.5  605.7
 STDV   57.7   57.4   57.0   56.4   61.8   61.3   60.4   58.9
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    626    409    362    318    375    242    215    192
 1952    745    527    478    434     76     53     48     43
 1953    721    519    475    434    535    378    342    308
 1954    793    568    517    467    412    251    216    183
 1955    782    562    515    468    276    184    163    143
 1956    679    472    427    383    600    401    362    326
 1957    620    400    356    317    316    175    147    122
 1958    721    495    443    396      0      0      0      0
 1959    685    472    423    379    130     67     53     41
 1960    736    513    464    417    318    213    190    169
 1961    645    438    392    349    353    231    205    180
 1962    651    449    403    359    493    327    289    251
 1963    794    565    510    458    732    521    473    427
 1964    733    516    465    416    136     90     80     71
 1965    677    460    414    369    433    288    256    226
 1966    686    468    421    379    407    277    246    217
 1967    637    434    387    343    200    127    113    100
 1968    655    430    381    337     74     54     49     44
 1969    704    485    435    387    236    157    140    124
 1970    689    473    424    378    225    142    126    111
 1971    772    559    510    462    563    370    327    287
 1972    734    518    466    417    229    147    131    115
 1973    695    466    412    361    550    356    315    276
 1974    587    389    346    307      8      4      3      2
 1975    599    398    352    308    318    223    201    179
 1976    707    493    448    405    144     98     88     79
 1977    756    520    465    415    163     96     83     70
 1978    876    644    589    535    419    254    221    189
 1979    757    535    487    442    159     99     85     72
 1980    778    556    506    456    188    122    108     95
 1981    774    548    493    440    263    152    131    112
 1982    705    491    441    394    328    200    174    151
 1983    773    554    503    456    208    137    123    109
 1984    648    463    419    377      0      0      0      0
 1985    739    529    480    434    412    230    192    161
 1986    827    594    537    480    437    249    210    174
 1987    724    488    437    390     39     28     26     24
 1988    786    555    505    456     53     31     26     21
 1989    636    445    400    356    249    166    149    132
 1990    790    569    518    469    264    171    152    134
 1991    698    502    456    410     72     45     41     37
 1992    626    431    388    345    248    155    137    122
 1993    528    330    288    253    163    115    104     93
 1994    705    490    444    398    418    266    234    203
 1995    615    428    388    348    322    212    188    167
 1996    616    417    375    335    421    269    234    201
 1997    727    513    465    419    399    278    251    225
 1998    855    623    568    514    436    262    229    198
     ****************************  *************************** 
 MEAN  708.9  494.1  445.6  399.7  287.7  185.9  164.3  144.1
 STDV   72.8   64.1   61.3   57.9  171.8  115.1  103.0   91.7
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER  241
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  50 -15  55 -24  68 -23  81  21  89  31  89  40  99  46  98  53  97  42  90  28  83  19  65   2
  2  53 -12  62 -26  75  -6  86  11  88  29  88  41  97  48  98  52  94  47  93  24  77   9  63  -3
  3  56 -10  58 -34  80   2  81   9  89  30  91  40  96  47  99  53  93  37  92  28  76   9  66  -5
  4  51 -15  55 -30  67 -10  82  15  89  29  95  42  99  46  96  48  93  39  93  26  73   5  63  -2
  5  60 -12  55 -27  67 -18  75  16  90  30  92  44 100  43  92  48  97  38  94  28  68   6  68  -2
  6  53 -14  55 -15  69 -10  83   8  88  29 102  43 100  49  97  49  96  40  92  24  75  12  65  -8
  7  46 -18  63 -13  73  -5  88  17  92  28  96  41 101  49  99  48  98  38  89  26  71 -10  61 -12
  8  54 -18  59 -18  63  -6  80  17  92  32 102  44  97  51  95  50  96  42  85  27  73  -7  53 -10
  9  52 -18  59 -25  77  -6  77  16  89  31  94  43  98  52  97  48  99  38  81  26  68  -3  54 -13
 10  50 -25  62 -18  70  -1  86  17  88  32  93  44  98  46  97  49  91  38  86  25  67  13  60  -6
 11  52 -15  63 -18  70  -1  78  17  88  33  98  45  98  53  97  47  91  38  85  22  73   0  61 -11
 12  56 -25  58 -15  78  -9  86  18  93  33  97  46 101  52  94  47  93  36  87  27  72   7  60 -12
 13  61 -18  69  -8  75  -7  82  21  92  31  96  43 101  52  96  46  91  36  89  27  68   1  64 -15
 14  63 -25  66 -12  70   0  84  22  92  35  97  48 102  47 102  49  91  34  87  26  73  -5  59 -14
 15  47 -20  65  -8  72   4  83  21  87  31  95  45 101  50 102  46  96  35  86  26  73   1  56 -14
 16  56 -20  66 -22  75  -2  89  22  87  31  92  48  98  52 106  47  94  36  85  25  71  -1  56 -15
 17  57 -18  68 -22  76   6  89  24  89  37  93  44  99  53 103  51  93  36  82  20  70  -4  54 -13
 18  59 -18  66 -10  70   5  90  19  91  41  95  50  99  54 103  47  94  39  83  24  72   8  56 -19
 19  51 -21  65  -9  69   4  90  25  90  39  99  49  99  54  99  48  92  35  80  14  68   9  63 -21
 20  48 -22  62 -13  77   6  86  24  93  36 101  45  99  50  99  47  90  32  84  17  66  10  52 -20
 21  55 -25  58  -8  73  -1  92  21  90  38 102  43 100  48  96  48  88  33  83  23  67   1  58 -20
 22  53 -23  68  -7  83  11  93  28  90  32  95  49 100  53  94  50  85  30  81  18  73   8  56 -22
 23  56 -21  62 -10  76   8  84  23  91  36  93  46  97  51  94  46  85  29  82  18  65   4  57 -25
 24  60 -11  62 -11  82   3  88  21  91  42 101  48  95  55  96  46  88  29  80  21  63   4  54 -25
 25  58 -11  64  -7  82   7  85  29  98  40  97  46  95  54  95  44  88  31  79  22  66   0  53 -21
 26  50 -14  63 -14  80   2  87  31  97  34  95  49 102  49  99  46  90  28  83  19  62  -2  54 -14
 27  56 -20  66 -10  85  12  88  29  93  36  98  46  99  47  98  45  91  34  80  17  69   2  56 -13
 28  44 -17  63 -20  82   9  86  29  90  38  98  50  98  50 100  42  97  30  79  17  69  -3  70 -11
 29  54 -22 *** ***  90  10  91  26  90  38  95  52  98  49  98  45  95  27  74  17  60  -2  63 -10
 30  56 -17 *** ***  81   5  88  29  90  40  98  50  99  44  96  48  92  29  78  18  68  -5  61 -10
 31  63 -25 *** ***  83   7 *** ***  89  37 *** *** 101  44  97  43 *** ***  75  19 *** ***  58 -16
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER  241
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.46  1.10  0.45  0.77  1.50  1.08  0.52  1.27  0.90  0.69  2.01  0.85
  2  0.73  0.67  1.08  0.89  1.30  1.50  2.90  1.29  0.54  0.61  1.50  0.17
  3  0.31  0.20  1.06  0.97  1.18  1.60  2.72  0.83  1.32  0.67  1.07  0.35
  4  0.23  0.80  0.69  0.62  1.05  1.03  1.00  1.63  1.27  0.87  1.73  0.56
  5  0.60  0.30  0.87  1.27  1.54  1.20  1.95  3.59  1.95  0.95  0.65  1.19
  6  0.32  0.24  1.25  0.85  1.35  2.00  2.10  1.96  0.54  0.63  0.11  0.25
  7  0.16  0.08  0.52  0.27  1.49  1.67  2.48  1.33  1.19  1.33  0.20  1.00
  8  0.30  0.23  2.02  0.84  1.23  1.21  1.33  2.34  0.60  1.47  0.20  0.26
  9  0.20  0.44  0.42  1.25  1.58  3.01  3.70  0.93  1.75  2.05  0.90  0.25
 10  0.30  0.45  1.09  0.71  1.96  0.88  2.04  2.54  1.28  1.70  0.99  0.55
 11  0.54  0.28  0.88  1.31  2.65  1.16  2.13  0.70  1.14  1.99  1.64  0.82
 12  1.10  0.15  0.99  0.91  1.00  2.98  1.77  1.86  3.69  0.50  0.94  0.56
 13  0.38  0.45  2.52  1.11  1.07  1.31  1.28  3.02  1.86  1.73  1.22  0.77
 14  0.47  0.23  1.14  1.20  2.19  2.22  3.64  0.77  1.09  0.40  0.39  0.62
 15  0.23  0.74  0.78  1.07  1.03  2.44  0.42  1.51  1.32  1.22  1.55  0.48
 16  1.23  0.65  0.58  1.50  1.00  0.83  2.85  2.80  0.53  0.82  0.56  0.20
 17  0.18  0.86  0.75  1.37  1.10  4.63  1.71  0.82  1.30  0.41  1.75  0.30
 18  0.33  0.96  0.88  1.80  1.39  1.20  2.39  0.99  1.17  1.25  0.54  0.18
 19  0.30  0.38  1.26  1.16  1.15  2.40  2.03  1.47  1.52  1.07  1.08  1.13
 20  0.48  0.68  0.70  1.08  2.00  5.25  1.02  0.86  2.10  0.27  0.83  0.26
 21  0.40  1.59  0.35  1.39  0.94  1.25  1.44  2.80  0.52  1.15  0.90  0.57
 22  0.86  0.46  0.70  0.47  1.30  2.16  1.02  1.72  1.14  2.41  0.93  0.39
