 
 THIS IS FOR STATION NUMBER 1541 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.43   0.39  43(57) 17(22) 14(18)  1( 1)  0( 0)    7       75
  2 3/8-->3/14       1.90   0.45  55(68) 11(13)  9(11)  5( 6)  0( 0)    7       80
  3 3/15-->3/21      1.29   0.42  60(68) 14(16) 10(11)  3( 3)  0( 0)    7       87
  4 3/22-->3/28      2.60   0.51  51(61) 18(21)  9(10)  4( 4)  1( 1)    7       83
  5 3/29-->4/4       1.75   0.57  64(64) 18(18) 12(12)  5( 5)  0( 0)    7       99
  6 4/5-->4/11       1.77   0.42  52(60) 26(30)  7( 8)  1( 1)  0( 0)    7       86
  7 4/12-->4/18      2.68   0.69  64(58) 23(20) 17(15)  5( 4)  1( 0)    7      110
  8 4/19-->4/25      2.25   0.77  53(50) 25(23) 22(20)  5( 4)  1( 0)    7      106
  9 4/26-->5/2       3.48   0.92  59(54) 23(21) 16(14)  8( 7)  3( 2)    7      109
 10 5/3-->5/9        2.00   0.73  54(51) 27(25) 18(17)  4( 3)  1( 0)    7      104
 11 5/10-->5/16      2.34   0.88  64(52) 33(27) 15(12)  6( 4)  3( 2)    7      121
 12 5/17-->5/23      2.34   0.84  63(55) 23(20) 19(16)  6( 5)  2( 1)    7      113
 13 5/24-->5/30      2.00   1.15  72(51) 31(22) 22(15) 14(10)  1( 0)    7      140
 14 5/31-->6/6       2.92   0.78  56(54) 23(22) 13(12)  9( 8)  1( 0)    7      102
 15 6/7-->6/13       4.22   1.13  53(48) 18(16) 22(20) 15(13)  2( 1)    7      110
 16 6/14-->6/20      2.49   1.14  61(51) 19(15) 20(16) 17(14)  2( 1)    7      119
 17 6/21-->6/27      5.15   1.34  41(39) 30(28) 15(14) 13(12)  6( 5)    7      105
 18 6/28-->7/4       2.75   0.98  54(54) 16(16) 15(15)  9( 9)  6( 6)    7      100
 19 7/5-->7/11       5.16   1.15  49(46) 19(18) 21(20) 11(10)  5( 4)    5      105
 20 7/12-->7/18      5.28   1.23  52(48) 13(12) 26(24) 11(10)  5( 4)    0      107
 21 7/19-->7/25      2.38   0.75  61(60) 15(14) 15(14)  8( 7)  2( 1)    0      101
 22 7/26-->8/1       4.75   0.81  38(45) 17(20) 22(26)  6( 7)  1( 1)    0       84
 23 8/2-->8/8        2.23   0.86  53(51) 20(19) 16(15) 12(11)  1( 0)    0      102
 24 8/9-->8/15       2.77   0.74  52(57) 18(19)  9( 9) 10(10)  2( 2)    0       91
 25 8/16-->8/22      2.62   0.84  48(48) 15(15) 27(27)  5( 5)  3( 3)    0       98
 26 8/23-->8/29      3.24   1.13  53(48) 24(21) 16(14) 11(10)  6( 5)    0      110
 27 8/30-->9/5       3.25   0.82  43(51) 17(20) 10(11) 12(14)  2( 2)    0       84
 28 9/6-->9/12       1.97   0.65  50(55) 16(17) 18(20)  6( 6)  0( 0)    0       90
 29 9/13-->9/19      2.25   0.71  51(54) 17(18) 17(18)  8( 8)  1( 1)    0       94
 30 9/20-->9/26      5.74   0.87  55(52) 24(22) 16(15)  9( 8)  1( 0)    1      105
 31 9/27-->10/3      1.59   0.62  45(54) 16(19) 12(14)  9(10)  0( 0)    0       82
 32 10/4-->10/10     1.85   0.56  49(57) 15(17) 17(20)  4( 4)  0( 0)    0       85
 33 10/11-->10/17    2.54   0.60  37(52) 14(20) 10(14)  7(10)  2( 2)    0       70
 34 10/18-->10/24    2.10   0.51  47(63) 13(17)  6( 8)  7( 9)  1( 1)    0       74
 35 10/25-->10/31    1.39   0.39  46(63) 16(22)  6( 8)  4( 5)  0( 0)    0       72
 36 11/1-->11/7      2.35   0.44  51(67) 11(14)  9(11)  3( 3)  2( 2)    0       76
 37 11/8-->11/14     2.75   0.35  45(67) 12(17)  7(10)  2( 2)  1( 1)    0       67
 38 11/15-->11/21    1.79   0.50  33(49) 16(23) 15(22)  3( 4)  0( 0)    0       67
 39 11/22-->11/28    0.98   0.25  55(77) 14(19)  2( 2)  0( 0)  0( 0)    0       71
 40 11/29-->12/5     0.90   0.26  49(73) 13(19)  5( 7)  0( 0)  0( 0)    0       67
 41 12/6-->12/12     1.10   0.24  45(76)  6(10)  7(11)  1( 1)  0( 0)    0       59
 42 12/13-->12/19    0.68   0.19  38(74) 10(19)  3( 5)  0( 0)  0( 0)    0       51
 43 12/20-->12/26    0.82   0.24  46(70) 15(23)  4( 6)  0( 0)  0( 0)    0       65
 44 12/27-->1/2      0.86   0.19  47(79)  5( 8)  7(11)  0( 0)  0( 0)    6       59
 45 1/3-->1/9        0.90   0.15  42(79)  8(15)  3( 5)  0( 0)  0( 0)   21       53
 46 1/10-->1/16      0.44   0.15  44(80) 11(20)  0( 0)  0( 0)  0( 0)   22       55
 47 1/17-->1/23      0.70   0.17  48(84)  5( 8)  4( 7)  0( 0)  0( 0)   21       57
 48 1/24-->1/30      1.45   0.20  59(88)  6( 8)  1( 1)  1( 1)  0( 0)   21       67
 49 1/31-->2/6       0.82   0.16  39(75) 10(19)  3( 5)  0( 0)  0( 0)   15       52
 50 2/7-->2/13       0.89   0.14  40(83)  5(10)  3( 6)  0( 0)  0( 0)   14       48
 51 2/14-->2/20      1.35   0.26  40(71)  8(14)  7(12)  1( 1)  0( 0)   14       56
 52 2/21-->2/27      1.32   0.22  48(78)  9(14)  3( 4)  1( 1)  0( 0)   16       61
 53 2/28-->2/29      0.60   0.02   4(80)  0( 0)  1(20)  0( 0)  0( 0)    2        5
 ANNUAL TOTALS       5.74   2621(59)848(19)623(14)282( 6) 65( 1)  284     4439
 1956    915    667    605    544    952    712    654    597
 1957   1088    840    778    716    947    700    639    580
 1958    894    647    586    526    967    723    663    606
 1959    955    708    649    591   1061    813    751    690
 1960    962    714    655    598    976    728    666    604
 1961    950    702    641    580    947    700    639    580
 1962    925    679    620    562    926    681    621    563
 1963   1005    757    695    633    920    674    615    559
 1964   1051    803    741    680    841    604    548    494
 1965    985    737    677    617    874    630    571    513
 1966   1060    812    750    688    860    618    561    507
 1967    916    676    621    566    852    622    568    517
 1968    948    703    644    587    916    671    612    555
 1969   1002    754    693    632    942    694    632    573
 1970    983    739    680    623    914    670    612    555
 1971    888    647    590    534    895    654    598    544
 1972    941    700    641    583    928    685    626    568
 1973    996    748    686    624    942    694    633    573
 1974   1061    814    753    693    820    579    522    468
 1975   1010    763    702    644    969    721    659    598
 1976   1016    768    708    648    915    673    613    556
 1977   1039    791    729    667    822    582    525    472
 1978    962    714    653    593    916    671    613    558
 1979    968    720    658    596    901    654    594    537
 1980   1047    799    737    675    952    704    642    580
 1981    971    723    662    602    879    631    573    516
 1982   1010    762    700    638    874    631    574    520
 1983   1074    826    764    702   1077    829    767    705
 1984    937    690    629    569    992    744    684    625
 1985    955    707    645    583    808    564    508    454
 1986   1013    765    703    641    770    536    481    429
 1987   1059    811    749    687    858    613    555    502
 1988    993    745    684    625    972    740    683    627
 1989   1011    763    701    639    903    661    602    544
 1990    961    713    651    589    927    681    622    563
 1991    984    736    676    616    940    692    631    571
 1992    836    589    528    468    801    560    504    452
 1993    910    662    600    538    934    686    624    563
 1994    884    636    575    516    822    579    523    467
 1995    983    735    675    615   1055    807    745    683
 1996    901    655    595    536    869    621    560    500
 1997    978    732    671    610    860    612    551    492
 1998   1025    777    715    653   1003    755    693    631
     ****************************  *************************** 
 MEAN  982.7  735.6  674.7  614.5  916.1  671.7  612.5  554.9
 STDV   59.0   58.3   57.7   56.8   68.0   66.0   64.4   62.3
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    523    342    301    262      0      0      0      0
 1952    523    373    337    302      0      0      0      0
 1953    687    494    451    410    503    347    313    280
 1954    710    486    433    381    240    139    116     96
 1955    709    498    449    403    257    168    147    130
 1956    640    446    404    365      0      0      0      0
 1957    574    370    328    291    131     78     70     62
 1958    711    493    447    405      0      0      0      0
 1959    665    458    414    374    117     63     52     41
 1960    692    482    434    389    314    215    192    170
 1961    621    430    386    345      0      0      0      0
 1962    591    402    361    320    423    271    238    207
 1963    749    527    474    424    657    447    403    361
 1964    670    462    415    369    114     73     64     55
 1965    464    294    257    223      0      0      0      0
 1966    638    439    397    355    177    120    107     96
 1967    575    393    353    315      0      0      0      0
 1968    652    449    403    359     60     40     35     31
 1969    670    462    418    377    217    146    131    117
 1970    671    463    416    374    170    119    107     96
 1971    737    528    481    436    168    119    108     97
 1972    665    456    410    368      0      0      0      0
 1973    619    413    369    325    490    316    277    240
 1974    397    269    239    211      0      0      0      0
 1975    562    372    330    289     12      7      6      5
 1976    654    460    418    376    121     88     81     74
 1977    674    453    402    357     59     36     31     26
 1978    786    564    513    464    141     84     71     59
 1979    694    494    450    407    116     76     66     57
 1980    680    470    423    376    165    109     98     88
 1981    600    405    363    323     21     14     13     12
 1982    593    397    352    308    245    152    133    115
 1983    510    354    319    288      0      0      0      0
 1984    582    402    359    321      0      0      0      0
 1985    642    442    398    357      0      0      0      0
 1986    678    463    411    363     71     41     35     29
 1987    656    442    397    355     36     27     25     23
 1988    687    486    440    396     62     41     36     31
 1989    616    427    386    345     51     35     32     29
 1990    743    529    481    435    246    160    141    122
 1991    641    450    405    363     71     41     36     32
 1992    614    426    384    343    243    153    135    119
 1993    513    323    284    246    151    102     91     80
 1994    683    471    424    380    385    236    205    175
 1995    444    301    268    239      0      0      0      0
 1996    591    394    352    312    119     76     67     58
 1997    685    469    424    383    378    268    243    219
 1998    819    591    539    488    397    228    196    167
     ****************************  *************************** 
 MEAN  635.7  438.0  393.9  352.2  148.6   96.8   85.6   75.2
 STDV   85.0   67.0   63.0   58.9  160.7  106.2   94.6   83.7
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 1541
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  48 -24  53 -22  55 -25  82  14  89  24  91  36  97  44 101  46  95  38  86  22  76  15  63  -9
  2  49 -22  52 -28  68  -8  80  16  92  25  91  38  95  46  99  47  94  40  92  22  76   7  67  -7
  3  48 -19  56 -29  66  -4  84   5  87  24  93  38  98  45  98  46  90  32  91  24  73   3  62 -13
  4  48 -19  52 -28  65 -10  71   9  90  27  95  40 100  43  98  42  92  39  94  23  75  -3  57  -7
  5  50 -23  55 -25  64 -25  77  10  90  24  95  40 102  42  93  44  92  35  94  25  70  -4  59  -7
  6  42 -29  47 -20  60 -12  85   3  87  25  97  37 100  49  94  46  95  38  92  22  69   7  61 -15
  7  44 -29  53 -18  67 -12  90   7  88  25  95  44  97  43  95  43  96  35  92  22  76  -2  46 -18
  8  55 -22  61 -26  73  -8  82  11  89  29  95  38 101  48 100  44  97  32  87  24  68  -3  60 -16
  9  49 -24  54 -30  73 -12  80  14  86  28 102  42  97  47  93  42  96  36  80  20  69   2  49 -26
 10  40 -22  60 -18  67  -6  88  15  90  26  92  40  98  44  93  43  94  35  83  25  66   6  50 -15
 11  47 -24  60 -21  65 -10  85  14  91  31  96  43  98  48  96  41  90  34  84  14  68  -9  59 -16
 12  48 -26  60 -24  65  -8  85  15  88  29  96  41  97  49  94  42  91  32  87  14  66  -8  64 -15
 13  50 -24  66 -15  72  -8  82  16  90  24  94  39  99  47  98  41  94  32  89  22  66  -5  51 -25
 14  55 -29  60 -14  69 -15  85  16  89  31 100  44 101  45  94  44  91  33  90  24  72 -12  53 -22
 15  49 -28  50 -13  69  -4  84  21  94  30  98  41  98  48  98  43  93  33  86  20  72   0  55 -17
 16  57 -24  52 -23  74  -8  88  21  91  29  95  43  98  46 102  46  91  30  83  21  72   0  54 -14
 17  50 -22  63 -26  71  -3  84  22  89  33  90  41  94  48 102  45  90  32  83  16  70  -7  50 -16
 18  50 -25  67 -14  70  -1  88  17  94  34  98  47  97  49 102  40  92  31  80  21  70   1  55 -23
 19  50 -30  63 -21  65   0  91  20  91  34  97  42  96  52  97  43  88  33  79  13  65   4  57 -26
 20  50 -27  56 -17  70  -4  88  20  93  32  96  42  95  46  97  42  92  30  82  14  64   5  52 -20
 21  47 -32  61 -14  71  -5  86  19  93  35  98  42  95  47  97  43  85  30  80  20  67  -4  52 -22
 22  46 -20  57 -10  65   5  93  20  94  27 100  41  97  47  95  46  85  25  80  12  71   2  52 -23
 23  50 -24  60 -11  78   2  96  21  92  31  93  43  96  51  95  43  82  27  81  18  60  -4  54 -25
 24  55 -18  57 -27  82  -4  85  20  87  33  94  45  92  48  92  43  86  30  79  19  56  -2  45 -26
 25  62 -12  59 -23  77  -1  85  26 100  31  98  43  94  50  92  40  89  34  78  20  67  -5  47 -22
 26  55 -22  56 -18  77   1  85  30  98  30  97  48  98  47  96  44  87  22  81  16  62 -18  51 -23
 27  41 -19  60 -15  79   5  87  26  91  34  98  44 100  46  97  40  89  30  82  16  65  -9  51 -22
 28  43 -21  61 -25  78   1  92  26  92  34  95  48  98  48  96  34  89  26  76  12  69 -13  48 -16
 29  47 -27 *** ***  82   0  89  24  93  34  98  48  98  45  96  38  86  21  72  14  59  -7  58 -16
 30  50 -21 *** ***  86   1  87  24  90  37  97  44 102  43  94  40  90  24  76  16  67  -9  51 -18
 31  48 -23 *** ***  80  11 *** ***  91  35 *** *** 103  43  92  36 *** ***  79  17 *** ***  55 -18
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 1541
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.55  0.30  1.43  0.52  1.70  1.49  0.91  1.53  1.60  0.62  2.31  0.42
  2  0.30  0.52  0.64  1.18  0.76  1.25  2.02  1.31  1.46  1.20  2.35  0.25
  3  0.41  0.25  0.57  1.75  0.66  0.87  0.65  1.75  0.48  0.50  0.62  0.45
  4  0.90  0.36  0.75  1.52  0.83  2.92  1.29  1.23  2.15  0.88  0.50  0.20
  5  0.50  0.82  0.52  0.76  2.00  1.71  1.46  1.25  1.81  0.57  0.71  0.90
  6  0.64  0.26  0.91  0.75  1.60  1.47  2.05  1.30  1.97  1.30  1.08  0.88
  7  0.23  0.31  0.70  1.77  1.00  1.87  2.10  1.14  1.02  0.76  0.72  0.80
  8  0.30  0.50  0.91  0.52  0.68  2.05  1.77  2.23  1.81  1.85  0.27  0.12
  9  0.12  0.12  1.10  0.50  0.78  4.22  3.40  1.32  1.53  1.40  0.53  0.74
 10  0.30  0.53  0.14  0.92  1.30  1.10  5.16  2.04  0.72  0.44  2.75  0.20
 11  0.40  0.30  1.22  0.35  2.31  0.90  1.47  0.59  0.64  2.54  1.00  1.10
 12  0.40  0.89  0.90  0.75  0.57  1.95  3.24  0.83  0.85  2.08  0.86  0.50
 13  0.44  0.30  1.90  1.07  1.04  1.64  0.75  2.77  2.25  1.33  0.76  0.68
 14  0.35  0.40  1.22  0.69  2.00  2.49  2.70  1.32  1.00  1.23  0.29  0.65
 15  0.30  0.73  1.12  1.05  0.45  1.69  3.20  1.75  1.22  1.30  0.60  0.50
 16  0.43  0.30  0.35  2.68  2.34  1.72  1.17  2.55  0.66  0.83  1.79  0.33
 17  0.66  0.20  0.36  0.77  0.82  2.45  5.28  0.82  0.85  1.87  1.17  0.25
 18  0.37  0.81  1.29  1.63  1.60  1.52  1.18  2.35  0.61  2.10  0.80  0.43
 19  0.65  1.35  1.00  0.86  2.34  0.72  1.15  0.95  1.27  0.37  1.15  0.20
 20  0.37  0.80  0.70  1.26  0.58  1.37  2.08  1.03  5.74  1.02  0.94  0.61
 21  0.20  0.34  0.40  2.25  0.90  3.98  1.13  1.69  0.82  1.00  0.75  0.25
 22  0.70  1.32  0.65  1.10  0.75  2.11  1.37  2.62  1.32  1.10  0.98  0.42
 23  0.52  0.63  2.60  1.02  1.68  3.70  2.38  3.24  0.95  1.57  0.45  0.60
