 
 THIS IS FOR STATION NUMBER 5198 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.84   0.53  50(61) 13(16) 14(17)  4( 4)  0( 0)    0       81
  2 3/8-->3/14       2.31   0.58  52(63) 11(13) 11(13)  6( 7)  2( 2)    0       82
  3 3/15-->3/21      1.26   0.46  43(57) 17(22) 12(16)  3( 4)  0( 0)    0       75
  4 3/22-->3/28      1.50   0.57  48(54) 20(22) 16(18)  4( 4)  0( 0)    0       88
  5 3/29-->4/4       2.13   0.71  58(54) 24(22) 20(18)  4( 3)  1( 0)    0      107
  6 4/5-->4/11       1.32   0.48  47(56) 22(26) 10(12)  4( 4)  0( 0)    0       83
  7 4/12-->4/18      2.60   0.87  62(55) 23(20) 16(14)  7( 6)  3( 2)    0      111
  8 4/19-->4/25      1.50   0.80  66(55) 24(20) 22(18)  6( 5)  0( 0)    0      118
  9 4/26-->5/2       2.09   0.95  56(50) 19(17) 24(21) 10( 9)  1( 0)    0      110
 10 5/3-->5/9        3.76   0.93  52(46) 27(24) 25(22)  6( 5)  1( 0)    0      111
 11 5/10-->5/16      2.63   1.07  61(53) 23(20) 13(11) 14(12)  4( 3)    0      115
 12 5/17-->5/23      2.93   0.95  53(45) 35(29) 21(17)  7( 5)  1( 0)    0      117
 13 5/24-->5/30      3.06   1.16  70(52) 22(16) 28(21) 10( 7)  3( 2)    0      133
 14 5/31-->6/6       2.10   0.71  55(56) 22(22) 13(13)  7( 7)  1( 1)    1       98
 15 6/7-->6/13       3.82   1.47  67(50) 23(17) 19(14) 13( 9) 10( 7)    0      132
 16 6/14-->6/20      4.20   1.41  46(41) 22(20) 19(17) 17(15)  6( 5)    0      110
 17 6/21-->6/27      3.50   0.99  48(50) 20(21)  9( 9) 13(13)  5( 5)    0       95
 18 6/28-->7/4       2.60   1.03  41(44) 14(15) 19(20) 16(17)  2( 2)    0       92
 19 7/5-->7/11       4.43   1.03  45(45) 21(21) 18(18) 11(11)  3( 3)    0       98
 20 7/12-->7/18      6.58   1.27  45(45) 14(14) 16(16) 17(17)  6( 6)    0       98
 21 7/19-->7/25      4.40   0.89  43(45) 20(21) 23(24)  5( 5)  3( 3)    0       94
 22 7/26-->8/1       2.85   0.78  48(55) 14(16) 11(12) 12(13)  1( 1)    0       86
 23 8/2-->8/8        3.62   0.95  46(49) 23(24) 11(11)  9( 9)  4( 4)    0       93
 24 8/9-->8/15       2.80   0.90  43(49) 14(16) 14(16) 13(14)  3( 3)    0       87
 25 8/16-->8/22      5.54   1.05  44(48) 16(17) 20(21)  7( 7)  4( 4)    0       91
 26 8/23-->8/29      3.82   1.19  45(45) 15(15) 18(18) 14(14)  6( 6)    0       98
 27 8/30-->9/5       2.20   0.69  46(53) 14(16) 18(20)  7( 8)  1( 1)    5       86
 28 9/6-->9/12       2.04   0.81  38(45) 16(19) 14(16) 14(16)  1( 1)    7       83
 29 9/13-->9/19      2.24   0.74  58(58) 16(16) 17(17)  7( 7)  1( 1)    7       99
 30 9/20-->9/26      2.59   0.93  42(43) 24(25) 16(16) 12(12)  2( 2)    7       96
 31 9/27-->10/3      1.76   0.61  37(52) 12(17) 12(17)  9(12)  0( 0)    4       70
 32 10/4-->10/10     3.75   0.65  45(55) 15(18) 12(14)  8( 9)  1( 1)    0       81
 33 10/11-->10/17    2.47   0.59  36(52) 15(21)  9(13)  8(11)  1( 1)    0       69
 34 10/18-->10/24    2.32   0.57  35(50) 17(24) 10(14)  7(10)  1( 1)    0       70
 35 10/25-->10/31    2.18   0.47  53(67) 10(12) 13(16)  1( 1)  1( 1)    0       78
 36 11/1-->11/7      2.21   0.48  47(59) 21(26)  6( 7)  4( 5)  1( 1)    0       79
 37 11/8-->11/14     1.89   0.40  38(60) 14(22)  5( 7)  6( 9)  0( 0)    0       63
 38 11/15-->11/21    2.28   0.51  36(54) 15(22)  9(13)  5( 7)  1( 1)    0       66
 39 11/22-->11/28    1.22   0.31  38(61) 16(25)  6( 9)  2( 3)  0( 0)    0       62
 40 11/29-->12/5     1.16   0.32  38(65) 10(17)  7(12)  3( 5)  0( 0)    0       58
 41 12/6-->12/12     0.87   0.26  36(65)  9(16) 10(18)  0( 0)  0( 0)    1       55
 42 12/13-->12/19    1.00   0.21  41(75) 11(20)  1( 1)  1( 1)  0( 0)    0       54
 43 12/20-->12/26    0.80   0.25  48(75) 10(15)  6( 9)  0( 0)  0( 0)    0       64
 44 12/27-->1/2      1.58   0.26  34(66)  7(13)  9(17)  1( 1)  0( 0)    1       51
 45 1/3-->1/9        1.43   0.21  35(71) 10(20)  3( 6)  1( 2)  0( 0)    0       49
 46 1/10-->1/16      1.14   0.25  38(67) 13(23)  2( 3)  3( 5)  0( 0)    0       56
 47 1/17-->1/23      0.54   0.22  49(76) 12(18)  3( 4)  0( 0)  0( 0)    0       64
 48 1/24-->1/30      0.78   0.20  49(79) 10(16)  3( 4)  0( 0)  0( 0)    0       62
 49 1/31-->2/6       0.85   0.19  37(74) 10(20)  3( 6)  0( 0)  0( 0)    0       50
 50 2/7-->2/13       0.72   0.19  48(81)  7(11)  4( 6)  0( 0)  0( 0)    0       59
 51 2/14-->2/20      1.70   0.32  44(69) 10(15)  7(11)  2( 3)  0( 0)    0       63
 52 2/21-->2/27      1.07   0.35  43(63) 14(20) 10(14)  1( 1)  0( 0)    0       68
 53 2/28-->2/29      0.65   0.02   5(83)  0( 0)  1(16)  0( 0)  0( 0)    0        6
 ANNUAL TOTALS       6.58   2428(55)856(19)658(15)341( 7) 81( 1)   33     4364
 1956    985    737    675    613    972    730    672    615
 1957   1100    852    790    728    991    743    682    622
 1958    919    671    609    548    966    723    664    605
 1959    984    736    675    614   1086    838    776    714
 1960    980    732    671    611   1006    758    696    634
 1961    989    741    679    617    964    717    656    596
 1962    920    673    614    555    946    698    639    581
 1963   1030    782    720    658    925    677    616    558
 1964   1072    824    762    700    853    611    554    500
 1965    977    729    667    605    906    660    600    541
 1966   1074    826    764    702    864    620    561    506
 1967    939    693    636    582    832    596    540    487
 1968   1000    752    690    628    969    721    659    597
 1969   1038    790    728    666   1000    752    690    628
 1970   1025    777    716    657    967    719    657    598
 1971    922    678    620    562    918    674    615    561
 1972    962    716    656    598    943    695    634    576
 1973    986    738    676    614    969    721    660    600
 1974   1082    834    772    710    860    614    555    499
 1975   1014    767    707    648    958    710    649    590
 1976   1012    765    704    644    892    651    595    541
 1977   1057    809    747    685    824    582    526    474
 1978    997    749    687    625    927    683    624    567
 1979    972    724    663    604    915    668    609    552
 1980   1054    806    744    682    982    734    672    612
 1981   1011    763    701    640    903    660    602    546
 1982   1016    768    706    644    940    694    636    578
 1983   1107    859    797    735   1095    847    785    723
 1984    961    715    654    594    983    737    678    619
 1985    962    715    655    596    810    571    516    466
 1986   1051    803    741    679    812    574    517    464
 1987   1034    786    726    667    860    620    565    513
 1988   1038    790    729    669   1045    803    745    687
 1989   1029    781    719    657    953    706    647    589
 1990    986    738    676    614   1000    752    690    628
 1991   1021    773    711    651    976    728    667    606
 1992    877    629    567    507    804    560    505    453
 1993   1007    759    697    635    994    746    684    622
 1994    961    713    651    589    869    622    564    507
 1995   1018    770    709    649   1100    852    790    728
 1996    946    699    638    577    923    675    613    553
 1997   1046    798    737    678    904    656    594    534
 1998   1052    804    742    680   1032    784    722    660
     ****************************  *************************** 
 MEAN 1011.7  763.9  702.6  641.9  944.0  698.3  638.6  580.6
 STDV   55.0   54.7   54.2   53.5   72.4   70.4   68.8   66.3
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    597    393    348    306    418    256    221    190
 1952    732    524    478    433     33     21     18     15
 1953    719    522    479    438    126     92     84     76
 1954    772    544    491    439    279    172    149    127
 1955    726    522    477    435    298    191    169    147
 1956    666    463    419    379    155    112    103     94
 1957    635    422    378    337    268    160    138    117
 1958    706    486    438    393      0      0      0      0
 1959    710    499    452    407    127     62     48     35
 1960    714    501    452    407    315    213    191    171
 1961    654    449    402    355    345    229    204    181
 1962    591    399    356    317    424    272    238    206
 1963    750    524    473    423    678    470    426    382
 1964    677    463    413    366    114     72     63     56
 1965    583    373    329    288    370    231    204    178
 1966    634    440    401    364    264    177    158    141
 1967    592    409    370    331      0      0      0      0
 1968    633    417    376    337    406    266    235    205
 1969    704    484    436    392    305    186    163    141
 1970    713    494    443    397    228    139    122    105
 1971    755    539    491    444    198    137    124    111
 1972    714    500    449    399      0      0      0      0
 1973    649    431    384    338    577    377    333    291
 1974    575    393    355    318      7      3      2      1
 1975    586    392    348    309     10      5      4      3
 1976    640    448    409    371    119     85     78     72
 1977    657    448    402    358    117     66     55     45
 1978    798    579    527    477     85     52     45     38
 1979    716    518    474    432     63     43     39     35
 1980    698    491    441    394     59     37     32     28
 1981    636    435    394    357     23     18     17     16
 1982    674    473    427    382    329    217    193    170
 1983    528    375    342    312      0      0      0      0
 1984    585    407    369    334      0      0      0      0
 1985    697    496    450    404      0      0      0      0
 1986    746    520    467    416    378    220    188    158
 1987    655    447    405    366     36     28     26     24
 1988    741    531    483    438     67     45     40     35
 1989    627    433    390    348     44     28     24     20
 1990    771    551    501    453    251    154    137    120
 1991    682    488    442    398     61     32     28     24
 1992    648    450    403    358    239    146    128    113
 1993    544    336    291    249    149     98     88     78
 1994    742    516    466    417    390    238    205    173
 1995    627    432    387    345    241    154    136    120
 1996    629    423    378    336    279    181    157    137
 1997    722    504    455    407    400    278    249    221
 1998    824    596    542    488    433    257    220    187
     ****************************  *************************** 
 MEAN  674.7  468.6  422.8  379.3  202.4  129.8  114.4  100.0
 STDV   67.3   57.6   54.5   51.3  169.6  110.6   98.0   86.2
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 5198
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  52 -16  50 -19  70 -32  82  18  87  29  89  39  98  47 102  48  97  38  88  27  76  18  65  -4
  2  48 -15  54 -31  70  -5  81  19  89  29  89  40  94  48 100  46  96  40  94  24  75   9  64  -4
  3  54 -15  60 -35  71  -1  83  10  87  30  94  40  97  48  98  49  93  36  88  25  73   8  64 -10
  4  48 -15  56 -27  76 -10  78  11  90  29  92  40  99  45  98  43  94  36  92  26  75   2  62  -5
  5  60 -16  55 -25  65 -14  82  17  89  30  91  42 102  45  94  46  93  38  93  26  73  -6  68  -1
  6  51 -20  47 -24  68 -12  87   4  88  29  98  43 102  48  95  50  95  38  92  26  69   5  62  -9
  7  51 -20  52 -17  67  -5  78   8  85  27  96  43 103  45  94  45  94  36  88  25  74  -3  50 -16
  8  50 -19  61 -19  74  -5  77  16  88  33  96  45  98  51  96  45  97  35  84  23  68   0  53 -12
  9  46 -18  55 -29  76  -7  78  15  87  28  99  43  99  50  95  48  99  37  82  24  72  15  52 -18
 10  48 -25  61 -22  70   2  85  20  84  29  93  42  99  47  95  50  93  34  87  21  67  12  57 -15
 11  52 -24  61 -18  73  -3  85  19  87  29  93  43  99  52  95  44  90  35  83  17  72  -2  60 -14
 12  55 -28  65 -22  75  -6  84  19  89  32  97  46 100  49  95  46  92  31  86  18  65   0  60 -15
 13  58 -13  62 -15  71  -8  80  22  90  32  95  42  99  46  98  43  92  34  89  25  68  -1  50 -17
 14  57 -27  64 -16  68 -10  84  21  86  32  99  43 101  48  94  45  90  35  89  23  74   0  58 -18
 15  53 -27  56 -11  72  -9  79  23  89  33  98  46 101  49 100  45  95  36  87  23  71   1  57 -16
 16  55 -21  60 -19  75  -4  87  22  87  31  94  42  99  47 102  46  93  31  86  25  72  -5  54 -13
 17  54 -21  63 -21  74   7  87  22  88  37  94  44  95  47 101  48  92  33  82  20  70  -3  54 -12
 18  54 -26  64 -15  57   4  89  21  90  39  99  48  97  49 102  44  93  32  86  16  73   6  59 -19
 19  50 -25  65 -16  69   4  89  24  90  36  97  47  96  49  97  45  89  34  82  14  68  12  58 -28
 20  49 -28  60 -13  77   6  84  26  91  32  95  45  97  49  98  41  89  29  84  18  68  10  56 -20
 21  53 -26  60 -11  73  -1  88  25  90  36  99  41  99  49  96  44  88  33  82  22  71   0  55 -25
 22  55 -18  55 -10  76   5  90  22  91  33 101  48  99  50  95  50  87  29  80  16  68   8  55 -22
 23  52 -22  65 -14  82   6  94  24  90  30  96  48 100  47  96  45  84  27  83  16  63   3  54 -26
 24  57 -22  60 -18  82   0  84  21  87  38  94  46  97  52  94  43  86  29  80  18  58   3  49 -22
 25  60 -15  58 -11  79   7  83  29  94  37 101  46  96  51  95  41  88  34  79  20  64   1  54 -21
 26  59 -20  57 -18  83   4  86  30  92  34 101  45 100  48  97  43  88  28  82  15  67 -11  53 -27
 27  54 -19  57  -9  79   5  89  29  91  35  97  44 101  48  98  42  92  30  81  17  66  -9  53 -19
 28  43 -19  60 -16  81   7  93  30  92  39  96  48 100  51  97  39  97  29  76  17  68  -6  58 -13
 29  52 -23 *** ***  80   5  89  26  92  36  99  47  99  48  96  42  90  26  75  11  60  -3  67  -8
 30  53 -21 *** ***  90   3  87  26  91  35  97  49 103  45  97  45  92  28  78  13  70  -5  61 -11
 31  62 -28 *** ***  78  13 *** ***  88  37 *** *** 104  43  97  40 *** ***  82  17 *** ***  58 -16
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 5198
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.25  0.20  0.90  0.66  2.09  1.92  1.22  1.81  0.90  1.18  1.50  0.73
  2  0.85  0.49  1.23  0.78  0.70  2.10  1.28  1.16  0.72  0.92  2.21  0.56
  3  0.47  0.21  1.25  0.65  1.02  1.51  2.60  0.70  1.21  0.67  0.56  0.77
  4  1.43  0.64  1.36  0.75  0.83  0.69  1.90  1.96  1.66  1.22  1.25  0.41
  5  0.61  0.85  0.75  0.70  0.94  1.14  1.35  3.60  1.48  1.83  0.43  1.16
  6  0.84  0.40  1.84  1.19  3.76  1.16  1.09  1.88  1.55  1.12  0.53  0.65
  7  0.16  0.25  0.65  0.70  1.30  1.64  1.03  0.89  1.72  0.56  0.38  0.87
  8  0.13  0.30  2.00  0.74  1.51  3.37  2.25  3.62  1.78  1.11  0.22  0.37
  9  0.35  0.20  0.65  1.30  1.60  3.82  4.43  1.67  1.07  3.75  1.00  0.28
 10  0.76  0.72  0.80  0.54  1.71  1.50  1.74  2.22  1.30  0.63  1.16  0.56
 11  0.41  0.40  1.14  1.32  0.70  1.10  1.87  0.72  1.13  1.07  0.38  0.65
 12  1.04  0.50  1.42  1.20  1.56  2.11  2.36  2.32  2.04  1.44  1.55  0.82
 13  1.04  0.30  2.31  1.00  2.00  3.00  1.95  1.13  2.24  2.47  1.89  0.24
 14  0.16  0.27  0.71  1.18  2.60  4.20  6.58  2.80  1.74  1.66  0.64  0.74
 15  1.14  1.18  1.26  1.24  0.38  4.07  1.35  1.50  1.24  1.40  0.30  0.47
 16  0.67  0.44  0.69  1.67  2.63  1.07  2.20  5.54  0.85  0.57  1.35  0.23
 17  0.32  0.39  0.80  2.60  0.89  3.65  2.45  1.12  0.44  0.97  1.38  0.25
 18  0.54  1.70  0.70  2.56  1.91  2.00  2.09  2.31  0.70  1.30  2.28  0.32
 19  0.44  0.76  1.01  1.14  2.93  1.16  2.50  1.47  1.12  0.59  1.43  1.00
 20  0.24  0.72  0.63  1.06  0.67  1.48  2.68  3.45  1.44  0.64  1.47  0.80
 21  0.52  1.07  0.52  1.04  1.26  3.50  0.81  1.95  1.92  1.17  0.93  0.48
 22  0.41  0.95  0.65  0.80  1.62  2.18  4.40  1.98  1.93  2.32  0.40  0.25
 23  0.30  0.70  0.81  0.66  1.48  1.70  0.96  1.43  1.78  1.32  0.50  0.53
