 
 THIS IS FOR STATION NUMBER 3584 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.27   0.37  55(68) 14(17)  9(11)  2( 2)  0( 0)   10       80
  2 3/8-->3/14       1.60   0.54  56(65) 11(12) 14(16)  5( 5)  0( 0)    9       86
  3 3/15-->3/21      1.42   0.44  61(69) 13(14) 11(12)  3( 3)  0( 0)    7       88
  4 3/22-->3/28      1.54   0.51  44(57) 15(19) 11(14)  6( 7)  0( 0)    9       76
  5 3/29-->4/4       1.52   0.58  63(61) 24(23) 10( 9)  6( 5)  0( 0)   13      103
  6 4/5-->4/11       1.00   0.46  52(60) 23(26) 10(11)  1( 1)  0( 0)   15       86
  7 4/12-->4/18      1.48   0.71  58(56) 19(18) 16(15) 10( 9)  0( 0)   15      103
  8 4/19-->4/25      2.70   0.81  62(56) 22(20) 17(15)  7( 6)  2( 1)   14      110
  9 4/26-->5/2       2.43   0.92  60(53) 22(19) 20(17)  9( 7)  2( 1)   12      113
 10 5/3-->5/9        2.21   0.74  47(47) 28(28) 17(17)  6( 6)  1( 1)    7       99
 11 5/10-->5/16      1.83   0.92  60(50) 29(24) 19(16) 10( 8)  0( 0)    7      118
 12 5/17-->5/23      2.88   0.96  63(52) 31(25) 16(13)  6( 5)  4( 3)    7      120
 13 5/24-->5/30      2.21   1.06  70(50) 33(23) 25(18)  9( 6)  1( 0)    7      138
 14 5/31-->6/6       4.78   0.90  54(51) 22(21) 13(12) 14(13)  1( 0)    7      104
 15 6/7-->6/13       4.64   1.15  52(47) 24(21) 19(17)  9( 8)  6( 5)    7      110
 16 6/14-->6/20      2.65   1.09  54(46) 26(22) 20(17) 11( 9)  4( 3)    7      115
 17 6/21-->6/27      5.14   1.45  36(37) 21(21) 16(16) 15(15)  8( 8)    7       96
 18 6/28-->7/4       3.30   1.00  52(50) 16(15) 18(17) 14(13)  2( 1)    7      102
 19 7/5-->7/11       4.58   1.31  43(43) 21(21) 14(14) 17(17)  5( 5)    7      100
 20 7/12-->7/18      6.47   1.27  55(50) 19(17) 17(15) 14(12)  5( 4)    7      110
 21 7/19-->7/25      2.73   0.85  41(48) 18(21) 14(16)  9(10)  3( 3)    7       85
 22 7/26-->8/1       4.52   0.98  41(43) 20(21) 23(24)  7( 7)  3( 3)    8       94
 23 8/2-->8/8        2.00   0.80  54(55) 15(15) 20(20)  8( 8)  1( 1)   14       98
 24 8/9-->8/15       3.07   0.78  43(52) 15(18) 13(15)  9(10)  2( 2)   14       82
 25 8/16-->8/22      2.45   0.91  34(40) 17(20) 20(23) 10(11)  3( 3)   14       84
 26 8/23-->8/29      3.59   1.16  35(38) 15(16) 19(20) 21(22)  2( 2)   14       92
 27 8/30-->9/5       2.97   0.84  47(54) 14(16) 11(12) 12(13)  2( 2)    9       86
 28 9/6-->9/12       2.90   0.69  44(54) 17(20) 13(16)  4( 4)  3( 3)    7       81
 29 9/13-->9/19      4.25   0.78  48(53) 17(18) 16(17)  7( 7)  2( 2)    7       90
 30 9/20-->9/26      3.08   0.86  57(52) 25(23) 17(15)  7( 6)  2( 1)    7      108
 31 9/27-->10/3      1.62   0.57  35(44) 25(32) 13(16)  5( 6)  0( 0)    7       78
 32 10/4-->10/10     2.21   0.66  45(54) 15(18) 14(17)  7( 8)  1( 1)    7       82
 33 10/11-->10/17    2.15   0.53  37(51) 16(22) 14(19)  3( 4)  2( 2)    7       72
 34 10/18-->10/24    2.76   0.52  40(54) 19(25) 11(14)  3( 4)  1( 1)    7       74
 35 10/25-->10/31    2.15   0.47  44(57) 19(25) 10(13)  2( 2)  1( 1)    7       76
 36 11/1-->11/7      2.12   0.45  46(65) 11(15)  7(10)  4( 5)  2( 2)    7       70
 37 11/8-->11/14     1.27   0.32  35(59) 14(23)  8(13)  2( 3)  0( 0)    7       59
 38 11/15-->11/21    1.41   0.51  32(48) 13(19) 17(25)  4( 6)  0( 0)    8       66
 39 11/22-->11/28    1.09   0.25  51(75) 14(20)  2( 2)  1( 1)  0( 0)    8       68
 40 11/29-->12/5     1.45   0.28  52(73) 12(16)  6( 8)  1( 1)  0( 0)    7       71
 41 12/6-->12/12     0.98   0.25  44(73)  8(13)  8(13)  0( 0)  0( 0)    7       60
 42 12/13-->12/19    1.20   0.21  41(78)  5( 9)  5( 9)  1( 1)  0( 0)    8       52
 43 12/20-->12/26    1.10   0.22  53(80)  7(10)  5( 7)  1( 1)  0( 0)    7       66
 44 12/27-->1/2      1.14   0.24  39(69) 10(17)  6(10)  1( 1)  0( 0)    9       56
 45 1/3-->1/9        1.40   0.21  39(76)  8(15)  2( 3)  2( 3)  0( 0)    7       51
 46 1/10-->1/16      0.90   0.20  47(81)  7(12)  4( 6)  0( 0)  0( 0)    9       58
 47 1/17-->1/23      1.29   0.18  54(85)  7(11)  1( 1)  1( 1)  0( 0)    7       63
 48 1/24-->1/30      0.92   0.19  69(90)  3( 3)  4( 5)  0( 0)  0( 0)    7       76
 49 1/31-->2/6       1.10   0.20  43(78)  8(14)  3( 5)  1( 1)  0( 0)    9       55
 50 2/7-->2/13       0.88   0.16  41(82)  6(12)  3( 6)  0( 0)  0( 0)    7       50
 51 2/14-->2/20      1.32   0.27  35(66) 10(18)  6(11)  2( 3)  0( 0)    9       53
 52 2/21-->2/27      0.83   0.23  50(76)  9(13)  6( 9)  0( 0)  0( 0)    8       65
 53 2/28-->2/29      0.53   0.03   4(66)  1(16)  1(16)  0( 0)  0( 0)    2        6
 ANNUAL TOTALS       6.47   2517(57)853(19)634(14)309( 7) 71( 1)  450     4384
 1956    906    658    596    535    935    694    636    579
 1957   1082    834    772    710    947    700    640    582
 1958    866    618    557    497    962    721    662    605
 1959    933    685    624    565   1061    813    751    689
 1960    950    704    645    588    960    712    650    590
 1961    947    699    637    576    945    699    640    581
 1962    896    653    594    536    917    673    615    559
 1963    994    746    684    622    910    671    615    560
 1964   1045    797    735    674    846    610    553    498
 1965    973    725    663    604    869    624    566    509
 1966   1041    793    731    670    860    613    556    501
 1967    915    671    613    558    837    597    542    489
 1968    950    705    645    586    914    669    610    553
 1969   1001    753    692    631    960    712    651    593
 1970    983    738    679    622    934    688    627    569
 1971    892    645    587    530    902    659    601    544
 1972    926    681    623    565    938    693    634    575
 1973   1004    756    694    632    991    743    682    622
 1974   1077    829    767    705    863    618    560    503
 1975   1038    790    729    670   1000    752    690    629
 1976   1030    782    720    660    935    688    628    571
 1977   1064    816    754    692    871    624    564    505
 1978    983    735    673    612    964    716    656    596
 1979    963    715    653    591    942    694    633    574
 1980   1056    808    746    685   1001    753    691    629
 1981   1012    764    702    640    921    673    613    554
 1982   1025    777    715    654    870    629    572    518
 1983   1084    836    774    712   1059    811    749    687
 1984    964    717    656    595    992    745    685    627
 1985    968    720    658    597    820    575    516    459
 1986   1025    777    715    653    815    572    517    462
 1987   1058    810    748    686    880    634    576    521
 1988   1026    778    716    655    999    758    699    640
 1989   1030    782    720    658    936    688    628    568
 1990    959    711    649    588    946    698    636    574
 1991    983    735    674    613    945    697    636    576
 1992    818    571    510    451    757    522    470    421
 1993    949    701    639    577    929    681    620    560
 1994    909    661    599    537    832    585    526    472
 1995    970    722    661    601   1049    801    739    677
 1996    916    668    606    545    880    632    570    508
 1997    961    713    653    594    862    614    552    493
 1998    991    743    681    619    965    717    655    593
     ****************************  *************************** 
 MEAN  984.2  736.7  675.5  615.1  924.0  678.8  619.5  561.7
 STDV   61.8   61.4   60.8   60.0   66.2   64.4   62.9   61.0
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    568    367    323    282    316    197    171    148
 1952    702    507    463    420     34     22     19     17
 1953    491    351    320    293      0      0      0      0
 1954    729    507    455    405    251    149    126    105
 1955    267    195    180    167      0      0      0      0
 1956    620    429    391    355      0      0      0      0
 1957    584    381    340    302    139     89     78     67
 1958    689    480    435    393      0      0      0      0
 1959    654    449    405    364    121     61     48     36
 1960    682    472    425    379    298    201    180    160
 1961    609    419    375    334      0      0      0      0
 1962    571    379    336    296    407    255    222    191
 1963    708    495    447    400    640    449    406    366
 1964    668    461    414    367    117     73     63     53
 1965    567    364    321    278    163    100     86     73
 1966    608    418    377    338    250    161    141    122
 1967    555    375    335    295      0      0      0      0
 1968    640    432    385    341    389    244    213    184
 1969    649    445    402    360    219    144    127    113
 1970    672    461    412    367    171    116    105     94
 1971    726    518    471    426    516    328    285    248
 1972    680    465    416    372    234    147    131    116
 1973    644    427    381    335    531    344    302    263
 1974    410    284    256    228      0      0      0      0
 1975    607    407    365    324      8      3      2      1
 1976    678    478    434    396    117     81     72     64
 1977    713    478    425    376    138     74     60     47
 1978    835    605    551    499    331    183    153    126
 1979    734    517    467    421    144     83     70     58
 1980    761    536    484    436    185    118    105     93
 1981    695    473    422    374    239    133    111     90
 1982    682    469    419    370    331    203    179    156
 1983    510    356    321    291      0      0      0      0
 1984    619    420    374    333    353    219    187    157
 1985    639    442    396    352    328    187    155    124
 1986    706    478    423    373    365    206    171    142
 1987    675    446    399    357     36     27     25     23
 1988    714    501    453    409     62     40     35     30
 1989    624    429    386    347     51     35     32     29
 1990    739    526    477    432    233    149    130    112
 1991    628    438    394    353     64     38     34     30
 1992    587    405    363    321    245    155    136    118
 1993    488    292    254    217    149    102     91     80
 1994    693    472    422    375    371    222    189    160
 1995    566    383    342    303    297    186    164    144
 1996    584    388    346    304    287    183    163    144
 1997    669    459    412    369    374    259    232    208
 1998    786    562    511    463    386    218    186    157
     ****************************  *************************** 
 MEAN  638.3  438.6  394.1  352.1  206.3  129.1  112.5   97.1
 STDV   97.4   73.2   67.3   62.0  162.0  104.2   91.8   80.6
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 3584
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  44 -22  54 -22  61 -35  81  14  88  25  92  37  97  48 101  47  96  37  93  24  76  15  64   0
  2  46 -21  49 -30  64 -17  82  16  90  27  93  37  95  48  99  50  95  40  92  19  77   7  64  -6
  3  50 -15  54 -31  68   0  75  10  86  25  91  38  96  45  99  49  90  34  92  26  77   9  62 -13
  4  46 -17  52 -27  64  -8  68  10  88  27  92  40 100  44  99  46  94  37  94  25  73   1  57  -8
  5  55 -19  54 -22  61 -16  78  10  90  27  96  39 100  43  97  44  92  36  96  24  67  -3  60  -9
  6  43 -21  50 -16  68 -16  85   9  86  25  93  44  96  48  92  45  94  37  94  24  77   1  60 -12
  7  43 -21  50 -15  69 -10  89  12  85  26  93  44 101  46  95  47  97  35  91  23  71   0  50 -17
  8  53 -21  57 -23  75  -7  80  15  89  29  94  43  98  48  98  50  94  39  87  25  72   0  52  -9
  9  49 -24  58 -23  63  -9  86  11  85  29 103  43  96  49  91  44 100  38  84  25  64   5  53 -19
 10  39 -25  58 -21  65  -9  85  15  89  28  94  42  98  46  94  48  92  38  83  22  65   9  57 -20
 11  48 -21  58 -18  62  -8  85  19  90  32  93  44  99  50  95  42  92  32  82  18  69  -2  56 -14
 12  50 -24  61 -19  65  -7  81  18  85  30  93  46  95  50  96  42  91  28  91  19  67  -2  58 -12
 13  47 -15  66 -16  73  -6  81  20  89  29  96  40  98  47  95  42  94  31  89  26  68  -2  51 -22
 14  55 -22  60 -13  68 -14  85  17  90  30  98  42 100  50  94  40  94  36  86  26  73  -6  55 -15
 15  48 -25  54 -14  64  -4  82  22  91  32  98  42  94  47  98  44  95  34  87  23  72  -4  55 -17
 16  57 -24  65 -19  73  -2  87  20  87  31  91  42  96  48 104  44  93  36  85  20  72   2  54 -16
 17  49 -19  68 -20  70   0  83  22  88  35  89  41  96  50 102  42  92  36  82  20  69  -6  48 -12
 18  52 -28  64 -12  63   1  86  18  94  36  99  44  97  53 103  41  94  36  84  15  70   5  59 -15
 19  50 -27  58 -19  70  -2  90  26  91  38  98  43  96  54  99  40  88  33  82  15  64   5  49 -19
 20  47 -25  60 -12  65  -6  85  23  92  28  96  44  95  46  99  42  91  30  83  12  65   8  53 -18
 21  46 -31  55 -14  70  -7  92  22  92  35 100  39  96  46 103  44  84  30  82  19  65  -4  52 -22
 22  49 -18  53  -6  65   7  95  23  88  30 101  43  96  50  92  47  88  25  79  19  72   3  46 -23
 23  54 -25  59  -8  78  -2  85  23  89  28  93  43  96  50  91  43  82  28  82  21  60   2  49 -21
 24  59 -18  54 -15  76  -4  85  18  85  38  93  44  92  50  90  45  85  29  80  18  56  -2  45 -20
 25  59 -14  57 -15  73   0  83  29  96  38  97  42  94  49  90  37  90  33  78  20  67  -5  48 -17
 26  48 -21  57 -20  74  -1  84  29  94  34  94  45  97  46  98  43  86  30  83  16  57 -14  50 -23
 27  39 -20  59 -11  81   3  89  28  90  34  98  44  99  44  97  43  88  30  81  17  64  -7  50 -22
 28  48 -20  54 -22  77   2  91  28  92  34  95  49  99  50  98  42  88  26  76  14  68  -9  52 -17
 29  44 -27 *** ***  81   0  87  24  93  33  97  50  99  45  96  43  88  26  70   9  60  -7  61 -18
 30  49 -22 *** ***  86   3  85  24  89  38  96  48  99  46  95  44  94  28  77  15  67  -7  52 -17
 31  46 -21 *** ***  80   6 *** ***  91  36 *** *** 101  44  95  36 *** ***  77  14 *** ***  45 -20
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 3584
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.12  0.87  0.76  0.45  1.40  1.14  0.63  1.84  0.35  0.63  2.04  0.67
  2  0.64  0.75  1.21  1.52  1.24  1.18  3.30  0.85  1.94  0.64  2.12  0.69
  3  1.40  0.19  0.54  1.30  0.65  1.02  0.93  2.00  1.50  0.48  0.30  0.50
  4  1.32  0.68  0.98  1.12  1.05  4.78  1.57  0.82  1.14  0.65  1.13  0.52
  5  0.51  1.10  0.50  0.69  0.84  1.20  1.09  1.96  1.87  1.50  1.05  1.45
  6  0.31  0.32  1.27  1.00  1.56  1.25  3.01  0.74  2.19  1.83  0.52  0.26
  7  0.43  0.56  0.62  0.60  2.21  1.86  1.71  1.48  2.15  1.17  0.71  0.98
  8  0.32  0.88  1.35  0.59  0.72  2.50  1.52  1.62  2.90  1.00  0.35  0.47
  9  0.09  0.42  0.80  0.96  1.05  4.64  3.03  1.61  1.51  2.21  1.27  0.56
 10  0.80  0.68  0.60  0.78  1.83  1.22  3.58  2.02  0.70  0.70  0.74  0.65
 11  0.22  0.44  1.49  0.64  1.33  0.99  4.58  0.64  0.41  2.15  1.03  0.68
 12  0.47  0.28  0.86  1.10  0.93  2.91  2.97  0.23  0.78  2.03  0.51  0.55
 13  0.26  0.16  1.60  1.28  0.98  2.15  1.00  3.07  4.25  1.10  0.75  0.54
 14  0.57  0.42  1.12  1.00  1.14  1.85  2.47  1.00  1.25  1.15  0.33  0.78
 15  0.67  0.56  0.80  1.02  1.59  2.06  2.69  1.85  1.40  0.90  0.77  0.52
 16  0.90  1.00  0.37  1.21  1.18  1.73  0.85  1.50  0.85  1.13  1.18  0.18
 17  0.17  0.18  1.18  1.48  1.26  2.65  6.47  1.10  1.12  0.73  1.00  0.83
 18  0.37  1.32  1.42  1.40  2.42  2.27  1.74  1.80  0.85  1.27  0.82  0.25
 19  0.61  0.85  0.63  1.35  2.88  0.62  2.50  1.20  2.50  0.79  0.82  1.20
 20  0.46  0.75  0.35  1.69  2.03  1.46  1.51  2.08  1.88  0.83  1.41  0.63
 21  0.13  0.58  0.90  1.38  0.85  2.75  1.40  1.44  0.90  0.66  0.89  0.23
 22  1.29  0.66  0.83  0.50  1.35  1.82  2.32  2.45  0.82  2.76  1.09  0.62
 23  0.40  0.83  1.54  2.23  1.36  2.95  1.96  1.53  1.17  1.41  0.46  1.10
