 
 THIS IS FOR STATION NUMBER 1402 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.01   0.39  59(68) 15(17) 11(12)  1( 1)  0( 0)    0       86
  2 3/8-->3/14       1.50   0.52  76(72) 14(13)  9( 8)  6( 5)  0( 0)    0      105
  3 3/15-->3/21      1.25   0.45  76(72) 19(18)  7( 6)  3( 2)  0( 0)    0      105
  4 3/22-->3/28      1.75   0.53  69(66) 18(17) 15(14)  2( 1)  0( 0)    0      104
  5 3/29-->4/4       2.39   0.63  83(67) 21(17) 15(12)  3( 2)  1( 0)    0      123
  6 4/5-->4/11       1.09   0.58  56(56) 24(24) 18(18)  2( 2)  0( 0)    0      100
  7 4/12-->4/18      3.06   0.82  73(60) 25(20) 14(11)  6( 5)  2( 1)    0      120
  8 4/19-->4/25      2.21   0.84  66(55) 25(20) 22(18)  6( 5)  1( 0)    0      120
  9 4/26-->5/2       2.46   0.98  76(57) 25(18) 21(15)  9( 6)  1( 0)    0      132
 10 5/3-->5/9        1.95   0.70  69(62) 16(14) 17(15)  8( 7)  0( 0)    0      110
 11 5/10-->5/16      3.55   1.00  62(50) 32(26) 17(13)  9( 7)  2( 1)    0      122
 12 5/17-->5/23      2.56   0.81  65(57) 21(18) 20(17)  6( 5)  2( 1)    0      114
 13 5/24-->5/30      2.17   1.18  76(52) 30(20) 25(17) 13( 8)  2( 1)    0      146
 14 5/31-->6/6       1.18   0.62  64(58) 24(22) 18(16)  3( 2)  0( 0)    0      109
 15 6/7-->6/13       3.42   1.11  77(55) 22(15) 29(20) 11( 7)  1( 0)    0      140
 16 6/14-->6/20      3.56   1.14  80(58) 18(13) 22(16) 11( 8)  5( 3)    0      136
 17 6/21-->6/27      3.57   1.46  50(42) 18(15) 29(24) 14(11)  8( 6)    0      119
 18 6/28-->7/4       3.32   0.99  76(61) 16(12) 19(15)  9( 7)  4( 3)    0      124
 19 7/5-->7/11       2.30   0.95  55(52) 16(15) 18(17) 13(12)  3( 2)    0      105
 20 7/12-->7/18      3.25   1.09  45(41) 27(24) 22(20) 11(10)  4( 3)    0      109
 21 7/19-->7/25      3.67   0.93  70(61) 13(11) 19(16)  7( 6)  4( 3)    0      113
 22 7/26-->8/1       3.84   0.88  52(50) 25(24) 16(15)  5( 4)  4( 3)    0      102
 23 8/2-->8/8        2.11   0.89  55(50) 24(22) 20(18)  8( 7)  2( 1)    0      109
 24 8/9-->8/15       6.30   0.66  55(61) 22(24)  7( 7)  5( 5)  1( 1)    0       90
 25 8/16-->8/22      3.35   1.15  48(45) 18(17) 23(21) 10( 9)  6( 5)    0      105
 26 8/23-->8/29      2.59   1.05  57(49) 24(20) 20(17) 12(10)  3( 2)    0      116
 27 8/30-->9/5       3.76   0.91  56(56) 15(15) 14(14) 10(10)  4( 4)    0       99
 28 9/6-->9/12       4.04   0.67  59(67)  7( 7) 11(12) 10(11)  1( 1)    0       88
 29 9/13-->9/19      2.40   0.80  50(48) 25(24) 21(20)  6( 5)  2( 1)    0      104
 30 9/20-->9/26      5.18   1.01  70(56) 21(16) 24(19)  6( 4)  3( 2)    0      124
 31 9/27-->10/3      2.35   0.61  57(58) 24(24) 11(11)  5( 5)  1( 1)    0       98
 32 10/4-->10/10     3.22   0.60  55(61) 14(15) 15(16)  5( 5)  1( 1)    0       90
 33 10/11-->10/17    2.45   0.59  47(60) 12(15) 13(16)  4( 5)  2( 2)    0       78
 34 10/18-->10/24    1.85   0.54  48(61) 14(17) 10(12)  6( 7)  0( 0)    0       78
 35 10/25-->10/31    1.20   0.46  53(63) 16(19) 12(14)  3( 3)  0( 0)    0       84
 36 11/1-->11/7      2.78   0.45  62(72) 10(11)  8( 9)  3( 3)  2( 2)    0       85
 37 11/8-->11/14     1.70   0.34  56(72) 13(16)  4( 5)  4( 5)  0( 0)    0       77
 38 11/15-->11/21    1.57   0.52  45(55) 17(20) 13(16)  6( 7)  0( 0)    0       81
 39 11/22-->11/28    1.02   0.35  60(70) 17(20)  7( 8)  1( 1)  0( 0)    0       85
 40 11/29-->12/5     0.98   0.29  68(80)  9(10)  8( 9)  0( 0)  0( 0)    0       85
 41 12/6-->12/12     1.12   0.26  62(80)  6( 7)  8(10)  1( 1)  0( 0)    0       77
 42 12/13-->12/19    0.93   0.23  61(81) 10(13)  4( 5)  0( 0)  0( 0)    0       75
 43 12/20-->12/26    0.59   0.19  76(89)  6( 7)  3( 3)  0( 0)  0( 0)    0       85
 44 12/27-->1/2      1.16   0.22  59(80)  9(12)  4( 5)  1( 1)  0( 0)    0       73
 45 1/3-->1/9        1.40   0.20  50(78) 12(18)  1( 1)  1( 1)  0( 0)    0       64
 46 1/10-->1/16      1.02   0.18  61(87)  7(10)  1( 1)  1( 1)  0( 0)    0       70
 47 1/17-->1/23      0.76   0.21  69(86)  8(10)  3( 3)  0( 0)  0( 0)    0       80
 48 1/24-->1/30      0.76   0.22  82(87)  8( 8)  4( 4)  0( 0)  0( 0)    0       94
 49 1/31-->2/6       0.68   0.18  64(85)  8(10)  3( 4)  0( 0)  0( 0)    0       75
 50 2/7-->2/13       1.04   0.15  51(87)  3( 5)  3( 5)  1( 1)  0( 0)    0       58
 51 2/14-->2/20      1.09   0.25  57(76) 11(14)  6( 8)  1( 1)  0( 0)    0       75
 52 2/21-->2/27      1.14   0.27  61(78) 10(12)  6( 7)  1( 1)  0( 0)    0       78
 53 2/28-->2/29      0.76   0.03  10(90)  0( 0)  1( 9)  0( 0)  0( 0)    0       11
 ANNUAL TOTALS       6.30   3239(63)864(16)691(13)269( 5) 72( 1)    0     5135
 1957   1096    848    786    724    974    727    666    605
 1958    917    669    607    546    972    727    668    609
 1959    973    725    663    603   1078    830    768    706
 1960    975    727    666    606    998    750    688    627
 1961    956    708    646    585    975    727    666    606
 1962    929    683    624    565    939    693    634    576
 1963    993    745    683    621    903    661    604    548
 1964   1043    795    733    672    869    635    579    526
 1965    983    735    673    613    904    658    599    541
 1966   1040    792    730    668    882    636    576    520
 1967    908    664    607    553    841    602    546    493
 1968    968    720    659    599    933    685    625    568
 1969   1015    767    706    645    986    738    676    614
 1970    993    746    686    628    956    708    647    588
 1971    901    655    596    539    921    676    616    561
 1972    946    699    640    581    952    705    646    588
 1973   1018    770    708    646   1003    755    693    632
 1974   1076    828    766    704    890    645    586    528
 1975   1022    775    716    657   1010    762    700    639
 1976   1039    792    731    671    930    684    624    566
 1977   1059    811    749    687    878    633    573    516
 1978    968    720    658    597    964    717    657    599
 1979    970    722    660    599    924    677    617    559
 1980   1041    793    731    669    982    734    672    610
 1981   1004    756    694    634    905    659    601    544
 1982   1021    773    711    649    913    667    609    553
 1983   1072    824    762    700   1074    826    764    702
 1984    943    697    636    576   1003    756    696    637
 1985    980    732    670    609    853    610    551    495
 1986   1036    788    726    664    840    601    543    486
 1987   1064    816    754    694    880    638    581    526
 1988   1003    756    696    636    988    749    690    631
 1989   1022    774    712    650    949    704    644    586
 1990    943    695    633    572    933    686    625    565
 1991    989    741    680    620    929    682    621    561
 1992    827    580    521    462    767    531    480    430
 1993    952    704    642    580    927    679    618    561
 1994    884    636    575    516    811    569    512    458
 1995    974    727    667    607   1057    809    747    685
 1996    909    662    601    540    879    631    569    511
 1997    949    704    644    585    855    607    548    490
 1998    987    739    677    615    970    722    660    598
     ****************************  *************************** 
 MEAN  988.2  740.6  679.4  618.9  934.8  689.2  629.5  571.3
 STDV   58.5   58.1   57.5   56.7   66.3   64.5   63.0   61.0
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    548    344    299    259    352    209    181    156
 1952    672    462    420    379     43     25     21     17
 1953    716    517    472    430    528    379    345    311
 1954    748    524    471    419    382    224    190    156
 1955    743    532    485    441    365    231    201    173
 1956    649    447    405    365    150    104     95     86
 1957    623    413    369    327    256    153    130    109
 1958    713    492    444    401    464    296    260    226
 1959    683    473    426    382    124     61     48     38
 1960    716    497    449    403    319    221    198    176
 1961    632    442    397    353      0      0      0      0
 1962    577    387    346    306    423    267    233    202
 1963    715    502    454    408    629    433    391    350
 1964    652    450    402    359    108     68     60     52
 1965    562    354    310    267    167    103     90     77
 1966    646    446    406    368    251    166    148    130
 1967    588    399    359    320      0      0      0      0
 1968    649    439    394    351     58     38     33     29
 1969    685    469    422    378    231    157    140    123
 1970    662    450    402    356    219    134    116    101
 1971    747    533    485    439    541    348    305    265
 1972    685    466    416    368    228    138    121    105
 1973    673    450    401    355    530    346    308    271
 1974    424    291    263    235      0      0      0      0
 1975    591    395    351    310     10      4      3      2
 1976    679    484    441    400    118     81     73     67
 1977    722    491    437    388    137     78     65     52
 1978    797    576    524    474     85     46     38     30
 1979    716    503    456    413    141     83     70     58
 1980    739    517    466    417    167    107     96     86
 1981    661    442    395    352    242    138    117     96
 1982    649    445    397    350    312    193    169    146
 1983    509    355    321    289      0      0      0      0
 1984    636    454    409    371      0      0      0      0
 1985    670    472    426    383    365    197    164    131
 1986    725    497    443    391    392    223    190    159
 1987    661    447    404    363     38     29     27     25
 1988    703    503    458    415     51     35     31     27
 1989    496    345    311    278      0      0      0      0
 1990    776    555    504    457    155    103     92     82
 1991    490    350    318    289      0      0      0      0
 1992    584    398    355    313      0      0      0      0
 1993    491    305    265    229     16      8      6      5
 1994    708    486    437    389    140     79     67     56
 1995    607    415    372    333    228    140    122    107
 1996    617    408    364    322    117     75     67     60
 1997    665    449    405    362    370    258    232    207
 1998    799    577    525    475    251    143    120     97
     ****************************  *************************** 
 MEAN  654.5  451.3  406.2  363.4  202.3  127.8  111.9   97.0
 STDV   83.0   66.1   61.9   58.1  172.2  113.0  100.5   88.6
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 1402
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  43 -23  44 -23  62 -32  76  15  93  28  89  36  98  46  99  50  97  40  93  29  73  14  63  -1
  2  48 -21  51 -32  63  -6  80  15  93  28  89  40  98  47 100  50  95  42  92  22  76  10  61  -6
  3  46 -15  44 -30  66  -3  77  11  86  26  91  40  99  45  98  49  91  35  93  25  75  10  61 -17
  4  45 -16  52 -25  64 -10  76   8  89  31  94  37  97  45  98  46  92  36  87  22  69   2  58  -9
  5  46 -23  54 -27  61 -12  85  17  89  29  93  40  97  45  95  44  92  39  95  24  67   1  60  -3
  6  40 -28  47 -24  66 -10  89   3  87  24  91  41  98  48  96  47  92  37  94  26  72   8  55 -12
  7  48 -29  54 -15  72 -17  86  15  86  27  94  43 100  45  97  45  97  37  87  24  70  -4  46 -16
  8  50 -21  52 -25  69  -7  77  11  87  32 102  41  98  49  94  46  96  38  82  22  66   0  49 -10
  9  42 -24  56 -24  61 -10  77  13  90  28 100  41  99  49  94  45  99  36  81  24  63  14  50 -19
 10  40 -26  57 -21  64  -8  83  18  88  27  95  40  99  47  94  47  93  39  84  21  65   9  58 -17
 11  45 -24  57 -18  64  -2  84  13  83  32  94  43  96  51  93  45  92  33  82  16  68  -4  54 -14
 12  42 -25  62 -20  71  -5  81  20  86  31  93  48  98  49  94  46  93  32  87  22  64   6  59 -13
 13  52 -17  54 -15  68 -13  78  21  87  27  98  40  98  46  96  41  90  34  89  23  66  -2  48 -22
 14  45 -21  63 -17  64 -10  83  24  89  33  98  45  99  48  95  39  91  32  86  28  70  -4  53 -24
 15  53 -31  54 -12  67  -2  82  21  89  30  97  40  97  48 100  44  94  36  87  24  69   5  48 -20
 16  46 -25  62 -17  70  -5  87  22  88  31  91  41  93  49 100  44  93  35  85  26  72   4  54 -14
 17  47 -24  65 -17  69  -4  86  22  91  34  92  42  95  49 104  44  95  35  82  22  70  -4  48 -17
 18  50 -31  64  -8  60   1  91  21  93  37  98  47  97  50 100  44  94  35  84  23  71   2  53 -22
 19  48 -28  61 -19  69  -2  88  20  92  36  98  46  96  52  97  42  92  32  82  16  66   8  47 -24
 20  45 -26  59 -13  63  -4  87  24  90  31 102  42  96  48  98  42  89  28  83  21  59   2  49 -20
 21  48 -28  56 -15  71  -6  92  25  91  33 101  39  96  46 100  48  86  32  81  22  71  -5  49 -23
 22  50 -19  57 -11  71   9  94  23  90  30  99  44  96  51  96  48  82  25  80  18  62   2  45 -22
 23  53 -24  54 -11  70   0  87  25  89  31  93  45  97  51  92  45  80  28  81  20  57   2  46 -23
 24  57 -18  54 -17  75  -5  85  21  86  36  93  44  95  53  91  43  85  28  78  20  60  -2  44 -24
 25  59 -13  53 -15  72   7  85  30  92  38  95  46  94  51  91  41  87  29  80  21  63  -8  49 -15
 26  50 -21  58 -21  79   1  85  30  94  34  96  45  99  47  97  41  87  26  81  17  63 -14  47 -25
 27  43 -17  58  -9  75   0  89  28  92  35  96  45 100  47  96  44  85  32  80  17  64  -4  48 -17
 28  46 -19  52 -22  78   6  90  30  93  34  94  46  99  48  96  39  85  27  72  19  56  -6  53 -18
 29  41 -27 *** ***  85   1  90  25  91  33  98  50  99  49  94  40  87  26  69  17  66  -4  51 -11
 30  48 -30 *** ***  82   1  88  26  90  35  96  49 100  47  93  46  90  27  78  10  62  -7  48 -17
 31  52 -26 *** ***  81   8 *** ***  91  36 *** *** 102  46  96  38 *** ***  76  16 *** ***  55 -21
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 1402
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.48  0.30  0.60  0.73  1.75  0.96  1.92  0.84  1.82  0.40  2.78  0.68
  2  0.48  0.65  0.85  0.95  0.90  0.80  1.61  1.61  1.54  0.56  2.01  0.49
  3  0.39  0.24  0.60  1.21  0.67  0.68  0.87  0.97  1.38  1.00  0.55  0.49
  4  1.40  0.68  1.01  2.39  1.16  1.14  1.02  0.80  1.25  0.64  0.61  0.55
  5  0.38  0.51  0.45  1.04  1.13  0.68  0.86  1.93  2.98  0.72  1.00  0.72
  6  0.30  0.24  0.90  1.09  1.00  1.18  2.30  0.55  1.26  1.13  0.67  0.86
  7  0.38  0.25  0.52  0.75  1.95  1.72  1.28  1.32  1.94  0.71  1.03  1.12
  8  0.30  1.04  1.47  0.95  1.59  1.37  1.73  2.11  4.04  1.37  0.23  0.23
  9  0.35  0.17  0.95  0.95  0.93  3.42  2.27  0.89  1.22  3.22  0.56  0.52
 10  0.19  0.58  0.26  0.85  3.55  1.06  1.14  6.30  1.70  1.15  1.70  0.15
 11  0.25  0.19  1.20  0.56  2.70  1.11  1.85  0.44  0.79  1.23  0.30  0.94
 12  0.28  0.68  1.50  2.04  0.95  1.35  3.25  0.31  0.73  2.26  1.45  0.68
 13  0.34  0.07  0.50  1.14  1.54  1.87  1.54  1.80  2.40  1.57  1.37  0.54
 14  0.63  0.24  0.88  0.87  1.87  1.46  1.56  1.30  0.94  1.03  0.30  0.68
 15  1.02  0.36  1.15  1.09  1.16  3.56  2.25  1.99  1.36  2.45  0.54  0.47
 16  0.44  0.51  0.47  1.66  1.05  2.07  1.38  2.40  0.70  0.82  1.57  0.34
 17  0.76  0.33  0.52  1.30  1.67  2.24  1.16  1.27  1.02  0.80  0.69  0.32
 18  0.18  0.70  0.97  3.06  1.15  2.82  0.93  1.45  0.97  0.99  1.00  0.37
 19  0.67  1.09  1.25  1.32  2.03  1.34  3.67  2.17  2.12  0.53  0.72  0.93
 20  0.43  0.45  0.75  1.34  2.56  1.40  2.07  2.13  3.02  1.52  1.13  0.59
 21  0.49  0.55  0.38  2.21  0.52  0.97  1.02  2.05  0.91  0.69  1.16  0.30
 22  0.54  0.67  0.94  0.34  1.27  1.54  2.68  3.35  1.77  1.85  0.93  0.52
