 
 THIS IS FOR STATION NUMBER 8806 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.60   0.38  59(69) 16(18)  9(10)  1( 1)  0( 0)    0       85
  2 3/8-->3/14       1.10   0.45  58(67) 13(15) 10(11)  5( 5)  0( 0)    2       86
  3 3/15-->3/21      1.20   0.40  64(71) 15(16)  9(10)  2( 2)  0( 0)    0       90
  4 3/22-->3/28      1.42   0.49  56(65) 15(17)  8( 9)  7( 8)  0( 0)    0       86
  5 3/29-->4/4       1.82   0.53  62(62) 20(20) 16(16)  2( 2)  0( 0)    1      100
  6 4/5-->4/11       1.50   0.44  51(60) 20(23) 12(14)  1( 1)  0( 0)    0       84
  7 4/12-->4/18      1.70   0.71  60(55) 28(25) 14(12)  6( 5)  0( 0)    0      108
  8 4/19-->4/25      2.05   0.80  72(58) 27(21) 18(14)  6( 4)  1( 0)    0      124
  9 4/26-->5/2       2.32   0.89  70(58) 20(16) 20(16)  7( 5)  2( 1)    0      119
 10 5/3-->5/9        2.10   0.78  63(55) 29(25) 15(13)  5( 4)  1( 0)    0      113
 11 5/10-->5/16      1.75   0.69  61(53) 35(30) 15(13)  4( 3)  0( 0)    0      115
 12 5/17-->5/23      2.55   0.91  63(52) 29(24) 16(13) 11( 9)  1( 0)    0      120
 13 5/24-->5/30      2.10   1.15  70(49) 33(23) 23(16) 14( 9)  1( 0)    0      141
 14 5/31-->6/6       1.76   0.79  74(61) 21(17) 15(12) 10( 8)  0( 0)    0      120
 15 6/7-->6/13       3.40   1.19  66(53) 21(16) 20(16) 12( 9)  5( 4)    0      124
 16 6/14-->6/20      2.61   1.34  64(48) 22(16) 24(18) 22(16)  1( 0)    0      133
 17 6/21-->6/27      3.83   1.16  59(53) 19(17) 20(18)  5( 4)  7( 6)    0      110
 18 6/28-->7/4       4.70   1.09  59(55) 15(14) 16(14) 13(12)  4( 3)    0      107
 19 7/5-->7/11       6.27   1.33  48(46) 18(17) 20(19)  9( 8)  9( 8)    0      104
 20 7/12-->7/18      5.10   1.11  49(49) 14(14) 23(23)  8( 8)  6( 6)    0      100
 21 7/19-->7/25      3.43   0.72  60(59) 20(19) 16(15)  4( 3)  1( 0)    0      101
 22 7/26-->8/1       3.02   0.86  52(54) 14(14) 18(18) 10(10)  2( 2)    0       96
 23 8/2-->8/8        3.30   0.87  66(61) 14(13) 14(13) 10( 9)  3( 2)    1      107
 24 8/9-->8/15       3.50   0.84  52(54) 15(15) 17(17)  9( 9)  3( 3)    0       96
 25 8/16-->8/22      5.20   1.06  53(55) 15(15) 12(12) 11(11)  5( 5)    0       96
 26 8/23-->8/29      3.10   1.14  52(49) 16(15) 18(17) 16(15)  3( 2)    0      105
 27 8/30-->9/5       2.43   0.75  55(56) 19(19) 13(13)  8( 8)  2( 2)    0       97
 28 9/6-->9/12       1.98   0.55  55(61) 19(21) 11(12)  5( 5)  0( 0)    1       90
 29 9/13-->9/19      3.01   0.79  53(54) 20(20) 16(16)  7( 7)  2( 2)    0       98
 30 9/20-->9/26      2.07   0.74  59(56) 20(19) 18(17)  5( 4)  2( 1)    0      104
 31 9/27-->10/3      2.02   0.57  52(62) 12(14) 12(14)  6( 7)  1( 1)    0       83
 32 10/4-->10/10     1.56   0.61  48(57) 10(11) 21(25)  5( 5)  0( 0)    0       84
 33 10/11-->10/17    1.90   0.55  48(59) 14(17) 14(17)  5( 6)  0( 0)    0       81
 34 10/18-->10/24    2.36   0.48  55(71)  9(11)  6( 7)  6( 7)  1( 1)    0       77
 35 10/25-->10/31    1.57   0.45  50(67)  8(10) 11(14)  5( 6)  0( 0)    0       74
 36 11/1-->11/7      2.08   0.39  48(68)  8(11) 11(15)  2( 2)  1( 1)    0       70
 37 11/8-->11/14     1.44   0.27  44(70) 12(19)  4( 6)  2( 3)  0( 0)    0       62
 38 11/15-->11/21    1.67   0.54  39(56)  8(11) 15(21)  7(10)  0( 0)    0       69
 39 11/22-->11/28    0.92   0.23  63(81)  9(11)  5( 6)  0( 0)  0( 0)    0       77
 40 11/29-->12/5     0.95   0.28  51(73)  9(13)  9(13)  0( 0)  0( 0)    0       69
 41 12/6-->12/12     0.85   0.27  45(71)  9(14)  9(14)  0( 0)  0( 0)    0       63
 42 12/13-->12/19    0.92   0.20  45(80)  8(14)  3( 5)  0( 0)  0( 0)    0       56
 43 12/20-->12/26    0.97   0.19  60(86)  6( 8)  3( 4)  0( 0)  0( 0)    0       69
 44 12/27-->1/2      1.70   0.24  53(81)  2( 3)  9(13)  1( 1)  0( 0)    3       65
 45 1/3-->1/9        0.95   0.14  43(82)  7(13)  2( 3)  0( 0)  0( 0)    7       52
 46 1/10-->1/16      0.83   0.17  47(79) 11(18)  1( 1)  0( 0)  0( 0)    7       59
 47 1/17-->1/23      0.69   0.17  58(86)  5( 7)  4( 5)  0( 0)  0( 0)    7       67
 48 1/24-->1/30      0.83   0.15  65(90)  5( 6)  2( 2)  0( 0)  0( 0)    7       72
 49 1/31-->2/6       1.01   0.20  49(81)  6(10)  4( 6)  1( 1)  0( 0)    1       60
 50 2/7-->2/13       0.83   0.17  52(88)  5( 8)  2( 3)  0( 0)  0( 0)    0       59
 51 2/14-->2/20      1.16   0.26  50(76)  9(13)  5( 7)  1( 1)  0( 0)    0       65
 52 2/21-->2/27      1.08   0.23  48(75) 12(18)  3( 4)  1( 1)  0( 0)    0       64
 53 2/28-->2/29      0.49   0.02   6(75)  2(25)  0( 0)  0( 0)  0( 0)    0        8
 ANNUAL TOTALS       6.27   2904(62)788(16)631(13)277( 5) 64( 1)   37     4664
 1956    954    706    644    582    970    727    670    614
 1957   1110    862    800    738    979    731    670    610
 1958    910    662    600    540    980    736    675    616
 1959    969    722    661    600   1076    828    766    704
 1960    962    714    654    597    994    746    684    622
 1961    964    716    654    592    947    699    637    576
 1962    930    683    623    564    935    688    628    570
 1963   1013    765    703    641    915    669    610    552
 1964   1064    816    754    692    865    625    569    514
 1965    981    733    671    611    898    652    592    532
 1966   1070    822    760    698    874    627    567    513
 1967    934    688    631    576    862    622    566    513
 1968    983    735    673    613    951    703    642    582
 1969   1012    764    702    640    976    728    666    604
 1970    997    750    691    632    940    693    634    575
 1971    910    665    607    549    915    672    612    555
 1972    953    709    651    593    927    681    622    563
 1973   1002    754    692    630    998    750    689    629
 1974   1085    837    775    713    862    617    558    502
 1975   1016    770    710    653   1008    760    698    637
 1976   1032    784    723    664    951    708    649    592
 1977   1074    826    764    702    894    649    590    532
 1978   1011    763    701    640    968    721    662    604
 1979    993    745    683    623    947    699    639    581
 1980   1079    831    769    709   1006    758    696    634
 1981   1017    769    707    646    923    677    618    561
 1982   1037    789    727    665    933    689    630    572
 1983   1078    830    768    706   1088    840    778    716
 1984    963    717    656    596    982    737    678    620
 1985    968    720    659    602    848    601    542    488
 1986   1059    811    749    687    831    593    535    479
 1987   1060    812    750    689    893    650    592    535
 1988   1022    775    714    655   1027    787    728    670
 1989   1013    765    703    641    929    685    626    567
 1990    963    715    653    593    963    715    655    596
 1991   1011    763    701    642    952    704    644    584
 1992    862    615    556    497    785    550    497    447
 1993    982    734    672    610    953    705    643    585
 1994    921    673    612    553    865    623    565    508
 1995   1000    754    694    634   1081    833    771    709
 1996    922    676    615    555    906    658    597    537
 1997   1023    776    716    656    882    634    573    514
 1998   1019    771    709    648   1003    755    693    631
     ****************************  *************************** 
 MEAN 1003.2  755.8  694.6  634.3  942.9  697.3  637.4  579.0
 STDV   56.9   56.5   55.9   55.0   63.6   61.9   60.7   58.8
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    599    401    357    315    355    227    201    177
 1952    731    533    487    443     56     36     32     28
 1953    731    532    490    451    527    377    343    310
 1954    752    528    475    425    251    148    127    108
 1955    736    531    484    440    276    185    165    146
 1956    646    454    414    378      0      0      0      0
 1957    616    411    370    332    250    144    123    105
 1958    728    507    461    419      0      0      0      0
 1959    666    460    414    373    123     64     51     42
 1960    698    484    437    391    320    224    202    180
 1961    612    422    378    338      0      0      0      0
 1962    601    405    362    322    435    283    249    217
 1963    754    530    476    426    673    465    420    377
 1964    693    476    427    379    115     73     64     55
 1965    563    353    309    267    381    244    214    186
 1966    642    440    398    357    270    181    160    142
 1967    623    422    377    336    167    104     92     83
 1968    662    443    398    355     61     41     36     31
 1969    693    472    422    374    227    152    135    121
 1970    683    469    421    374    226    144    127    111
 1971    740    526    479    434    544    353    311    271
 1972    690    472    420    374    256    158    140    122
 1973    669    447    398    352    531    346    305    268
 1974    418    282    253    224      0      0      0      0
 1975    602    408    364    320      7      3      2      1
 1976    697    503    460    419    115     82     75     68
 1977    744    516    463    413    152     86     72     58
 1978    812    589    536    485     90     51     43     35
 1979    732    524    479    437    159     97     84     71
 1980    764    543    491    443    174    116    105     95
 1981    701    482    435    390     14      8      7      6
 1982    669    458    410    364    310    189    166    145
 1983    547    391    356    323      0      0      0      0
 1984    598    416    374    335      0      0      0      0
 1985    695    490    441    397    380    213    179    146
 1986    752    525    470    417     74     39     33     27
 1987    688    469    422    378     31     23     21     19
 1988    740    527    478    431     52     31     26     21
 1989    509    349    313    279      0      0      0      0
 1990    769    552    502    454    155    100     89     79
 1991    666    465    420    375     69     40     35     30
 1992    621    432    388    345      0      0      0      0
 1993    529    330    287    249    166    110     99     89
 1994    733    516    466    418    404    249    214    183
 1995    632    442    399    358    249    160    143    126
 1996    621    419    373    331     44     29     26     23
 1997    706    492    446    404    391    275    250    225
 1998    802    577    525    475    267    157    134    114
     ****************************  *************************** 
 MEAN  672.6  467.3  421.2  377.7  195.0  125.3  110.6   96.9
 STDV   78.9   64.7   61.1   57.6  173.6  115.9  103.5   91.8
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 8806
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  49 -22  55 -20  70 -29  76  16  89  27  89  37  98  44  99  49  97  39  92  27  75  17  63  -4
  2  49 -13  57 -32  69  -5  84  16  90  27  88  39  99  47  99  49  97  44  94  20  76   9  67  -6
  3  52 -12  50 -29  68  -2  77   9  88  26  91  36 100  46  99  50  92  34  91  24  77   8  62 -11
  4  48 -15  52 -20  65  -9  79  12  91  30  96  40 103  46 100  45  95  38  94  24  71   1  60  -6
  5  56 -16  55 -24  62 -23  85  18  90  28  97  40 103  43  95  46  95  37  96  23  69   1  63  -1
  6  47 -23  55 -17  70 -12  89   4  88  26  95  36 101  48  94  47  93  38  94  23  78   9  62 -11
  7  52 -20  65 -13  74 -10  80  11  86  28  93  43 100  45 100  43  95  36  92  23  73  -3  59 -19
  8  56 -18  55 -23  75  -9  81  13  90  30 103  39  97  49  95  46  92  34  86  23  71   1  54 -16
  9  47 -22  62 -31  67 -12  88  14  87  29  94  42  98  47  96  45  99  38  81  23  66  14  51 -22
 10  46 -24  61 -19  70  -3  85  19  90  29  97  40  97  45  98  47  92  34  85  22  67   7  59 -15
 11  52 -21  59 -20  66  -6  86  17  88  30  98  45  99  52  97  43  89  30  86  14  70  -5  60 -15
 12  53 -27  65 -24  74 -10  82  16  88  30  99  42  99  49  95  44  91  31  90  22  67   5  64 -16
 13  58 -13  58 -15  71 -13  78  21  89  27 100  40 102  45  99  42  93  34  90  24  68  -2  54 -20
 14  50 -26  62 -17  68 -13  87  17  93  32 100  44 102  48 102  45  91  34  87  25  73  -9  55 -17
 15  59 -23  56 -13  70   0  87  21  88  29  94  41  98  49 105  42  98  34  87  20  69   5  55 -16
 16  56 -22  62 -23  75  -4  88  21  88  31  95  41 100  49 104  46  94  33  85  22  71   0  57 -13
 17  52 -20  68 -26  69   1  86  21  90  34  91  42  97  47 105  47  95  30  85  15  71  -4  53 -13
 18  55 -25  64 -18  65   2  93  19  94  35  99  47 100  50  98  44  93  33  82  18  71   5  58 -20
 19  51 -26  59 -16  75   3  87  17  92  34  99  45 100  50  99  45  90  31  81  16  65   5  52 -25
 20  50 -26  60 -14  70   1  87  21  91  30  97  42  98  48  98  43  90  29  84  15  61   6  53 -20
 21  47 -29  59 -11  73  -3  92  22  90  36  99  41  97  46 100  45  87  32  82  23  69  -2  54 -21
 22  52 -19  63  -8  80   7  97  20  90  30  96  42  98  49  95  47  85  27  82  14  65   6  50 -22
 23  55 -22  54 -11  77   4  85  22  89  29  96  46  96  49  95  45  81  27  83  20  61   1  48 -25
 24  62 -15  63 -23  83  -1  84  20  85  37 100  43  94  50  94  45  89  28  80  21  61   1  48 -24
 25  57 -14  57  -9  76   2  85  26  99  36  96  44  98  49  93  41  91  31  82  21  68  -3  48 -16
 26  43 -23  55 -18  81   2  85  29  95  35  97  48  99  48  99  44  91  27  83  19  59 -16  53 -16
 27  51 -17  61 -10  78   4  90  29  89  34  96  45 101  47 101  42  91  33  82  17  66   0  53 -17
 28  49 -16  55 -22  82  11  91  28  91  36 100  48 100  48  98  36  90  28  72  17  70 -14  64 -17
 29  48 -23 *** ***  89   2  89  25  90  33  98  49 100  46  96  41  88  25  77  12  59  -3  52 -10
 30  50 -19 *** ***  84   3  87  25  92  37  96  49 104  45  99  46  93  27  78  14  69  -7  55 -14
 31  55 -24 *** ***  81  13 *** ***  89  36 *** *** 104  45  97  39 *** ***  81  17 *** ***  58 -17
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 8806
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.77  0.33  1.60  0.62  1.40  1.17  1.56  3.02  0.55  0.62  1.46  0.75
  2  0.69  1.01  0.62  1.15  0.93  0.75  4.70  1.55  1.45  1.32  2.08  0.44
  3  0.48  0.42  0.63  0.55  0.56  1.59  1.29  1.28  0.97  0.77  0.63  0.61
  4  0.95  0.85  0.70  0.97  1.06  1.75  1.03  0.80  1.16  0.75  0.67  0.79
  5  0.60  0.70  0.56  0.70  0.81  1.76  0.95  1.09  2.40  1.56  0.80  0.95
  6  0.40  0.25  0.60  0.65  2.10  0.98  1.61  3.30  1.23  0.98  0.93  0.55
  7  0.22  0.33  0.80  1.50  1.89  2.13  6.27  1.50  0.84  0.91  0.69  0.85
  8  0.31  0.83  1.00  0.41  0.83  2.61  2.04  2.27  1.98  1.27  0.15  0.30
  9  0.09  0.35  0.62  0.92  0.89  1.40  3.66  0.85  1.37  0.95  0.42  0.63
 10  0.27  0.68  0.35  0.75  1.10  3.40  1.52  3.05  0.48  0.58  1.44  0.76
 11  0.83  0.38  1.06  0.74  0.95  1.35  2.59  1.09  0.80  1.38  1.20  0.78
 12  0.39  0.20  1.10  0.74  0.75  1.33  5.10  0.90  1.52  1.90  0.51  0.53
 13  0.20  0.16  1.00  0.78  1.02  2.22  1.18  1.25  3.01  1.13  0.60  0.50
 14  0.48  0.23  0.90  0.91  1.20  1.93  1.35  3.50  0.71  0.84  0.25  0.92
 15  0.38  0.40  0.93  1.43  0.47  1.53  2.00  2.45  1.08  0.95  0.32  0.40
 16  0.40  0.60  0.42  1.10  1.75  2.61  0.54  3.60  0.51  1.88  1.67  0.23
 17  0.20  0.23  0.67  1.32  1.10  1.80  3.31  0.87  1.69  0.83  1.45  0.21
 18  0.49  0.80  1.14  1.70  1.51  1.40  2.20  1.15  0.82  1.10  0.77  0.30
 19  0.60  1.16  1.20  0.88  2.55  1.25  0.77  2.15  1.73  2.36  1.17  0.63
 20  0.57  0.61  0.68  0.92  0.67  1.42  1.94  4.16  1.18  0.43  1.05  0.40
 21  0.25  0.46  0.27  2.05  0.64  2.74  1.52  5.20  1.36  0.75  1.53  0.31
 22  0.69  0.63  0.98  0.70  1.04  3.40  0.89  2.85  2.00  1.20  0.30  0.36
