 
 THIS IS FOR STATION NUMBER 2110 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.28   0.38  39(60) 15(23)  8(12)  3( 4)  0( 0)    0       65
  2 3/8-->3/14       1.68   0.43  61(70) 15(17)  8( 9)  3( 3)  0( 0)    0       87
  3 3/15-->3/21      1.16   0.38  48(64) 13(17) 12(16)  1( 1)  0( 0)    0       74
  4 3/22-->3/28      1.97   0.51  49(59) 18(21) 13(15)  3( 3)  0( 0)    0       83
  5 3/29-->4/4       1.95   0.59  52(57) 21(23) 15(16)  3( 3)  0( 0)    1       91
  6 4/5-->4/11       1.99   0.59  49(55) 21(23) 13(14)  5( 5)  0( 0)    0       88
  7 4/12-->4/18      3.03   0.85  64(55) 22(18) 24(20)  4( 3)  2( 1)    0      116
  8 4/19-->4/25      3.74   0.95  50(45) 26(23) 26(23)  7( 6)  1( 0)    0      110
  9 4/26-->5/2       2.34   0.98  66(51) 29(22) 23(17)  9( 7)  1( 0)    0      128
 10 5/3-->5/9        1.88   0.72  61(57) 17(16) 23(21)  5( 4)  0( 0)    0      106
 11 5/10-->5/16      2.97   0.89  63(53) 27(22) 19(16)  8( 6)  1( 0)    0      118
 12 5/17-->5/23      1.87   0.72  66(60) 26(23) 10( 9)  7( 6)  0( 0)    0      109
 13 5/24-->5/30      2.65   1.12  74(53) 28(20) 22(15) 13( 9)  1( 0)    0      138
 14 5/31-->6/6       1.41   0.69  61(60) 14(13) 20(19)  6( 5)  0( 0)    0      101
 15 6/7-->6/13       2.37   1.05  63(50) 26(20) 25(20)  8( 6)  3( 2)    0      125
 16 6/14-->6/20      2.32   1.06  54(46) 26(22) 22(18) 13(11)  2( 1)    2      117
 17 6/21-->6/27      4.99   1.26  68(55) 16(13) 21(17) 13(10)  4( 3)    0      122
 18 6/28-->7/4       3.27   1.16  53(47) 16(14) 29(25) 10( 8)  4( 3)    0      112
 19 7/5-->7/11       2.43   0.78  50(53) 24(25)  7( 7) 12(12)  1( 1)    0       94
 20 7/12-->7/18      3.06   1.17  59(50) 23(19) 17(14) 12(10)  5( 4)    0      116
 21 7/19-->7/25      2.17   1.01  48(47) 23(22) 15(14) 14(13)  2( 1)    0      102
 22 7/26-->8/1       6.08   0.92  58(61) 14(14) 12(12)  6( 6)  5( 5)    0       95
 23 8/2-->8/8        3.64   1.07  68(58) 15(12) 19(16)  9( 7)  5( 4)    0      116
 24 8/9-->8/15       3.43   0.81  45(50) 14(15) 17(19) 11(12)  2( 2)    0       89
 25 8/16-->8/22      2.21   0.76  60(57) 17(16) 19(18)  7( 6)  1( 0)    0      104
 26 8/23-->8/29      3.34   1.01  59(56) 13(12) 19(18)  9( 8)  5( 4)    0      105
 27 8/30-->9/5       3.62   0.84  55(58) 15(15) 15(15)  6( 6)  3( 3)    5       94
 28 9/6-->9/12       2.81   0.75  49(55) 14(15) 15(17)  8( 9)  2( 2)    7       88
 29 9/13-->9/19      2.15   0.82  60(55) 25(22) 14(12)  9( 8)  1( 0)    7      109
 30 9/20-->9/26      4.79   1.07  75(60) 22(17) 15(12)  8( 6)  4( 3)    7      124
 31 9/27-->10/3      1.45   0.58  53(57) 20(21) 14(15)  5( 5)  0( 0)    4       92
 32 10/4-->10/10     1.75   0.58  59(66) 10(11) 15(16)  5( 5)  0( 0)    0       89
 33 10/11-->10/17    1.66   0.51  44(56) 18(23) 11(14)  5( 6)  0( 0)    0       78
 34 10/18-->10/24    1.57   0.53  49(57) 19(22) 11(12)  6( 7)  0( 0)    0       85
 35 10/25-->10/31    1.28   0.42  48(62) 17(22)  8(10)  4( 5)  0( 0)    0       77
 36 11/1-->11/7      1.74   0.43  56(73)  6( 7)  9(11)  5( 6)  0( 0)    0       76
 37 11/8-->11/14     2.62   0.38  44(69)  9(14)  5( 7)  4( 6)  1( 1)    2       63
 38 11/15-->11/21    2.39   0.59  51(61) 11(13) 16(19)  4( 4)  1( 1)    3       83
 39 11/22-->11/28    0.82   0.34  48(64) 16(21) 11(14)  0( 0)  0( 0)    0       75
 40 11/29-->12/5     1.36   0.30  47(72) 10(15)  7(10)  1( 1)  0( 0)    0       65
 41 12/6-->12/12     0.86   0.27  58(80)  6( 8)  8(11)  0( 0)  0( 0)    0       72
 42 12/13-->12/19    1.34   0.21  46(79)  9(15)  2( 3)  1( 1)  0( 0)    0       58
 43 12/20-->12/26    0.75   0.20  51(80)  8(12)  4( 6)  0( 0)  0( 0)    0       63
 44 12/27-->1/2      0.82   0.20  44(78)  5( 8)  7(12)  0( 0)  0( 0)    1       56
 45 1/3-->1/9        1.15   0.17  44(84)  6(11)  1( 1)  1( 1)  0( 0)    1       52
 46 1/10-->1/16      0.64   0.17  43(79)  8(14)  3( 5)  0( 0)  0( 0)    0       54
 47 1/17-->1/23      0.52   0.20  64(86)  8(10)  2( 2)  0( 0)  0( 0)    0       74
 48 1/24-->1/30      1.25   0.22  70(85)  8( 9)  3( 3)  1( 1)  0( 0)    0       82
 49 1/31-->2/6       0.75   0.17  45(83)  5( 9)  4( 7)  0( 0)  0( 0)    1       54
 50 2/7-->2/13       0.87   0.15  49(87)  4( 7)  3( 5)  0( 0)  0( 0)    0       56
 51 2/14-->2/20      1.17   0.19  39(76)  9(17)  2( 3)  1( 1)  0( 0)    0       51
 52 2/21-->2/27      5.00   0.41  41(65) 12(19)  7(11)  2( 3)  1( 1)    1       63
 53 2/28-->2/29      0.15   0.01  10(**)  0( 0)  0( 0)  0( 0)  0( 0)    0       10
 ANNUAL TOTALS       6.08   2830(60)819(17)670(14)277( 5) 58( 1)   42     4654
 1957   1044    796    734    672    929    685    625    566
 1958    890    643    585    528    919    682    625    569
 1959    936    690    630    572   1050    802    740    678
 1960    919    673    615    560    975    728    667    607
 1961    926    678    617    559    953    705    646    590
 1962    884    641    582    523    903    659    602    546
 1963   1000    752    690    629    909    668    612    556
 1964   1043    795    733    672    876    642    589    536
 1965    955    707    646    589    900    657    600    544
 1966   1026    778    716    656    880    640    585    533
 1967    899    659    602    548    848    615    560    509
 1968    979    732    671    611    942    697    640    584
 1969    988    740    679    618    959    712    651    593
 1970    978    734    676    620    934    688    629    572
 1971    859    616    559    502    873    627    569    513
 1972    899    652    592    533    932    685    624    564
 1973    973    725    663    601    956    708    646    586
 1974   1036    788    726    664    862    615    557    501
 1975    999    751    691    632    965    717    655    594
 1976    993    747    688    629    908    664    605    550
 1977   1042    794    732    670    821    577    520    466
 1978    947    699    637    577    957    711    650    590
 1979    952    704    642    582    882    637    578    523
 1980   1038    790    728    666    955    707    645    583
 1981    985    737    675    613    914    668    608    551
 1982   1016    768    706    644    909    662    604    547
 1983   1078    830    768    708   1074    826    764    702
 1984    958    711    650    589   1013    765    704    644
 1985    987    739    677    615    868    621    560    501
 1986   1055    807    745    683    838    599    542    488
 1987   1089    841    779    719    916    672    613    555
 1988   1023    779    719    659   1028    786    727    668
 1989   1022    774    712    650    953    706    648    591
 1990    988    740    679    618    969    721    660    602
 1991    979    732    672    615    943    696    635    576
 1992    830    586    527    470    768    541    489    439
 1993    944    696    634    573    924    677    617    559
 1994    907    659    598    539    827    585    529    475
 1995    999    754    694    635   1101    853    791    729
 1996    906    659    598    539    907    660    600    546
 1997    969    726    667    609    869    621    562    505
 1998    988    740    678    616   1004    756    694    632
     ****************************  *************************** 
 MEAN  976.6  729.8  669.0  609.4  925.3  680.9  622.1  565.1
 STDV   60.8   59.9   59.1   57.8   65.3   62.9   61.3   59.2
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    539    350    310    272      0      0      0      0
 1952    651    470    428    386     33     21     19     17
 1953    652    467    425    386    121     88     80     72
 1954    699    485    434    385     89     51     42     33
 1955    231    176    164    152      0      0      0      0
 1956    391    260    233    208      0      0      0      0
 1957    530    353    314    276      0      0      0      0
 1958    673    471    426    383      0      0      0      0
 1959    688    486    439    394    160     76     61     48
 1960    686    483    435    391    306    206    183    161
 1961    623    436    392    348      0      0      0      0
 1962    581    392    351    311    422    262    229    197
 1963    701    490    441    393    618    431    389    348
 1964    635    443    399    356      0      0      0      0
 1965    566    357    312    271    156     88     73     60
 1966    639    439    398    360     67     43     37     31
 1967    593    417    377    338      0      0      0      0
 1968    654    450    404    361     61     41     36     32
 1969    665    461    416    374    230    154    138    122
 1970    669    458    409    362    241    155    136    118
 1971    708    496    449    404    527    331    286    247
 1972    635    423    375    329      0      0      0      0
 1973    629    409    360    315    486    302    263    225
 1974    390    253    224    197      0      0      0      0
 1975    523    327    284    243      6      1      0      0
 1976    618    428    385    346    108     70     63     57
 1977    668    440    388    340     76     42     34     27
 1978    787    561    506    455    297    159    129    101
 1979    699    484    436    389    271    143    118     97
 1980    675    455    403    353    152     88     76     65
 1981    644    428    381    338    220    117     96     75
 1982    630    419    370    323    286    160    135    114
 1983    695    481    433    385    211    132    115     99
 1984    639    442    395    350      0      0      0      0
 1985    667    461    416    374    353    182    148    117
 1986    710    484    431    381    158     86     72     58
 1987    684    470    423    380     38     29     27     25
 1988    726    520    472    426     63     42     37     32
 1989    628    440    398    358     49     34     31     28
 1990    760    550    502    455    164    107     95     84
 1991    507    369    337    307      0      0      0      0
 1992    599    412    370    329      0      0      0      0
 1993    513    327    287    248     15      8      7      6
 1994    745    519    468    418    464    281    241    205
 1995    474    329    297    267      0      0      0      0
 1996    649    443    398    356     48     32     29     26
 1997    685    464    414    369    385    268    242    219
 1998    826    600    548    496    299    182    155    131
     ****************************  *************************** 
 MEAN  629.0  433.1  388.9  346.9  149.7   92.1   79.8   68.5
 STDV  105.6   79.1   72.7   66.7  166.5  105.8   92.9   81.0
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 2110
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  43 -24  47 -25  61 -33  74  14  90  26  93  33 100  42 100  48  95  37  90  26  72  15  63   0
  2  48 -25  49 -38  63 -17  78  12  89  28  91  37  94  44 101  48  93  38  90  22  74   9  63  -8
  3  47 -23  46 -41  65  -2  73  10  85  25  88  40  98  45  99  48  92  36  92  24  73   9  63 -14
  4  41 -22  53 -36  67 -13  77  10  89  27  91  37  98  41  98  45  93  37  92  21  68   1  60  -8
  5  42 -21  53 -26  58 -14  83  13  85  27  90  37  95  44  96  42  92  38  86  23  66  -9  63  -2
  6  40 -33  43 -29  63  -8  89   5  82  25  93  40  97  45  95  44  93  37  94  21  66  -3  62 -12
  7  46 -33  46 -25  72 -14  87   8  84  28  93  37  99  42  96  46  98  33  89  25  67  -8  53 -17
  8  48 -25  48 -33  71  -7  77   7  85  32  98  40  94  46  95  47  96  37  84  22  65  -1  48  -8
  9  41 -26  53 -31  59 -13  77  15  88  27  96  41  97  46  94  46 100  38  81  24  63  13  48 -20
 10  39 -29  55 -22  62  -5  83  16  88  22  93  38  98  45  91  47  91  34  84  18  63   8  55 -18
 11  45 -26  56 -20  64  -2  83  16  83  30  92  41  97  50  93  44  90  28  82  17  66   0  52 -13
 12  45 -25  59 -17  73  -5  78  20  86  28  93  43  96  47  95  43  91  28  85  21  65   7  59 -15
 13  49 -15  57 -19  72  -6  75  20  86  28  99  37 102  48  94  45  91  32  86  22  65   0  54 -24
 14  45 -21  58 -25  67 -10  80  19  90  34  99  40 100  49  95  36  88  35  84  26  70  -1  55 -19
 15  53 -39  53 -19  70  -3  79  23  89  33  98  40  97  44  97  42  91  33  85  19  69  -2  52 -18
 16  44 -28  59 -15  71  -6  86  19  86  28  90  40  95  48 100  41  93  33  85  21  73   3  55 -15
 17  50 -23  62 -20  70 -10  83  19  90  35  94  40  96  46 100  42  94  37  80  20  69  -3  55 -16
 18  51 -35  62 -11  63  -7  89  19  91  33  93  45  97  45 100  43  94  31  81  15  70   5  53 -26
 19  44 -31  56 -23  68   1  85  19  91  33  96  45  96  51  96  43  90  32  80  14  64   7  49 -27
 20  48 -36  59 -25  63 -14  88  18  87  30  99  41  97  48  97  41  86  28  81  13  61   8  50 -19
 21  48 -32  48 -15  71 -10  90  20  90  30 100  37  96  44 104  44  85  31  79  17  71  -4  55 -23
 22  51 -27  58 -15  70   0  93  20  90  31 101  44  97  47  94  43  81  25  80  19  60  -4  49 -21
 23  51 -26  53 -12  70  -2  87  24  88  27  93  42  99  50  94  45  77  28  83  18  61  -2  48 -25
 24  55 -20  55 -22  74 -10  85  15  84  36  91  44  97  50  91  43  87  29  79  19  57  -3  45 -25
 25  56 -22  54 -24  71   1  85  25  88  32  94  41  95  50  91  35  85  30  80  19  62  -5  48 -16
 26  51 -25  58 -23  79   0  85  27  93  32  97  43  98  44  95  40  88  29  79  16  63 -16  47 -28
 27  44 -24  55 -14  78  -3  85  27  92  31  95  40 100  46  93  43  86  28  78  17  67  -6  50 -23
 28  42 -25  53 -13  77  -3  87  27  91  35  93  45  99  49  98  39  86  26  73  16  64  -3  57 -14
 29  45 -30 *** ***  83   0  89  23  90  30  98  49  99  46  93  43  88  23  68  10  66  -6  52 -13
 30  47 -43 *** ***  84   2  90  20  91  37  98  42 100  44  91  48  87  28  75  11  66  -8  50 -17
 31  54 -37 *** ***  79   5 *** ***  91  34 *** *** 101  44  94  38 *** ***  73  18 *** ***  56 -24
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 2110
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.60  0.48  0.70  0.52  1.90  1.10  2.41  2.73  1.68  0.41  1.74  0.91
  2  0.61  0.68  0.71  0.77  1.33  1.38  2.71  2.63  0.92  0.64  1.00  0.34
  3  0.27  0.14  1.13  1.30  0.92  0.72  0.94  1.95  0.36  1.43  0.81  0.95
  4  1.15  0.75  0.82  1.95  1.18  0.92  1.39  1.32  0.81  1.09  0.70  0.49
  5  0.48  0.41  0.67  0.45  0.90  0.87  0.39  2.36  3.20  0.78  1.32  1.36
  6  0.21  0.39  1.28  0.66  0.71  1.41  1.77  3.64  1.61  0.95  0.52  0.50
  7  0.40  0.14  0.62  1.49  1.25  2.24  1.14  0.84  2.81  0.95  0.48  0.77
  8  0.21  0.87  0.73  0.79  1.12  1.72  1.76  2.74  1.14  0.84  0.26  0.19
  9  0.34  0.61  0.95  1.27  1.88  1.63  1.57  1.16  2.00  1.75  0.34  0.45
 10  0.12  0.42  0.18  1.99  0.56  1.76  2.43  2.10  1.33  1.16  2.62  0.86
 11  0.42  0.37  1.21  1.04  1.50  1.15  1.32  1.18  1.53  0.80  0.54  0.86
 12  0.41  0.51  0.94  1.57  0.88  0.92  2.10  0.59  1.61  1.66  1.91  0.77
 13  0.51  0.25  1.22  0.77  1.97  2.37  2.43  1.21  2.15  1.46  1.06  0.31
 14  0.20  0.14  1.68  0.92  1.15  0.83  2.08  1.08  1.52  1.27  0.34  1.34
 15  0.64  0.19  0.65  0.66  1.21  1.34  1.92  3.43  1.31  0.98  0.96  0.52
 16  0.50  0.25  0.66  2.67  2.97  1.60  3.06  0.96  0.79  0.68  1.96  0.18
 17  0.51  0.34  0.31  1.99  1.32  1.64  1.69  1.06  1.26  0.71  0.89  0.41
 18  0.52  0.72  0.93  3.03  0.94  2.32  2.30  1.02  0.98  0.72  2.39  0.22
 19  0.22  1.17  1.16  1.14  1.87  1.14  1.68  1.21  1.42  0.40  0.85  0.65
 20  0.42  0.57  0.78  1.12  1.59  2.25  2.17  1.08  1.54  1.57  1.90  0.59
 21  0.16  0.51  0.49  1.68  0.46  1.89  1.96  1.58  4.79  1.13  0.75  0.18
 22  0.34  0.89  0.37  1.16  1.50  1.12  1.68  2.21  2.87  1.20  0.61  0.75
