 
 THIS IS FOR STATION NUMBER 2724 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.51   0.35  41(66) 10(16)  8(12)  3( 4)  0( 0)   27       62
  2 3/8-->3/14       1.50   0.35  33(57) 12(21)  9(15)  3( 5)  0( 0)   24       57
  3 3/15-->3/21      1.50   0.34  43(65) 14(21)  8(12)  1( 1)  0( 0)   26       66
  4 3/22-->3/28      1.42   0.46  40(58) 12(17) 10(14)  6( 8)  0( 0)   21       68
  5 3/29-->4/4       1.90   0.53  38(48) 24(30) 11(14)  5( 6)  0( 0)   13       78
  6 4/5-->4/11       1.42   0.41  61(72) 12(14)  7( 8)  4( 4)  0( 0)    4       84
  7 4/12-->4/18      1.96   0.66  49(54) 20(22) 12(13)  9(10)  0( 0)    0       90
  8 4/19-->4/25      2.10   0.75  56(57) 21(21)  7( 7) 12(12)  1( 1)    1       97
  9 4/26-->5/2       3.50   0.87  58(52) 30(27) 14(12)  6( 5)  3( 2)    1      111
 10 5/3-->5/9        3.25   0.76  56(54) 18(17) 21(20)  6( 5)  1( 0)    0      102
 11 5/10-->5/16      3.00   0.80  50(46) 31(28) 22(20)  3( 2)  1( 0)    0      107
 12 5/17-->5/23      3.00   0.76  51(49) 31(29) 14(13)  7( 6)  1( 0)    0      104
 13 5/24-->5/30      2.26   0.92  66(56) 18(15) 21(17) 10( 8)  2( 1)    1      117
 14 5/31-->6/6       3.89   0.77  39(46) 21(25) 10(12) 11(13)  2( 2)    0       83
 15 6/7-->6/13       3.50   1.06  60(52) 25(21) 17(14)  9( 7)  4( 3)    0      115
 16 6/14-->6/20      3.50   1.23  64(49) 29(22) 19(14) 13(10)  4( 3)    0      129
 17 6/21-->6/27      2.43   1.15  46(45) 19(18) 19(18) 13(12)  5( 4)    1      102
 18 6/28-->7/4       3.26   1.01  37(40) 23(25) 17(18) 11(12)  3( 3)    0       91
 19 7/5-->7/11       2.38   0.98  53(51) 19(18) 17(16) 10( 9)  4( 3)    0      103
 20 7/12-->7/18      2.00   0.71  53(54) 18(18) 21(21)  5( 5)  1( 1)    0       98
 21 7/19-->7/25      2.37   0.72  48(52) 25(27)  9( 9)  8( 8)  2( 2)    0       92
 22 7/26-->8/1       2.13   0.64  45(54) 19(22) 10(12)  8( 9)  1( 1)    1       83
 23 8/2-->8/8        2.20   0.83  43(47) 18(19) 17(18) 12(13)  1( 1)    7       91
 24 8/9-->8/15       1.86   0.76  37(46) 17(21) 12(15) 14(17)  0( 0)    7       80
 25 8/16-->8/22      2.50   0.82  49(50) 24(24) 11(11) 13(13)  1( 1)    7       98
 26 8/23-->8/29      2.75   0.94  45(48) 16(17) 20(21)  9( 9)  3( 3)    7       93
 27 8/30-->9/5       5.80   0.75  43(51) 23(27) 11(13)  5( 5)  2( 2)    2       84
 28 9/6-->9/12       4.75   0.67  50(60) 13(15) 11(13)  6( 7)  2( 2)    0       82
 29 9/13-->9/19      3.70   0.81  47(52) 15(16) 16(17)  8( 8)  3( 3)    0       89
 30 9/20-->9/26      2.50   0.82  50(51) 20(20) 17(17) 10(10)  1( 1)    0       98
 31 9/27-->10/3      2.58   0.56  39(54) 12(16) 16(22)  4( 5)  1( 1)    3       72
 32 10/4-->10/10     2.01   0.57  46(57) 16(20) 12(15)  5( 6)  1( 1)    7       80
 33 10/11-->10/17    1.95   0.41  27(48) 17(30)  8(14)  4( 7)  0( 0)    7       56
 34 10/18-->10/24    1.25   0.35  32(56) 13(22) 10(17)  2( 3)  0( 0)    8       57
 35 10/25-->10/31    2.01   0.33  35(64)  9(16)  6(11)  3( 5)  1( 1)    7       54
 36 11/1-->11/7      1.65   0.26  43(72)  8(13)  6(10)  2( 3)  0( 0)    7       59
 37 11/8-->11/14     1.95   0.37  30(58)  8(15)  8(15)  5( 9)  0( 0)   11       51
 38 11/15-->11/21    2.40   0.43  37(58) 11(17) 10(15)  4( 6)  1( 1)    9       63
 39 11/22-->11/28    0.95   0.16  35(81)  6(13)  2( 4)  0( 0)  0( 0)   16       43
 40 11/29-->12/5     2.30   0.22  32(69)  7(15)  6(13)  0( 0)  1( 2)   16       46
 41 12/6-->12/12     0.50   0.11  36(85)  5(11)  1( 2)  0( 0)  0( 0)   11       42
 42 12/13-->12/19    1.11   0.20  31(70)  7(15)  5(11)  1( 2)  0( 0)   13       44
 43 12/20-->12/26    0.75   0.13  31(73) 10(23)  1( 2)  0( 0)  0( 0)   12       42
 44 12/27-->1/2      0.92   0.19  37(72)  9(17)  5( 9)  0( 0)  0( 0)   19       51
 45 1/3-->1/9        1.41   0.18  26(70)  8(21)  2( 5)  1( 2)  0( 0)   30       37
 46 1/10-->1/16      1.37   0.15  31(77)  5(12)  3( 7)  1( 2)  0( 0)   31       40
 47 1/17-->1/23      1.22   0.12  29(78)  6(16)  1( 2)  1( 2)  0( 0)   38       37
 48 1/24-->1/30      1.12   0.14  31(79)  5(12)  2( 5)  1( 2)  0( 0)   42       39
 49 1/31-->2/6       0.50   0.12  26(76)  7(20)  1( 2)  0( 0)  0( 0)   15       34
 50 2/7-->2/13       1.00   0.15  33(84)  2( 5)  2( 5)  2( 5)  0( 0)    9       39
 51 2/14-->2/20      1.68   0.24  35(74)  5(10)  3( 6)  4( 8)  0( 0)   11       47
 52 2/21-->2/27      0.85   0.20  33(68) 10(20)  5(10)  0( 0)  0( 0)   10       48
 53 2/28-->2/29      0.65   0.04   8(72)  2(18)  1( 9)  0( 0)  0( 0)    2       11
 ANNUAL TOTALS       5.80   2194(57)785(20)534(13)280( 7) 53( 1)  484     3846
 1956    925    677    615    553    941    699    640    582
 1957   1103    855    793    731    929    682    621    562
 1958    902    655    595    538    998    752    693    634
 1959    977    729    668    612   1032    784    723    663
 1960    958    710    650    593    986    738    676    614
 1961    952    704    642    580    986    738    676    614
 1962    921    673    612    551    950    702    640    580
 1963   1021    773    711    649    902    654    594    537
 1964   1047    799    737    675    846    602    544    489
 1965    983    735    674    614    884    639    579    519
 1966   1078    830    768    707    840    592    535    482
 1967    920    677    619    565    848    612    556    503
 1968    936    688    628    569    887    641    581    524
 1969    979    731    670    609    919    671    609    548
 1970    960    714    654    596    926    680    621    564
 1971    853    610    552    496    863    623    568    516
 1972    892    648    589    531    875    632    574    516
 1973    953    705    643    581    964    716    654    592
 1974   1055    807    745    684    802    558    500    446
 1975   1009    762    703    646    944    696    634    572
 1976    983    735    674    615    902    655    598    543
 1977    984    736    674    614    799    555    499    446
 1978    945    697    635    575    911    666    607    548
 1979    944    696    634    573    828    583    527    471
 1980    959    711    650    590    870    622    560    498
 1981    949    701    639    578    859    611    552    494
 1982    991    743    681    619    861    616    558    504
 1983   1068    820    758    696   1048    800    738    677
 1984    961    714    653    593    967    721    661    603
 1985    920    672    612    553    787    546    492    439
 1986   1002    754    692    630    783    547    493    442
 1987   1024    776    714    653    811    569    511    457
 1988    980    732    671    610    982    738    680    623
 1989   1009    761    699    638    925    677    616    556
 1990    919    671    611    552    886    638    580    525
 1991    951    703    641    581    894    646    586    526
 1992    745    498    439    381    726    489    440    392
 1993    935    687    625    563    911    663    601    543
 1994    872    624    562    501    805    563    508    453
 1995    958    712    652    592   1005    757    695    633
 1996    891    643    582    523    860    612    550    492
 1997    959    712    651    593    844    597    537    478
 1998    960    712    650    589    946    698    636    574
     ****************************  *************************** 
 MEAN  967.5  720.0  658.9  599.0  901.9  656.3  597.1  539.5
 STDV   65.0   64.5   64.0   63.2   73.7   71.7   69.9   67.2
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    489    313    274    238      0      0      0      0
 1952    694    495    451    411     58     38     33     29
 1953    714    510    465    423    495    347    315    286
 1954    704    476    425    376    192     97     78     61
 1955    723    520    477    437    262    172    152    134
 1956    651    456    416    378      0      0      0      0
 1957    608    410    368    330    142     90     81     72
 1958    736    521    472    427      0      0      0      0
 1959    667    461    417    376     75     41     35     29
 1960    681    468    422    378    305    208    187    166
 1961    586    393    349    310      0      0      0      0
 1962    578    381    339    298    381    231    201    171
 1963    723    497    443    391    605    400    357    321
 1964    619    418    373    329     98     55     46     37
 1965    360    209    178    148      0      0      0      0
 1966    611    422    381    342    218    139    123    107
 1967    553    376    340    308      0      0      0      0
 1968    584    380    337    300    339    217    189    163
 1969    615    415    372    333    183    119    107     96
 1970    649    456    413    373    143    103     95     87
 1971    625    431    388    347    422    267    234    204
 1972    572    382    343    308      0      0      0      0
 1973    591    386    342    300    457    300    266    233
 1974    382    254    228    203      0      0      0      0
 1975    525    342    302    266    262    185    168    151
 1976    603    417    377    338    115     81     74     69
 1977    639    413    365    322    118     63     52     41
 1978    775    560    511    464     81     49     42     36
 1979    657    457    413    371    129     79     67     55
 1980    604    394    346    305     45     26     22     19
 1981    624    416    371    333     12      6      5      4
 1982    594    388    341    296    238    141    123    106
 1983    488    335    301    270      0      0      0      0
 1984    525    355    321    289      0      0      0      0
 1985    590    395    351    312     67     35     27     20
 1986    625    409    360    318    138     82     70     58
 1987    611    391    351    313     35     25     23     21
 1988    708    489    443    397     54     34     29     24
 1989    499    344    308    272      0      0      0      0
 1990    728    519    473    428    135     87     77     68
 1991    474    333    300    269      0      0      0      0
 1992    564    383    342    304    203    124    110     98
 1993    469    276    238    205    133     91     82     73
 1994    679    461    414    370    344    202    171    144
 1995    559    377    337    297    278    170    148    128
 1996    563    371    330    292     41     31     29     27
 1997    675    464    421    378    364    256    231    208
 1998    747    530    479    432    381    229    197    168
     ****************************  *************************** 
 MEAN  609.4  413.8  371.3  331.6  157.4  100.6   88.6   77.5
 STDV   90.6   73.1   69.0   65.0  157.6  103.5   92.0   81.7
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 2724
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  48 -26  53 -21  56 -20  85  12  89  25  90  38  95  47 103  49  97  37  89  25  77  13  60  -3
  2  52 -26  53 -29  69 -10  74   7  91  23  88  38  93  46 100  48  95  40  92  18  75   7  67 -11
  3  50 -18  52 -29  69  -5  80  10  90  18  87  36  94  46  98  44  93  33  93  22  73   7  63 -15
  4  47 -18  51 -23  66 -10  73  11  92  26  94  37 100  43  99  44  93  35  90  26  76  -3  64  -9
  5  46 -20  54 -22  62 -18  74  12  84  22  97  41  97  44  95  43  93  35  90  18  78  -3  56  -9
  6  43 -26  50 -15  66 -13  85   7  84  28  96  41  96  49  95  46  95  38  89  25  79   5  54 -18
  7  43 -27  56 -15  71  -8  88  12  84  28  95  43  96  46  95  45  99  38  88  19  70  -4  45 -18
  8  52 -22  63 -22  76  -9  84   8  88  30  95  40  95  48  97  48  95  37  86  22  70  -3  55 -18
  9  54 -25  51 -25  53 -13  85   9  86  29 102  41  97  49  95  46  93  38  85  24  68   6  55 -18
 10  43 -27  58 -22  60 -10  87  10  92  28  98  41 100  47  97  44  90  37  84  20  69  10  57 -15
 11  52 -27  57 -22  70  -8  84  16  91  29  97  40 100  50  97  42  90  36  84  19  67  -8  58 -12
 12  49 -23  58 -24  66 -10  85  16  86  31  97  43 100  46  96  45  92  35  89  20  73  -6  55 -11
 13  52 -20  60 -15  70 -11  82  19  86  29 101  37 101  48  99  40  93  34  88  24  68  -4  58 -18
 14  58 -23  62 -15  68 -10  84  24  92  29  96  44 101  48  94  43  90  33  88  23  70  -6  52 -18
 15  49 -27  55 -15  67  -6  77  20  92  27  99  38  97  49  93  44  97  33  89  24  70  -4  56 -19
 16  54 -26  52 -24  74   0  86  21  85  31  96  43  94  46 101  46  95  35  84  23  80   2  56 -14
 17  47 -26  63 -25  71  -4  84  19  90  34  90  45  98  49 101  48  96  35  82  16  70  -7  50 -15
 18  47 -30  65 -16  63  -5  87  17  92  33  98  48 101  51  99  43  91  36  82  20  65   2  48 -18
 19  45 -27  61 -20  68  -2  89  20  92  35  97  44  99  50 100  41  88  30  83  13  65   3  53 -25
 20  44 -26  57  -8  71  -3  88  25  90  33  96  42  93  45 100  40  96  28  82  15  62   8  49 -25
 21  48 -30  63 -16  67  -6  86  24  93  35 100  41  97  45  96  47  90  30  84  20  64  -5  49 -24
 22  49 -28  59 -10  61   5  89  25  91  29 100  43  95  48  92  47  85  24  80  18  62   3  49 -24
 23  52 -25  60 -10  75  -5  85  22  93  31  92  46  98  47  93  44  84  25  80  21  64  -4  45 -24
 24  58 -23  54 -12  76  -5  84  20  87  36  98  46  91  52  93  45  85  28  81  21  53  -8  45 -24
 25  64 -20  64 -15  82  -2  87  27  89  38  98  42  96  50  91  43  93  33  80  19  70  -9  45 -24
 26  50 -18  56  -9  70  -3  85  29  98  35  95  46 103  48  99  47  93  25  81  20  60 -12  50 -22
 27  47 -18  60 -11  78   2  87  27  89  35  96  42  97  49  97  43  95  29  78  15  65  -8  48 -18
 28  45 -20  55 -23  75   2  87  26  90  33  94  45 104  50  98  41  88  26  78  13  74  -6  45 -23
 29  43 -25 *** ***  84  -4  90  22  90  34  99  49 102  45  97  45  83  29  70  14  62  -7  45 -22
 30  52 -17 *** ***  85  -5  85  25  89  39  98  49 104  41  97  46  90  27  72  14  63  -8  47 -20
 31  45 -18 *** ***  84   1 *** ***  93  40 *** *** 104  46  94  38 *** ***  70  13 *** ***  49 -20
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 2724
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.40  0.40  0.65  0.65  3.50  1.13  0.85  0.50  0.79  0.77  0.51  0.60
  2  0.60  0.50  0.50  1.90  1.39  1.75  1.51  1.10  1.50  1.16  1.15  0.25
  3  0.47  0.20  0.90  1.21  0.75  1.50  0.95  1.25  0.57  0.82  0.37  0.25
  4  1.41  0.32  1.51  0.84  1.06  3.89  2.50  1.73  0.93  1.46  0.65  0.50
  5  0.75  0.45  0.60  1.42  1.52  1.11  1.57  1.25  2.68  0.32  1.65  0.70
  6  0.65  0.15  1.25  1.40  1.75  1.12  2.25  1.00  0.85  1.61  0.33  0.18
  7  0.45  0.08  0.72  0.75  0.83  1.69  1.35  1.41  0.59  2.01  0.11  0.33
  8  0.31  0.85  1.50  0.73  3.25  3.50  1.75  2.20  1.50  1.99  0.50  0.35
  9  0.15  0.45  0.43  0.75  1.15  1.11  1.25  1.00  4.75  1.03  1.95  0.50
 10  0.15  1.00  0.60  0.55  0.97  1.08  1.18  1.85  0.47  0.43  1.52  0.10
 11  1.37  0.20  0.60  0.35  1.18  0.90  2.38  1.15  0.62  1.22  0.45  0.42
 12  0.55  1.00  1.06  0.96  0.75  2.16  0.63  1.04  2.75  0.95  0.60  0.40
 13  0.14  0.20  0.90  1.96  0.59  3.37  0.78  1.43  2.00  1.09  0.90  0.36
 14  0.12  0.60  1.29  1.13  1.50  2.29  1.29  1.86  0.94  0.75  0.37  0.51
 15  0.65  0.30  0.75  1.11  0.85  2.50  1.33  1.70  3.70  1.18  0.96  0.53
 16  0.49  0.15  1.50  0.86  3.00  2.05  0.75  2.50  1.18  0.55  0.76  1.11
 17  0.12  0.05  0.50  0.29  1.40  1.15  1.50  1.10  2.16  1.95  1.04  0.60
 18  1.22  0.25  0.71  1.50  1.20  3.50  2.00  1.00  1.00  0.47  0.65  0.22
 19  0.25  1.68  0.78  1.13  1.25  1.50  1.25  1.70  1.86  1.05  0.62  0.60
 20  0.49  1.25  0.99  2.10  0.75  1.90  2.23  0.62  1.18  0.85  1.25  0.45
 21  0.32  0.40  0.29  0.89  3.00  1.32  0.73  1.41  2.50  0.85  2.40  0.25
 22  0.80  0.30  0.54  1.68  0.61  1.50  2.37  1.65  1.50  0.65  0.15  0.23
 23  0.40  0.80  1.42  1.80  1.00  2.43  0.91  0.77  1.49  0.53  0.19  0.30
