 
 THIS IS FOR STATION NUMBER 7669 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        1.37   0.47  50(62) 13(16) 14(17)  3( 3)  0( 0)   28       80
  2 3/8-->3/14       1.46   0.41  53(68)  8(10) 13(16)  3( 3)  0( 0)   29       77
  3 3/15-->3/21      1.66   0.48  48(60) 14(17) 14(17)  3( 3)  0( 0)   28       79
  4 3/22-->3/28      1.53   0.51  48(62)  9(11) 13(16)  7( 9)  0( 0)   28       77
  5 3/29-->4/4       1.74   0.61  59(64) 15(16) 10(10)  8( 8)  0( 0)   16       92
  6 4/5-->4/11       1.30   0.52  51(58) 20(22) 13(14)  3( 3)  0( 0)    7       87
  7 4/12-->4/18      2.94   0.81  58(55) 22(21) 17(16)  5( 4)  2( 1)    7      104
  8 4/19-->4/25      2.67   0.64  58(59) 22(22) 10(10)  6( 6)  1( 1)    7       97
  9 4/26-->5/2       1.60   0.90  72(57) 19(15) 23(18) 11( 8)  0( 0)    9      125
 10 5/3-->5/9        1.75   0.89  54(49) 22(20) 24(21) 10( 9)  0( 0)   14      110
 11 5/10-->5/16      2.30   0.75  49(49) 28(28) 17(17)  3( 3)  3( 3)   14      100
 12 5/17-->5/23      2.23   1.12  63(50) 25(20) 20(16) 14(11)  2( 1)   10      124
 13 5/24-->5/30      4.48   1.22  79(58) 19(14) 23(17)  8( 5)  5( 3)    7      134
 14 5/31-->6/6       3.23   0.79  66(57) 24(20) 16(13)  7( 6)  2( 1)    1      115
 15 6/7-->6/13       2.79   1.08  67(53) 21(16) 25(19) 12( 9)  1( 0)    0      126
 16 6/14-->6/20      2.19   1.05  46(45) 20(19) 15(14) 18(17)  2( 1)    2      101
 17 6/21-->6/27      2.71   1.13  54(47) 24(21) 21(18)  8( 7)  7( 6)    2      114
 18 6/28-->7/4       3.80   1.10  33(41) 12(15) 17(21) 14(17)  4( 5)    4       80
 19 7/5-->7/11       5.20   1.20  59(52) 16(14) 21(18) 13(11)  4( 3)    7      113
 20 7/12-->7/18      5.00   0.96  40(47) 10(11) 21(24) 12(14)  2( 2)    7       85
 21 7/19-->7/25      8.75   1.48  50(50) 11(11) 13(13) 18(18)  8( 8)    7      100
 22 7/26-->8/1       7.10   0.76  46(60) 10(13) 10(13)  7( 9)  3( 3)    6       76
 23 8/2-->8/8        3.16   0.94  55(52) 17(16) 19(18) 12(11)  1( 0)    0      104
 24 8/9-->8/15       3.48   0.91  52(50) 23(22) 16(15)  7( 6)  4( 3)    0      102
 25 8/16-->8/22      2.82   0.98  34(39) 20(22) 19(21) 10(11)  4( 4)    0       87
 26 8/23-->8/29      4.32   0.88  45(52) 13(15) 14(16) 10(11)  3( 3)    0       85
 27 8/30-->9/5       4.17   1.01  56(58)  9( 9) 15(15) 12(12)  4( 4)   10       96
 28 9/6-->9/12       4.16   0.83  45(56) 10(12) 14(17)  7( 8)  4( 5)   14       80
 29 9/13-->9/19      2.20   0.86  44(47) 16(17) 21(22) 11(11)  1( 1)   14       93
 30 9/20-->9/26      3.01   0.83  45(51) 18(20) 15(17)  7( 7)  3( 3)   14       88
 31 9/27-->10/3      2.11   0.47  45(65)  8(11) 10(14)  5( 7)  1( 1)   11       69
 32 10/4-->10/10     1.86   0.72  40(49) 17(20) 12(14) 12(14)  0( 0)    7       81
 33 10/11-->10/17    3.85   0.64  40(61)  8(12)  7(10)  8(12)  2( 3)    7       65
 34 10/18-->10/24    2.08   0.51  45(62) 13(18)  9(12)  3( 4)  2( 2)    7       72
 35 10/25-->10/31    3.28   0.63  40(53) 15(20) 10(13)  9(12)  1( 1)    7       75
 36 11/1-->11/7      1.99   0.51  42(61) 11(16)  7(10)  8(11)  0( 0)   14       68
 37 11/8-->11/14     1.68   0.32  40(68)  6(10)  9(15)  3( 5)  0( 0)   14       58
 38 11/15-->11/21    2.10   0.50  34(53) 15(23)  6( 9)  7(11)  1( 1)   14       63
 39 11/22-->11/28    1.22   0.24  42(73)  9(15)  5( 8)  1( 1)  0( 0)   14       57
 40 11/29-->12/5     1.71   0.32  45(73)  7(11)  5( 8)  4( 6)  0( 0)   14       61
 41 12/6-->12/12     0.83   0.21  51(83)  4( 6)  6( 9)  0( 0)  0( 0)   15       61
 42 12/13-->12/19    1.22   0.21  46(79)  7(12)  4( 6)  1( 1)  0( 0)   14       58
 43 12/20-->12/26    0.90   0.17  36(78)  4( 8)  6(13)  0( 0)  0( 0)   14       46
 44 12/27-->1/2      1.13   0.25  52(76) 12(17)  3( 4)  1( 1)  0( 0)   15       68
 45 1/3-->1/9        1.24   0.17  35(77)  7(15)  2( 4)  1( 2)  0( 0)   15       45
 46 1/10-->1/16      0.92   0.13  34(85)  2( 5)  4(10)  0( 0)  0( 0)   15       40
 47 1/17-->1/23      0.71   0.19  37(72)  9(17)  5( 9)  0( 0)  0( 0)   16       51
 48 1/24-->1/30      0.79   0.15  34(75)  8(17)  3( 6)  0( 0)  0( 0)   14       45
 49 1/31-->2/6       1.43   0.26  43(72)  9(15)  6(10)  1( 1)  0( 0)   14       59
 50 2/7-->2/13       1.03   0.16  33(73) 10(22)  1( 2)  1( 2)  0( 0)   14       45
 51 2/14-->2/20      2.12   0.23  43(76)  6(10)  6(10)  0( 0)  1( 1)   18       56
 52 2/21-->2/27      1.27   0.22  47(77) 10(16)  3( 4)  1( 1)  0( 0)   14       61
 53 2/28-->2/29      0.86   0.05   9(75)  2(16)  1( 8)  0( 0)  0( 0)    2       12
 ANNUAL TOTALS       8.75   2492(58)709(16)633(14)335( 7) 78( 1)  581     4247
 1955   1185    937    875    813   1106    858    796    734
 1956   1068    820    758    696   1064    816    755    697
 1957   1169    921    859    797   1072    824    762    700
 1958   1007    759    697    635   1040    792    731    671
 1959   1019    771    710    649   1139    891    829    767
 1960   1030    782    720    658   1049    801    739    677
 1961   1059    811    749    687   1015    767    705    643
 1962   1054    806    744    683   1036    788    726    664
 1963   1122    874    812    750   1035    787    725    663
 1964   1143    895    833    771    965    720    660    601
 1965   1077    829    767    705   1037    789    727    666
 1966   1141    893    831    769    961    713    652    592
 1967   1012    764    702    642    972    726    667    611
 1968   1097    849    787    725   1038    790    728    666
 1969   1123    875    813    751   1061    813    751    689
 1970   1081    833    771    709   1090    842    780    718
 1971   1042    796    735    674   1042    795    734    674
 1972   1064    816    755    694   1017    769    707    645
 1973   1074    826    764    702   1098    850    788    726
 1974   1169    921    859    797    975    727    666    606
 1975   1111    863    801    739   1119    871    809    747
 1976   1119    871    809    747   1059    811    749    687
 1977   1146    898    836    774   1023    775    713    651
 1978   1075    827    765    703   1047    799    737    675
 1979   1043    795    733    671   1022    774    712    650
 1980   1165    917    855    793   1100    852    790    728
 1981   1100    852    790    728   1008    760    698    636
 1982   1116    868    806    744   1019    771    709    647
 1983   1166    918    856    794   1181    933    871    809
 1984   1081    833    771    709   1113    865    803    741
 1985   1103    855    793    731    965    717    655    593
 1986   1147    899    837    775    965    719    658    599
 1987   1142    894    832    770    998    750    688    626
 1988   1086    838    776    714   1126    878    816    754
 1989   1092    844    782    720   1026    778    716    656
 1990   1033    785    723    661   1029    781    719    658
 1991   1062    814    752    690   1008    760    698    636
 1992    970    722    660    598    870    622    560    502
 1993   1048    800    738    676   1049    801    739    677
 1994   1004    756    694    632    962    714    652    591
 1995   1079    831    769    707   1118    870    808    746
 1996   1007    759    697    635    998    750    688    626
 1997   1065    817    755    693    986    738    676    614
 1998   1092    844    782    720   1060    812    750    688
     ****************************  *************************** 
 MEAN 1088.3  840.3  778.4  716.5 1039.3  791.5  729.7  668.4
 STDV   51.7   51.6   51.6   51.4   57.2   57.1   56.8   56.3
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    692    469    420    373    474    304    269    239
 1952    858    628    574    521     88     61     55     49
 1953    819    600    550    505    587    415    380    346
 1954    907    672    616    563    509    324    286    248
 1955    877    641    587    534    568    392    351    311
 1956    811    585    536    491    656    456    413    376
 1957    699    470    420    374    369    212    181    151
 1958    833    601    547    496    590    407    363    321
 1959    775    551    499    450    221    131    112     95
 1960    829    603    551    501    366    251    227    204
 1961    697    483    434    388    561    369    327    288
 1962    712    503    455    410    509    344    310    277
 1963    824    590    534    479    814    580    524    472
 1964    776    553    501    450    509    338    303    270
 1965    696    473    423    376    482    329    295    263
 1966    698    470    420    376    321    228    206    186
 1967    707    488    437    389    466    309    272    239
 1968    784    548    495    445    583    401    360    320
 1969    837    600    542    488    271    190    174    158
 1970    794    569    516    466    448    284    249    217
 1971    849    624    571    520    655    448    402    359
 1972    840    614    560    508    337    227    202    181
 1973    775    544    487    433    646    430    384    341
 1974    685    489    445    404    584    384    342    302
 1975    703    484    435    389    539    384    351    320
 1976    826    598    546    498    321    221    200    181
 1977    847    607    548    492    480    298    260    225
 1978    910    674    618    564    506    334    299    265
 1979    868    634    579    529    249    178    162    148
 1980    842    612    559    508    481    327    295    266
 1981    827    600    547    494    346    206    177    154
 1982    763    538    485    435    525    341    303    268
 1983    869    645    592    539    499    296    258    223
 1984    781    568    516    466    542    346    302    261
 1985    766    554    505    457    514    316    274    238
 1986    909    671    613    556    507    306    264    225
 1987    784    546    491    439    180    125    114    103
 1988    884    647    589    535    413    267    236    206
 1989    684    473    427    384    297    200    181    164
 1990    858    629    576    523    482    324    288    254
 1991    787    579    531    485    100     60     52     46
 1992    718    503    459    416    277    185    164    144
 1993    590    378    331    290    405    244    213    184
 1994    773    550    498    450    528    339    297    256
 1995    529    373    338    304      0      0      0      0
 1996    681    461    415    372    468    310    274    239
 1997    816    579    522    470    471    318    285    255
 1998    931    693    635    578    519    330    293    256
     ****************************  *************************** 
 MEAN  786.1  562.0  510.1  460.9  443.2  293.3  261.3  231.4
 STDV   84.7   74.7   71.4   67.6  159.5  110.2   99.4   89.3
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 7669
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  57 -12  64 -16  75 -17  91  20  92  31  89  42  99  48 102  55 102  44  94  31  79  17  66   0
  2  62 -10  64 -23  77   0  90  17  92  30  92  40 102  51 102  51 100  47  95  30  80  10  67  -2
  3  59 -12  68 -23  80   1  82   8  88  28  96  47 101  50 102  51  96  40  92  33  78   6  65  -2
  4  57 -15  59 -18  76 -12  80  21  90  35  99  41 100  50 101  48  98  42  92  33  77   4  66   5
  5  64 -11  58 -14  73 -15  85  21  92  35 100  46 101  49 100  51  96  38  94  35  72   5  67   4
  6  60 -13  62  -9  77  -2  88  16  91  34 100  46 103  53  96  52  98  42  93  26  82   9  64  -6
  7  50 -18  65  -9  75  -5  86  21  95  35  98  50 101  52 101  50 101  44  90  22  75  -1  65  -4
  8  56 -13  67 -15  79  -4  84  22  92  32 100  45 100  55  99  51 100  44  85  28  73  -1  61  -7
  9  54 -15  63 -14  77  -2  86  22  90  33  98  46 102  55 100  51 101  45  87  29  72   6  56  -6
 10  52 -21  61 -12  78   0  87  22  90  34 100  46 100  54  98  53  95  43  92  31  70  13  61  -3
 11  62 -11  73 -18  85  -2  86  25  89  35  99  47 103  55  96  51  94  44  86  26  77  -1  65  -2
 12  61 -21  65 -13  82 -10  90  17  98  37  99  49 105  55 100  44  96  42  92  31  73   1  62 -12
 13  65 -12  73  -3  76  -9  80  21  92  32 100  46 107  55  98  46  96  34  91  25  72   4  60 -11
 14  64 -15  73  -2  73   3  87  22  92  33  95  49 105  52 103  52  91  38  88  28  74   0  59  -8
 15  58 -14  65  -8  76  11  84  25  89  32 101  47 106  52 103  51  97  37  87  31  75  14  57 -16
 16  59 -21  69 -16  81  14  88  25  89  42  99  50 102  55 102  51  95  37  86  25  75   5  62 -15
 17  64 -13  68 -16  77  11  87  25  92  40  99  51 105  58 101  53  95  40  83  23  74   1  61 -10
 18  63 -13  65 -10  75   9  89  22  93  43 102  52 103  58 100  54  95  34  87  22  74  12  67 -15
 19  58 -12  64  -4  80  13  91  26  91  39 102  52 105  57  99  49  95  30  86  17  67  12  59 -18
 20  63 -16  70   2  76  11  90  25  90  40 101  48 105  52 100  48  92  30  88  19  67   5  58 -16
 21  61 -14  71  -2  76   9  91  22  91  37 103  46 109  52 100  49  95  36  86  25  68   3  58 -17
 22  61  -7  71  -4  84  11  96  23  90  34 103  48 108  54 101  51  92  28  86  26  73  11  58 -24
 23  66 -17  68  -8  80  10  93  24  89  40 100  49 101  55 101  47  84  29  84  19  65   7  72 -25
 24  69 -12  70  -1  83   6  93  24  98  43 103  47  99  57 101  53  90  31  85  27  65   8  65 -21
 25  62  -8  69  -1  81   9  93  31  98  45 102  45 100  58  98  48  91  37  79  24  70   7  58 -18
 26  52  -8  76  -3  84   2  95  33  96  40 102  46 106  54 101  53  93  35  83  25  63   5  61  -7
 27  59 -17  73  -6  84  11  95  30  93  40 105  48 104  55 101  47  95  36  82  14  70   3  63  -5
 28  53 -15  78 -13  86   8  92  31  92  42 103  50 101  54 100  45 101  31  76  14  69  -5  67  -2
 29  60 -22 *** ***  91   9  94  26 100  43  99  52 105  51  98  50  93  30  76  21  64  -1  65  -6
 30  62 -14 *** ***  90  11  94  31  98  42  96  52 104  44  98  52  92  30  81  20  69  -9  62 -10
 31  69 -16 *** ***  87  18 *** ***  93  45 *** *** 101  51  98  45 *** ***  82  17 *** ***  62 -16
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 7669
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.33  1.43  1.13  0.74  1.48  1.11  1.20  2.70  1.47  1.01  1.99  1.40
  2  0.28  0.25  0.76  1.53  1.12  3.23  3.29  1.56  3.20  0.71  1.35  0.15
  3  1.24  0.62  1.29  1.66  0.72  0.82  1.63  1.02  1.51  1.10  1.31  0.56
  4  0.40  0.74  1.37  1.70  1.05  0.30  1.48  1.28  2.16  0.89  1.92  1.71
  5  0.72  0.31  0.53  1.27  1.00  1.40  1.38  0.78  0.88  1.74  0.73  0.71
  6  0.43  0.15  0.90  0.70  1.20  0.86  5.20  1.64  1.60  0.96  0.33  0.61
  7  0.07  0.26  0.70  0.40  1.75  1.56  1.51  1.86  1.98  1.41  0.32  0.83
  8  0.08  0.19  0.60  1.30  1.30  1.02  1.25  3.16  2.30  1.29  0.77  0.26
  9  0.28  0.46  0.56  0.99  2.16  1.70  4.51  3.48  4.16  1.81  1.68  0.57
 10  0.61  0.32  0.85  0.46  2.30  1.09  1.13  2.96  2.59  1.86  0.69  0.66
 11  0.22  0.45  1.46  1.15  1.14  1.03  3.72  0.79  1.87  3.02  0.59  0.39
 12  0.68  0.32  1.26  0.77  0.70  2.79  1.50  0.87  2.05  1.80  0.66  0.65
 13  0.45  1.03  1.20  0.87  0.81  1.95  5.00  2.53  0.84  1.22  1.22  0.22
 14  0.92  0.50  0.95  2.36  0.68  1.58  1.95  2.28  1.20  1.20  0.21  0.62
 15  0.19  0.76  0.56  0.98  1.73  1.80  1.12  1.90  1.82  1.10  1.40  0.40
 16  0.61  0.51  0.63  1.82  1.05  2.08  1.29  2.49  1.55  1.17  1.59  0.58
 17  0.51  0.31  0.90  2.94  1.17  2.19  0.97  2.57  2.20  3.85  2.10  0.26
 18  0.48  0.54  1.66  1.08  1.61  1.73  2.10  2.82  1.12  0.83  1.50  1.22
 19  0.50  2.12  1.39  0.44  1.97  1.68  8.75  0.86  1.13  0.89  0.85  0.22
 20  0.52  0.65  0.72  0.70  1.60  1.01  1.58  1.11  2.20  1.40  1.06  0.60
 21  0.55  0.87  0.30  1.55  2.06  1.95  1.60  1.44  0.91  0.48  0.47  0.27
 22  0.71  0.85  0.65  0.79  2.23  2.27  3.02  1.02  1.83  2.08  0.22  0.70
