 
 THIS IS FOR STATION NUMBER 8755 1951-> 1998
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN  0.01-  0.26-  0.51-  1.01-          # OF DAYS
 WK    TIME PERIOD    VAL   RAIN    0.25   0.51   1.00   2.00  >2.01 MISSING TOTAL
  1 3/1-->3/7        0.78   0.23  37(67) 15(27)  3( 5)  0( 0)  0( 0)    2       55
  2 3/8-->3/14       5.00   0.48  41(61) 16(23)  7(10)  2( 2)  1( 1)    3       67
  3 3/15-->3/21      1.32   0.35  30(54) 12(21) 11(20)  2( 3)  0( 0)    4       55
  4 3/22-->3/28      1.62   0.48  27(42) 22(34) 11(17)  3( 4)  0( 0)    2       63
  5 3/29-->4/4       4.17   0.62  38(50) 18(23) 16(21)  3( 3)  1( 1)    2       76
  6 4/5-->4/11       1.15   0.55  32(43) 22(30) 13(17)  6( 8)  0( 0)    1       73
  7 4/12-->4/18      1.79   0.85  47(45) 27(25) 22(21)  8( 7)  0( 0)    0      104
  8 4/19-->4/25      2.85   0.90  39(40) 33(34) 14(14) 10(10)  1( 1)    0       97
  9 4/26-->5/2       2.40   0.91  39(41) 28(30) 15(16)  9( 9)  2( 2)    0       93
 10 5/3-->5/9        1.34   0.68  38(45) 21(25) 18(21)  6( 7)  0( 0)    0       83
 11 5/10-->5/16      2.54   0.86  45(45) 27(27) 18(18)  9( 9)  1( 1)    0      100
 12 5/17-->5/23      2.87   0.71  45(50) 24(26) 14(15)  6( 6)  1( 1)    0       90
 13 5/24-->5/30      2.14   1.07  55(47) 27(23) 21(18) 12(10)  1( 0)    0      116
 14 5/31-->6/6       1.73   0.66  35(43) 20(25) 15(18) 10(12)  0( 0)    0       80
 15 6/7-->6/13       1.58   0.99  46(42) 30(27) 18(16) 15(13)  0( 0)    0      109
 16 6/14-->6/20      3.02   1.05  39(40) 22(22) 21(21) 11(11)  4( 4)    2       97
 17 6/21-->6/27      3.58   1.09  46(46) 14(14) 28(28)  8( 8)  4( 4)    4      100
 18 6/28-->7/4       2.86   1.10  30(34) 27(31) 15(17)  8( 9)  7( 8)    0       87
 19 7/5-->7/11       2.26   0.73  38(47) 20(25) 11(13) 10(12)  1( 1)    1       80
 20 7/12-->7/18      2.82   0.99  35(39) 22(25) 16(18) 13(14)  2( 2)    0       88
 21 7/19-->7/25      2.45   1.07  32(39) 13(16) 18(22) 14(17)  4( 4)    1       81
 22 7/26-->8/1       4.05   0.82  36(45) 16(20) 19(23)  7( 8)  2( 2)    8       80
 23 8/2-->8/8        4.72   1.08  46(46) 17(17) 22(22) 10(10)  4( 4)    0       99
 24 8/9-->8/15       3.00   0.86  33(43) 11(14) 21(27)  9(11)  2( 2)    0       76
 25 8/16-->8/22      2.16   0.75  41(48) 16(19) 18(21)  7( 8)  2( 2)    1       84
 26 8/23-->8/29      3.78   0.99  34(41) 12(14) 22(26) 12(14)  2( 2)    0       82
 27 8/30-->9/5       3.76   0.80  31(43) 17(23) 14(19)  7( 9)  3( 4)    0       72
 28 9/6-->9/12       3.21   0.72  32(47) 14(20) 10(14)  8(11)  3( 4)    0       67
 29 9/13-->9/19      1.90   0.74  34(40) 26(31) 15(18)  8( 9)  0( 0)    0       83
 30 9/20-->9/26      3.35   0.93  32(35) 30(33) 19(21)  6( 6)  3( 3)    0       90
 31 9/27-->10/3      2.32   0.52  44(56) 20(25) 11(14)  2( 2)  1( 1)    0       78
 32 10/4-->10/10     1.80   0.54  37(52) 13(18) 20(28)  1( 1)  0( 0)    1       71
 33 10/11-->10/17    1.90   0.51  33(51) 13(20) 12(18)  6( 9)  0( 0)    0       64
 34 10/18-->10/24    1.70   0.52  37(54) 14(20) 12(17)  5( 7)  0( 0)    0       68
 35 10/25-->10/31    1.00   0.44  31(46) 20(29) 14(20)  2( 2)  0( 0)    0       67
 36 11/1-->11/7      2.02   0.47  40(62) 12(18)  6( 9)  5( 7)  1( 1)    4       64
 37 11/8-->11/14     2.04   0.34  30(61)  9(18)  5(10)  4( 8)  1( 2)    1       49
 38 11/15-->11/21    1.91   0.57  34(50) 15(22) 12(17)  7(10)  0( 0)    1       68
 39 11/22-->11/28    0.82   0.30  39(61) 19(30)  5( 7)  0( 0)  0( 0)    1       63
 40 11/29-->12/5     0.66   0.17  45(84)  6(11)  2( 3)  0( 0)  0( 0)   15       53
 41 12/6-->12/12     0.93   0.22  42(75) 11(19)  3( 5)  0( 0)  0( 0)   16       56
 42 12/13-->12/19    0.46   0.18  32(69) 14(30)  0( 0)  0( 0)  0( 0)   19       46
 43 12/20-->12/26    0.47   0.15  32(72) 12(27)  0( 0)  0( 0)  0( 0)   22       44
 44 12/27-->1/2      0.68   0.17  24(63) 11(28)  3( 7)  0( 0)  0( 0)   23       38
 45 1/3-->1/9        1.08   0.15  27(72)  9(24)  0( 0)  1( 2)  0( 0)   15       37
 46 1/10-->1/16      1.23   0.14  33(80)  6(14)  1( 2)  1( 2)  0( 0)   17       41
 47 1/17-->1/23      0.68   0.14  33(80)  6(14)  2( 4)  0( 0)  0( 0)   21       41
 48 1/24-->1/30      0.81   0.17  36(80)  4( 8)  5(11)  0( 0)  0( 0)   22       45
 49 1/31-->2/6       7.00   0.24  25(83)  3(10)  1( 3)  0( 0)  1( 3)   18       30
 50 2/7-->2/13       1.22   0.12  21(77)  4(14)  1( 3)  1( 3)  0( 0)   20       27
 51 2/14-->2/20      0.73   0.14  24(68)  9(25)  2( 5)  0( 0)  0( 0)   25       35
 52 2/21-->2/27      1.40   0.22  29(65) 11(25)  3( 6)  1( 2)  0( 0)   27       44
 53 2/28-->2/29      0.20   0.01   5(**)  0( 0)  0( 0)  0( 0)  0( 0)    3        5
 ANNUAL TOTALS       7.00   1866(50)860(23)605(16)275( 7) 55( 1)  302     3661
 1990    947    699    637    575    930    682    620    558
 1991    972    724    663    603    940    692    630    568
 1992    838    590    528    467    784    537    477    422
 1993    946    698    636    574    958    710    648    587
 1994    873    625    566    507    779    538    482    432
 1995    959    712    652    593   1066    818    756    694
 1996    867    620    560    501    852    604    547    496
 1997    896    655    598    544    799    552    496    442
 1998    959    711    649    587    940    692    630    569
     ****************************  *************************** 
 MEAN  956.9  709.2  647.8  586.9  901.5  654.7  594.4  535.7
 STDV   61.5   61.2   60.8   60.1   67.2   66.5   65.3   63.1
 
               SEPTEMBER                   OCTOBER
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    523    323    280    242    326    194    166    139
 1952    651    446    402    360     34     22     19     16
 1953    642    438    395    359    485    329    293    258
 1954    689    463    411    360    241    133    108     85
 1955    690    482    437    395    239    145    125    110
 1956    571    376    332    293    124     85     77     69
 1957    566    366    324    285    272    155    130    105
 1958    634    421    377    338      0      0      0      0
 1959    660    453    404    359    116     51     37     26
 1960    674    452    405    361    306    201    177    155
 1961    560    374    333    294      0      0      0      0
 1962    507    317    275    235    354    203    172    145
 1963    664    444    391    344    638    419    369    322
 1964    606    399    352    307    103     60     51     43
 1965    526    322    281    240    305    173    145    117
 1966    606    393    347    308    227    143    124    106
 1967    601    395    350    308    323    194    168    143
 1968    649    424    374    326    390    239    205    172
 1969    648    432    386    343    230    153    136    119
 1970    639    422    374    331    388    219    184    153
 1971    730    511    462    415    545    345    300    256
 1972    659    438    385    338    231    131    113     96
 1973    641    419    367    320    516    330    287    248
 1974    549    354    313    274      5      1      0      0
 1975    524    330    287    245    461    298    262    228
 1976    639    433    386    344    131     85     75     68
 1977    656    427    374    326     99     48     37     27
 1978    754    526    475    427    321    166    133    102
 1979    681    473    427    381    282    154    129    105
 1980    663    443    393    348    147     86     73     62
 1981    605    387    341    298    215    110     89     70
 1982    596    389    342    299    298    183    159    136
 1983    664    448    400    354    186    113     96     83
 1984    593    412    371    335      0      0      0      0
 1985    643    441    395    352    348    182    147    116
 1986    659    433    382    332    338    188    155    126
 1987    638    417    374    332     36     28     26     24
 1988    682    469    422    378     46     30     26     22
 1989    606    393    347    302    230    146    128    110
 1990    734    513    462    413    242    148    129    111
 1991    630    434    387    341    215    121    103     88
 1992    611    413    368    324    223    126    106     89
 1993    498    297    255    215    133     87     76     66
 1994    693    469    419    371    390    221    186    155
 1995    552    366    325    286    280    177    155    133
 1996    591    391    349    310     50     34     30     27
 1997    625    421    374    330    307    215    193    172
 1998    740    521    473    428    349    180    146    117
     ****************************  *************************** 
 MEAN  628.6  419.3  372.9  329.5  244.5  147.2  126.2  106.9
 STDV   60.8   52.7   50.5   48.5  151.7   96.0   84.0   72.8
 
 DAILY RECORD HIGHS AND LOWS OCCURRING DURING 1951-1998 FOR STATION NUMBER 8755
     JAN     FEB    MARCH   APRIL    MAY     JUNE    JULY    AUG     SEPT    OCT     NOV     DEC
 DY MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN  MX  MN
  1  40 -23  44 -24  57 -21  76  11  87  27  88  40  98  49  98  50  91  43  88  27  69  14  59   1
  2  43 -23  44 -34  61 -10  76  14  85  30  86  41  90  46  97  52  91  43  87  26  73   6  61  -6
  3  49 -17  44 -34  63  -4  75   8  83  24  86  40  96  48  96  49  89  38  84  26  72   6  63 -12
  4  48 -18  48 -34  65 -10  73  10  85  28  90  38  95  44  94  48  88  40  91  28  67   0  58  -6
  5  42 -22  50 -25  63  -7  80  11  82  30  88  39  92  48  92  43  90  40  81  21  63  -2  59  -6
  6  37 -27  45 -19  61  -2  86   7  79  25  90  42  93  48  91  43  90  39  89  22  65   7  61 -12
  7  42 -21  44 -20  69 -17  78  13  81  28  89  38  95  41  91  50  92  39  85  29  64  -1  51 -18
  8  44 -24  46 -20  67  -9  72  10  81  30  93  39  92  42  91  51  93  37  85  25  63   0  44  -6
  9  39 -22  50 -21  62 -17  75  13  85  26  90  37  95  50  89  47  96  38  77  25  61  10  45 -20
 10  40 -30  47 -20  61  -8  81  15  86  27  89  38  93  46  89  47  88  40  78  24  61  10  54 -19
 11  42 -25  50 -18  61  -3  81  14  81  31  89  42  95  48  90  47  87  37  80  21  66  -3  49 -14
 12  41 -22  56 -14  71  -4  82  17  83  33  90  44  92  47  92  49  88  37  81  25  63   5  55 -13
 13  43 -22  53 -12  66 -14  73  19  84  25  91  41  94  49  92  48  90  33  85  25  62  -5  52 -22
 14  47 -25  56  -9  65 -10  79  18  84  26  93  46 102  51  92  44  89  36  84  26  68   1  56 -14
 15  50 -29  51  -9  71  -4  81  20  87  31  90  44  97  52  95  44  86  37  83  25  68   3  52 -18
 16  43 -26  56 -18  71  -4  85  22  86  29  89  46  90  52  98  47  89  36  82  21  72   1  51 -14
 17  44 -25  60 -15  71   2  83  19  86  36  89  41  92  51  99  47  90  39  78  20  70  -5  46 -16
 18  48 -30  60 -12  63   2  87  19  88  40  91  47  91  52  98  47  91  38  80  21  69   4  45 -25
 19  42 -29  58 -16  68  -1  86  22  90  40  93  47  93  52  94  46  87  33  78  16  63   8  47 -25
 20  40 -29  56 -19  66  -7  84  26  86  33  93  46  91  48  94  45  87  32  80  20  61   4  48 -19
 21  46 -27  52 -19  69  -5  84  25  87  31  96  42  92  50  96  49  81  33  78  20  67  -7  53 -23
 22  47 -16  57 -14  67   3  91  23  88  32  96  45  92  53  90  48  81  30  77  19  57   1  45 -23
 23  47 -30  54  -9  70  -2  88  25  87  35  89  45  95  52  89  45  76  30  80  20  58   0  47 -23
 24  52 -21  55 -18  70  -9  81  22  83  33  90  47  94  52  89  45  85  30  76  19  57  -2  42 -27
 25  54 -20  54 -18  69   6  82  28  85  36  93  43  92  50  88  42  83  35  80  21  57  -1  48 -22
 26  50 -18  57 -12  77  -2  82  29  88  31  92  49  95  48  90  49  85  27  77  17  58 -11  44 -23
 27  47 -22  54  -9  74   1  84  28  87  34  92  47  97  50  92  45  85  32  78  19  60  -1  47 -12
 28  41 -21  53 -15  76   7  85  26  88  34  93  47  93  47  94  41  83  26  72  19  63  -9  57 -19
 29  40 -28 *** ***  82  -2  86  20  89  32  92  47  94  48  93  46  86  29  66  15  64 -13  54 -13
 30  44 -31 *** ***  78   0  84  22  89  38  94  46  98  44  89  45  85  29  73  15  65  -9  44 -15
 31  53 -26 *** ***  79   3 *** ***  87  39 *** ***  97  48  92  42 *** ***  71  18 *** ***  55 -23
 
 DAILY MAXIMUM PRECIPITATION OCCURRING DURING 1951-1998 FOR STATION NUMBER 8755
     JAN   FEB   MARCH APRIL MAY   JUNE  JULY  AUG   SEPT  OCT   NOV   DEC
 
  1  0.26  0.19  0.42  0.69  2.40  1.66  2.08  1.10  1.78  0.69  2.02  0.25
  2  0.26  0.23  0.40  0.94  1.10  0.64  2.62  0.88  1.00  0.52  1.34  0.13
  3  0.37  0.07  0.46  0.98  1.34  1.14  2.00  2.17  0.93  0.56  1.02  0.18
  4  1.08  7.00  0.60  4.17  0.72  1.02  1.42  1.39  0.78  0.76  0.68  0.26
  5  0.40  0.48  0.41  0.54  1.17  1.02  0.80  2.05  3.76  0.93  1.24  0.34
  6  0.43  0.54  0.78  1.04  1.28  1.02  0.87  4.72  1.40  0.89  0.36  0.27
  7  0.44  0.04  0.54  1.05  0.90  1.30  1.01  1.43  2.36  0.78  0.84  0.72
  8  0.14  0.26  1.14  1.14  1.17  1.49  1.85  2.60  0.87  0.84  0.91  0.24
  9  0.45  0.46  0.80  1.15  0.73  0.82  2.26  0.98  1.10  1.80  0.23  0.28
 10  0.18  0.42  0.28  1.05  0.87  0.66  1.24  1.93  1.32  0.94  1.34  0.15
 11  0.26  1.22  0.74  0.86  1.09  1.42  1.70  1.46  3.21  0.48  0.62  0.86
 12  0.46  0.32  0.74  1.62  0.80  1.58  1.59  0.30  2.35  1.55  2.04  0.93
 13  0.63  0.10  0.33  1.34  1.75  1.35  1.64  1.34  1.58  1.90  0.57  0.44
 14  1.23  0.10  5.00  0.78  1.26  1.03  2.82  2.40  1.90  1.43  0.50  0.28
 15  0.32  0.18  1.06  0.63  2.54  1.16  1.94  3.00  1.70  0.62  1.82  0.46
 16  0.33  0.24  0.54  1.79  1.26  1.80  1.24  0.72  0.82  0.74  1.40  0.34
 17  0.47  0.40  0.38  1.78  1.08  3.02  1.48  1.05  1.10  1.08  0.82  0.23
 18  0.62  0.24  0.67  1.15  0.73  2.00  2.46  1.17  0.82  1.05  1.91  0.20
 19  0.68  0.73  1.32  1.40  1.38  0.84  2.00  1.25  1.67  0.52  0.73  0.36
 20  0.10  0.34  0.78  1.05  2.87  2.08  2.05  0.75  2.49  0.58  1.10  0.30
 21  0.38  0.50  0.34  1.38  1.24  3.58  2.11  2.16  3.35  0.64  1.30  0.42
 22  0.21  0.47  0.82  0.45  0.58  0.96  1.65  2.06  1.82  1.26  0.27  0.32
 23  0.34  0.65  1.12  2.85  1.33  1.94  1.18  1.04  1.57  1.70  0.82  0.47
