# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3718] HAWARDEN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3718 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2001    622    398    351    307    847    609    552    501
 2002    494    341    307    273    939    700    641    583
 2003    516    320    282    248    807    568    511    458
 2004    575    370    328    290    749    521    468    417
 2005    554    353    313    276    915    675    615    556
     ****************************  ****************************
 MEAN  637.8  434.0  389.2  347.1  878.3  643.5  587.2  532.8
 STDV   96.0   81.1   76.6   72.1   75.3   72.4   70.6   68.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    955    707    645    585    935    688    627    566
 1952   1012    764    703    645    951    703    642    582
 1953   1048    800    739    679    996    748    686    625
 1954   1076    828    766    704    988    740    678    616
 1955   1148    900    838    776   1100    853    792    731
 1956   1002    754    692    630    995    751    692    634
 1957   1138    890    828    766    985    737    676    616
 1958    945    697    636    577   1020    777    718    660
 1959   1011    763    701    640   1103    855    793    731
 1960   1020    772    711    653   1018    770    708    646
 1961    995    747    686    625    997    749    687    625
 1962    975    727    666    606    969    722    661    601
 1963   1090    842    780    718    990    742    681    621
 1964   1097    849    787    725    882    644    586    531
 1965   1022    774    712    651    947    699    639    580
 1966   1109    861    799    737    888    641    580    522
 1967    973    728    669    612    924    684    626    571
 1968   1010    762    701    641    991    743    683    626
 1969   1032    784    723    662    982    734    673    612
 1970   1041    794    734    674   1009    763    702    642
 1971    952    708    649    592    959    718    661    607
 1972    974    733    673    614    945    697    637    577
 1973   1040    792    730    668   1060    812    751    690
 1974   1102    855    794    734    866    621    562    505
 1975   1070    822    762    703   1035    787    725    663
 1976   1065    817    756    696   1018    771    711    652
 1977   1100    852    790    729    915    668    610    553
 1978   1020    772    710    649    994    748    688    630
 1979   1035    787    726    665    958    710    649    590
 1980   1064    816    754    692   1018    770    708    646
 1981   1026    778    716    654    957    709    648    590
 1982   1072    824    762    700   1008    762    701    641
 1983   1145    897    835    773   1144    896    834    772
 1984   1035    787    725    664   1050    805    745    686
 1985   1001    753    692    632    888    641    581    524
 1986   1106    858    796    734    870    631    575    521
 1987   1079    832    771    711    903    661    602    545
 1988   1050    802    740    679   1018    780    723    666
 1989   1069    821    759    697    974    728    668    610
 1990    968    723    667    611    994    748    688    628
 1991   1005    757    695    634    977    729    667    606
 1992    837    589    529    469    816    574    519    465
 1993    968    720    658    596    946    699    639    580
 1994    884    637    577    518    854    612    557    503
 1995    972    727    667    607   1030    782    721    661
 1996    901    653    592    532    901    653    591    531
 1997   1010    762    702    642    913    665    603    545
 1998   1004    756    694    633    972    724    662    601
 1999   1050    802    740    678    919    671    610    549
 2000   1002    755    694    635    987    739    677    615
 2001   1059    811    749    687    967    719    657    599
 2002   1087    839    777    715    945    701    641    584
 2003    987    739    677    615   1004    756    694    634
 2004    931    683    623    566    816    585    531    480
 2005   1037    789    728    668      0      0      0      0
     ****************************  ****************************
 MEAN 1025.6  778.0  716.8  656.3  950.7  709.4  650.3  592.5
 STDV   63.6   63.2   62.7   61.9  146.3  116.8  109.5  102.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    565    367    324    283    393    249    221    193
 1952    736    533    488    445    381    252    225    200
 1953    714    508    464    423    558    387    352    318
 1954    738    512    459    414    356    196    161    132
 1955    754    553    506    461    513    354    316    281
 1956    716    512    470    430    612    421    378    340
 1957    641    426    381    339    357    190    157    130
 1958    795    583    533    484    533    360    321    286
 1959    695    489    443    401    292    164    140    119
 1960    706    494    447    402    449    306    274    244
 1961    667    460    413    371    468    311    276    242
 1962    613    406    365    326    515    345    307    271
 1963    795    566    511    457    670    455    409    367
 1964    676    464    418    375    441    284    251    219
 1965    495    303    262    222    510    346    308    272
 1966    655    454    411    370    431    282    249    218
 1967    709    497    448    404    405    249    221    195
 1968    698    479    432    390    463    299    264    234
 1969    677    466    422    380    260    146    122     99
 1970    689    479    433    392    344    209    181    157
 1971    687    490    446    403    499    327    290    256
 1972    644    448    403    360    322    191    166    142
 1973    655    439    391    346    504    323    283    246
 1974    596    409    367    329    487    322    284    249
 1975    596    395    351    310    511    348    313    279
 1976    737    532    483    435    317    200    176    155
 1977    735    511    460    410    363    220    188    158
 1978    827    606    555    505    408    256    223    191
 1979    745    541    493    449    387    240    209    181
 1980    742    530    481    435    372    235    207    181
 1981    716    509    465    423    369    206    176    148
 1982    684    470    420    373    403    232    203    177
 1983    762    549    500    452    392    223    189    158
 1984    631    431    386    345    419    248    210    177
 1985    667    457    408    362    367    220    186    153
 1986    677    452    399    350    381    224    192    162
 1987    686    475    432    392    326    196    170    147
 1988    734    518    467    420    323    187    158    131
 1989    670    471    425    380    460    311    278    246
 1990    802    587    539    492    407    269    236    205
 1991    727    526    480    434    400    263    233    206
 1992    674    469    421    378    381    239    214    190
 1993    511    313    273    237    343    210    181    153
 1994    719    509    462    417    423    257    221    188
 1995    588    405    363    323    313    185    157    132
 1996    583    392    349    310    387    254    227    200
 1997    691    487    442    402    442    294    263    235
 1998    803    577    526    478    418    257    224    193
 1999    625    444    404    366    393    264    236    209
 2000    674    484    440    398    455    286    249    216
 2001    636    423    376    332    377    236    207    181
 2002    705    495    449    404    227    135    118    102
 2003    600    414    372    333    439    305    274    246
 2004    787    570    521    472    394    238    206    175
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  673.6  470.5  425.1  382.3  406.5  258.3  226.9  197.9
 STDV  116.0   90.6   84.7   78.9   99.2   74.9   69.2   64.0
