# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1833] CORNING
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 30 9/20-->9/26      2.71   0.42   55(53)   22(21)   16(15)   10(10)    1( 1)    0      104
 31 9/27-->10/3      1.42   0.33   41(55)   16(21)   15(20)    3( 4)    0( 0)    0       75
 32 10/4-->10/10     1.61   0.34   53(60)   13(15)   17(19)    5( 6)    0( 0)    0       88
 33 10/11-->10/17    3.42   0.45   34(48)   16(23)   13(18)    7(10)    1( 1)    0       71
 34 10/18-->10/24    3.30   0.34   49(59)   20(24)    9(11)    3( 4)    2( 2)    0       83
 35 10/25-->10/31    2.00   0.33   45(58)   17(22)    9(12)    6( 8)    0( 0)    0       77
 36 11/1-->11/7      2.20   0.44   50(58)   13(15)   10(12)   12(14)    1( 1)    0       86
 37 11/8-->11/14     1.97   0.32   37(62)   11(18)    9(15)    3( 5)    0( 0)    0       60
 38 11/15-->11/21    2.07   0.35   38(54)   13(19)   14(20)    4( 6)    1( 1)    0       70
 39 11/22-->11/28    1.40   0.22   42(76)    6(11)    6(11)    1( 2)    0( 0)    0       55
 40 11/29-->12/5     1.55   0.24   46(71)   10(15)    5( 8)    4( 6)    0( 0)    0       65
 41 12/6-->12/12     1.46   0.20   48(73)   13(20)    4( 6)    1( 2)    0( 0)    0       66
 42 12/13-->12/19    1.52   0.20   44(77)    9(16)    3( 5)    1( 2)    0( 0)    0       57
 43 12/20-->12/26    1.56   0.19   36(75)   10(21)    1( 2)    1( 2)    0( 0)    0       48
 44 12/27-->1/2      1.75   0.24   38(72)    7(13)    7(13)    1( 2)    0( 0)    0       53
 45 1/3-->1/9        1.10   0.19   32(67)   13(27)    2( 4)    1( 2)    0( 0)    0       48
 46 1/10-->1/16      1.74   0.24   34(77)    4( 9)    4( 9)    2( 5)    0( 0)    0       44
 47 1/17-->1/23      2.60   0.21   41(72)   14(25)    1( 2)    0( 0)    1( 2)    0       57
 48 1/24-->1/30      0.79   0.15   46(79)    9(16)    3( 5)    0( 0)    0( 0)    0       58
 49 1/31-->2/6       1.80   0.19   49(75)   12(18)    2( 3)    2( 3)    0( 0)    0       65
 50 2/7-->2/13       1.03   0.18   41(76)    9(17)    3( 6)    1( 2)    0( 0)    0       54
 51 2/14-->2/20      3.00   0.25   58(75)   11(14)    4( 5)    3( 4)    1( 1)    0       77
 52 2/21-->2/27      1.18   0.21   49(71)   14(20)    5( 7)    1( 1)    0( 0)    0       69
 53 2/28-->2/29      0.33   0.09    9(90)    1(10)    0( 0)    0( 0)    0( 0)    0       10
ANNUAL TOTALS        5.96   0.39 2713(56)  916(19)  688(14)  373( 7)   74( 1)    0     4764
