# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3438] GREENFIELD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 36 11/1-->11/7      2.23   0.41   52(55)   16(17)   16(17)    7( 7)    3( 3)    0       94
 37 11/8-->11/14     1.34   0.25   51(72)    9(13)    8(11)    3( 4)    0( 0)    0       71
 38 11/15-->11/21    1.69   0.34   43(60)   11(15)   14(19)    4( 6)    0( 0)    0       72
 39 11/22-->11/28    1.38   0.22   48(72)   11(16)    6( 9)    2( 3)    0( 0)    0       67
 40 11/29-->12/5     1.70   0.24   44(71)    8(13)    8(13)    2( 3)    0( 0)    0       62
 41 12/6-->12/12     1.15   0.18   58(77)   11(15)    4( 5)    2( 3)    0( 0)    0       75
 42 12/13-->12/19    1.43   0.17   57(81)    8(11)    3( 4)    2( 3)    0( 0)    0       70
 43 12/20-->12/26    1.08   0.19   44(72)   11(18)    5( 8)    1( 2)    0( 0)    0       61
 44 12/27-->1/2      1.81   0.18   54(77)   12(17)    3( 4)    1( 1)    0( 0)    0       70
 45 1/3-->1/9        1.03   0.15   49(82)    8(13)    2( 3)    1( 2)    0( 0)    0       60
 46 1/10-->1/16      1.39   0.19   38(72)   12(23)    2( 4)    1( 2)    0( 0)    0       53
 47 1/17-->1/23      0.89   0.19   53(75)   10(14)    8(11)    0( 0)    0( 0)    0       71
 48 1/24-->1/30      0.86   0.15   58(83)    8(11)    4( 6)    0( 0)    0( 0)    0       70
 49 1/31-->2/6       1.25   0.20   44(71)   12(19)    5( 8)    1( 2)    0( 0)    0       62
 50 2/7-->2/13       1.25   0.22   42(72)   10(17)    3( 5)    3( 5)    0( 0)    0       58
 51 2/14-->2/20      1.56   0.22   60(71)   15(18)    7( 8)    3( 4)    0( 0)    0       85
 52 2/21-->2/27      2.25   0.24   56(74)   11(14)    6( 8)    2( 3)    1( 1)    0       76
 53 2/28-->2/29      0.53   0.13    8(80)    1(10)    1(10)    0( 0)    0( 0)    0       10
ANNUAL TOTALS        8.00   0.36 2956(59)  888(17)  684(13)  345( 6)   92( 1)    0     4965
