# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5131] MAQUOKETA-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5131 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1992    154     70     57     44    241    133    113     95
 1993     57     25     20     16    231    119     99     81
 1994    112     48     38     29    343    218    188    161
 1995    175     98     83     70    218    117     95     75
 1996     84     31     22     15    263    153    133    115
 1997    131     60     49     39    255    158    136    114
 1998    138     82     73     65    305    165    138    114
 1999    112     49     39     31    332    183    152    122
 2000    238    134    114     96    317    189    165    143
 2001     57     14      9      5    430    270    237    206
 2002    103     40     28     20    329    204    179    156
 2003    130     74     63     52    349    227    201    178
 2004    172     84     67     52    375    230    197    167
 2005    108     56     48     41    421    271    239    210
     ****************************  ****************************
 MEAN  121.4   57.6   46.8   37.5  347.9  210.3  181.9  156.0
 STDV   56.2   34.9   30.7   26.7   75.5   57.8   53.4   49.3

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    687    468    417    367    741    505    448    394
 1952    572    366    323    282    956    717    658    600
 1953    603    385    341    299    921    682    623    564
 1954    489    303    266    231    928    692    634    578
 1955    645    437    391    348    734    506    451    398
 1956    652    441    396    353    935    700    643    587
 1957    554    342    297    255    838    603    546    491
 1958    696    485    439    396    836    596    536    477
 1959    762    543    493    444    913    675    617    561
 1960    584    383    339    300    797    562    509    456
 1961    543    366    329    294    829    605    557    509
 1962    803    574    520    467    888    651    596    542
 1963    642    435    393    351    920    687    632    579
 1964    768    547    499    454    871    642    588    534
 1965    785    568    518    469    867    629    571    518
 1966    550    366    326    292    886    652    595    540
 1967    546    365    327    291    922    686    629    574
 1968    587    381    339    300    927    688    630    572
 1969    674    468    421    376    779    550    498    450
 1970    769    549    498    449    907    669    611    556
 1971    580    391    351    312   1052    812    752    692
 1972    697    481    431    384    845    617    564    512
 1973    539    340    296    257    922    682    622    563
 1974    569    360    314    272    799    561    505    452
 1975    760    531    479    430    941    703    645    589
 1976    594    400    357    316    892    653    597    542
 1977    812    584    531    481    841    611    557    505
 1978    616    413    369    326    860    630    578    529
 1979    608    417    376    336    862    626    569    517
 1980    649    445    400    357    819    584    530    479
 1981    545    367    327    287    841    606    550    496
 1982    729    498    444    393    703    479    433    391
 1983    507    316    273    235    855    620    567    515
 1984    502    329    291    256    875    638    579    522
 1985    715    487    438    394    808    575    523    474
 1986    654    433    383    334    863    627    569    512
 1987    749    536    491    446    924    687    629    571
 1988    707    506    462    424    875    653    602    554
 1989    565    374    333    294    834    595    536    480
 1990    478    286    246    211    856    622    564    508
 1991    770    550    500    453    954    714    654    595
 1992    614    422    382    344    792    561    508    458
 1993    614    402    356    313    780    552    497    444
 1994    601    416    375    336    890    656    601    548
 1995    521    307    264    228    916    676    616    559
 1996    482    286    245    207    848    609    551    494
 1997    428    262    227    195    873    633    574    516
 1998    755    520    469    422    823    587    532    478
 1999    666    441    393    347    875    639    582    526
 2000    677    462    413    365    806    569    513    458
 2001    667    442    398    355    793    557    503    451
 2002    517    330    291    254    893    653    595    538
 2003    486    305    269    235    758    528    477    428
 2004    617    405    361    322    797    562    505    450
 2005    526    334    294    258    962    722    662    604
     ****************************  ****************************
 MEAN  625.9  420.9  376.4  334.5  862.2  627.2  571.1  516.9
 STDV   97.1   84.1   80.2   75.9   65.3   63.0   61.3   59.2

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    959    711    649    588    889    641    579    520
 1952   1066    818    756    697    933    686    625    565
 1953   1007    759    698    637    953    705    644    584
 1954   1029    781    719    657    900    652    591    531
 1955   1082    834    772    710   1043    795    734    673
 1956    949    701    639    577    950    705    646    589
 1957   1070    822    760    698    972    727    667    608
 1958    984    736    674    612   1045    801    741    682
 1959    969    722    661    602   1083    835    773    711
 1960    947    700    642    587    987    739    679    620
 1961    948    700    640    580    946    699    641    585
 1962    941    694    635    576    954    707    648    592
 1963   1016    768    706    646    911    669    612    557
 1964   1037    789    728    667    921    681    622    566
 1965   1006    758    696    635    944    699    639    579
 1966   1069    821    759    698    907    659    599    543
 1967    953    710    651    596    842    601    545    491
 1968   1019    772    711    651    997    753    695    637
 1969   1062    814    752    690   1015    767    705    643
 1970   1032    784    723    665   1008    760    698    637
 1971    975    729    670    611    935    687    627    569
 1972    977    731    671    612   1002    754    694    634
 1973   1047    799    737    675   1017    769    707    645
 1974   1095    847    785    723    938    691    630    572
 1975   1019    771    711    652   1028    780    719    658
 1976   1037    789    729    670    920    676    619    564
 1977   1049    801    740    680    881    634    576    519
 1978    981    733    672    612    942    699    641    586
 1979    960    713    653    595    931    686    626    567
 1980   1067    819    757    695   1008    760    698    636
 1981    958    713    652    592    890    646    588    532
 1982    991    743    681    619    849    612    557    503
 1983   1034    788    728    669    993    748    688    628
 1984    918    673    614    560    941    699    640    583
 1985    994    746    684    624    866    620    559    501
 1986   1051    803    741    679    818    577    520    466
 1987   1068    820    759    698    945    697    638    580
 1988   1004    758    697    638   1032    790    731    672
 1989   1030    782    720    658    923    675    614    554
 1990    942    694    632    571    928    680    618    558
 1991    986    738    677    619    955    707    646    585
 1992    857    609    547    486    753    514    465    418
 1993    972    724    662    600    955    707    645    586
 1994    915    667    605    544    834    586    529    475
 1995    977    730    670    611   1105    857    795    733
 1996    888    641    580    520    916    668    606    545
 1997    961    713    654    597    854    606    545    487
 1998   1012    764    702    640   1015    767    705    643
 1999   1082    834    772    710    898    650    588    527
 2000    971    723    661    599    971    723    661    599
 2001   1018    770    709    648    978    730    669    608
 2002   1065    817    755    693    961    713    652    591
 2003    931    683    622    562    977    729    667    605
 2004    894    646    584    525    763    525    475    428
 2005    986    738    676    616      0      0      0      0
     ****************************  ****************************
 MEAN  997.4  749.9  688.7  628.6  925.9  684.4  625.8  568.5
 STDV   54.6   54.3   54.0   53.3  145.4  116.7  109.2  101.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    589    381    335    292    431    264    231    200
 1952    720    505    459    416    342    217    190    164
 1953    680    475    430    389    572    393    354    316
 1954    733    510    458    410    418    260    225    192
 1955    732    513    464    419    430    267    235    205
 1956    632    422    378    339    569    377    337    299
 1957    647    450    407    365    376    234    201    169
 1958    795    565    511    457    514    339    298    258
 1959    739    525    476    429    325    178    145    116
 1960    739    529    480    432    406    256    225    194
 1961    719    515    469    424    466    292    257    226
 1962    629    440    397    356    514    335    298    262
 1963    700    493    448    405    660    464    421    383
 1964    716    507    457    411    419    275    243    212
 1965    708    483    431    381    465    286    246    210
 1966    681    469    424    381    447    294    259    226
 1967    649    459    416    377    397    240    209    182
 1968    702    482    434    387    485    314    276    242
 1969    724    509    460    413    391    223    189    162
 1970    745    521    471    423    473    290    251    213
 1971    812    589    538    489    647    444    400    356
 1972    774    551    500    449    343    187    158    132
 1973    735    507    456    407    561    378    337    297
 1974    610    408    364    324    458    288    250    215
 1975    599    399    353    310    501    339    302    267
 1976    674    468    426    387    317    183    161    143
 1977    706    483    431    381    357    202    171    141
 1978    768    554    505    459    353    199    166    136
 1979    683    480    437    396    408    247    211    178
 1980    700    488    441    394    313    188    162    137
 1981    665    449    399    353    331    183    153    125
 1982    605    412    369    327    405    262    229    198
 1983    682    473    426    384    394    224    190    159
 1984    630    431    385    342    451    279    239    200
 1985    712    505    458    412    388    220    183    150
 1986    726    499    447    398    389    217    182    151
 1987    671    454    408    366    286    147    121     99
 1988    737    531    482    436    288    151    125    101
 1989    606    409    364    324    425    287    254    225
 1990    726    520    474    430    361    218    188    161
 1991    665    471    427    385    380    227    195    167
 1992    592    402    360    319    361    222    196    172
 1993    503    307    263    225    349    211    181    153
 1994    700    473    423    377    468    291    252    219
 1995    608    407    366    327    390    254    224    196
 1996    621    416    374    333    400    242    208    178
 1997    679    468    419    373    432    283    251    219
 1998    797    568    513    463    421    250    214    179
 1999    626    438    397    358    392    249    218    191
 2000    703    493    450    408    497    319    283    249
 2001    628    418    372    328    364    212    182    156
 2002    750    530    482    438    311    183    159    137
 2003    621    432    390    349    383    249    221    195
 2004    722    509    465    422    376    215    183    154
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  673.0  467.2  421.3  377.8  410.9  255.4  222.5  192.1
 STDV  110.8   83.4   77.2   71.1   99.0   75.4   69.9   64.4
