# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0133] ALGONA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0133 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1967    926    684    627    571    877    640    587    534
 1968    971    723    662    604    937    691    632    574
 1969   1018    770    709    648    956    708    646    584
 1970    973    727    667    608    932    685    626    568
 1971    898    656    599    543    898    657    602    547
 1972    926    681    623    565    923    679    620    562
 1973    985    737    675    614    987    739    677    616
 1974   1052    804    742    681    858    612    554    500
 1975   1022    775    715    658   1001    753    692    632
 1976   1023    775    715    655    938    692    631    576
 1977   1067    819    757    695    885    638    579    523
 1978    984    736    674    613    958    712    655    599
 1979    970    722    660    599    948    702    642    586
 1980    994    747    687    629   1005    757    695    634
 1981   1010    762    700    638    912    664    603    544
 1982   1066    818    756    694    921    675    617    560
 1983   1085    837    775    713   1083    835    773    711
 1984    974    726    665    604   1007    761    702    644
 1985    939    691    629    568    816    570    510    454
 1986   1026    778    716    654    787    544    486    430
 1987   1063    815    753    691    857    612    554    496
 1988   1010    762    700    639    985    738    678    619
 1989   1017    769    707    645    949    701    640    580
 1990    935    687    626    566    946    698    637    576
 1991    982    734    672    610    926    678    616    556
 1992    801    553    492    431    777    534    479    426
 1993    955    707    645    583    933    685    623    563
 1994    909    661    599    537    861    614    555    498
 1995    996    748    687    626   1075    827    765    703
 1996    923    675    614    553    894    646    584    523
 1997   1003    755    693    633    862    614    552    492
 1998    991    743    681    619    972    724    662    600
 1999   1065    817    755    693    877    629    568    508
 2000    947    699    638    579    919    671    609    547
 2001   1016    768    706    644    920    672    613    555
 2002   1033    785    723    661    882    635    575    520
 2003    942    694    632    571    947    699    637    577
 2004    878    630    568    509    745    509    459    411
 2005    983    735    674    615      0      0      0      0
     ****************************  ****************************
 MEAN  986.0  738.4  677.1  616.6  906.9  665.3  606.5  549.4
 STDV   61.3   61.0   60.6   59.9  140.8  111.7  104.4   97.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    558    350    304    261    394    239    209    181
 1952    724    507    458    413    335    215    190    166
 1953    695    485    440    397    574    386    346    307
 1954    721    494    441    388    330    178    147    118
 1955    703    500    456    413    437    287    252    221
 1956    654    462    422    384    565    375    338    304
 1957    592    397    359    322    343    186    153    126
 1958    721    506    461    418    483    320    284    249
 1959    649    449    407    367    265    140    116     95
 1960    663    456    410    367    416    271    237    207
 1961    625    425    378    335    436    281    249    217
 1962    566    377    335    296    460    286    248    215
 1963    744    522    468    417    656    437    390    348
 1964    658    456    410    367    385    238    210    183
 1965    511    320    280    243    457    297    261    226
 1966    638    445    404    364    415    263    229    200
 1967    634    430    386    347    362    225    200    176
 1968    642    428    384    340    430    269    233    198
 1969    654    447    402    362    317    181    156    133
 1970    657    451    407    366    363    215    186    157
 1971    700    500    454    410    493    320    282    247
 1972    644    438    394    352    315    180    157    136
 1973    658    438    389    342    519    339    299    262
 1974    574    392    354    316    430    266    231    199
 1975    558    369    326    284    501    339    303    269
 1976    701    503    459    417    297    186    166    148
 1977    725    489    435    384    322    180    149    119
 1978    811    589    538    488    370    219    187    158
 1979    715    497    449    404    393    238    207    177
 1980    734    510    459    409    319    187    162    138
 1981    675    458    408    362    326    177    146    119
 1982    657    441    391    344    402    231    198    169
 1983    722    508    458    414    345    189    157    129
 1984    652    454    409    369    423    245    208    172
 1985    615    414    371    328    306    165    134    107
 1986    678    450    396    345    345    188    157    128
 1987    677    443    394    350    274    149    123    101
 1988    708    485    436    388    291    161    136    111
 1989    627    439    397    356    429    276    244    216
 1990    750    532    481    431    358    222    192    164
 1991    622    425    380    338    339    201    174    151
 1992    631    433    387    343    354    206    181    158
 1993    497    295    255    218    366    231    200    172
 1994    737    510    457    407    450    266    227    190
 1995    614    417    374    333    375    220    186    158
 1996    607    400    354    311    445    277    241    210
 1997    686    472    424    381    427    282    252    223
 1998    789    563    511    460    382    222    190    161
 1999    607    420    381    345    358    226    202    178
 2000    669    473    429    386    432    261    229    198
 2001    585    375    330    288    341    202    173    146
 2002    672    465    420    377    237    132    115    100
 2003    609    416    373    334    413    273    244    218
 2004    751    527    478    430    370    210    178    152
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  648.5  444.5  399.3  356.6  384.9  235.5  204.8  176.6
 STDV  109.8   82.7   76.5   70.5   95.5   70.6   64.9   59.6
