# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4063] INDIANOLA-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4063 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1989    193    119    103     89    446    290    256    225
 1990    220    118     99     81    386    238    205    173
 1991    254    151    131    112    448    277    240    204
 1992    248    131    111     92    350    207    178    156
 1993    104     45     35     27    323    181    155    131
 1994    212    119    100     85    387    250    223    196
 1995    207    125    108     93    262    154    131    110
 1996    118     51     41     32    304    184    158    136
 1997    190     95     77     63    270    156    133    111
 1998    124     73     65     57    326    187    159    133
 1999    161     82     65     51    336    190    163    137
 2000    262    153    132    114    359    222    193    168
 2001     48     15     10      6    469    303    270    238
 2002    133     65     51     39    346    207    179    153
 2003    189    116    102     89    417    275    244    216
 2004    217    113     94     76    439    278    243    209
 2005    165     87     73     59    469    298    258    222
     ****************************  ****************************
 MEAN  169.8   91.0   76.2   63.3  403.2  253.0  221.7  192.7
 STDV   72.8   48.2   43.1   38.1   85.1   66.8   62.3   57.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    726    505    453    404    778    545    488    433
 1952    659    442    396    351   1007    768    709    650
 1953    657    443    397    354    982    742    683    624
 1954    571    382    342    302    999    761    703    646
 1955    768    526    474    427    860    623    567    514
 1956    761    543    495    450   1018    781    723    665
 1957    647    428    381    339    915    676    617    560
 1958    761    538    486    440    841    602    545    490
 1959    735    509    455    404    950    710    651    592
 1960    662    445    394    345    874    636    577    519
 1961    599    389    345    303    897    658    600    546
 1962    892    649    591    535    903    664    605    549
 1963    676    448    393    342   1001    761    702    644
 1964    841    598    541    488    925    687    629    571
 1965    713    526    485    445    779    556    506    460
 1966    604    419    378    340    892    659    601    546
 1967    584    403    363    324    899    664    608    552
 1968    595    399    358    319    984    744    686    629
 1969    729    511    461    411    816    589    536    486
 1970    823    603    552    501    937    697    638    581
 1971    594    405    364    323   1046    806    746    687
 1972    712    487    435    388    892    661    608    555
 1973    649    436    387    340    969    729    669    610
 1974    680    458    406    357    846    609    554    501
 1975    790    563    512    463    926    688    630    573
 1976    627    428    384    341    907    668    613    560
 1977    875    641    584    529    954    715    658    601
 1978    672    456    409    364    930    693    638    585
 1979    681    481    434    390    914    680    624    570
 1980    716    503    455    410    891    654    598    544
 1981    630    431    389    348    926    686    627    570
 1982    686    463    412    366    717    508    461    417
 1983    561    360    317    277    928    697    641    586
 1984    579    384    340    301    932    693    634    575
 1985    737    509    459    412    794    562    512    463
 1986    734    497    444    394   1023    783    723    664
 1987    835    597    544    494   1012    772    713    654
 1988    799    561    506    454    959    721    663    607
 1989    654    449    401    356    853    616    561    508
 1990    562    352    306    262    922    682    623    565
 1991    827    598    542    488    997    757    697    637
 1992    689    479    431    386    879    640    584    529
 1993    686    453    402    353    873    636    579    523
 1994    679    462    414    369    942    702    642    583
 1995    500    291    251    215    853    613    554    497
 1996    512    303    260    220    850    615    557    499
 1997    457    281    247    214    900    660    600    541
 1998    751    509    454    402    793    563    510    459
 1999    619    392    345    301    853    616    558    502
 2000    686    471    421    373    823    588    533    479
 2001    639    412    363    317    804    573    516    463
 2002    544    354    314    275    950    710    651    593
 2003    593    366    321    283    801    561    504    453
 2004    683    466    415    368    813    576    519    465
 2005    582    378    334    293    957    717    657    597
     ****************************  ****************************
 MEAN  676.8  461.5  413.5  368.2  903.4  666.8  609.7  554.0
 STDV   95.4   83.8   79.6   75.5   73.2   69.9   68.1   65.6

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    989    741    679    618    963    715    655    596
 1952   1041    793    732    671    970    722    660    601
 1953   1054    806    744    683    997    749    688    627
 1954   1140    892    830    768   1037    789    727    665
 1955   1174    926    864    802   1097    849    787    726
 1956   1042    794    732    670   1041    793    733    674
 1957   1146    898    836    774   1043    795    734    673
 1958    978    730    668    606   1017    771    710    651
 1959   1016    768    706    645   1106    858    796    734
 1960   1027    781    720    659   1048    800    738    676
 1961   1041    793    731    669   1017    769    707    645
 1962   1019    771    709    648   1022    774    712    650
 1963   1101    853    791    729    989    741    680    619
 1964   1102    854    792    730    920    673    614    557
 1965    971    723    662    604    833    586    531    480
 1966   1104    856    794    732    896    652    595    541
 1967    961    720    665    610    926    693    638    585
 1968   1037    791    731    672   1005    758    698    639
 1969   1094    846    784    722   1014    766    704    642
 1970   1042    795    735    676   1018    770    710    650
 1971    974    734    676    618    958    717    659    602
 1972   1035    792    732    673   1017    769    708    647
 1973   1062    814    752    690   1065    817    755    693
 1974   1121    873    811    749    929    683    627    573
 1975   1077    831    771    711   1071    823    762    701
 1976   1075    827    765    704    968    722    663    606
 1977   1111    863    801    739    956    709    651    594
 1978   1056    808    746    684   1000    755    696    638
 1979   1009    761    699    637    961    715    655    597
 1980   1070    822    760    699   1039    791    729    668
 1981   1018    770    709    648    915    674    617    561
 1982    985    737    675    614    950    702    642    584
 1983   1088    840    778    716   1081    833    771    710
 1984    978    730    669    610    981    737    679    621
 1985    995    747    685    625    874    629    571    516
 1986   1140    892    830    768    923    679    619    560
 1987   1103    855    793    731    938    690    629    572
 1988   1054    806    744    682   1080    836    776    717
 1989   1074    826    764    702   1014    766    705    645
 1990   1024    776    714    652   1032    784    722    661
 1991   1053    805    743    681   1027    779    718    657
 1992    973    725    663    601    873    627    569    513
 1993   1060    812    750    688   1040    792    730    668
 1994    998    750    688    626    953    705    644    585
 1995   1021    773    712    652   1089    841    779    717
 1996    943    695    634    573    942    694    632    570
 1997   1016    768    707    646    932    684    622    560
 1998   1058    810    748    686   1031    783    721    659
 1999   1085    837    775    713    945    697    635    573
 2000    990    742    680    618   1033    785    723    661
 2001   1062    814    752    690    992    744    682    620
 2002   1085    837    775    713    963    715    653    592
 2003   1029    781    719    657   1073    825    763    701
 2004    954    706    644    582    847    601    543    488
 2005   1056    808    746    685      0      0      0      0
     ****************************  ****************************
 MEAN 1045.7  798.1  736.6  675.5  971.8  729.6  670.3  612.0
 STDV   53.0   52.6   52.2   51.6  148.0  118.4  110.9  103.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    644    438    392    352    470    303    270    237
 1952    793    575    526    480    410    278    247    217
 1953    785    572    524    481    659    467    425    384
 1954    851    619    564    510    492    313    276    241
 1955    838    616    564    512    517    342    303    265
 1956    768    552    504    459    692    479    433    388
 1957    674    455    406    365    392    221    185    152
 1958    789    561    508    457    586    410    368    327
 1959    732    516    466    418    362    202    169    139
 1960    797    569    517    468    468    302    268    235
 1961    688    474    425    378    528    340    297    257
 1962    682    471    425    379    555    355    310    267
 1963    801    569    513    460    792    559    506    455
 1964    726    505    453    403    443    272    236    205
 1965    612    419    383    348    525    357    320    284
 1966    666    465    422    383    516    361    325    290
 1967    672    475    432    393    477    308    273    240
 1968    728    518    470    424    565    388    348    309
 1969    769    548    496    447    421    261    226    197
 1970    766    546    496    448    467    291    255    219
 1971    826    612    563    515    650    451    409    367
 1972    812    592    539    488    422    255    221    192
 1973    773    541    489    439    635    439    395    352
 1974    637    438    397    359    509    329    290    253
 1975    639    436    389    343    555    391    355    319
 1976    737    524    478    435    357    219    192    169
 1977    804    573    520    467    426    251    216    183
 1978    876    652    599    547    454    290    254    220
 1979    736    544    502    462    489    337    303    270
 1980    801    583    531    481    401    272    244    218
 1981    716    515    469    427    410    252    219    189
 1982    732    518    471    424    497    323    283    246
 1983    764    546    495    448    444    268    232    199
 1984    687    485    437    393    474    293    253    215
 1985    716    510    463    419    409    255    222    191
 1986    853    620    564    508    471    280    236    197
 1987    724    494    444    397    389    243    212    182
 1988    787    561    509    460    350    207    176    147
 1989    652    450    405    361    480    310    271    236
 1990    811    585    534    485    445    279    244    212
 1991    790    582    532    486    477    313    276    244
 1992    713    506    458    410    483    302    264    232
 1993    572    361    316    275    391    235    203    174
 1994    716    497    448    403    491    309    269    233
 1995    639    439    393    351    410    256    224    194
 1996    627    419    376    334    442    284    248    213
 1997    743    513    462    415    449    293    261    231
 1998    855    622    567    514    446    277    242    210
 1999    633    443    400    363    419    280    251    223
 2000    741    533    486    443    547    347    307    271
 2001    647    433    382    335    393    235    202    173
 2002    780    559    510    464    332    200    173    148
 2003    651    457    412    370    495    339    305    273
 2004    804    574    520    471    445    266    228    196
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  723.2  512.4  464.5  419.2  469.5  303.4  267.6  234.2
 STDV  122.7   95.0   88.2   81.5  109.1   83.7   78.0   72.0
