# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 20 7/12-->7/18      5.31   0.54   54(46)   20(17)   30(25)   10( 8)    4( 3)    0      118
 21 7/19-->7/25      2.87   0.35   76(67)   10( 9)   17(15)    9( 8)    2( 2)    0      114
 22 7/26-->8/1       2.45   0.45   61(54)   21(19)   15(13)   10( 9)    5( 4)    0      112
 23 8/2-->8/8        3.62   0.41   59(56)   18(17)   17(16)    7( 7)    4( 4)    0      105
 24 8/9-->8/15       2.13   0.39   53(56)   15(16)   15(16)   10(11)    1( 1)    0       94
 25 8/16-->8/22      4.92   0.45   62(56)   14(13)   21(19)   12(11)    2( 2)    0      111
 26 8/23-->8/29      2.94   0.52   51(47)   20(18)   19(17)   15(14)    4( 4)    0      109
 27 8/30-->9/5       2.52   0.31   61(60)   22(22)   13(13)    5( 5)    1( 1)    0      102
 28 9/6-->9/12       3.05   0.42   53(60)   15(17)    9(10)    8( 9)    4( 4)    0       89
 29 9/13-->9/19      2.12   0.28   87(68)   13(10)   20(16)    7( 5)    1( 1)    0      128
 30 9/20-->9/26      1.92   0.39   60(57)   11(10)   26(25)    9( 8)    0( 0)    0      106
 31 9/27-->10/3      1.94   0.36   48(53)   21(23)   12(13)    9(10)    0( 0)    0       90
 32 10/4-->10/10     1.63   0.35   49(60)   14(17)   12(15)    7( 9)    0( 0)    0       82
 33 10/11-->10/17    2.00   0.33   53(65)   12(15)    8(10)    9(11)    0( 0)    0       82
 34 10/18-->10/24    2.16   0.29   65(67)   20(21)    7( 7)    4( 4)    1( 1)    0       97
 35 10/25-->10/31    2.65   0.33   47(55)   20(24)   11(13)    6( 7)    1( 1)    0       85
 36 11/1-->11/7      2.40   0.31   59(67)   15(17)    6( 7)    5( 6)    3( 3)    0       88
 37 11/8-->11/14     1.94   0.22   63(73)   12(14)    8( 9)    3( 3)    0( 0)    0       86
 38 11/15-->11/21    2.32   0.31   56(62)   16(18)   13(14)    5( 5)    1( 1)    0       91
 39 11/22-->11/28    1.48   0.19   83(80)    8( 8)   10(10)    3( 3)    0( 0)    0      104
 40 11/29-->12/5     1.68   0.17   72(82)   12(14)    1( 1)    3( 3)    0( 0)    0       88
 41 12/6-->12/12     1.28   0.17   63(79)    9(11)    7( 9)    1( 1)    0( 0)    0       80
 42 12/13-->12/19    0.93   0.11   87(92)    6( 6)    2( 2)    0( 0)    0( 0)    0       95
 43 12/20-->12/26    0.83   0.14   74(85)    8( 9)    5( 6)    0( 0)    0( 0)    0       87
 44 12/27-->1/2      1.35   0.15   71(82)   10(11)    5( 6)    1( 1)    0( 0)    0       87
 45 1/3-->1/9        1.46   0.12   66(88)    5( 7)    3( 4)    1( 1)    0( 0)    0       75
 46 1/10-->1/16      0.91   0.13   62(85)    7(10)    4( 5)    0( 0)    0( 0)    0       73
 47 1/17-->1/23      0.73   0.11   80(88)   10(11)    1( 1)    0( 0)    0( 0)    0       91
 48 1/24-->1/30      1.23   0.11   76(90)    5( 6)    2( 2)    1( 1)    0( 0)    0       84
 49 1/31-->2/6       1.24   0.12   70(86)    7( 9)    2( 2)    2( 2)    0( 0)    0       81
 50 2/7-->2/13       1.16   0.11   74(88)    7( 8)    2( 2)    1( 1)    0( 0)    0       84
 51 2/14-->2/20      1.18   0.16   68(79)   12(14)    4( 5)    2( 2)    0( 0)    0       86
 52 2/21-->2/27      1.32   0.18   71(81)    8( 9)    8( 9)    1( 1)    0( 0)    0       88
 53 2/28-->2/29      0.90   0.16    7(88)    0( 0)    1(13)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        5.49   0.31 3567(64)  850(15)  702(12)  336( 6)   68( 1)    0     5523
