# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0600] BELLE-PLAINE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0600 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1998   1025    777    715    653   1009    761    699    637
 1999   1081    833    771    709    920    672    610    548
 2000    964    716    655    594    990    742    680    619
 2001   1036    788    726    664    962    714    653    594
 2002   1066    818    756    694    910    664    604    545
 2003    986    738    676    615   1001    753    691    629
 2004    926    678    617    557    798    557    504    455
 2005   1021    773    711    650      0      0      0      0
     ****************************  ****************************
 MEAN 1018.4  770.7  709.2  648.3  942.8  700.5  641.3  583.2
 STDV   54.6   54.3   53.9   53.2  145.1  115.8  108.4  100.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    622    414    368    324    436    272    239    209
 1952    734    528    482    438    365    239    211    183
 1953    705    510    467    426    585    416    377    339
 1954    788    561    507    457    446    281    246    212
 1955    781    565    515    468    457    297    264    231
 1956    688    485    441    398    618    417    377    339
 1957    654    445    400    357    377    223    189    158
 1958    721    500    452    406    508    340    300    264
 1959    730    516    467    422    327    175    143    115
 1960    745    530    481    433    425    272    239    208
 1961    675    468    421    376    482    309    269    234
 1962    632    435    390    349    518    334    293    255
 1963    744    518    466    418    724    500    449    402
 1964    692    479    430    383    404    258    224    194
 1965    641    424    378    334    452    285    248    212
 1966    664    452    409    370    447    293    258    225
 1967    654    450    404    362    399    244    213    185
 1968    686    467    419    375    470    304    266    231
 1969    718    493    443    396    376    217    186    160
 1970    716    496    447    399    434    258    221    185
 1971    794    574    524    475    609    410    364    320
 1972    744    524    470    420    333    184    158    135
 1973    703    476    423    375    570    375    332    293
 1974    591    393    347    306    449    266    228    192
 1975    610    408    362    317    509    348    312    277
 1976    693    488    446    406    327    195    170    150
 1977    760    528    475    422    370    203    172    143
 1978    840    613    559    506    380    221    187    153
 1979    745    527    480    435    450    275    237    203
 1980    770    550    498    448    339    208    180    152
 1981    721    499    450    402    395    230    196    166
 1982    716    500    451    404    462    280    242    206
 1983    753    537    486    436    415    232    197    167
 1984    686    479    431    384    475    291    249    209
 1985    746    532    484    437    414    239    201    168
 1986    799    569    514    460    417    242    209    178
 1987    711    487    439    395    333    188    158    131
 1988    754    538    488    441    318    181    153    127
 1989    627    433    391    350    474    311    275    241
 1990    773    553    504    457    408    251    217    187
 1991    709    506    460    417    386    231    200    173
 1992    631    432    386    343    409    252    221    196
 1993    524    322    278    238    370    221    192    164
 1994    711    488    440    393    483    305    265    229
 1995    608    413    368    329    388    241    210    184
 1996    620    410    368    327    409    251    217    184
 1997    695    476    427    379    416    269    237    207
 1998    787    560    506    454    410    241    205    172
 1999    638    450    409    371    417    279    248    218
 2000    721    517    472    431    515    328    294    260
 2001    607    401    357    317    359    216    185    158
 2002    744    531    484    441    318    191    167    143
 2003    633    445    403    361    424    283    252    224
 2004    756    538    490    443    383    221    187    157
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  689.3  480.6  433.8  389.3  425.2  265.3  231.4  200.1
 STDV  113.6   86.3   79.9   73.7   99.3   74.8   69.0   63.4
