# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5769] MOUNT-AYR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 20 7/12-->7/18      2.50   0.71   29(36)   10(12)   19(23)   18(22)    5( 6)    0       81
 21 7/19-->7/25      5.50   0.51   52(53)   11(11)   21(21)   13(13)    1( 1)    0       98
 22 7/26-->8/1       2.14   0.39   48(54)   17(19)   17(19)    6( 7)    1( 1)    0       89
 23 8/2-->8/8        4.50   0.54   45(46)   18(19)   19(20)   12(12)    3( 3)    0       97
 24 8/9-->8/15       4.52   0.56   41(43)   18(19)   20(21)   14(15)    2( 2)    0       95
 25 8/16-->8/22      2.50   0.47   46(49)   17(18)   16(17)   13(14)    1( 1)    0       93
 26 8/23-->8/29      2.85   0.52   33(42)   16(21)   16(21)   12(15)    1( 1)    0       78
 27 8/30-->9/5       4.90   0.73   31(42)   10(14)   15(20)   12(16)    6( 8)    0       74
 28 9/6-->9/12       4.20   0.69   29(39)   15(20)   15(20)   11(15)    5( 7)    0       75
 29 9/13-->9/19      3.80   0.51   34(39)   30(34)   12(14)    7( 8)    4( 5)    0       87
 30 9/20-->9/26      2.99   0.59   32(39)   16(19)   19(23)   13(16)    3( 4)    0       83
 31 9/27-->10/3      2.10   0.39   36(53)    9(13)   17(25)    5( 7)    1( 1)    0       68
 32 10/4-->10/10     3.03   0.57   30(42)   14(19)   17(24)    9(13)    2( 3)    0       72
 33 10/11-->10/17    3.80   0.49   28(46)   17(28)    6(10)    8(13)    2( 3)    0       61
 34 10/18-->10/24    2.05   0.44   38(52)   14(19)   12(16)    8(11)    1( 1)    0       73
 35 10/25-->10/31    4.00   0.41   35(51)   18(26)    8(12)    6( 9)    1( 1)    0       68
 36 11/1-->11/7      3.75   0.46   38(47)   17(21)   16(20)    8(10)    2( 2)    0       81
 37 11/8-->11/14     2.40   0.39   33(61)    8(15)    7(13)    4( 7)    2( 4)    0       54
 38 11/15-->11/21    6.22   0.50   30(53)    7(12)   14(25)    5( 9)    1( 2)    0       57
 39 11/22-->11/28    1.30   0.26   38(69)    9(16)    6(11)    2( 4)    0( 0)    0       55
 40 11/29-->12/5     1.05   0.27   28(60)   11(23)    7(15)    1( 2)    0( 0)    0       47
 41 12/6-->12/12     1.90   0.25   40(66)   17(28)    2( 3)    2( 3)    0( 0)    0       61
 42 12/13-->12/19    0.99   0.19   40(75)   11(21)    2( 4)    0( 0)    0( 0)    0       53
 43 12/20-->12/26    0.86   0.23   26(67)   10(26)    3( 8)    0( 0)    0( 0)    0       39
 44 12/27-->1/2      1.56   0.24   30(75)    7(18)    0( 0)    3( 8)    0( 0)    0       40
 45 1/3-->1/9        0.85   0.23   29(64)   10(22)    6(13)    0( 0)    0( 0)    0       45
 46 1/10-->1/16      1.28   0.23   26(72)    6(17)    3( 8)    1( 3)    0( 0)    0       36
 47 1/17-->1/23      0.78   0.17   41(85)    5(10)    2( 4)    0( 0)    0( 0)    0       48
 48 1/24-->1/30      1.02   0.20   44(75)    8(14)    6(10)    1( 2)    0( 0)    0       59
 49 1/31-->2/6       1.30   0.22   46(77)    8(13)    5( 8)    1( 2)    0( 0)    0       60
 50 2/7-->2/13       1.15   0.19   42(78)    9(17)    2( 4)    1( 2)    0( 0)    0       54
 51 2/14-->2/20      1.81   0.27   43(66)   11(17)    8(12)    3( 5)    0( 0)    0       65
 52 2/21-->2/27      1.32   0.22   51(72)   11(15)    7(10)    2( 3)    0( 0)    0       71
 53 2/28-->2/29      0.20   0.09    5(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        5
ANNUAL TOTALS        6.22   0.44 2115(51)  803(19)  713(17)  385( 9)   82( 2)    0     4098
