# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7161] ROCKWELL-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7161 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1995    149     67     51     41    262    147    123    100
 1996     93     38     31     24    267    163    141    121
 1997    131     64     52     41    261    157    136    115
 1998     91     49     44     39    304    177    151    126
 1999    136     64     51     41    284    154    129    106
 2000    239    136    116     97    339    224    200    178
 2001     28      7      5      3    389    252    221    191
 2002     59     22     15     10    324    200    175    150
 2003    148     89     77     67    381    260    236    215
 2004    182     87     69     56    375    241    213    186
 2005    135     67     57     49    420    260    225    194
     ****************************  ****************************
 MEAN  123.1   62.5   51.4   42.2  349.8  216.4  188.7  163.3
 STDV   71.9   46.4   40.7   35.5   80.2   63.1   58.8   54.3

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    676    452    402    355    720    493    438    386
 1952    595    389    344    301    970    731    672    613
 1953    621    413    371    331    960    723    664    605
 1954    519    348    311    275    932    697    640    586
 1955    734    508    463    421    804    573    520    469
 1956    669    465    421    378    978    744    686    629
 1957    566    359    318    281    839    602    543    486
 1958    724    514    468    423    768    532    478    427
 1959    677    457    409    363    918    678    620    563
 1960    652    437    388    343    824    587    531    477
 1961    562    366    324    285    857    619    563    512
 1962    812    575    521    469    859    621    564    508
 1963    632    415    367    325    987    747    688    630
 1964    806    571    518    468    895    659    602    545
 1965    795    568    513    458    908    668    609    552
 1966    593    408    371    337    885    645    588    532
 1967    533    351    313    277    871    631    572    517
 1968    548    358    318    282    927    690    633    576
 1969    694    482    434    387    764    538    487    437
 1970    765    546    496    448    938    698    640    583
 1971    595    393    350    311   1018    778    719    660
 1972    653    443    396    351    873    637    581    526
 1973    583    379    332    290    949    709    649    589
 1974    574    372    329    289    843    606    549    493
 1975    731    511    463    418    892    653    594    536
 1976    616    411    368    328    901    664    606    551
 1977    846    608    552    498    934    694    635    577
 1978    632    433    389    346    902    665    607    551
 1979    615    417    374    334    900    662    604    547
 1980    707    487    438    392    904    665    606    550
 1981    622    412    369    329    937    697    637    577
 1982    690    457    402    350    775    541    489    440
 1983    528    338    302    268    879    645    588    532
 1984    562    363    320    279    930    690    630    572
 1985    755    521    472    423    822    589    534    482
 1986    680    452    402    356    933    693    635    577
 1987    825    589    536    485    989    749    690    633
 1988    839    599    546    496   1015    775    716    657
 1989    667    458    412    369    860    624    568    514
 1990    565    358    314    273    936    702    644    586
 1991    746    524    472    421    993    753    693    633
 1992    679    472    428    385    886    647    589    534
 1993    613    390    343    299    822    588    533    479
 1994    704    489    442    398    947    708    649    590
 1995    552    340    298    258    881    643    585    530
 1996    484    291    252    215    854    620    564    508
 1997    433    271    239    207    912    672    612    554
 1998    741    504    452    404    777    547    493    440
 1999    594    372    324    283    833    595    538    483
 2000    683    465    417    374    810    573    519    467
 2001    595    365    318    280    818    581    525    473
 2002    505    338    301    268    928    688    629    572
 2003    519    308    269    235    803    563    505    449
 2004    598    391    346    303    775    538    481    429
 2005    552    349    306    266    917    677    617    557
     ****************************  ****************************
 MEAN  644.7  433.7  388.1  345.2  886.4  649.2  591.8  536.0
 STDV   96.5   82.5   78.1   73.4   69.2   67.2   65.6   63.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    961    713    651    590    931    683    621    561
 1952   1015    767    706    646    905    658    600    544
 1953   1027    779    719    660    963    715    654    595
 1954   1071    823    761    699    953    705    643    581
 1955   1130    882    820    758   1046    799    738    678
 1956    976    728    666    604    988    742    683    626
 1957   1111    863    801    739    981    734    673    613
 1958    929    681    619    558    990    744    684    625
 1959    989    741    679    619   1081    833    771    709
 1960    991    743    681    619   1007    759    697    635
 1961    997    749    687    625    976    728    666    604
 1962    960    713    652    593    954    706    645    584
 1963   1065    817    755    693    957    709    649    589
 1964   1083    835    773    711    895    651    592    534
 1965   1042    794    732    670    937    690    629    570
 1966   1094    846    784    722    893    647    586    527
 1967    962    716    657    601    924    681    624    569
 1968   1011    763    702    641    954    706    644    584
 1969   1042    794    732    671    990    742    680    618
 1970   1032    784    722    662    981    733    671    610
 1971    962    717    658    602    964    717    656    597
 1972    979    732    673    614    934    687    626    567
 1973   1040    792    730    668   1022    774    712    650
 1974   1095    847    785    723    863    618    558    498
 1975   1046    798    736    676   1028    780    718    656
 1976   1048    800    739    679    948    702    643    589
 1977   1056    808    746    685    890    643    582    525
 1978    987    739    677    616    964    717    656    598
 1979   1015    767    705    643    981    733    671    610
 1980   1074    826    764    702   1004    756    694    632
 1981   1026    778    716    654    933    685    623    562
 1982   1048    800    738    676    943    696    636    579
 1983   1101    853    791    729   1109    861    799    737
 1984    991    743    682    621   1005    758    698    638
 1985    982    734    672    610    875    627    569    512
 1986   1054    806    744    682    838    597    540    485
 1987   1088    840    778    716    904    656    595    537
 1988   1055    807    745    684   1041    795    735    676
 1989   1053    805    743    681    990    742    681    620
 1990    992    744    682    620    998    750    688    626
 1991   1031    783    721    659    993    745    683    622
 1992    874    626    564    503    821    574    516    463
 1993   1005    757    695    633    975    727    665    604
 1994    962    714    652    591    913    665    604    545
 1995    999    752    692    632   1051    803    741    679
 1996    936    688    626    565    901    653    591    529
 1997   1005    757    696    635    902    654    592    532
 1998   1036    788    726    664   1002    754    692    630
 1999   1069    821    759    697    919    671    609    548
 2000    977    729    667    607    971    723    661    599
 2001   1040    792    730    668    955    707    645    583
 2002   1059    811    749    687    909    663    603    543
 2003    965    717    655    593    983    735    673    611
 2004    925    677    615    554    789    551    499    450
 2005   1029    781    719    658      0      0      0      0
     ****************************  ****************************
 MEAN 1019.9  772.0  710.3  649.2  938.6  696.1  636.4  578.0
 STDV   52.1   51.9   51.7   51.2  142.6  112.9  105.4   97.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    586    382    337    295    407    256    225    196
 1952    738    525    478    434    359    232    204    177
 1953    733    529    486    445    562    389    351    316
 1954    754    525    474    423    364    211    179    150
 1955    751    539    491    448    471    311    275    242
 1956    702    495    452    410    582    385    346    311
 1957    613    403    362    324    346    188    157    129
 1958    742    521    472    428    528    350    311    275
 1959    677    465    420    381    300    162    137    113
 1960    729    508    461    414    460    312    278    245
 1961    639    433    386    345    505    327    289    252
 1962    618    425    382    343    497    316    277    240
 1963    770    544    488    434    721    493    442    396
 1964    703    495    446    400    420    265    234    204
 1965    553    349    306    267    488    318    282    246
 1966    677    465    424    383    468    308    270    236
 1967    646    439    395    356    402    252    225    200
 1968    676    451    405    364    475    314    277    242
 1969    713    487    439    394    352    211    182    156
 1970    721    504    453    409    369    221    190    162
 1971    756    544    495    447    522    336    295    258
 1972    711    493    443    395    335    189    164    142
 1973    687    462    409    361    559    367    325    286
 1974    612    417    375    337    469    296    259    224
 1975    600    403    359    317    544    379    342    306
 1976    736    529    484    439    317    198    173    151
 1977    742    510    457    408    334    187    159    133
 1978    843    616    563    510    391    241    209    178
 1979    761    541    491    443    426    267    232    201
 1980    773    547    494    444    380    243    215    188
 1981    739    522    472    426    341    190    159    130
 1982    674    459    409    362    418    259    226    196
 1983    752    539    490    443    381    217    185    157
 1984    685    479    430    382    447    268    228    189
 1985    681    478    431    386    393    226    193    162
 1986    765    539    483    429    416    243    208    176
 1987    715    482    431    385    339    195    166    139
 1988    778    550    500    451    323    185    154    125
 1989    684    481    434    390    475    310    274    241
 1990    805    582    529    478    433    286    252    221
 1991    698    494    447    402    416    263    232    204
 1992    679    481    434    387    412    256    229    203
 1993    555    346    300    261    383    234    202    172
 1994    765    539    487    436    477    287    243    204
 1995    597    411    370    331    369    233    204    176
 1996    585    390    347    308    421    270    238    207
 1997    724    508    463    420    448    305    273    242
 1998    815    589    536    483    410    250    218    189
 1999    632    438    399    360    404    268    238    212
 2000    695    493    452    411    470    296    261    229
 2001    616    403    353    309    365    219    188    160
 2002    690    477    431    387    252    146    126    108
 2003    610    415    373    332    440    289    258    230
 2004    767    541    489    442    396    236    202    172
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  684.9  476.0  429.4  385.4  417.9  262.8  230.2  200.0
 STDV  115.4   88.2   81.8   75.2   99.4   74.0   68.1   62.7
