# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1394] CHARITON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1394 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1965   1023    775    714    654    952    705    648    592
 1966   1075    827    765    704    867    629    574    522
 1967    941    701    646    593    909    676    620    567
 1968   1025    780    721    662    975    727    665    606
 1969   1091    843    781    719   1001    753    691    631
 1970   1023    776    716    656   1006    758    698    639
 1971    967    726    668    610    927    692    637    584
 1972   1019    777    717    659    991    743    682    621
 1973   1062    814    752    690   1051    803    741    679
 1974   1069    821    760    700    918    674    616    559
 1975   1030    785    725    667   1060    812    750    689
 1976   1057    810    750    690    966    719    660    603
 1977   1104    856    794    732    969    722    661    603
 1978   1061    813    751    689    995    751    692    634
 1979   1029    781    719    657   1026    778    716    655
 1980   1124    876    814    752   1098    850    788    726
 1981   1044    797    736    675    959    714    655    597
 1982   1081    833    771    709    983    735    674    615
 1983   1124    876    814    752   1145    897    835    773
 1984   1027    779    717    656   1035    787    728    669
 1985   1038    790    728    667    936    688    626    566
 1986   1114    866    804    742    906    664    605    547
 1987   1109    861    799    737    971    723    662    603
 1988   1057    809    747    686   1089    846    787    728
 1989   1028    780    718    656    971    728    669    611
 1990   1012    764    702    640    994    746    684    623
 1991   1022    774    713    653    979    732    671    611
 1992    944    696    634    573    808    571    518    468
 1993   1013    765    703    641   1025    777    716    655
 1994    958    710    648    587    922    679    622    567
 1995   1021    776    716    656   1102    854    792    730
 1996    952    706    646    586    945    697    635    575
 1997   1018    771    711    651    934    686    625    566
 1998   1054    806    744    682   1020    772    710    648
 1999   1085    837    775    714    934    686    624    563
 2000    991    743    681    622   1028    780    718    656
 2001   1048    800    738    676    971    723    663    607
 2002   1061    813    751    689    964    716    654    592
 2003   1019    771    711    652   1040    792    730    668
 2004    936    688    626    566    829    590    537    485
 2005   1028    780    719    658      0      0      0      0
     ****************************  ****************************
 MEAN 1036.2  789.0  727.9  667.3  966.4  725.1  666.4  608.9
 STDV   50.7   50.0   49.5   48.7  147.6  117.5  109.8  102.0

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    638    433    388    345    453    290    257    226
 1952    747    536    489    443    427    296    265    234
 1953    766    563    518    475    646    460    418    378
 1954    827    609    557    506    483    312    274    239
 1955    807    598    550    505    510    342    304    269
 1956    739    536    491    448    662    464    423    384
 1957    665    454    409    368    391    233    197    164
 1958    783    565    516    469    572    392    350    309
 1959    766    553    504    457    388    227    191    157
 1960    786    571    521    473    487    322    287    255
 1961    701    489    441    395    528    347    306    268
 1962    658    463    422    381    555    368    325    284
 1963    785    557    505    457    777    559    510    463
 1964    751    537    485    436    441    297    264    233
 1965    705    492    444    398    512    344    308    274
 1966    638    449    410    373    506    350    314    280
 1967    670    472    429    389    471    307    272    237
 1968    711    501    455    412    553    379    339    300
 1969    768    547    496    449    432    268    232    200
 1970    770    554    502    453    463    285    246    212
 1971    821    603    554    508    631    438    395    353
 1972    814    593    538    485    409    256    225    195
 1973    764    533    481    430    626    425    381    337
 1974    620    433    393    355    496    319    280    243
 1975    645    440    394    348    545    381    344    308
 1976    715    500    454    411    341    205    181    160
 1977    788    559    506    454    414    244    205    172
 1978    860    627    572    521    424    267    232    198
 1979    776    572    526    483    521    351    313    278
 1980    807    587    535    486    416    278    248    220
 1981    772    552    502    453    481    302    264    230
 1982    748    528    479    430    505    321    281    244
 1983    796    578    529    481    476    290    252    221
 1984    751    540    490    442    518    332    290    250
 1985    773    558    507    459    467    282    244    209
 1986    865    631    574    519    500    305    263    225
 1987    744    515    466    420    380    236    206    178
 1988    809    593    543    494    371    219    186    154
 1989    624    432    388    345    444    302    270    239
 1990    794    575    526    478    416    266    232    202
 1991    742    547    502    457    412    269    239    212
 1992    652    446    399    355    427    270    240    213
 1993    549    349    307    269    385    235    204    174
 1994    693    483    437    394    489    313    271    233
 1995    628    430    385    344    412    263    230    200
 1996    634    425    381    338    440    281    246    211
 1997    736    520    471    425    452    296    263    233
 1998    838    612    560    508    446    281    247    215
 1999    629    441    402    366    429    287    255    225
 2000    728    527    483    439    520    336    299    265
 2001    648    436    389    346    401    241    206    176
 2002    763    554    508    466    345    217    191    167
 2003    639    445    401    361    469    324    290    257
 2004    764    546    500    454    436    262    226    194
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  720.2  512.5  465.7  421.0  467.3  304.3  268.7  235.6
 STDV  121.9   94.5   87.8   81.3  104.6   79.8   74.3   68.8
