# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6566] PERRY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 27 8/30-->9/5       1.92   0.43   47(49)   16(17)   21(22)   11(12)    0( 0)    0       95
 28 9/6-->9/12       4.10   0.48   44(48)   16(17)   17(18)   14(15)    1( 1)    0       92
 29 9/13-->9/19      3.21   0.34   66(58)   24(21)   16(14)    6( 5)    2( 2)    0      114
 30 9/20-->9/26      1.97   0.32   71(66)   15(14)   13(12)    9( 8)    0( 0)    0      108
 31 9/27-->10/3      2.77   0.33   52(61)   15(18)   12(14)    5( 6)    1( 1)    0       85
 32 10/4-->10/10     1.75   0.33   51(55)   21(23)   12(13)    8( 9)    0( 0)    0       92
 33 10/11-->10/17    2.23   0.30   57(68)   10(12)   12(14)    4( 5)    1( 1)    0       84
 34 10/18-->10/24    1.77   0.33   55(61)   11(12)   18(20)    6( 7)    0( 0)    0       90
 35 10/25-->10/31    2.06   0.27   63(70)   13(14)    9(10)    4( 4)    1( 1)    0       90
 36 11/1-->11/7      3.20   0.32   65(65)   14(14)   15(15)    4( 4)    2( 2)    0      100
 37 11/8-->11/14     1.08   0.20   57(70)   14(17)    8(10)    2( 2)    0( 0)    0       81
 38 11/15-->11/21    1.40   0.31   51(64)    9(11)   14(18)    6( 8)    0( 0)    0       80
 39 11/22-->11/28    1.12   0.15   71(84)   10(12)    3( 4)    1( 1)    0( 0)    0       85
 40 11/29-->12/5     1.07   0.14   65(83)    6( 8)    6( 8)    1( 1)    0( 0)    0       78
 41 12/6-->12/12     1.26   0.17   59(77)   11(14)    6( 8)    1( 1)    0( 0)    0       77
 42 12/13-->12/19    1.24   0.14   69(86)    5( 6)    5( 6)    1( 1)    0( 0)    0       80
 43 12/20-->12/26    0.89   0.13   69(85)    7( 9)    5( 6)    0( 0)    0( 0)    0       81
 44 12/27-->1/2      1.77   0.15   70(83)    9(11)    3( 4)    2( 2)    0( 0)    0       84
 45 1/3-->1/9        1.37   0.15   57(83)    7(10)    4( 6)    1( 1)    0( 0)    0       69
 46 1/10-->1/16      0.64   0.11   70(88)    8(10)    2( 3)    0( 0)    0( 0)    0       80
 47 1/17-->1/23      0.60   0.13   68(81)   15(18)    1( 1)    0( 0)    0( 0)    0       84
 48 1/24-->1/30      0.80   0.11   78(91)    5( 6)    3( 3)    0( 0)    0( 0)    0       86
 49 1/31-->2/6       0.91   0.13   67(84)    8(10)    5( 6)    0( 0)    0( 0)    0       80
 50 2/7-->2/13       0.86   0.13   69(86)    7( 9)    4( 5)    0( 0)    0( 0)    0       80
 51 2/14-->2/20      0.96   0.17   68(79)   11(13)    7( 8)    0( 0)    0( 0)    0       86
 52 2/21-->2/27      1.13   0.16   70(79)   15(17)    3( 3)    1( 1)    0( 0)    0       89
 53 2/28-->2/29      0.88   0.20    5(71)    1(14)    1(14)    0( 0)    0( 0)    0        7
ANNUAL TOTALS        4.83   0.32 3437(64)  827(15)  711(13)  314( 5)   75( 1)    0     5364
