# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0608] BELLEVUE-L-AND-D-12
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0608
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1998  1.02  3.19  4.41  4.01  3.33  7.03  1.38  8.04  3.26  5.39  1.20  0.44 42.70
 1999  2.07  1.31  0.53  6.59  3.27  3.01  5.44  2.82  1.59  1.12  0.64  0.97 29.36
 2000  1.07  2.09  1.26  3.54  3.69  9.73  3.12  2.71  4.44  1.25  1.43  1.86 36.19
 2001  1.88  3.42  0.81  2.78  5.41  3.50  2.30  3.25  6.56  3.05  2.92  1.84 37.72
 2002  0.28  1.50  1.30  4.74  4.69  5.52  3.07  6.44  2.26  5.01  0.29  0.90 36.00
 2003  0.30  0.31  0.94  1.75  5.74  2.71  4.91  0.84  3.41  1.46  5.45  1.99 29.81
 2004  0.89  1.09  4.95  1.70  7.19  4.06  3.01  4.38  0.88  4.93  2.66  1.06 36.80
 2005  3.34  1.26  0.68  2.04  2.83  1.92  1.93 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.18  1.19  2.19  3.25  3.76  4.29  3.49  4.10  3.60  2.71  2.38  1.55 33.18
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
