# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2364] DUBUQUE-LOCK-AND-DAM
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 21 7/19-->7/25      2.44   0.41   59(51)   27(23)   17(15)    9( 8)    3( 3)    0      115
 22 7/26-->8/1       3.86   0.40   65(60)   19(17)   15(14)    7( 6)    3( 3)    0      109
 23 8/2-->8/8        5.27   0.46   58(50)   27(23)   18(16)    9( 8)    4( 3)    0      116
 24 8/9-->8/15       1.70   0.39   55(56)   14(14)   18(18)   12(12)    0( 0)    0       99
 25 8/16-->8/22      3.98   0.45   60(55)   16(15)   22(20)    8( 7)    4( 4)    0      110
 26 8/23-->8/29      3.35   0.44   54(47)   27(24)   20(18)   12(11)    1( 1)    0      114
 27 8/30-->9/5       3.02   0.38   49(58)   16(19)   12(14)    6( 7)    2( 2)    0       85
 28 9/6-->9/12       2.16   0.41   51(58)   10(11)   14(16)   12(14)    1( 1)    0       88
 29 9/13-->9/19      4.48   0.49   66(54)   23(19)   18(15)   10( 8)    6( 5)    0      123
 30 9/20-->9/26      3.25   0.44   70(56)   16(13)   22(18)   16(13)    1( 1)    0      125
 31 9/27-->10/3      1.87   0.35   45(54)   18(21)   15(18)    6( 7)    0( 0)    0       84
 32 10/4-->10/10     1.76   0.31   73(66)   13(12)   18(16)    7( 6)    0( 0)    0      111
 33 10/11-->10/17    1.65   0.28   56(63)   18(20)   11(12)    4( 4)    0( 0)    0       89
 34 10/18-->10/24    2.23   0.36   57(60)   18(19)   13(14)    6( 6)    1( 1)    0       95
 35 10/25-->10/31    1.67   0.28   67(66)   20(20)    9( 9)    6( 6)    0( 0)    0      102
 36 11/1-->11/7      3.57   0.34   67(64)   16(15)   15(14)    4( 4)    3( 3)    0      105
 37 11/8-->11/14     0.98   0.19   73(76)   10(10)   13(14)    0( 0)    0( 0)    0       96
 38 11/15-->11/21    2.31   0.30   64(63)   19(19)   14(14)    4( 4)    1( 1)    0      102
 39 11/22-->11/28    2.00   0.24   75(71)   17(16)   12(11)    2( 2)    0( 0)    0      106
 40 11/29-->12/5     1.77   0.20   74(77)   13(14)    7( 7)    2( 2)    0( 0)    0       96
 41 12/6-->12/12     2.11   0.20   69(75)   17(18)    4( 4)    1( 1)    1( 1)    0       92
 42 12/13-->12/19    1.38   0.19   64(78)   10(12)    7( 9)    1( 1)    0( 0)    0       82
 43 12/20-->12/26    0.98   0.15   78(80)   14(14)    5( 5)    0( 0)    0( 0)    0       97
 44 12/27-->1/2      1.04   0.21   53(68)   16(21)    8(10)    1( 1)    0( 0)    0       78
 45 1/3-->1/9        1.35   0.18   57(74)   15(19)    4( 5)    1( 1)    0( 0)    0       77
 46 1/10-->1/16      1.63   0.18   63(85)    4( 5)    5( 7)    2( 3)    0( 0)    0       74
 47 1/17-->1/23      0.85   0.15   77(82)   10(11)    7( 7)    0( 0)    0( 0)    0       94
 48 1/24-->1/30      1.18   0.13   88(90)    5( 5)    3( 3)    2( 2)    0( 0)    0       98
 49 1/31-->2/6       0.76   0.15   60(85)    9(13)    2( 3)    0( 0)    0( 0)    0       71
 50 2/7-->2/13       1.78   0.16   64(88)    5( 7)    3( 4)    1( 1)    0( 0)    0       73
 51 2/14-->2/20      1.40   0.20   62(78)    8(10)    8(10)    2( 3)    0( 0)    0       80
 52 2/21-->2/27      1.16   0.20   71(76)   11(12)    9(10)    2( 2)    0( 0)    0       93
 53 2/28-->2/29      0.23   0.09   11(100)    0( 0)    0( 0)    0( 0)    0( 0)    0       11
ANNUAL TOTALS        5.27   0.32 3548(63)  939(16)  710(12)  329( 5)   63( 1)    0     5589
