# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia8806
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1977  0.53  0.36  2.32  1.76  3.28  2.03  3.72  9.55  5.63  3.78  1.12  0.95 35.03
 1978  1.06  1.52  0.69  4.06  2.42  6.01  4.43  5.07  4.31  0.95  1.77  0.77 33.06
 1979  1.06  0.32  3.39  3.06  3.17  3.38  6.41  9.00  1.19  2.96  2.26  0.40 36.60
 1980  1.07  0.52  0.62  1.10  1.83  4.25  2.04  5.58  1.92  1.67  0.25  0.48 21.33
 1981  0.00  0.84  0.49  2.26  2.71  6.78  2.74  3.86  2.44  2.73  0.52  1.19 26.56
 1982  1.33  0.13  2.14  2.32  7.53  2.87  6.15  4.86  1.84  4.79  1.71  4.27 39.94
 1983  1.02  1.78  2.75  2.81  4.97  4.41  7.51  4.18  4.41  3.13  4.62  0.82 42.41
 1984  0.45  1.02  1.30  6.35  3.74  6.35  5.59  0.20  3.67  3.43  1.54  1.77 35.41
 1985  0.53  0.80  1.52  1.18  2.24  2.94  1.10  7.56  5.12  2.09  1.19  1.53 27.80
 1986  0.14  1.23  1.55  4.06  4.07  5.39  4.68  2.99  6.68  3.86  1.25  0.82 36.72
 1987  0.06  0.00  3.02  2.31  2.24  3.29  7.67  6.38  1.82  0.87  2.88  2.17 32.71
 1988  0.78  0.47  0.59  1.91  1.37  1.26  1.00  2.95  4.12  0.51  2.89  0.41 18.26
 1989  0.56  0.33  0.68  2.09  1.66  5.24  4.53  2.63  3.96  4.84  0.39  0.25 27.16
 1990  0.19  0.41  3.47  2.08  5.89 11.22  5.68  2.17  1.39  1.41  0.86  1.58 36.35
 1991  0.57  0.15  3.73  7.07  8.58  4.58  2.26  3.90  4.48  4.05  3.57  1.42 44.36
 1992  0.87  0.86  2.18  3.03  2.04  1.73  7.31  2.63  2.58  0.94  4.66  2.16 30.99
 1993  0.81  1.30  2.07  2.78  5.41 10.10 12.72 15.03  1.69  1.50  0.84  0.73 54.98
 1994  1.20  0.90  0.19  2.10  3.07  7.70  3.27  4.49  5.56  2.38  1.38  1.07 33.31
 1995  1.28  0.14  3.34  3.43  6.44  3.19  2.48  3.82  3.35  2.10  1.65  0.30 31.52
 1996  1.38  0.16  2.00  1.48  5.64  5.36  3.43  7.04  2.62  2.72  4.17  1.39 37.39
 1997  0.97  1.16  2.23  2.10  3.82  6.82  3.01  0.86  2.42  2.35  0.54  0.99 27.27
 1998  1.01  1.65  2.81  4.76  5.06 12.58  3.33  7.76  0.82  3.36  0.65  0.33 44.12
 1999  1.90  0.78  0.59  8.50  6.22  7.09  5.05  2.97  1.23  1.04  0.98  0.67 37.02
 2000  0.60  1.78  1.17  1.32  3.39  4.75  3.41  3.28  1.81  1.94  2.66  1.74 27.85
 2001  1.41  1.48  1.05  2.97  8.44  3.02  4.30  5.47  2.95  2.77  1.96  0.51 36.33
 2002  0.26  1.25  0.54  3.97  3.90  2.73  5.13  9.22  3.21  3.89  0.18  0.00 34.28
 2003  0.26  0.68  1.85  3.42  3.99  4.42  6.57  0.86  2.64  1.24  2.60  1.82 30.35
 2004  0.94  1.54  4.52  1.88  9.32  7.60  6.46  5.75  2.48  1.12  2.02  0.51 44.14
 2005  1.04  1.39  0.89  4.05  3.15  6.26  6.74 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.72  0.91  1.87  3.00  4.12  4.94  4.50  4.37  2.90  2.25  1.53  1.03 31.49
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
