# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0213] ANAMOSA-1-WNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 38 11/15-->11/21    3.20   0.36   54(59)   20(22)    8( 9)    9(10)    1( 1)    0       92
 39 11/22-->11/28    1.60   0.25   70(71)   12(12)   13(13)    3( 3)    0( 0)    0       98
 40 11/29-->12/5     1.68   0.23   59(71)   13(16)    9(11)    2( 2)    0( 0)    0       83
 41 12/6-->12/12     1.25   0.22   60(68)   19(22)    8( 9)    1( 1)    0( 0)    0       88
 42 12/13-->12/19    2.20   0.19   60(77)   11(14)    5( 6)    1( 1)    1( 1)    0       78
 43 12/20-->12/26    1.38   0.19   67(81)   10(12)    4( 5)    2( 2)    0( 0)    0       83
 44 12/27-->1/2      1.00   0.24   45(64)   14(20)   11(16)    0( 0)    0( 0)    0       70
 45 1/3-->1/9        0.70   0.16   59(76)   15(19)    4( 5)    0( 0)    0( 0)    0       78
 46 1/10-->1/16      1.89   0.21   53(79)    8(12)    3( 4)    3( 4)    0( 0)    0       67
 47 1/17-->1/23      1.01   0.20   61(73)   13(16)    8(10)    1( 1)    0( 0)    0       83
 48 1/24-->1/30      1.17   0.17   63(80)   10(13)    5( 6)    1( 1)    0( 0)    0       79
 49 1/31-->2/6       2.00   0.22   49(78)    7(11)    6(10)    1( 2)    0( 0)    0       63
 50 2/7-->2/13       1.85   0.16   67(86)    9(12)    1( 1)    1( 1)    0( 0)    0       78
 51 2/14-->2/20      1.44   0.21   54(72)   14(19)    6( 8)    1( 1)    0( 0)    0       75
 52 2/21-->2/27      1.40   0.25   54(64)   20(24)    6( 7)    5( 6)    0( 0)    0       85
 53 2/28-->2/29      0.35   0.08    9(90)    1(10)    0( 0)    0( 0)    0( 0)    0       10
ANNUAL TOTALS        6.52   0.35 3169(59) 1000(18)  768(14)  358( 6)   66( 1)    0     5361
