# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1533] CLARINDA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1533 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2004    717    500    449    401    808    572    516    462
 2005    637    428    381    338    969    729    669    609
     ****************************  ****************************
 MEAN  688.8  471.5  423.1  377.4  918.4  680.5  622.7  566.0
 STDV   95.9   84.3   80.0   75.1   65.2   64.4   63.3   61.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1018    770    709    648   1015    767    706    645
 1952   1049    801    739    677    970    722    660    600
 1953   1066    818    756    694   1005    757    695    636
 1954   1161    913    851    789   1064    816    754    692
 1955   1164    916    854    792   1067    819    758    697
 1956   1044    796    734    672   1045    799    739    680
 1957   1146    898    836    774   1038    790    728    667
 1958   1002    754    692    630   1022    777    716    655
 1959   1002    754    693    632   1110    862    800    738
 1960   1002    755    694    633   1028    780    718    656
 1961   1032    784    722    660    976    728    667    606
 1962   1022    774    713    652    993    746    686    627
 1963   1106    858    796    734   1005    757    695    633
 1964   1120    872    810    748    913    669    610    553
 1965   1056    808    746    684    987    739    677    616
 1966   1134    886    824    762    936    689    629    570
 1967    994    746    686    627    952    707    649    594
 1968   1056    808    746    685   1033    785    724    663
 1969   1104    856    794    733   1044    796    734    672
 1970   1052    804    742    682   1055    807    745    683
 1971    992    747    687    627    985    739    679    619
 1972   1023    778    717    657    996    748    687    627
 1973   1037    789    727    665   1057    809    747    685
 1974   1111    863    801    740    940    693    634    577
 1975   1079    831    770    709   1083    835    773    712
 1976   1073    825    763    701   1029    781    719    659
 1977   1105    857    795    733    970    722    660    599
 1978   1058    810    748    686   1009    762    701    642
 1979   1010    762    700    638   1004    756    694    633
 1980   1142    894    832    770   1088    840    778    716
 1981   1066    818    756    694    961    713    653    596
 1982   1112    864    802    740    978    730    669    608
 1983   1134    886    824    762   1165    917    855    793
 1984   1051    803    741    679   1072    824    762    701
 1985   1080    832    770    708    969    721    659    597
 1986   1115    867    805    743    885    642    585    528
 1987   1094    846    784    723    958    710    650    591
 1988   1057    809    747    685   1073    828    769    711
 1989   1060    812    750    688    997    751    691    631
 1990   1023    775    713    651   1007    759    697    636
 1991   1043    795    733    671    995    747    685    623
 1992    961    713    651    589    847    601    543    487
 1993   1034    786    724    662   1026    778    716    655
 1994    985    737    675    613    932    684    624    567
 1995   1073    825    763    702   1106    858    796    734
 1996   1002    754    692    631    986    738    676    614
 1997   1038    790    729    668    932    684    622    560
 1998   1060    812    750    688   1010    762    700    638
 1999   1086    838    776    714    937    689    627    566
 2000   1015    767    705    643   1060    812    750    688
 2001   1086    838    776    714    977    729    667    608
 2002   1097    849    787    725    997    749    687    625
 2003   1046    798    737    676   1025    777    715    653
 2004    951    703    641    581    842    598    541    486
 2005   1034    786    724    663      0      0      0      0
     ****************************  ****************************
 MEAN 1059.3  811.5  749.7  688.1  984.7  741.8  681.8  622.7
 STDV   49.7   49.6   49.4   49.1  148.6  118.8  111.3  103.9

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    658    447    399    355    457    295    262    231
 1952    773    562    514    467    415    287    257    227
 1953    778    574    529    487    613    434    395    357
 1954    854    622    568    517    481    300    263    228
 1955    834    614    563    516    516    345    305    270
 1956    766    560    515    472    669    470    428    389
 1957    646    440    395    353    390    221    186    153
 1958    807    579    525    475    554    377    335    296
 1959    729    518    470    423    372    215    181    149
 1960    768    558    508    460    488    325    289    258
 1961    660    453    407    362    508    337    301    266
 1962    673    472    427    385    537    364    323    284
 1963    798    566    510    456    758    523    470    421
 1964    740    523    473    423    444    285    253    221
 1965    695    474    426    379    529    350    311    273
 1966    667    447    400    355    513    350    312    277
 1967    697    482    429    380    447    282    244    213
 1968    771    539    486    438    547    364    325    288
 1969    805    571    516    464    396    244    215    189
 1970    762    542    491    441    417    251    215    181
 1971    785    571    522    473    576    387    345    305
 1972    788    567    514    463    392    239    207    180
 1973    740    510    455    401    592    398    357    318
 1974    651    456    413    375    520    339    297    261
 1975    645    440    395    354    568    399    361    324
 1976    773    548    498    452    352    211    185    164
 1977    798    560    507    456    422    250    211    178
 1978    865    633    578    527    439    283    249    216
 1979    774    556    510    466    487    318    282    248
 1980    795    575    524    474    423    267    240    214
 1981    748    526    475    429    421    239    203    171
 1982    753    530    479    429    481    300    265    233
 1983    838    617    564    514    477    286    249    217
 1984    736    526    475    425    520    332    290    249
 1985    749    540    492    444    481    284    244    209
 1986    845    612    556    500    441    261    224    189
 1987    735    511    460    414    381    236    205    175
 1988    781    557    507    459    351    212    181    152
 1989    641    442    398    355    466    308    277    246
 1990    835    613    561    510    449    296    263    232
 1991    762    564    515    471    450    289    259    233
 1992    682    476    432    389    439    282    252    225
 1993    560    353    307    266    389    234    202    172
 1994    729    515    467    421    493    314    272    233
 1995    672    471    424    379    431    270    236    205
 1996    652    441    396    354    446    290    255    221
 1997    740    522    475    432    469    315    282    253
 1998    855    624    571    519    486    316    280    244
 1999    643    453    412    373    440    307    277    249
 2000    742    543    499    455    539    341    305    272
 2001    648    442    398    355    429    268    233    201
 2002    756    545    499    454    319    203    178    156
 2003    629    445    405    366    476    335    304    273
 2004    800    578    531    485    474    305    267    229
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  727.7  516.5  468.5  422.7  464.9  300.6  265.6  233.1
 STDV  121.5   93.8   87.2   80.8  101.1   76.1   70.5   65.2
