# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0608] BELLEVUE-L-AND-D-12
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 28 9/6-->9/12       1.95   0.34   54(60)   15(17)   14(16)    7( 8)    0( 0)    0       90
 29 9/13-->9/19      4.06   0.51   69(55)   20(16)   19(15)   10( 8)    8( 6)    0      126
 30 9/20-->9/26      3.11   0.42   73(57)   23(18)   17(13)   12( 9)    4( 3)    0      129
 31 9/27-->10/3      2.06   0.39   49(56)   19(22)   11(13)    7( 8)    2( 2)    0       88
 32 10/4-->10/10     1.82   0.35   67(63)   13(12)   16(15)   11(10)    0( 0)    0      107
 33 10/11-->10/17    1.70   0.32   50(54)   20(22)   19(21)    3( 3)    0( 0)    0       92
 34 10/18-->10/24    3.30   0.37   60(59)   21(21)   11(11)    8( 8)    2( 2)    0      102
 35 10/25-->10/31    2.45   0.30   62(62)   16(16)   17(17)    3( 3)    2( 2)    0      100
 36 11/1-->11/7      1.90   0.32   77(66)   13(11)   17(15)   10( 9)    0( 0)    0      117
 37 11/8-->11/14     1.60   0.27   56(66)   15(18)   11(13)    3( 4)    0( 0)    0       85
 38 11/15-->11/21    2.58   0.33   69(64)   18(17)   14(13)    6( 6)    1( 1)    0      108
 39 11/22-->11/28    2.08   0.24   77(68)   20(18)   15(13)    1( 1)    1( 1)    0      114
 40 11/29-->12/5     1.40   0.20   76(76)   13(13)    8( 8)    3( 3)    0( 0)    0      100
 41 12/6-->12/12     1.31   0.19   83(77)   15(14)    8( 7)    2( 2)    0( 0)    0      108
 42 12/13-->12/19    2.12   0.19   72(77)   14(15)    4( 4)    2( 2)    1( 1)    0       93
 43 12/20-->12/26    1.14   0.17   81(77)   14(13)    9( 9)    1( 1)    0( 0)    0      105
 44 12/27-->1/2      1.40   0.19   71(76)   10(11)   11(12)    2( 2)    0( 0)    0       94
 45 1/3-->1/9        1.33   0.17   66(80)   11(13)    5( 6)    1( 1)    0( 0)    0       83
 46 1/10-->1/16      1.80   0.17   79(87)    5( 5)    4( 4)    3( 3)    0( 0)    0       91
 47 1/17-->1/23      0.90   0.17   80(78)   14(14)    8( 8)    0( 0)    0( 0)    0      102
 48 1/24-->1/30      1.30   0.12   97(87)   10( 9)    2( 2)    2( 2)    0( 0)    0      111
 49 1/31-->2/6       0.93   0.13   72(87)    8(10)    3( 4)    0( 0)    0( 0)    0       83
 50 2/7-->2/13       1.66   0.15   72(85)    8( 9)    4( 5)    1( 1)    0( 0)    0       85
 51 2/14-->2/20      1.20   0.18   70(77)   12(13)    7( 8)    2( 2)    0( 0)    0       91
 52 2/21-->2/27      1.86   0.26   62(64)   19(20)   12(12)    4( 4)    0( 0)    0       97
 53 2/28-->2/29      0.24   0.06   13(100)    0( 0)    0( 0)    0( 0)    0( 0)    0       13
ANNUAL TOTALS        4.55   0.32 3705(63)  941(16)  774(13)  342( 5)   61( 1)    0     5823
