# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2999] FORT-DODGE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2999 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1990    177     89     73     60    380    243    211    181
 1991    142     67     57     47    351    205    178    152
 1992    159     76     62     49    228    130    114    100
 1993     40     15     10      8    226    119    101     87
 1994    154     82     69     56    357    235    210    185
 1995    127     57     46     37    218    120    100     82
 1996     84     31     25     19    258    156    136    118
 1997    118     56     45     34    276    165    142    120
 1998     87     46     41     36    315    183    157    131
 1999    133     64     51     41    293    159    132    107
 2000    237    134    114     96    329    211    188    165
 2001     23      4      2      1    385    244    213    184
 2002     58     20     15     11    323    192    167    144
 2003    142     83     72     62    387    255    229    205
 2004    170     82     66     52    373    232    204    177
 2005    121     59     50     44    431    265    229    195
     ****************************  ****************************
 MEAN  116.0   57.5   47.5   38.8  338.5  206.2  179.3  154.6
 STDV   67.9   43.2   37.8   32.8   81.7   63.5   58.8   54.1

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    695    471    419    370    733    503    447    395
 1952    585    380    335    293    971    733    675    618
 1953    621    409    366    325    952    716    657    598
 1954    509    337    298    260    964    728    671    616
 1955    718    493    448    406    809    578    524    473
 1956    670    462    417    374    969    731    673    617
 1957    573    359    314    274    849    612    553    495
 1958    692    487    439    394    740    508    453    404
 1959    684    466    417    370    921    681    623    569
 1960    635    420    371    325    803    571    515    463
 1961    550    360    321    283    850    615    561    511
 1962    804    569    515    463    847    609    553    499
 1963    619    401    358    317    961    722    663    604
 1964    787    556    505    457    888    653    596    542
 1965    750    527    474    424    872    633    577    522
 1966    547    376    341    307    876    638    583    528
 1967    518    336    298    263    848    614    558    504
 1968    512    328    290    254    913    675    618    563
 1969    680    469    421    375    723    502    451    402
 1970    722    508    458    410    892    656    601    547
 1971    578    381    340    302   1006    766    707    648
 1972    675    463    415    369    847    614    560    508
 1973    564    355    310    268    923    683    624    565
 1974    533    349    309    273    781    549    496    443
 1975    684    468    421    378    846    611    555    499
 1976    551    365    324    286    873    635    577    521
 1977    856    614    556    502    880    640    581    527
 1978    626    422    377    334    846    618    564    512
 1979    636    441    395    355    903    667    610    555
 1980    724    508    459    415    925    687    628    570
 1981    613    416    373    331    955    715    655    596
 1982    706    477    424    373    761    530    480    433
 1983    542    355    317    281    892    664    609    554
 1984    572    379    339    301    946    706    646    587
 1985    765    535    487    442    779    555    503    453
 1986    686    458    409    362    959    719    659    600
 1987    849    612    560    509    985    746    688    630
 1988    843    605    551    502    992    752    693    635
 1989    654    447    399    353    844    608    551    498
 1990    538    339    294    251    898    663    605    547
 1991    709    498    449    402    957    717    657    597
 1992    621    432    393    355    832    596    541    490
 1993    563    350    308    270    792    559    506    453
 1994    658    453    408    366    911    673    615    557
 1995    500    305    267    231    862    625    568    514
 1996    488    290    251    215    850    617    561    506
 1997    436    274    241    209    915    675    615    557
 1998    768    528    474    422    782    554    501    449
 1999    618    394    347    303    842    607    551    497
 2000    693    474    427    383    806    568    514    461
 2001    602    371    325    283    851    615    559    507
 2002    528    354    316    283    945    705    645    587
 2003    545    320    278    242    822    582    523    466
 2004    611    402    354    310    795    559    504    452
 2005    547    342    299    261    942    702    642    582
     ****************************  ****************************
 MEAN  635.5  427.1  381.8  339.4  875.0  639.3  582.6  527.7
 STDV   98.4   83.6   79.0   74.5   71.0   68.0   66.1   63.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    968    720    658    597    923    675    614    556
 1952   1030    782    721    660    928    680    621    566
 1953   1034    786    726    667    983    736    675    615
 1954   1080    832    770    708    957    709    647    586
 1955   1140    892    830    768   1050    802    740    679
 1956    950    702    640    578    977    732    674    617
 1957   1113    865    803    741    974    727    666    606
 1958    911    663    602    542    979    734    673    615
 1959    986    738    676    615   1066    818    756    695
 1960    985    737    675    617   1001    753    691    629
 1961    983    735    673    611    970    722    660    599
 1962    945    697    638    579    958    711    650    591
 1963   1034    786    724    662    932    687    628    571
 1964   1062    814    752    690    876    632    575    520
 1965   1015    767    705    643    907    662    602    543
 1966   1083    835    773    711    894    648    587    531
 1967    945    701    642    586    870    632    576    523
 1968    983    735    674    616    942    694    633    575
 1969   1023    775    714    653    990    742    680    618
 1970   1013    767    707    648    961    713    651    591
 1971    928    682    622    565    922    678    620    563
 1972    960    715    656    597    933    687    628    569
 1973   1018    770    708    646    996    748    686    624
 1974   1067    819    757    695    838    592    533    476
 1975   1004    756    695    636   1012    764    702    640
 1976   1018    770    708    647    944    696    638    580
 1977   1063    815    753    691    854    609    551    496
 1978    972    724    662    602    943    696    636    577
 1979   1029    781    719    657    981    733    671    612
 1980   1101    853    791    729   1028    780    718    656
 1981   1048    800    738    676    968    720    658    600
 1982   1076    828    766    705    973    726    666    607
 1983   1114    866    804    742   1125    877    815    753
 1984    993    745    684    624   1002    755    694    635
 1985    956    708    646    586    836    593    538    484
 1986   1083    835    773    711    896    653    594    536
 1987   1090    842    780    718    906    659    599    540
 1988   1066    818    756    694   1049    804    745    686
 1989   1046    798    736    674    962    716    655    596
 1990    982    734    672    610    969    721    659    598
 1991    999    751    689    628    951    703    641    579
 1992    845    597    535    476    798    556    502    451
 1993    968    720    658    596    954    706    644    584
 1994    918    670    608    548    858    613    555    500
 1995    999    753    693    633   1061    813    751    689
 1996    929    681    619    558    908    660    598    536
 1997   1013    765    704    643    898    650    589    530
 1998   1036    788    726    664    998    750    688    626
 1999   1083    835    773    711    922    674    612    551
 2000    997    749    687    627    971    723    661    599
 2001   1055    807    745    683    972    724    662    600
 2002   1075    827    765    703    930    683    622    562
 2003    987    739    677    615   1008    760    698    636
 2004    923    675    613    551    792    558    504    453
 2005   1048    800    738    677      0      0      0      0
     ****************************  ****************************
 MEAN 1014.0  766.3  704.7  643.8  932.7  690.7  631.5  573.6
 STDV   60.3   60.1   59.8   59.0  143.7  114.2  106.7   99.0

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    598    398    353    311    417    263    231    201
 1952    757    545    499    454    350    226    198    171
 1953    716    518    476    436    580    399    360    322
 1954    759    530    476    424    371    210    177    147
 1955    730    517    469    426    460    295    259    224
 1956    669    466    423    382    581    379    340    303
 1957    611    399    357    318    344    185    154    127
 1958    741    517    468    423    499    322    283    249
 1959    664    459    416    375    293    155    128    105
 1960    712    495    448    401    443    294    260    228
 1961    626    419    373    330    471    295    258    224
 1962    605    413    371    330    490    312    272    236
 1963    753    527    473    423    691    475    425    383
 1964    676    465    417    371    402    242    211    182
 1965    529    328    285    247    476    307    270    234
 1966    652    453    412    371    445    284    250    218
 1967    614    413    371    331    386    238    211    186
 1968    666    445    399    357    462    295    259    225
 1969    691    473    424    380    328    189    162    140
 1970    683    468    421    379    384    227    194    164
 1971    740    526    476    431    525    331    289    250
 1972    697    482    434    388    320    181    158    136
 1973    642    424    379    334    523    345    305    268
 1974    566    386    347    310    415    252    219    187
 1975    545    369    330    293    481    330    296    263
 1976    661    464    423    384    296    181    158    139
 1977    713    487    436    388    336    184    155    127
 1978    826    597    545    494    362    218    188    159
 1979    777    560    513    467    446    283    248    215
 1980    814    588    534    484    380    236    211    186
 1981    750    532    482    435    378    213    177    143
 1982    698    481    430    382    455    281    246    214
 1983    786    570    519    471    420    255    222    190
 1984    663    460    413    371    450    273    232    193
 1985    665    470    428    386    330    184    154    124
 1986    809    577    519    464    419    247    210    177
 1987    715    482    434    387    313    173    146    122
 1988    753    526    474    425    312    176    147    122
 1989    647    448    405    362    442    282    249    218
 1990    786    565    515    466    379    241    210    180
 1991    658    467    421    378    341    213    190    169
 1992    618    431    388    345    403    251    222    198
 1993    518    317    276    239    348    207    178    151
 1994    705    486    435    389    451    274    237    202
 1995    597    409    365    324    363    222    192    164
 1996    605    407    365    324    415    259    223    189
 1997    728    505    457    414    443    293    263    233
 1998    832    601    545    492    404    235    202    172
 1999    636    443    403    364    393    251    221    195
 2000    693    491    446    404    482    297    259    223
 2001    625    409    358    309    359    212    182    154
 2002    731    511    463    417    254    147    125    107
 2003    635    437    391    348    437    289    258    228
 2004    788    561    510    461    385    221    188    158
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  674.1  467.6  421.6  378.2  406.1  251.4  219.3  189.5
 STDV  119.0   91.0   84.3   78.0   96.9   71.3   65.4   59.9
