# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6151] OAKLAND-2-E
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6151
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1973  2.21  1.21  4.83  4.59  7.39  1.85  8.08  2.36  6.50  3.23  1.58  2.74 46.57
 1974  0.66  0.69  0.84  2.60  3.30  1.25  0.81  5.38  1.68  3.38  1.42  1.12 23.13
 1975  2.39  1.11  0.71  3.00  3.94  4.98  0.37  7.61  2.29  0.07  3.25  0.50 30.22
 1976  0.21  1.69  2.47  5.35  4.10  3.57  3.58  0.70  2.57  1.67  0.05  0.20 26.16
 1977  0.60  0.16  4.44  1.50  2.84  2.97  4.63  6.59  4.72  3.68  1.69  0.56 34.38
 1978  0.52  1.01  0.89  3.94  3.97  2.49  6.93  3.62  8.91  0.67  1.64  0.55 35.14
 1979  1.60  0.26  4.34  2.72  3.23  3.06  5.50  4.01  3.63  4.51  1.35  0.17 34.38
 1980  1.02  0.63  1.31  1.26  1.41  7.96  4.73 11.65  0.90  1.95  0.08  0.78 33.68
 1981  0.03  0.72  1.06  1.85  2.78  3.55  3.57  3.97  2.14  2.55  1.43  2.48 26.13
 1982  1.53  0.59  2.85  1.43  7.06  3.02  3.25  4.00  3.00  1.63  1.85  3.62 33.83
 1983  0.48  0.89  3.87  1.82  4.17  5.33  1.07  1.39  1.46  3.11  3.71  0.65 27.95
 1984  0.51  0.97  2.23  7.16  5.43  7.70  2.30  0.00  0.00  0.00  0.00  0.00 26.30
 1985  0.00  0.00  0.00  0.00  0.00  0.00  0.00  3.13  4.08  2.74  0.25  0.46 10.66
 1986  0.00  1.73  2.45  9.74  5.04  3.14  4.87  2.64  7.66  5.61  1.04  1.03 44.95
 1987  0.00  0.08  4.26  1.94  7.70  2.91  4.51 11.59  3.99  0.65  1.86  0.56 40.05
 1988  0.28  0.15  0.02  1.62  2.38  2.47  5.04  1.54  4.13  0.44  1.64  0.87 20.58
 1989  0.87  0.95  0.41  0.86  0.93  9.47  2.67  3.00  7.42  2.28  0.00  0.00 28.86
 1990  0.54  0.05  4.62  0.90  5.12  4.63 10.02  1.68  0.70  1.59  1.28  0.46 31.59
 1991  1.00  0.31  4.25  4.94  4.68  8.67  3.09  6.46  1.55  2.26  3.08  2.31 42.60
 1992  1.45  1.34  3.46  2.67  2.20  0.95  6.96  1.20  6.30  1.85  3.24  1.34 32.96
 1993  0.98  0.97  3.25  2.84  8.78  6.70 13.42  6.83  2.82  1.69  0.78  0.54 49.60
 1994  0.37  0.55  0.08  2.31  1.66 10.57  3.13  2.73  3.58  2.26  1.36  1.13 29.73
 1995  0.84  0.73  3.12  5.70  7.37  3.28  2.66  3.71  2.44  1.74  1.49  0.48 33.56
 1996  2.01  0.16  1.38  3.13  7.09  6.62  2.56  2.95  4.61  2.20  3.51  0.44 36.66
 1997  0.67  1.10  1.02  4.74  3.47  3.71  0.71  1.85  3.72  5.11  2.16  0.88 29.14
 1998  0.83  2.95  3.52  3.95  5.90  9.75 10.32  3.50  0.68  3.11  1.66  0.33 46.50
 1999  0.76  1.16  0.87  9.39  6.85  6.19  6.29  8.04  2.45  0.47  0.96  0.47 43.90
 2000  0.34  1.21  0.97  2.52  2.50  5.05  5.83  1.04  1.03  1.48  2.67  1.25 25.89
 2001  1.81  2.40  1.29  3.38  7.83  2.78  1.68  1.55  4.09  2.43  1.98  0.69 31.91
 2002  0.40  0.75  1.01  3.28  4.12  2.42  3.35  6.77  3.46  4.15  0.27  0.00 29.98
 2003  0.51  1.05  1.04  4.61  4.63  3.21  1.83  0.09  2.74  1.05  4.48  1.13 26.37
 2004  2.06  1.33  4.79  1.90  7.85  3.44  6.52  3.62  0.81  0.63  1.77  0.43 35.15
 2005  1.27  1.94  1.14  3.32  4.27  4.44  5.44 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.76  0.97  2.02  3.16  4.31  4.82  4.04  4.02  3.55  2.22  1.52  0.86 31.64
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
