# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4049] INDEPENDENCE-2-W
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4049 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2004    169     81     64     50    365    221    190    161
 2005    116     59     51     45    435    272    237    206
     ****************************  ****************************
 MEAN  103.7   48.1   38.5   30.7  327.5  195.3  168.4  143.9
 STDV   55.2   33.2   28.8   24.5   78.1   60.1   55.6   51.4

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    666    451    404    359    737    510    457    406
 1952    579    368    324    281    958    719    661    604
 1953    603    391    350    312    909    669    611    554
 1954    501    326    288    253    931    697    642    587
 1955    721    495    448    404    798    563    508    454
 1956    635    428    383    341    931    696    639    584
 1957    576    368    323    280    851    616    558    502
 1958    659    468    426    385    723    486    434    385
 1959    709    496    446    398    888    649    591    536
 1960    607    399    350    306    803    566    511    459
 1961    526    346    308    273    841    610    558    508
 1962    747    525    473    422    829    592    537    484
 1963    599    398    356    315    946    709    651    595
 1964    794    558    507    461    869    638    583    530
 1965    700    485    436    389    794    555    499    448
 1966    453    289    259    230    833    599    542    488
 1967    478    306    269    237    847    611    555    501
 1968    498    308    269    235    861    622    564    510
 1969    606    400    356    315    698    473    422    375
 1970    696    479    432    387    877    638    580    524
 1971    527    345    307    271    968    728    668    608
 1972    675    461    414    369    782    555    503    452
 1973    508    306    265    227    901    661    601    542
 1974    499    310    271    233    753    518    465    416
 1975    679    462    415    373    845    607    552    498
 1976    503    331    292    257    839    604    548    495
 1977    804    572    518    467    826    591    535    482
 1978    588    389    345    305    837    607    555    504
 1979    560    380    341    302    811    576    520    469
 1980    648    441    400    360    833    599    545    493
 1981    568    379    338    298    852    612    552    496
 1982    708    474    419    367    714    484    435    388
 1983    487    288    247    212    883    651    597    544
 1984    494    318    281    246    868    630    572    514
 1985    669    444    398    357    744    517    467    423
 1986    631    409    359    311    855    617    559    503
 1987    762    542    494    448    945    708    650    593
 1988    762    543    496    452    939    702    646    592
 1989    609    411    368    329    844    607    552    499
 1990    528    325    282    243    875    640    583    527
 1991    753    533    482    432    995    755    695    635
 1992    670    465    421    380    839    603    548    495
 1993    617    405    357    310    804    571    514    458
 1994    651    451    407    365    911    672    615    561
 1995    566    351    309    270    926    686    626    568
 1996    511    306    264    225    872    633    575    518
 1997    503    315    276    238    920    681    622    563
 1998    812    567    512    460    830    596    542    488
 1999    691    458    407    359    887    650    593    537
 2000    726    503    451    400    839    603    547    492
 2001    670    439    386    337    860    623    567    513
 2002    496    325    288    254    884    645    589    534
 2003    490    316    281    249    776    541    487    438
 2004    608    399    354    312    787    552    497    445
 2005    523    329    290    254    962    722    662    603
     ****************************  ****************************
 MEAN  615.4  410.5  366.2  324.6  853.3  617.5  561.6  507.6
 STDV   97.0   81.2   76.7   72.1   67.5   65.1   63.2   60.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    979    732    671    611    895    647    586    529
 1952   1050    802    740    679    894    647    587    527
 1953    992    749    689    631    951    703    642    582
 1954   1029    781    719    657    925    677    617    557
 1955   1129    881    819    757   1068    820    759    698
 1956    928    680    618    556    916    674    617    560
 1957   1067    819    757    695    964    716    656    597
 1958    881    633    571    513    958    715    655    597
 1959    947    699    638    577   1089    841    779    717
 1960    963    715    653    595   1003    755    694    634
 1961    968    720    658    597    974    726    665    605
 1962    907    662    603    545    915    667    610    556
 1963    995    747    685    623    924    680    622    565
 1964   1032    784    722    661    825    590    536    486
 1965    933    685    624    563    874    631    571    512
 1966   1021    773    711    649    858    611    553    499
 1967    888    645    589    535    786    554    501    449
 1968    969    721    659    598    912    666    607    551
 1969    996    748    686    624    958    710    649    589
 1970    983    736    677    620    867    638    585    532
 1971    890    649    591    533    869    628    569    514
 1972    935    691    632    573    919    673    613    555
 1973    997    749    687    625    960    712    650    589
 1974   1036    788    727    666    830    593    538    485
 1975    970    725    667    610    925    679    619    561
 1976    938    694    636    579    848    612    558    505
 1977   1004    756    696    636    800    561    505    452
 1978    928    680    619    561    859    626    574    524
 1979    918    672    613    556    823    587    533    482
 1980    986    738    678    619    947    699    639    580
 1981    960    714    654    594    862    619    563    507
 1982    980    732    670    610    859    620    564    511
 1983   1049    801    739    678   1021    773    712    652
 1984    893    649    590    533    966    723    664    607
 1985    896    650    592    536    756    523    471    424
 1986   1025    777    715    653    781    544    488    435
 1987   1064    816    754    693    917    671    613    555
 1988   1038    790    729    668   1032    790    731    672
 1989   1037    789    727    665    945    701    641    582
 1990    971    723    661    600    960    712    651    590
 1991    993    745    684    623    956    708    647    586
 1992    870    622    561    501    799    561    507    456
 1993    974    726    664    602    957    709    647    587
 1994    923    675    613    553    856    611    553    496
 1995   1011    764    704    644   1107    859    797    735
 1996    918    671    610    549    917    669    607    545
 1997   1015    767    707    647    912    664    602    541
 1998   1036    788    726    664   1034    786    724    662
 1999   1113    865    803    741    929    681    619    558
 2000    994    746    684    622   1002    754    692    630
 2001   1067    819    757    695   1010    762    700    638
 2002   1038    790    728    666    892    646    586    527
 2003    936    688    626    567    956    708    646    584
 2004    884    638    581    525    765    540    489    441
 2005   1003    755    693    633      0      0      0      0
     ****************************  ****************************
 MEAN  980.9  733.7  672.9  612.8  900.5  661.3  603.7  547.5
 STDV   60.2   59.4   58.6   57.3  146.9  117.9  110.3  102.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    566    365    323    284    397    237    206    178
 1952    717    508    462    419    339    218    192    166
 1953    698    497    452    409    573    402    361    321
 1954    754    533    481    431    409    253    219    186
 1955    753    539    491    446    421    264    231    199
 1956    600    405    365    326    529    348    310    275
 1957    625    422    377    337    364    220    188    157
 1958    707    493    447    402    526    356    317    280
 1959    723    508    460    413    320    172    141    111
 1960    748    537    489    443    417    264    232    201
 1961    674    468    423    378    456    291    257    223
 1962    610    425    384    345    491    314    276    242
 1963    729    510    460    414    701    484    437    392
 1964    651    444    399    356    354    217    189    162
 1965    586    382    337    296    392    237    204    172
 1966    611    418    378    340    370    234    205    177
 1967    586    399    359    319    352    221    196    171
 1968    618    409    365    323    429    273    238    205
 1969    667    459    413    371    325    189    165    143
 1970    672    457    410    367    422    253    216    182
 1971    735    521    475    430    550    363    318    276
 1972    678    465    419    375    301    171    148    126
 1973    669    450    403    359    520    347    308    271
 1974    522    359    323    289    373    226    194    165
 1975    491    318    279    243    417    273    240    209
 1976    610    433    394    357    287    172    152    135
 1977    673    451    403    357    316    185    156    128
 1978    775    562    510    461    340    200    169    138
 1979    652    471    431    394    387    237    205    177
 1980    690    484    437    390    293    179    156    134
 1981    602    401    358    318    326    185    156    129
 1982    608    409    363    320    420    249    213    180
 1983    670    465    420    378    361    199    166    137
 1984    644    450    406    363    425    253    213    175
 1985    619    431    388    347    345    180    147    119
 1986    724    498    444    395    398    221    187    155
 1987    664    444    397    354    313    175    146    121
 1988    744    532    483    436    290    157    130    106
 1989    630    428    382    338    457    294    259    226
 1990    763    545    495    447    388    227    193    162
 1991    668    468    422    378    373    221    190    165
 1992    631    435    389    344    378    226    200    175
 1993    534    331    288    249    371    221    189    160
 1994    742    512    460    411    469    284    243    208
 1995    620    426    380    338    378    222    192    164
 1996    652    436    389    347    430    257    220    184
 1997    740    510    457    405    453    294    260    227
 1998    847    614    558    505    427    248    211    176
 1999    671    466    423    382    448    288    253    220
 2000    752    536    488    441    529    332    293    256
 2001    626    416    368    324    323    190    161    136
 2002    715    501    454    409    293    167    143    121
 2003    609    427    386    345    406    266    236    206
 2004    756    544    497    451    369    216    186    157
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  654.9  453.0  408.1  365.4  395.3  243.1  211.1  181.2
 STDV  113.8   86.0   79.5   73.3   97.5   72.4   66.4   60.7
