# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6327] OSKALOOSA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6327
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1975  0.69  1.28  2.24  1.87  3.05  3.35  0.38  0.00  4.80  0.12  5.76  0.34 23.88
 1976  0.35  1.58  2.59  2.97  2.48  7.46  3.15  2.74  0.00  1.67  0.28  0.26 25.53
 1977  0.85  0.00  5.15  1.72  2.76  2.82  6.88  6.95  3.31  4.06  0.69  1.86 37.05
 1978  0.56  0.86  0.62  5.01  3.98  6.96  6.51  2.61  6.43  2.58  3.81  3.25 43.18
 1979  0.91  0.36  4.08  3.84  3.93  5.68  2.87  5.32  0.54  3.76  1.21  0.46 32.96
 1980  1.90  1.84  0.96  1.64  0.59  4.85  2.83  6.70  3.32  2.95  1.25  2.37 31.20
 1981  0.12  3.23  0.28  4.86  1.17  5.67  3.64  4.55  4.56  3.16  5.55  0.86 37.65
 1982  0.12  0.25  3.38  4.85  8.07  1.87  5.85  3.94  6.32  4.50  3.29  1.89 44.33
 1983  0.40  0.75  2.20  3.72  4.17  2.35  0.99  3.24  4.85  5.74  9.08  0.50 37.99
 1984  1.04  1.70  1.92  6.13  6.68  8.09  7.64  0.98  2.85  5.96  2.23  2.84 48.06
 1985  1.31  2.07  2.07  0.52  3.86  3.19  3.66  4.13  4.36  4.74  4.01  1.54 35.46
 1986  0.15  1.43  2.39  3.46  7.08  4.19  3.04  6.80  6.00  3.12  0.97  1.27 39.90
 1987  0.39  0.28  3.30  2.80  3.31  3.67  6.09  9.33  5.12  1.42  4.11  1.51 41.33
 1988  0.45  0.35  1.00  0.66  2.06  0.81  0.88  3.26  2.83  0.83  3.25  1.11 17.49
 1989  1.18  0.86  0.46  1.56  6.23  3.08  4.33  5.10  5.72  1.60  0.00  0.47 30.59
 1990  1.10  0.71  5.84  2.33  6.97  6.61  7.27  2.62  0.92  2.46  2.81  1.38 41.02
 1991  1.19  0.24  4.34  3.98  3.27  3.27  0.50  3.05  1.13  4.28  5.35  1.82 32.42
 1992  1.00  2.06  1.24  4.49  1.01  0.72 11.63  2.64  9.18  1.16  5.89  1.70 42.72
 1993  1.58  1.36  2.97  4.95  4.86  5.55 11.11  9.40  4.31  1.15  1.04  0.53 48.81
 1994  0.78  1.75  0.02  1.88  1.57  6.82  5.77  2.44  3.23  1.36  3.41  1.77 30.80
 1995  1.11  0.74  2.00  5.61  6.49  5.27  3.28  3.09  3.17  1.09  2.53  0.51 34.89
 1996  3.05  0.79  1.02  1.53 12.29  3.48  1.27  3.33  3.15  3.39  2.12  0.40 35.82
 1997  1.12  3.42  1.10  2.46  5.80  4.26  1.45  6.94  2.67  5.93  1.67  1.99 38.81
 1998  1.03  1.80  3.98  3.33  6.01 10.01  3.75  9.63  3.06  7.59  1.86  0.61 52.66
 1999  1.36  1.23  1.43  4.78  4.29  3.18  4.68  5.64  1.66  0.99  2.01  0.50 31.75
 2000  1.03  1.23  0.47  2.63  1.97 15.49  3.61  3.20  4.30  1.27  1.59  1.95 38.74
 2001  1.77  3.31  2.48  3.55  7.36  5.26  1.90  2.99  3.04  3.84  0.63  1.17 37.30
 2002  0.53  0.69  1.86  4.42  6.42  3.22  2.97  2.81  1.19  3.40  0.14  0.08 27.73
 2003  0.70  1.25  1.05  4.17  3.43  8.44  3.62  0.94  3.70  1.18  4.19  1.54 34.21
 2004  1.30  1.50  4.11  1.24  5.70  2.18  5.83  7.49  0.79  2.53  1.68  0.58 34.93
 2005  1.71  1.45  0.95  3.69  1.98  4.07  2.50 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  1.09  1.21  2.30  3.55  4.30  4.62  4.09  3.91  3.74  2.69  2.36  1.31 34.62
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
