# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6800] PRIMGHAR
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia6800 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    558    364    319    279    380    234    205    180
 1952    741    529    480    435    357    233    207    183
 1953    695    491    446    405    584    398    358    320
 1954    740    514    461    409    330    170    140    115
 1955    739    532    485    438    469    307    273    241
 1956    711    510    464    420    605    409    368    333
 1957    604    397    353    313    341    178    147    122
 1958    770    551    502    455    522    353    315    279
 1959    678    473    428    387    280    158    137    117
 1960    702    486    441    400    431    290    260    230
 1961    645    440    395    353    471    306    270    238
 1962    547    353    313    273    456    287    251    219
 1963    777    550    496    443    683    465    418    376
 1964    689    475    428    383    458    293    259    225
 1965    488    300    261    222    488    323    285    248
 1966    680    470    425    383    437    287    256    225
 1967    694    477    428    385    424    271    242    215
 1968    697    469    419    371    463    294    257    224
 1969    726    500    450    403    320    194    170    146
 1970    716    498    449    404    372    234    204    177
 1971    719    515    469    423    508    330    295    264
 1972    652    444    397    352    333    198    174    153
 1973    636    423    377    334    553    359    318    280
 1974    616    425    383    344    475    307    270    234
 1975    585    391    349    309    534    367    329    292
 1976    729    521    475    433    330    208    186    167
 1977    740    507    455    407    375    222    193    166
 1978    840    611    560    509    408    256    221    189
 1979    769    548    499    455    400    256    225    196
 1980    774    551    499    454    390    245    218    194
 1981    741    522    474    429    351    202    173    145
 1982    690    465    415    369    405    241    212    185
 1983    747    527    475    430    391    229    197    168
 1984    653    450    404    361    420    244    205    170
 1985    642    442    397    353    375    219    185    154
 1986    717    490    438    389    402    238    204    175
 1987    695    477    430    386    342    205    178    152
 1988    758    529    481    437    342    206    176    150
 1989    680    475    429    383    466    301    267    235
 1990    799    580    531    483    400    258    227    197
 1991    696    494    447    402    412    259    231    204
 1992    667    464    418    374    390    247    220    194
 1993    535    338    296    259    380    238    209    182
 1994    719    499    448    400    411    235    201    169
 1995    599    397    353    311    329    185    159    138
 1996    568    374    332    293    419    257    223    193
 1997    706    483    436    391    453    298    264    230
 1998    831    600    545    492    381    216    183    151
 1999    626    428    388    349    396    256    227    199
 2000    716    509    463    418    446    268    231    199
 2001    611    397    352    310    359    211    183    157
 2002    727    507    457    411    233    129    108     88
 2003    621    423    380    340    424    280    251    223
 2004    797    571    518    466    416    254    220    188
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  676.3  468.3  422.1  378.5  409.5  256.5  225.2  196.3
 STDV  118.9   91.6   85.1   79.0   97.6   72.7   66.9   61.4
