# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3473] GRINNELL-3-SW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3473 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 2005    127     61     51     43    435    271    233    199
     ****************************  ****************************
 MEAN  125.9   62.9   51.9   42.3  336.1  204.0  176.7  151.7
 STDV   58.7   36.8   32.2   27.8   73.2   55.5   51.1   47.0

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    702    484    434    387    761    530    475    423
 1952    602    387    341    299    988    748    688    630
 1953    618    404    359    316    962    724    665    606
 1954    527    344    304    266    966    729    671    614
 1955    744    507    456    408    823    590    535    484
 1956    720    504    457    414    989    752    695    638
 1957    622    400    354    310    878    639    581    525
 1958    726    510    462    417    805    566    510    456
 1959    738    513    460    408    937    697    638    580
 1960    643    430    378    329    842    604    547    491
 1961    585    386    343    306    875    637    581    530
 1962    847    605    548    492    880    641    584    527
 1963    611    392    345    303    974    737    678    621
 1964    794    557    504    453    870    636    580    525
 1965    742    530    479    428    800    568    515    464
 1966    467    302    270    241    813    586    533    482
 1967    475    312    277    244    805    572    516    463
 1968    456    295    261    227    882    646    590    535
 1969    615    408    364    323    693    477    428    381
 1970    686    481    435    391    844    607    553    500
 1971    483    313    278    245    995    755    695    636
 1972    623    409    364    324    764    538    486    436
 1973    495    311    271    233    862    626    570    516
 1974    514    329    290    251    740    515    466    419
 1975    665    469    426    384    835    602    547    494
 1976    508    330    290    253    818    581    527    475
 1977    780    550    497    446    870    636    581    529
 1978    574    376    334    293    853    625    575    526
 1979    554    376    337    300    814    587    532    477
 1980    610    429    389    352    816    588    536    487
 1981    522    348    309    272    853    617    562    508
 1982    686    462    409    358    698    470    427    386
 1983    456    283    246    215    838    619    568    518
 1984    495    319    281    247    884    646    587    530
 1985    645    443    400    359    727    509    461    417
 1986    585    384    338    296    889    650    591    533
 1987    750    535    489    445    930    699    644    589
 1988    794    568    519    473    920    682    629    578
 1989    553    377    338    300    767    544    495    450
 1990    483    302    263    227    850    617    561    506
 1991    736    517    465    416    941    701    641    582
 1992    583    402    364    327    761    542    496    454
 1993    594    388    341    297    768    545    492    442
 1994    563    393    356    323    879    643    587    534
 1995    475    293    256    221    854    617    561    505
 1996    482    282    243    207    821    585    529    475
 1997    421    262    228    196    845    610    554    502
 1998    714    484    431    382    756    538    486    436
 1999    588    373    328    288    834    600    545    491
 2000    654    453    406    359    786    559    506    453
 2001    598    383    335    292    777    550    496    446
 2002    519    337    297    260    905    672    617    563
 2003    511    322    288    255    770    539    487    438
 2004    650    438    389    344    782    551    499    449
 2005    530    336    298    262    937    697    638    581
     ****************************  ****************************
 MEAN  605.7  405.9  362.3  321.2  845.9  613.5  558.9  506.1
 STDV  104.6   86.1   80.9   75.6   74.6   69.8   67.0   63.8

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    985    737    676    615    936    689    628    569
 1952   1041    793    732    671    949    702    642    583
 1953   1055    807    746    685   1032    784    722    660
 1954   1103    855    793    731    991    743    681    619
 1955   1160    912    850    788   1072    824    762    701
 1956   1019    771    709    647   1005    760    701    642
 1957   1117    869    807    745   1007    759    697    636
 1958    978    730    668    606    989    744    684    626
 1959   1007    759    698    637   1095    847    785    723
 1960    999    751    689    629   1033    785    723    661
 1961   1007    759    697    635    992    744    682    621
 1962    975    728    668    609    978    730    668    608
 1963   1056    808    746    684    959    711    650    589
 1964   1069    821    759    697    899    654    596    540
 1965    911    664    603    545    864    621    565    510
 1966   1041    793    731    671    820    587    534    481
 1967    874    637    584    532    793    570    518    469
 1968    976    731    671    615    928    681    623    570
 1969   1004    756    694    632    918    670    609    554
 1970    976    730    671    614    910    665    608    551
 1971    890    651    594    537    835    604    553    503
 1972    940    698    640    583    906    659    598    539
 1973    990    742    680    619    968    720    659    599
 1974   1046    798    738    679    824    587    532    479
 1975    969    725    666    609    973    725    664    605
 1976    990    744    684    625    870    637    582    529
 1977   1058    810    749    688    836    592    534    481
 1978    978    730    668    606    912    672    615    563
 1979    949    703    644    586    922    675    616    559
 1980   1050    802    740    679    998    750    688    627
 1981    987    742    682    622    895    655    598    543
 1982    995    747    685    623    889    650    595    542
 1983   1058    810    748    687   1058    810    748    688
 1984    931    683    623    564    933    691    633    576
 1985    967    720    659    600    832    589    533    478
 1986   1044    796    734    672    789    554    499    446
 1987   1068    820    758    697    914    668    610    553
 1988   1015    769    709    650   1016    778    721    664
 1989   1012    764    703    643    926    683    626    570
 1990    973    725    663    602    953    705    645    587
 1991    978    731    674    618    940    694    634    575
 1992    861    613    554    495    759    530    482    437
 1993    956    708    646    584    960    712    652    594
 1994    906    658    599    542    845    607    553    501
 1995    983    737    677    619   1074    826    764    702
 1996    905    659    599    539    894    646    586    530
 1997    967    724    666    610    881    635    577    519
 1998   1011    763    701    639    985    737    675    613
 1999   1079    831    770    710    895    647    587    527
 2000    955    708    648    590    989    741    679    618
 2001   1018    770    709    649    949    703    643    586
 2002   1060    812    750    689    902    657    597    538
 2003    974    726    664    603    985    737    675    613
 2004    905    657    597    539    791    555    503    453
 2005   1002    754    692    632      0      0      0      0
     ****************************  ****************************
 MEAN  996.8  749.8  689.2  629.4  914.0  674.6  617.0  560.9
 STDV   60.6   59.6   58.6   57.3  147.4  118.1  110.2  102.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    604    403    358    316    429    273    241    210
 1952    771    551    501    453    392    250    220    193
 1953    744    534    488    444    616    432    390    349
 1954    812    582    527    475    443    275    238    205
 1955    782    564    512    466    460    299    264    231
 1956    716    504    458    414    628    423    378    338
 1957    659    444    394    351    381    215    180    149
 1958    753    526    475    427    517    346    306    268
 1959    730    512    461    415    335    185    152    120
 1960    750    529    482    435    452    286    251    221
 1961    673    463    414    368    489    309    267    230
 1962    602    408    364    322    492    309    268    231
 1963    774    545    490    439    750    518    464    415
 1964    705    489    439    392    377    244    214    186
 1965    589    392    349    310    447    287    250    216
 1966    602    431    395    359    407    270    238    209
 1967    598    416    376    338    375    232    204    178
 1968    628    431    387    344    455    300    264    230
 1969    646    448    404    363    329    188    163    142
 1970    656    449    406    365    404    236    202    170
 1971    721    519    473    428    570    386    343    301
 1972    715    502    451    405    305    179    155    132
 1973    676    460    412    366    521    353    313    275
 1974    545    372    331    291    409    244    209    176
 1975    572    385    342    300    473    328    293    259
 1976    618    434    395    360    300    180    159    140
 1977    682    472    423    376    334    187    156    127
 1978    775    557    506    459    344    206    173    141
 1979    684    488    445    403    404    256    224    194
 1980    704    504    456    410    317    200    175    151
 1981    657    449    407    366    367    221    190    163
 1982    657    464    420    376    427    265    231    199
 1983    682    479    433    391    370    217    187    160
 1984    620    421    376    337    427    265    228    192
 1985    712    510    463    417    361    213    181    151
 1986    743    521    468    417    368    214    178    148
 1987    672    458    414    373    323    190    162    136
 1988    710    511    466    423    315    182    153    126
 1989    612    425    382    339    437    285    253    222
 1990    750    545    498    452    383    238    208    179
 1991    681    493    450    407    374    238    208    182
 1992    590    408    366    325    393    245    215    190
 1993    518    326    287    251    397    248    215    185
 1994    664    460    417    374    454    287    249    213
 1995    602    413    372    334    393    247    216    186
 1996    609    412    369    328    427    266    231    198
 1997    705    490    441    394    418    274    243    214
 1998    793    570    519    469    409    243    208    176
 1999    609    426    386    350    395    257    226    195
 2000    725    521    477    434    513    323    286    252
 2001    600    397    355    315    353    210    180    153
 2002    726    518    474    432    315    187    162    139
 2003    605    419    376    336    429    286    255    226
 2004    746    533    486    441    396    227    192    160
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  663.2  463.3  418.5  375.9  410.9  258.6  225.7  195.1
 STDV  113.8   85.7   79.1   72.9  101.9   76.0   69.7   63.8
