# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3007] FORT-MADISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 22 7/26-->8/1       3.55   0.44   53(52)   17(17)   17(17)   13(13)    1( 1)    0      101
 23 8/2-->8/8        8.50   0.53   53(49)   19(18)   21(19)   13(12)    2( 2)    0      108
 24 8/9-->8/15       2.25   0.42   55(55)   17(17)   15(15)   12(12)    1( 1)    0      100
 25 8/16-->8/22      2.21   0.37   61(58)   20(19)   14(13)    9( 9)    1( 1)    0      105
 26 8/23-->8/29      4.36   0.45   52(57)   13(14)   15(16)   10(11)    1( 1)    0       91
 27 8/30-->9/5       2.38   0.56   32(43)   12(16)   18(24)   10(13)    3( 4)    0       75
 28 9/6-->9/12       2.33   0.42   46(55)   15(18)   13(15)    9(11)    1( 1)    0       84
 29 9/13-->9/19      4.33   0.51   56(47)   25(21)   21(18)   11( 9)    5( 4)    0      118
 30 9/20-->9/26      3.96   0.55   48(45)   18(17)   22(21)   13(12)    5( 5)    0      106
 31 9/27-->10/3      2.36   0.50   37(43)   19(22)   16(18)   13(15)    2( 2)    0       87
 32 10/4-->10/10     2.86   0.43   56(61)   14(15)   10(11)    9(10)    3( 3)    0       92
 33 10/11-->10/17    3.30   0.40   57(59)   17(18)   13(14)    5( 5)    4( 4)    0       96
 34 10/18-->10/24    2.01   0.32   69(65)   13(12)   15(14)    8( 8)    1( 1)    0      106
 35 10/25-->10/31    1.60   0.33   48(52)   23(25)   16(17)    5( 5)    0( 0)    0       92
 36 11/1-->11/7      2.71   0.37   62(60)   13(13)   19(18)    7( 7)    2( 2)    0      103
 37 11/8-->11/14     2.38   0.27   56(64)   15(17)   15(17)    1( 1)    1( 1)    0       88
 38 11/15-->11/21    1.75   0.34   49(56)   16(18)   16(18)    6( 7)    0( 0)    0       87
 39 11/22-->11/28    3.10   0.29   59(63)   18(19)   13(14)    3( 3)    1( 1)    0       94
 40 11/29-->12/5     3.00   0.26   69(71)   15(15)   10(10)    2( 2)    1( 1)    0       97
 41 12/6-->12/12     2.48   0.32   66(67)   16(16)    8( 8)    6( 6)    2( 2)    0       98
 42 12/13-->12/19    2.02   0.30   47(67)   11(16)    6( 9)    5( 7)    1( 1)    0       70
 43 12/20-->12/26    1.78   0.22   56(75)   11(15)    6( 8)    2( 3)    0( 0)    0       75
 44 12/27-->1/2      1.55   0.24   58(69)   18(21)    5( 6)    3( 4)    0( 0)    0       84
 45 1/3-->1/9        1.15   0.18   51(72)   17(24)    2( 3)    1( 1)    0( 0)    0       71
 46 1/10-->1/16      0.94   0.19   54(73)   12(16)    8(11)    0( 0)    0( 0)    0       74
 47 1/17-->1/23      1.35   0.26   47(63)   18(24)    6( 8)    4( 5)    0( 0)    0       75
 48 1/24-->1/30      1.43   0.20   63(81)    8(10)    4( 5)    3( 4)    0( 0)    0       78
 49 1/31-->2/6       0.88   0.19   55(71)   18(23)    5( 6)    0( 0)    0( 0)    0       78
 50 2/7-->2/13       1.26   0.18   58(79)    8(11)    6( 8)    1( 1)    0( 0)    0       73
 51 2/14-->2/20      1.55   0.22   69(77)   11(12)    6( 7)    4( 4)    0( 0)    0       90
 52 2/21-->2/27      1.94   0.31   54(63)   14(16)   11(13)    7( 8)    0( 0)    0       86
 53 2/28-->2/29      0.70   0.26    8(67)    1( 8)    3(25)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        8.50   0.37 3107(59)  890(16)  767(14)  410( 7)   74( 1)    0     5248
