# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1257] CASCADE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1257 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1994    104     46     37     29    342    211    185    160
 1995    168     95     80     67    214    108     87     68
 1996     76     25     17     12    267    154    134    115
 1997    122     52     42     34    261    158    136    114
 1998    131     77     68     59    306    168    141    117
 1999    115     48     37     28    327    182    151    124
 2000    226    126    106     89    307    186    162    142
 2001     47     11      7      4    424    263    232    203
 2002     86     30     19     12    314    194    170    148
 2003    124     68     58     48    360    232    204    177
 2004    164     76     60     45    375    225    191    161
 2005    111     56     47     41    418    264    231    201
     ****************************  ****************************
 MEAN  109.9   50.7   40.7   32.4  328.6  195.8  168.9  144.1
 STDV   53.0   32.2   28.2   24.3   74.4   56.9   52.6   48.5

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    694    477    427    380    762    529    473    419
 1952    607    400    357    316    964    726    668    612
 1953    614    398    357    318    927    690    631    573
 1954    500    327    288    253    939    703    646    590
 1955    697    487    439    393    779    542    491    442
 1956    640    433    388    345    932    700    644    589
 1957    564    356    311    269    866    633    576    520
 1958    663    475    433    392    741    504    449    400
 1959    717    499    449    401    886    650    593    539
 1960    564    363    319    279    773    544    491    438
 1961    513    343    308    273    790    581    533    488
 1962    780    548    494    441    847    611    554    500
 1963    586    385    343    302    894    660    605    553
 1964    767    534    483    436    866    635    580    528
 1965    708    495    449    404    830    594    539    489
 1966    503    333    300    268    841    610    557    506
 1967    507    328    290    255    892    658    603    549
 1968    531    335    295    258    882    644    587    534
 1969    643    437    391    349    710    495    447    401
 1970    702    487    440    393    866    630    574    522
 1971    543    366    329    294    979    739    679    619
 1972    666    455    407    363    801    576    524    475
 1973    544    340    296    252    914    674    614    555
 1974    551    344    300    260    774    541    490    442
 1975    718    496    448    403    879    643    588    533
 1976    578    384    341    300    867    632    576    522
 1977    861    626    570    516    851    615    558    503
 1978    616    413    368    324    847    612    560    509
 1979    590    411    371    331    851    615    559    505
 1980    657    459    416    373    820    585    530    479
 1981    571    383    343    305    856    617    560    504
 1982    708    485    434    384    713    498    453    410
 1983    481    296    257    221    874    644    592    540
 1984    521    341    304    268    911    673    614    555
 1985    712    487    439    395    767    536    486    438
 1986    657    433    383    336    884    647    590    533
 1987    708    499    454    410    935    697    639    581
 1988    709    498    452    413    887    660    609    561
 1989    567    379    338    300    795    563    507    456
 1990    488    297    257    221    855    619    562    506
 1991    756    534    484    434    950    710    651    594
 1992    598    412    370    331    784    556    504    454
 1993    610    398    352    307    796    564    507    453
 1994    588    401    361    322    888    661    606    553
 1995    533    322    279    240    908    668    609    552
 1996    480    283    244    208    834    597    538    480
 1997    435    259    225    192    881    643    585    529
 1998    731    502    453    407    819    584    528    474
 1999    657    433    385    338    867    632    575    520
 2000    667    454    404    355    804    570    514    460
 2001    670    443    395    350    795    560    507    456
 2002    514    329    290    254    897    658    600    543
 2003    511    323    286    252    788    559    505    453
 2004    614    404    360    317    817    581    524    471
 2005    521    327    287    251    956    716    656    599
     ****************************  ****************************
 MEAN  615.1  411.9  368.1  326.4  851.5  617.9  562.5  509.3
 STDV   92.3   78.5   74.2   69.9   63.3   59.9   57.8   55.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    954    707    647    588    908    661    602    543
 1952   1041    793    734    676    900    655    596    540
 1953   1024    776    715    657    935    690    633    578
 1954   1035    787    725    663    937    690    631    572
 1955   1127    879    817    755   1046    798    739    680
 1956    970    722    661    600    976    738    681    624
 1957   1067    819    757    695    956    711    651    594
 1958    921    673    612    553    948    705    645    587
 1959    945    699    638    580   1060    812    750    688
 1960    923    679    622    567    952    706    646    587
 1961    892    645    586    529    910    667    611    558
 1962    907    660    601    542    934    687    628    572
 1963    992    744    682    622    885    645    588    533
 1964   1041    793    731    669    871    633    576    521
 1965    964    716    655    596    907    663    603    544
 1966   1029    781    720    661    883    640    584    529
 1967    920    679    622    568    814    578    522    467
 1968    981    733    673    613    962    716    657    600
 1969   1020    772    710    648    976    728    667    607
 1970    989    743    687    631    955    708    647    588
 1971    906    665    607    550    886    643    587    534
 1972    932    689    630    573    968    722    662    603
 1973   1033    785    723    661   1005    757    696    635
 1974   1053    805    743    682    883    637    579    523
 1975    992    746    687    629    999    753    692    631
 1976   1013    766    707    648    904    664    608    553
 1977   1039    791    730    670    822    582    528    475
 1978    956    709    649    589    923    682    625    570
 1979    953    706    646    586    914    671    612    555
 1980   1051    803    741    680    977    729    667    606
 1981    964    716    654    596    893    652    595    538
 1982   1011    763    701    639    903    660    604    549
 1983   1060    812    750    689   1066    818    758    698
 1984    947    701    640    581    970    726    669    612
 1985    997    749    687    625    848    604    545    488
 1986   1056    808    746    684    820    580    522    466
 1987   1060    812    750    688    919    672    613    557
 1988   1010    763    702    642   1018    778    720    662
 1989   1023    775    713    651    901    655    597    542
 1990    970    722    660    598    942    694    633    575
 1991    987    740    681    623    957    709    648    587
 1992    870    622    561    500    769    531    482    433
 1993    974    726    664    602    945    697    636    576
 1994    915    667    605    545    842    595    538    483
 1995   1000    753    693    634   1099    851    789    727
 1996    904    657    597    537    920    672    610    551
 1997    975    729    671    614    865    617    557    499
 1998    999    751    689    629    997    749    687    625
 1999   1087    839    777    715    894    646    585    526
 2000    946    698    637    577    962    714    652    591
 2001   1013    766    705    646    962    714    653    593
 2002   1058    810    748    686    925    679    619    561
 2003    970    722    660    600   1002    754    692    630
 2004    917    669    609    550    786    551    498    449
 2005    990    742    681    621      0      0      0      0
     ****************************  ****************************
 MEAN  988.6  741.4  680.7  621.0  912.7  672.5  614.8  558.5
 STDV   55.3   54.7   54.0   53.0  142.2  113.0  105.6   98.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    605    405    361    320    424    264    232    201
 1952    677    479    437    396    334    210    184    159
 1953    676    488    445    405    554    390    354    318
 1954    749    534    484    435    420    265    230    196
 1955    739    541    494    450    424    267    234    203
 1956    629    429    387    349    559    386    349    313
 1957    636    439    395    354    363    224    191    163
 1958    689    489    444    400    494    326    289    253
 1959    719    507    460    415    293    146    114     88
 1960    706    499    451    405    391    247    216    187
 1961    631    443    398    355    399    252    223    195
 1962    593    398    356    316    482    302    266    231
 1963    698    487    439    395    663    459    415    373
 1964    664    457    410    365    372    233    202    172
 1965    646    428    379    334    421    253    217    182
 1966    625    429    387    348    404    257    223    190
 1967    619    437    396    355    366    214    187    161
 1968    650    435    388    345    460    293    254    220
 1969    680    475    429    384    361    203    173    150
 1970    685    471    423    375    440    266    229    195
 1971    762    545    495    448    582    390    345    301
 1972    733    518    467    417    309    165    140    116
 1973    685    461    412    364    532    351    310    273
 1974    586    393    349    310    423    252    215    181
 1975    578    383    339    297    484    329    294    260
 1976    632    437    395    356    301    174    151    133
 1977    669    453    405    359    341    198    168    140
 1978    741    530    481    435    346    196    165    134
 1979    670    477    435    395    385    237    205    175
 1980    691    481    433    389    314    182    156    131
 1981    630    420    376    337    341    201    171    143
 1982    628    434    389    347    426    276    244    212
 1983    656    450    406    366    383    227    195    166
 1984    643    442    397    355    450    283    243    207
 1985    706    503    455    409    364    212    181    153
 1986    723    498    448    400    369    210    179    149
 1987    653    440    396    355    273    142    115     95
 1988    709    508    461    417    281    152    128    105
 1989    580    392    352    316    420    273    239    208
 1990    713    514    469    424    345    209    180    154
 1991    648    453    410    368    364    217    185    159
 1992    579    389    348    309    347    215    189    164
 1993    506    309    268    229    346    207    176    146
 1994    702    476    426    381    456    282    243    210
 1995    599    406    364    324    376    237    209    182
 1996    616    412    369    327    386    231    199    168
 1997    695    479    429    380    417    270    239    209
 1998    775    548    498    452    404    229    193    159
 1999    616    426    385    347    378    236    206    179
 2000    693    490    444    402    478    312    277    243
 2001    618    413    367    326    335    201    172    146
 2002    724    512    466    422    308    180    155    132
 2003    637    443    400    358    392    254    225    199
 2004    750    538    490    444    378    218    185    156
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  652.0  451.7  407.0  364.8  393.8  243.7  212.0  182.5
 STDV  105.0   79.0   72.9   67.2   94.6   72.0   66.6   61.1
