# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4063] INDIANOLA-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia4063
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1991  0.65  0.12  4.10  8.71  4.24  3.61  1.17  2.77  1.21  3.70  3.72  2.12 36.12
 1992  0.79  1.91  1.73  4.80  1.04  0.60  8.70  2.10  7.64  0.26  4.30  1.87 35.74
 1993  1.26  1.23  2.68  2.31  7.08  7.61 10.48  9.72  7.99  2.57  1.06  0.59 54.58
 1994  1.05  1.75  0.03  1.74  2.86  3.61  1.47  3.36  3.15  0.90  1.97  1.28 23.17
 1995  0.66  0.52  2.32  5.22  5.70  4.45  3.88  1.73  3.12  1.28  1.80  0.43 31.11
 1996  1.86  0.57  1.17  2.24 11.12  5.94  2.25  1.46  3.47  3.47  2.21  0.22 35.98
 1997  0.86  1.39  0.78  3.05  5.86  4.87  2.81  3.63  2.44  5.25  1.06  1.37 33.37
 1998  0.61  1.24  4.47  2.70  5.92  5.59  2.99  4.31  1.28  4.84  2.70  0.38 37.03
 1999  1.16  1.17  1.48  6.32  5.23  5.26  3.91  2.23  2.55  0.39  1.30  0.50 31.50
 2000  0.53  1.09  0.47  3.19  2.30  7.94  3.19  2.81  2.59  0.95  2.22  1.69 28.97
 2001  1.87  2.73  1.32  3.44  9.49  4.61  1.80  3.65  5.34  2.00  0.73  0.75 37.73
 2002  0.45  0.72  1.15  4.57  4.75  1.72  5.85  3.49  1.52  4.19  0.13  0.13 28.67
 2003  0.45  1.11  0.73  3.43  6.71  7.81  3.30  0.38  3.79  1.50  5.54  1.09 35.84
 2004  1.49  1.70  3.52  1.82  8.34  2.82  6.38  5.28  0.91  2.03  2.46  0.54 37.29
 2005  0.78  1.79  0.77  5.04  5.13  4.47  3.41 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.97  1.13  2.07  3.55  4.59  4.60  3.92  3.58  3.37  2.44  1.85  1.15 32.61
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
