# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 44 12/27-->1/2      1.32   0.21   47(75)   11(17)    4( 6)    1( 2)    0( 0)    0       63
 45 1/3-->1/9        1.60   0.24   37(74)    6(12)    5(10)    2( 4)    0( 0)    0       50
 46 1/10-->1/16      2.04   0.27   30(71)    6(14)    4(10)    1( 2)    1( 2)    0       42
 47 1/17-->1/23      1.60   0.20   47(77)    9(15)    4( 7)    1( 2)    0( 0)    0       61
 48 1/24-->1/30      0.83   0.22   40(73)    8(15)    7(13)    0( 0)    0( 0)    0       55
 49 1/31-->2/6       1.78   0.22   44(70)   13(21)    5( 8)    1( 2)    0( 0)    0       63
 50 2/7-->2/13       1.67   0.22   38(78)    8(16)    1( 2)    2( 4)    0( 0)    0       49
 51 2/14-->2/20      1.95   0.26   52(70)   11(15)    9(12)    2( 3)    0( 0)    0       74
 52 2/21-->2/27      1.18   0.26   49(71)    7(10)   10(14)    3( 4)    0( 0)    0       69
 53 2/28-->2/29      0.20   0.08   12(100)    0( 0)    0( 0)    0( 0)    0( 0)    0       12
ANNUAL TOTALS        5.73   0.43 2398(52)  850(18)  745(16)  443( 9)   97( 2)    0     4533
