# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2864] FAYETTE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 23 8/2-->8/8        5.28   0.45   60(47)   34(27)   19(15)   14(11)    1( 1)    0      128
 24 8/9-->8/15       3.92   0.46   52(57)   11(12)   16(17)   11(12)    2( 2)    0       92
 25 8/16-->8/22      3.59   0.48   58(48)   24(20)   26(22)    7( 6)    5( 4)    0      120
 26 8/23-->8/29      3.27   0.48   58(48)   20(17)   26(22)   14(12)    2( 2)    0      120
 27 8/30-->9/5       2.20   0.40   55(56)   13(13)   22(22)    7( 7)    1( 1)    0       98
 28 9/6-->9/12       2.72   0.40   51(56)   20(22)    7( 8)   11(12)    2( 2)    0       91
 29 9/13-->9/19      2.25   0.34   76(58)   27(21)   19(15)    6( 5)    2( 2)    0      130
 30 9/20-->9/26      3.05   0.41   71(55)   20(15)   24(18)   13(10)    2( 2)    0      130
 31 9/27-->10/3      3.35   0.33   54(55)   28(28)   13(13)    2( 2)    2( 2)    0       99
 32 10/4-->10/10     2.70   0.35   63(62)   16(16)   12(12)    9( 9)    2( 2)    0      102
 33 10/11-->10/17    2.67   0.36   53(60)   15(17)   14(16)    5( 6)    2( 2)    0       89
 34 10/18-->10/24    1.69   0.31   58(60)   16(17)   17(18)    5( 5)    0( 0)    0       96
 35 10/25-->10/31    1.42   0.28   53(58)   21(23)   15(16)    3( 3)    0( 0)    0       92
 36 11/1-->11/7      3.22   0.33   66(66)   17(17)    5( 5)   10(10)    2( 2)    0      100
 37 11/8-->11/14     1.78   0.24   59(75)   10(13)    5( 6)    5( 6)    0( 0)    0       79
 38 11/15-->11/21    2.40   0.33   64(65)   15(15)    9( 9)    9( 9)    1( 1)    0       98
 39 11/22-->11/28    1.52   0.23   62(66)   20(21)   11(12)    1( 1)    0( 0)    0       94
 40 11/29-->12/5     1.40   0.19   72(81)    9(10)    6( 7)    2( 2)    0( 0)    0       89
 41 12/6-->12/12     1.02   0.21   59(71)   16(19)    7( 8)    1( 1)    0( 0)    0       83
 42 12/13-->12/19    0.80   0.16   65(76)   14(16)    6( 7)    0( 0)    0( 0)    0       85
 43 12/20-->12/26    0.93   0.16   73(78)   15(16)    5( 5)    0( 0)    0( 0)    0       93
 44 12/27-->1/2      1.21   0.19   61(78)   10(13)    6( 8)    1( 1)    0( 0)    0       78
 45 1/3-->1/9        1.10   0.16   62(77)   13(16)    5( 6)    1( 1)    0( 0)    0       81
 46 1/10-->1/16      0.75   0.15   59(82)    8(11)    5( 7)    0( 0)    0( 0)    0       72
 47 1/17-->1/23      0.74   0.16   64(81)   10(13)    5( 6)    0( 0)    0( 0)    0       79
 48 1/24-->1/30      1.13   0.15   84(87)    8( 8)    4( 4)    1( 1)    0( 0)    0       97
 49 1/31-->2/6       1.48   0.18   58(78)   11(15)    4( 5)    1( 1)    0( 0)    0       74
 50 2/7-->2/13       0.82   0.17   56(82)    7(10)    5( 7)    0( 0)    0( 0)    0       68
 51 2/14-->2/20      1.27   0.20   59(77)   13(17)    2( 3)    3( 4)    0( 0)    0       77
 52 2/21-->2/27      1.14   0.21   65(71)   14(15)   11(12)    1( 1)    0( 0)    0       91
 53 2/28-->2/29      0.17   0.07    9(100)    0( 0)    0( 0)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        6.20   0.34 3394(60) 1007(18)  752(13)  345( 6)   76( 1)    0     5574
