# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8806] WEBSTER-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8806 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    966    718    656    595    917    670    609    550
 1952   1019    772    711    650    916    672    614    558
 1953   1026    779    719    660    964    717    656    597
 1954   1084    836    774    712    941    693    631    569
 1955   1125    877    815    753   1030    782    722    663
 1956    954    706    644    583    970    728    671    614
 1957   1111    863    801    739    979    731    671    611
 1958    910    662    601    541    981    736    676    617
 1959    970    722    661    601   1076    828    766    704
 1960    962    715    655    597    994    746    684    622
 1961    965    717    655    593    947    699    638    577
 1962    931    683    624    565    936    689    629    570
 1963   1013    765    703    641    915    669    611    553
 1964   1064    816    754    692    865    626    569    515
 1965    981    733    671    611    899    653    593    533
 1966   1071    823    761    699    875    628    568    513
 1967    935    689    631    576    862    622    567    513
 1968    983    735    673    613    952    704    642    582
 1969   1012    764    702    640    977    729    667    605
 1970    997    751    692    633    941    694    635    576
 1971    910    666    608    550    915    672    612    556
 1972    954    710    652    594    928    682    622    564
 1973   1003    755    693    631    999    751    689    629
 1974   1085    837    775    713    862    617    558    503
 1975   1017    770    711    653   1009    761    699    638
 1976   1032    785    724    665    952    709    650    592
 1977   1074    826    764    702    894    650    590    532
 1978   1011    763    701    640    968    722    662    605
 1979    994    746    684    624    947    700    640    582
 1980   1079    831    770    709   1006    758    696    634
 1981   1017    769    707    646    923    677    618    562
 1982   1037    789    727    665    933    690    630    572
 1983   1078    830    768    706   1088    840    778    716
 1984    964    717    656    596    983    738    679    620
 1985    969    721    660    603    848    602    543    489
 1986   1060    812    750    688    831    593    536    480
 1987   1060    812    750    689    894    650    592    535
 1988   1023    776    715    656   1028    788    729    671
 1989   1014    766    704    642    930    685    626    567
 1990    963    715    653    594    963    716    656    597
 1991   1011    763    702    643    952    705    644    584
 1992    862    616    557    498    786    550    497    447
 1993    983    735    673    611    953    705    643    585
 1994    922    674    613    554    865    623    566    509
 1995   1000    754    694    634   1081    833    771    709
 1996    923    676    615    556    907    659    597    537
 1997   1023    776    716    656    883    635    574    514
 1998   1019    771    709    648   1003    755    693    631
 1999   1077    829    767    705    900    652    591    531
 2000    969    722    663    604    972    724    662    600
 2001   1046    798    736    674    955    707    645    586
 2002   1064    816    754    692    915    669    609    553
 2003    962    714    652    592    985    737    675    613
 2004    917    669    608    547    785    555    503    455
 2005   1016    768    706    646      0      0      0      0
     ****************************  ****************************
 MEAN 1003.9  756.4  695.3  634.9  923.3  682.3  623.5  566.2
 STDV   56.6   56.3   55.7   54.8  142.0  112.2  104.7   97.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    600    401    357    315    413    258    226    197
 1952    732    533    487    443    350    225    198    173
 1953    732    533    490    451    579    409    370    333
 1954    752    528    475    425    381    224    192    162
 1955    737    531    485    441    453    298    263    229
 1956    660    464    423    385    576    388    351    316
 1957    616    411    370    332    353    192    160    132
 1958    728    508    462    419    513    340    303    268
 1959    666    461    414    374    293    154    126    104
 1960    698    485    438    392    429    284    251    220
 1961    642    440    392    350    471    308    271    237
 1962    602    406    363    322    492    314    275    238
 1963    754    530    477    427    700    479    431    385
 1964    693    476    428    380    395    247    216    189
 1965    564    353    309    267    465    296    258    222
 1966    642    441    399    358    447    293    259    227
 1967    624    423    378    336    387    241    212    186
 1968    662    444    398    356    476    310    273    238
 1969    693    473    423    374    331    188    161    138
 1970    683    469    421    375    398    240    205    173
 1971    740    526    480    435    545    353    312    272
 1972    690    473    421    374    326    185    162    141
 1973    670    447    398    352    532    347    306    268
 1974    580    394    354    315    444    275    238    203
 1975    603    408    364    320    516    356    318    282
 1976    697    504    460    419    310    188    166    147
 1977    745    516    463    413    349    197    167    139
 1978    812    589    537    486    383    229    197    165
 1979    733    524    480    437    420    258    223    192
 1980    764    543    492    443    343    209    185    162
 1981    701    482    435    391    357    199    167    137
 1982    670    459    411    365    420    248    215    184
 1983    737    525    477    432    379    216    184    156
 1984    643    441    394    350    431    259    221    183
 1985    696    491    442    397    381    213    179    147
 1986    753    526    471    417    393    230    197    166
 1987    688    470    423    378    316    180    151    125
 1988    741    527    479    431    308    172    144    119
 1989    625    437    394    353    466    305    270    237
 1990    769    553    503    454    404    258    226    195
 1991    667    466    420    376    396    252    222    195
 1992    653    457    411    365    405    258    229    203
 1993    529    331    288    250    377    229    198    169
 1994    734    517    467    419    473    288    246    209
 1995    633    442    399    359    392    237    206    179
 1996    622    419    374    331    461    289    253    219
 1997    707    493    447    405    443    297    266    236
 1998    802    577    526    476    422    254    219    189
 1999    631    445    408    371    409    274    244    215
 2000    702    508    464    423    503    321    282    247
 2001    620    412    366    323    372    226    195    165
 2002    713    500    457    414    272    153    130    111
 2003    621    437    397    359    440    298    268    240
 2004    766    546    497    450    391    229    195    166
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  671.6  467.2  421.6  378.3  412.4  257.6  225.1  195.1
 STDV  110.6   83.9   77.8   72.0   97.0   73.2   67.6   61.9
