# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6316] OSCEOLA-3-WSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia6316
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1992  1.46  2.17  2.30  3.60  1.70  1.28 11.64  2.35 12.74  0.31  6.15  2.25 47.95
 1993  1.52  1.30  3.02  2.99  6.34  5.56 15.99  8.79  6.27  1.37  1.53  0.64 55.32
 1994  1.24  2.00  0.12  3.29  3.00  5.45  3.34  2.33  2.86  1.97  2.42  1.67 29.69
 1995  1.09  0.90  2.51  6.36  8.88  6.70  3.46  1.42  2.85  1.34  1.92  1.07 38.50
 1996  3.33  0.45  1.47  2.09 11.65  4.21  2.67  4.53  4.03  3.82  2.78  0.19 41.22
 1997  0.94  2.28  1.10  5.45  3.33  2.41  2.78  3.65  2.92  5.85  1.34  2.02 34.07
 1998  0.62  1.73  6.04  4.19  5.43  6.21  4.53  5.97  1.67  4.68  3.28  0.60 44.95
 1999  0.66  1.55  1.59  5.31  5.49  4.06  5.13  2.86  2.93  0.98  1.81  0.56 32.93
 2000  0.25  1.91  0.78  1.96  1.21  8.49  3.57  3.56  2.09  1.02  2.64  2.03 29.51
 2001  1.77  2.66  1.87  3.41  7.86  5.99  3.49  2.35  7.60  3.53  0.55  0.77 41.85
 2002  0.50  0.63  1.97  3.29  4.55  1.12  4.29  3.25  1.22  4.12  0.12  0.10 25.16
 2003  0.44  1.46  0.64  3.53  4.71  6.79  3.12  0.87  4.23  1.24  3.82  0.91 31.76
 2004  1.35  1.33  3.00  2.57  6.86  2.76  2.90  9.35  1.68  1.53  2.05  0.60 35.98
 2005  1.45  1.55  0.88  4.25  3.40  7.01  3.02 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.90  1.11  2.20  3.48  4.69  4.57  4.42  3.97  3.99  2.48  2.05  1.14 34.36
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
