# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8688] WASHINGTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 41 12/6-->12/12     1.86   0.26   55(63)   21(24)    8( 9)    3( 3)    0( 0)    0       87
 42 12/13-->12/19    3.17   0.23   54(76)   10(14)    6( 8)    0( 0)    1( 1)    0       71
 43 12/20-->12/26    1.56   0.23   56(76)    8(11)    6( 8)    4( 5)    0( 0)    0       74
 44 12/27-->1/2      1.10   0.27   49(64)   12(16)   14(18)    1( 1)    0( 0)    0       76
 45 1/3-->1/9        0.95   0.23   40(65)   15(24)    7(11)    0( 0)    0( 0)    0       62
 46 1/10-->1/16      1.95   0.21   55(80)   10(14)    3( 4)    1( 1)    0( 0)    0       69
 47 1/17-->1/23      0.82   0.23   47(63)   19(25)    9(12)    0( 0)    0( 0)    0       75
 48 1/24-->1/30      1.23   0.16   66(80)   12(15)    3( 4)    1( 1)    0( 0)    0       82
 49 1/31-->2/6       0.99   0.16   56(78)   13(18)    3( 4)    0( 0)    0( 0)    0       72
 50 2/7-->2/13       2.00   0.21   43(74)   10(17)    3( 5)    2( 3)    0( 0)    0       58
 51 2/14-->2/20      1.28   0.21   56(71)   18(23)    4( 5)    1( 1)    0( 0)    0       79
 52 2/21-->2/27      1.91   0.27   47(57)   25(30)    8(10)    2( 2)    0( 0)    0       82
 53 2/28-->2/29      0.37   0.14    6(75)    2(25)    0( 0)    0( 0)    0( 0)    0        8
ANNUAL TOTALS        6.58   0.37 2860(56) 1028(20)  727(14)  339( 6)   78( 1)    0     5032
