# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7669] SIDNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7669
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1982  1.27  0.60  2.83  3.54  8.34  3.85  1.96 12.33  4.48  1.68  1.33  3.15 45.36
 1983  0.61  0.86  4.80  1.54  3.15  7.02  1.11  2.81  2.50  3.71  4.55  0.86 33.52
 1984  0.42  0.86  3.56  8.19  4.38  7.62  2.73  0.46  1.72  4.04  0.45  2.20 36.63
 1985  0.52  1.02  1.72  1.67  2.96  3.45  5.98  4.54  4.20  3.16  0.66  0.73 30.61
 1986  0.00  1.74  3.27  6.47  3.48  2.12  8.42  3.23  6.90  4.78  1.01  2.13 43.55
 1987  0.17  1.28  3.74  2.73 10.67  5.38  2.34  9.78  3.96  1.03  2.78  0.80 44.66
 1988  0.26  0.37  0.15  3.26  4.11  1.04  4.12  2.09  3.71  0.34  3.29  0.33 23.07
 1989  1.14  1.00  0.33  0.89  1.12  6.19  3.26  3.55  8.72  1.48  0.01  0.45 28.14
 1990  0.77  0.18  3.11  1.01  4.81  4.42 10.43  4.53  0.89  1.77  1.70  0.87 34.49
 1991  0.99  0.15  4.02  3.37  3.05  2.39  7.11  1.62  2.03  3.09  3.40  1.90 33.12
 1992  1.48  1.50  3.64  2.72  1.78  4.87 12.30  0.82  7.39  1.69  3.78  1.32 43.29
 1993  1.02  1.12  2.05  1.41  8.06  8.70 16.50  4.56  4.71  2.77  0.92  0.64 52.46
 1994  0.42  0.57  0.13  2.09  1.57  6.56  1.62  2.76  3.29  2.46  1.39  1.33 24.19
 1995  0.91  0.53  3.76  3.78  8.21  3.50  3.77  2.78  1.72  0.89  1.65  0.37 31.87
 1996  1.19  0.18  0.89  3.21 13.29  3.83  5.46  4.74  3.32  2.68  3.79  0.19 42.77
 1997  0.53  1.48  0.88  3.94  4.89  4.25  3.58  1.72  4.15  4.96  2.49  1.25 34.12
 1998  0.78  1.96  3.28  4.20  4.36  6.60  4.55  0.89  1.68  3.41  3.46  0.13 35.30
 1999  0.77  1.08  1.01  7.76  6.67  5.79  4.22  1.73  1.87  0.22  1.03  0.49 32.64
 2000  0.12  0.97  1.21  1.17  1.74  5.15  6.53  1.89  1.23  1.64  2.29  0.80 24.74
 2001  1.38  3.29  1.69  2.45  7.81  4.80  4.91  0.67  3.52  1.83  0.88  0.48 33.71
 2002  0.30  0.73  1.07  2.75  4.80  0.86  3.53  7.64  1.06  5.68  0.17  0.02 28.61
 2003  0.45  1.13  0.88  3.18  4.90  3.51  1.90  0.86  1.48  0.82  3.77  1.04 23.92
 2004  1.56  0.75  4.33  2.13  8.35  2.37  4.32  2.85  1.10  0.65  0.98  0.43 29.82
 2005  0.91  2.74  0.63  4.60  3.59  5.74  3.71 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.73  0.97  2.07  3.06  4.43  4.38  4.75  4.03  3.32  2.56  1.69  0.92 32.29
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
