# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2724] ESTHERVILLE-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2724 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1970    611    413    370    328    862    629    574    522
 1971    495    325    288    254    928    688    628    569
 1972    618    407    362    318    792    563    513    464
 1973    485    297    259    226    869    629    570    514
 1974    482    303    266    233    775    540    487    435
 1975    670    449    402    360    811    580    525    472
 1976    592    396    353    312    835    599    544    492
 1977    810    578    526    474    860    621    563    506
 1978    613    418    376    336    841    608    552    499
 1979    478    309    276    246    776    544    489    435
 1980    594    395    356    318    797    563    508    456
 1981    530    341    301    264    823    583    524    469
 1982    604    379    329    282    667    438    388    341
 1983    442    275    242    212    799    571    516    464
 1984    497    310    272    239    868    628    568    509
 1985    696    474    426    383    708    477    424    377
 1986    591    390    345    303    881    641    582    526
 1987    759    541    491    446    931    693    635    579
 1988    761    540    492    449    945    709    652    595
 1989    575    387    348    312    795    567    515    466
 1990    472    289    251    217    860    630    575    520
 1991    656    451    405    360    925    685    625    565
 1992    606    418    378    338    762    533    481    431
 1993    491    300    261    223    715    487    433    381
 1994    651    453    409    370    879    639    580    522
 1995    457    270    234    201    832    600    544    491
 1996    432    249    211    178    836    603    547    493
 1997    410    249    215    185    882    642    584    529
 1998    735    509    460    413    744    516    463    411
 1999    586    370    326    286    800    563    508    455
 2000    647    439    394    351    761    529    475    424
 2001    600    373    323    278    822    583    526    471
 2002    483    321    285    251    916    677    618    560
 2003    485    299    264    232    785    548    490    435
 2004    547    352    314    276    737    506    454    405
 2005    510    311    270    232    910    670    611    552
     ****************************  ****************************
 MEAN  582.7  384.9  342.7  303.5  829.9  595.3  539.4  485.8
 STDV   96.7   80.2   75.6   71.0   75.1   71.7   69.6   66.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    953    705    643    583    880    633    572    515
 1952   1004    758    697    637    891    644    584    528
 1953    984    736    676    617    981    733    671    611
 1954   1041    793    731    669    934    686    626    566
 1955   1115    867    805    743   1065    817    756    695
 1956    926    678    616    554    942    700    641    583
 1957   1103    855    793    731    929    683    622    563
 1958    902    655    595    539    998    753    693    635
 1959    978    730    668    612   1032    784    723    663
 1960    958    710    650    593    986    738    676    614
 1961    953    705    643    581    986    738    676    614
 1962    922    674    612    551    950    702    641    581
 1963   1022    774    712    650    903    655    595    538
 1964   1047    799    737    675    846    602    544    489
 1965    983    735    674    614    884    639    579    519
 1966   1078    830    769    708    840    593    535    482
 1967    920    677    619    565    848    612    557    504
 1968    936    688    628    570    887    642    582    524
 1969    980    732    671    610    919    671    609    548
 1970    960    714    655    597    926    680    621    564
 1971    854    611    553    496    863    623    568    517
 1972    893    649    590    531    876    632    574    517
 1973    954    706    644    582    965    717    655    593
 1974   1055    807    745    685    802    558    500    446
 1975   1010    763    704    647    945    697    635    573
 1976    984    736    674    615    903    656    598    543
 1977    985    737    675    615    799    556    499    446
 1978    945    697    635    575    912    666    607    548
 1979    944    696    635    574    829    583    527    471
 1980    960    712    650    590    871    623    561    499
 1981    949    701    639    578    859    611    552    494
 1982    992    744    682    620    862    616    559    505
 1983   1068    820    758    696   1049    801    739    677
 1984    962    715    654    594    967    721    662    603
 1985    920    673    613    554    788    546    492    440
 1986   1003    755    693    631    783    548    493    443
 1987   1024    776    714    653    812    569    511    457
 1988    980    732    671    610    982    738    680    623
 1989   1010    762    700    638    926    678    617    557
 1990    919    671    611    552    886    639    580    525
 1991    951    703    642    581    894    647    586    526
 1992    745    499    439    381    726    490    440    393
 1993    936    688    626    564    912    664    602    544
 1994    873    625    563    501    806    564    508    454
 1995    959    712    652    592   1006    758    696    634
 1996    891    644    583    523    861    613    551    492
 1997    959    712    651    594    845    598    537    479
 1998    961    713    651    590    947    699    637    575
 1999   1044    796    734    672    886    639    579    520
 2000    942    694    634    574    912    664    602    540
 2001   1018    770    708    646    922    675    615    558
 2002   1052    804    742    680    886    639    581    524
 2003    954    706    645    585    931    684    624    564
 2004    894    646    587    528    750    521    471    423
 2005   1002    754    693    633      0      0      0      0
     ****************************  ****************************
 MEAN  970.1  722.6  661.5  601.4  883.5  642.5  584.4  528.0
 STDV   64.0   63.5   63.0   62.2  141.1  112.4  105.0   97.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    529    338    296    258    388    242    213    187
 1952    694    495    451    411    317    202    176    152
 1953    715    511    466    424    559    385    348    313
 1954    704    477    425    376    316    165    136    110
 1955    723    521    477    437    451    291    255    222
 1956    661    463    422    383    580    386    348    314
 1957    608    411    369    331    326    176    146    121
 1958    736    521    472    428    501    330    293    258
 1959    667    461    418    377    242    126    107     91
 1960    681    468    422    378    405    259    228    198
 1961    616    408    361    319    422    271    237    204
 1962    578    382    340    299    440    265    229    194
 1963    723    497    443    391    620    404    360    323
 1964    620    419    373    329    391    232    200    172
 1965    441    253    215    178    450    287    250    214
 1966    611    422    381    343    373    235    205    176
 1967    584    395    357    322    332    216    191    168
 1968    585    380    338    300    390    245    213    183
 1969    616    416    373    334    259    148    127    110
 1970    649    456    413    373    334    202    175    152
 1971    625    431    388    348    426    268    235    204
 1972    578    384    345    309    259    154    136    118
 1973    592    386    342    300    472    304    268    234
 1974    529    352    316    281    377    231    199    171
 1975    526    343    303    266    427    284    253    223
 1976    603    417    378    339    269    172    154    138
 1977    640    414    366    323    271    144    119     96
 1978    776    560    512    464    338    201    171    143
 1979    657    458    413    372    316    190    163    138
 1980    604    394    347    305    245    135    116     99
 1981    625    417    372    334    270    144    118     96
 1982    594    388    341    296    338    199    172    146
 1983    666    459    413    370    330    189    159    132
 1984    562    376    338    301    409    249    213    178
 1985    590    396    352    313    309    179    150    124
 1986    626    409    361    319    349    204    174    145
 1987    612    392    352    314    250    139    116     96
 1988    709    490    443    397    306    173    145    119
 1989    604    414    371    328    403    269    242    215
 1990    728    520    473    429    335    203    174    147
 1991    606    419    374    333    313    199    177    156
 1992    565    383    342    304    343    209    186    165
 1993    470    277    238    205    316    189    164    142
 1994    679    461    414    370    413    241    205    173
 1995    559    378    337    297    324    186    158    134
 1996    563    371    331    292    370    235    207    181
 1997    676    465    421    379    422    282    251    223
 1998    748    530    480    432    382    230    198    168
 1999    605    423    384    347    352    224    199    175
 2000    637    443    401    363    419    261    229    200
 2001    593    386    339    300    340    205    177    151
 2002    671    465    419    375    217    123    105     90
 2003    590    402    363    327    412    280    251    222
 2004    739    521    471    424    352    201    170    142
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  616.1  418.5  375.5  335.4  359.5  221.1  192.6  166.3
 STDV  109.0   83.6   77.8   72.4   96.5   70.0   64.2   58.7
