# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA6200] OELWEIN-2-S
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 33 10/11-->10/17    2.26   0.32   57(61)   17(18)   14(15)    4( 4)    1( 1)    0       93
 34 10/18-->10/24    1.80   0.29   60(61)   20(20)   12(12)    6( 6)    0( 0)    0       98
 35 10/25-->10/31    1.94   0.31   54(59)   21(23)   12(13)    5( 5)    0( 0)    0       92
 36 11/1-->11/7      2.50   0.32   57(66)   14(16)    7( 8)    8( 9)    1( 1)    0       87
 37 11/8-->11/14     1.89   0.20   65(72)   13(14)   10(11)    2( 2)    0( 0)    0       90
 38 11/15-->11/21    2.10   0.30   59(63)   15(16)   13(14)    5( 5)    1( 1)    0       93
 39 11/22-->11/28    1.45   0.25   56(64)   20(23)    9(10)    2( 2)    0( 0)    0       87
 40 11/29-->12/5     1.32   0.19   72(81)    8( 9)    7( 8)    2( 2)    0( 0)    0       89
 41 12/6-->12/12     0.89   0.25   47(63)   16(21)   12(16)    0( 0)    0( 0)    0       75
 42 12/13-->12/19    1.16   0.19   56(76)   14(19)    3( 4)    1( 1)    0( 0)    0       74
 43 12/20-->12/26    0.80   0.19   55(72)   15(20)    6( 8)    0( 0)    0( 0)    0       76
 44 12/27-->1/2      0.88   0.23   51(69)   16(22)    7( 9)    0( 0)    0( 0)    0       74
 45 1/3-->1/9        0.79   0.15   52(80)    9(14)    4( 6)    0( 0)    0( 0)    0       65
 46 1/10-->1/16      0.96   0.17   53(80)    9(14)    4( 6)    0( 0)    0( 0)    0       66
 47 1/17-->1/23      0.71   0.17   58(84)    7(10)    4( 6)    0( 0)    0( 0)    0       69
 48 1/24-->1/30      0.88   0.16   63(82)   10(13)    4( 5)    0( 0)    0( 0)    0       77
 49 1/31-->2/6       1.00   0.18   62(78)   11(14)    6( 8)    0( 0)    0( 0)    0       79
 50 2/7-->2/13       1.26   0.21   49(79)    5( 8)    7(11)    1( 2)    0( 0)    0       62
 51 2/14-->2/20      1.46   0.23   44(70)   13(21)    5( 8)    1( 2)    0( 0)    0       63
 52 2/21-->2/27      1.30   0.23   56(75)    9(12)    7( 9)    3( 4)    0( 0)    0       75
 53 2/28-->2/29      0.95   0.21    7(78)    1(11)    1(11)    0( 0)    0( 0)    0        9
ANNUAL TOTALS        7.19   0.35 3165(59)  954(18)  767(14)  327( 6)   63( 1)    0     5276
