# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1354] CENTERVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 35 10/25-->10/31    1.32   0.34   47(59)   14(18)   13(16)    6( 8)    0( 0)    0       80
 36 11/1-->11/7      2.28   0.41   46(55)   13(16)   13(16)   10(12)    1( 1)    0       83
 37 11/8-->11/14     1.98   0.31   36(58)   15(24)    9(15)    2( 3)    0( 0)    0       62
 38 11/15-->11/21    1.94   0.40   33(53)   13(21)    9(15)    7(11)    0( 0)    0       62
 39 11/22-->11/28    1.65   0.27   41(66)    9(15)   10(16)    2( 3)    0( 0)    0       62
 40 11/29-->12/5     1.05   0.25   38(66)    9(16)   10(17)    1( 2)    0( 0)    0       58
 41 12/6-->12/12     2.32   0.29   50(66)   14(18)    7( 9)    4( 5)    1( 1)    0       76
 42 12/13-->12/19    1.86   0.22   39(75)    6(12)    5(10)    2( 4)    0( 0)    0       52
 43 12/20-->12/26    1.04   0.23   37(71)    8(15)    4( 8)    3( 6)    0( 0)    0       52
 44 12/27-->1/2      1.06   0.25   37(66)   10(18)    8(14)    1( 2)    0( 0)    0       56
 45 1/3-->1/9        1.09   0.22   35(63)   16(29)    3( 5)    2( 4)    0( 0)    0       56
 46 1/10-->1/16      1.35   0.20   41(73)    7(13)    7(13)    1( 2)    0( 0)    0       56
 47 1/17-->1/23      1.54   0.20   51(72)   16(23)    3( 4)    1( 1)    0( 0)    0       71
 48 1/24-->1/30      0.82   0.16   62(82)    8(11)    6( 8)    0( 0)    0( 0)    0       76
 49 1/31-->2/6       0.79   0.16   51(81)    8(13)    4( 6)    0( 0)    0( 0)    0       63
 50 2/7-->2/13       1.78   0.20   46(73)   14(22)    2( 3)    1( 2)    0( 0)    0       63
 51 2/14-->2/20      0.92   0.24   48(66)   15(21)   10(14)    0( 0)    0( 0)    0       73
 52 2/21-->2/27      1.54   0.22   50(72)   12(17)    6( 9)    1( 1)    0( 0)    0       69
 53 2/28-->2/29      0.54   0.23    4(67)    1(17)    1(17)    0( 0)    0( 0)    0        6
ANNUAL TOTALS        4.49   0.42 2347(52)  917(20)  760(16)  378( 8)   88( 1)    0     4490
