# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1731] COLUMBUS-JCT-2-SSW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1731 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1996    982    734    672    611    988    740    678    616
 1997   1035    787    726    666    947    699    638    578
 1998   1064    816    754    692   1054    806    744    682
 1999   1125    877    815    753    956    708    646    584
 2000    999    751    689    627   1052    804    742    680
 2001   1095    847    785    723   1018    770    708    646
 2002   1105    857    795    733   1002    754    692    631
 2003   1047    799    737    675   1048    800    738    676
 2004   1006    758    696    635    879    634    575    520
 2005   1050    802    740    678      0      0      0      0
     ****************************  ****************************
 MEAN 1050.9  803.1  741.4  680.2  978.0  735.3  675.5  616.8
 STDV   46.7   46.5   46.2   45.7  147.7  117.7  110.3  102.7

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    642    431    384    341    477    309    273    240
 1952    698    499    453    411    392    265    236    207
 1953    767    555    509    464    627    443    403    365
 1954    790    564    513    463    458    298    262    228
 1955    746    544    499    456    452    297    265    233
 1956    763    553    505    458    644    446    405    365
 1957    668    458    413    373    400    250    218    186
 1958    750    533    484    436    531    363    323    287
 1959    791    565    514    465    368    205    169    140
 1960    819    592    539    489    494    326    290    256
 1961    764    547    497    451    546    357    314    276
 1962    718    513    465    418    568    372    327    289
 1963    810    579    526    477    815    589    537    486
 1964    782    567    516    467    473    308    273    240
 1965    727    501    448    399    497    322    283    246
 1966    685    469    423    381    474    309    274    239
 1967    689    485    442    400    455    285    251    219
 1968    741    515    467    421    503    336    299    264
 1969    744    524    475    429    428    262    228    197
 1970    772    547    495    446    506    321    280    241
 1971    826    607    558    510    674    475    430    386
 1972    829    609    557    506    429    266    234    204
 1973    790    557    503    451    634    438    393    353
 1974    635    441    398    358    523    341    300    263
 1975    646    442    396    350    568    390    351    314
 1976    723    502    452    408    350    202    176    154
 1977    798    563    508    455    413    237    200    168
 1978    880    649    595    543    420    247    211    178
 1979    790    569    517    471    533    350    308    268
 1980    811    587    536    485    394    250    220    194
 1981    749    525    474    424    448    273    237    205
 1982    762    539    488    440    526    337    297    259
 1983    797    573    520    469    476    285    246    210
 1984    729    517    467    418    535    348    305    262
 1985    788    567    515    467    461    273    234    197
 1986    846    614    556    501    472    284    245    207
 1987    764    530    478    432    391    245    212    182
 1988    815    585    533    483    344    200    169    139
 1989    657    450    404    359    495    321    284    249
 1990    806    582    530    481    454    280    243    208
 1991    772    565    516    469    446    275    239    207
 1992    687    479    432    385    427    259    227    198
 1993    603    389    341    296    415    252    215    180
 1994    764    536    484    434    499    311    269    230
 1995    656    446    397    352    449    275    239    207
 1996    693    475    427    382    493    311    270    231
 1997    773    540    486    435    493    324    288    255
 1998    885    650    593    538    467    276    237    200
 1999    691    487    443    400    479    310    273    240
 2000    796    574    524    476    564    359    317    279
 2001    695    479    427    378    424    246    212    178
 2002    836    607    556    507    342    205    178    154
 2003    700    488    440    393    473    307    272    240
 2004    836    608    553    502    497    303    260    220
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  739.9  524.9  475.8  429.1  474.8  304.0  267.3  233.1
 STDV  120.0   91.8   85.1   78.7  107.1   82.6   76.8   71.2
