# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5493] MILFORD-4-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5493 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1954    460    301    266    235    874    640    585    531
 1955    704    484    436    392    764    533    483    434
 1956    610    414    374    336    959    724    666    609
 1957    517    323    282    245    783    547    490    437
 1958    672    475    431    390    707    485    439    397
 1959    632    423    375    330    917    682    625    570
 1960    595    393    347    306    789    551    495    440
 1961    496    312    274    238    820    586    535    484
 1962    690    471    421    374    792    555    498    444
 1963    568    387    349    313    920    682    627    573
 1964    732    513    464    419    878    648    594    542
 1965    672    452    405    363    835    596    540    488
 1966    538    370    333    301    863    626    570    518
 1967    489    322    286    253    824    586    529    474
 1968    494    314    277    242    875    642    588    534
 1969    639    425    378    336    689    472    423    375
 1970    656    460    416    373    888    654    599    545
 1971    542    360    322    286    948    708    648    589
 1972    650    444    397    351    838    603    549    496
 1973    573    376    332    295    902    662    602    544
 1974    541    347    305    268    812    577    522    469
 1975    661    442    397    357    802    569    515    464
 1976    594    396    353    314    889    654    598    544
 1977    811    571    516    464    868    628    570    514
 1978    598    405    364    324    834    606    555    506
 1979    494    322    288    258    813    583    528    474
 1980    638    436    394    354    816    580    526    479
 1981    554    359    319    281    827    588    530    479
 1982    610    386    335    284    685    462    413    368
 1983    435    268    233    202    781    550    494    442
 1984    531    340    299    262    846    606    547    491
 1985    697    479    432    386    739    513    462    415
 1986    637    410    361    315    887    647    588    530
 1987    787    551    496    447    944    704    646    590
 1988    803    574    521    470    977    738    680    623
 1989    635    429    385    343    825    590    535    483
 1990    543    344    301    260    888    656    598    541
 1991    700    489    440    393    955    715    655    595
 1992    629    431    387    345    807    570    514    460
 1993    524    324    282    243    734    502    447    394
 1994    697    487    439    393    889    649    590    532
 1995    472    281    244    209    841    605    549    494
 1996    453    261    224    190    858    623    566    510
 1997    463    282    246    211    902    662    602    542
 1998    743    508    457    408    755    531    478    425
 1999    616    390    343    296    824    587    531    478
 2000    665    444    396    350    776    542    486    434
 2001    586    362    314    272    839    601    544    492
 2002    530    353    315    279    925    685    626    569
 2003    527    321    283    248    796    558    500    446
 2004    595    388    343    299    767    534    480    428
 2005    550    343    298    259    945    705    645    585
     ****************************  ****************************
 MEAN  599.2  397.4  353.8  313.3  839.3  604.6  548.9  495.4
 STDV   90.5   75.7   71.3   66.9   72.8   69.1   66.9   64.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    901    654    594    535    862    615    555    496
 1952    960    714    654    597    851    605    546    493
 1953    953    706    647    589    929    681    620    561
 1954   1023    775    713    651    937    689    627    566
 1955   1118    870    808    746   1053    806    746    686
 1956    914    666    605    545    922    682    624    567
 1957   1106    858    796    734    925    677    616    556
 1958    908    663    603    543    972    729    670    612
 1959    976    728    666    608   1043    795    733    672
 1960    970    722    661    601    976    728    666    605
 1961    927    679    617    555    959    711    649    588
 1962    902    656    596    538    904    656    595    539
 1963    989    741    679    617    894    651    594    540
 1964   1055    807    745    683    849    607    550    498
 1965    959    712    652    593    865    623    567    511
 1966   1066    818    756    694    848    603    544    490
 1967    940    697    639    582    890    654    597    543
 1968    985    737    676    617    939    692    632    574
 1969   1032    784    723    662    969    721    659    597
 1970   1005    757    697    637    950    702    641    583
 1971    896    654    597    540    933    686    627    570
 1972    927    682    623    565    896    651    591    532
 1973    990    742    680    619    992    744    682    621
 1974   1086    838    777    716    855    610    549    490
 1975   1023    776    717    659    974    726    664    602
 1976   1035    787    725    665    970    722    661    600
 1977   1031    783    721    660    851    605    545    491
 1978    965    717    656    596    945    699    640    581
 1979    971    723    661    600    909    662    603    545
 1980    942    696    639    583   1004    756    694    632
 1981    947    699    637    578    837    590    533    477
 1982   1005    757    695    634    871    627    568    512
 1983   1047    799    737    675   1049    801    739    677
 1984    939    693    633    574    945    701    641    583
 1985    918    672    611    553    756    521    468    419
 1986   1021    773    711    650    840    598    539    482
 1987   1067    819    757    695    847    603    543    485
 1988   1041    793    731    669   1001    758    700    643
 1989   1052    804    742    680    966    719    658    598
 1990    944    696    635    576    956    708    647    586
 1991    966    718    656    595    938    690    628    567
 1992    771    523    462    403    766    521    467    415
 1993    941    693    631    569    926    678    618    559
 1994    890    642    580    519    848    603    543    485
 1995    984    737    676    615   1055    807    745    684
 1996    908    660    598    538    907    659    597    535
 1997    998    750    690    631    898    651    590    531
 1998    995    747    685    623    969    721    659    597
 1999   1068    820    758    696    929    681    620    559
 2000    965    717    657    597    952    704    642    581
 2001   1066    818    756    694    957    709    648    590
 2002   1081    833    771    709    899    653    594    536
 2003    975    727    665    604    997    749    689    629
 2004    925    677    615    554    791    555    500    447
 2005   1045    797    736    675      0      0      0      0
     ****************************  ****************************
 MEAN  983.9  736.5  675.4  615.2  904.8  663.5  604.8  547.6
 STDV   65.8   65.3   64.9   64.0  141.5  112.4  105.1   97.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    516    321    280    241    361    217    188    165
 1952    681    483    440    401    321    203    179    155
 1953    661    463    421    381    529    352    315    282
 1954    676    452    402    353    292    147    119     94
 1955    713    511    464    419    429    274    239    206
 1956    626    429    388    349    545    356    319    286
 1957    569    367    325    288    313    156    127    103
 1958    724    514    467    424    481    316    280    247
 1959    654    451    409    371    237    126    107     88
 1960    660    447    403    361    404    261    230    201
 1961    594    397    354    314    416    260    227    197
 1962    576    392    353    316    458    291    255    221
 1963    697    480    433    389    602    415    379    347
 1964    612    414    371    331    373    227    196    168
 1965    424    249    212    181    440    282    246    210
 1966    640    436    395    354    403    256    226    197
 1967    671    459    412    369    370    233    206    181
 1968    642    425    379    335    404    250    218    187
 1969    655    439    394    351    285    162    139    116
 1970    660    458    415    374    327    193    164    138
 1971    688    483    435    389    452    282    248    216
 1972    621    421    376    333    288    166    143    124
 1973    622    407    361    317    506    321    280    244
 1974    576    384    341    300    431    263    227    193
 1975    530    338    296    257    457    304    270    236
 1976    691    487    441    399    286    175    153    134
 1977    679    449    396    350    306    164    136    110
 1978    806    580    529    479    358    207    174    144
 1979    680    475    431    390    342    206    176    147
 1980    673    466    420    377    306    180    155    131
 1981    613    412    371    334    301    160    132    105
 1982    592    380    332    288    331    182    156    130
 1983    622    423    381    341    313    178    150    124
 1984    573    378    336    296    390    222    186    152
 1985    550    364    322    283    342    174    140    111
 1986    664    436    383    334    350    191    160    131
 1987    648    422    375    334    274    149    124    104
 1988    721    495    446    398    278    147    122     99
 1989    628    431    386    342    423    269    238    208
 1990    743    523    474    427    349    213    183    154
 1991    645    444    397    352    359    216    188    165
 1992    625    423    377    333    336    200    174    152
 1993    488    292    251    214    331    193    166    142
 1994    711    486    435    386    405    226    191    158
 1995    586    391    348    306    322    179    151    127
 1996    601    389    343    302    397    241    211    182
 1997    714    490    441    395    440    288    255    222
 1998    806    576    521    469    380    208    175    144
 1999    626    429    386    347    375    234    205    177
 2000    697    487    440    396    426    247    212    181
 2001    630    410    361    315    357    207    179    154
 2002    716    496    446    397    224    123    104     85
 2003    640    439    393    350    435    283    253    224
 2004    780    554    500    448    366    201    168    138
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  633.4  429.9  385.2  343.3  367.7  221.4  191.7  164.3
 STDV  112.6   86.0   79.9   74.0   91.4   68.1   63.0   58.5
