# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5796] MOUNT-PLEASANT
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5796 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1996    601    380    330    286    900    660    600    542
 1997    544    344    301    262    919    679    620    561
 1998    831    588    530    472    895    656    599    544
 1999    727    491    438    389    925    685    625    569
 2000    788    560    506    453    884    646    587    531
 2001    728    493    440    389    873    635    577    523
 2002    612    402    359    317    989    749    689    630
 2003    656    428    382    340    856    617    560    505
 2004    790    562    508    456    880    641    583    528
 2005    675    458    409    363   1012    772    712    652
     ****************************  ****************************
 MEAN  691.9  472.3  423.2  377.0  919.0  681.0  622.8  565.9
 STDV   97.3   85.5   81.2   76.6   62.0   60.8   60.0   58.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1025    777    715    653    970    722    660    599
 1952   1073    825    763    702    965    717    657    600
 1953   1069    821    759    699   1011    763    701    640
 1954   1105    857    795    733   1024    776    714    653
 1955   1148    900    838    776   1056    808    746    685
 1956   1031    783    721    659   1037    791    731    671
 1957   1120    872    810    748   1025    777    715    653
 1958    991    743    681    619   1009    765    705    645
 1959   1016    768    707    646   1088    840    778    716
 1960   1005    757    695    637   1046    798    736    675
 1961   1040    792    730    669   1023    775    714    653
 1962   1006    758    698    638   1014    766    704    644
 1963   1055    807    745    683    972    724    664    605
 1964   1077    829    767    706    917    674    617    563
 1965    992    744    682    621    923    677    617    559
 1966   1076    828    766    704    886    643    586    532
 1967    915    673    617    562    817    587    534    481
 1968   1045    799    738    677   1027    779    718    658
 1969   1095    847    785    723   1012    764    702    640
 1970   1052    804    742    681   1018    770    708    646
 1971    978    731    671    612    983    735    673    613
 1972   1045    797    737    677   1015    767    706    645
 1973   1068    820    758    696   1051    803    741    679
 1974   1094    846    784    722    946    698    636    574
 1975   1061    813    751    691   1061    813    751    689
 1976   1079    831    769    708    960    712    650    590
 1977   1128    880    818    756    990    742    680    619
 1978   1063    815    753    691   1012    764    703    643
 1979   1039    791    729    667   1014    766    705    645
 1980   1129    881    819    757   1109    861    799    737
 1981   1057    809    747    686   1002    754    692    630
 1982   1096    848    786    724    982    734    672    611
 1983   1151    903    841    779   1158    910    848    786
 1984   1017    769    707    645   1051    803    741    682
 1985   1070    822    760    698    956    708    646    585
 1986   1118    870    808    746    866    624    565    506
 1987   1095    847    785    723    957    709    648    589
 1988   1063    815    754    694   1047    801    742    683
 1989   1034    786    724    662    954    708    648    589
 1990    980    732    670    608    974    726    664    603
 1991   1036    788    726    664   1011    763    701    640
 1992    948    700    638    576    838    591    533    480
 1993   1037    789    727    665   1028    780    718    657
 1994   1007    759    697    635    946    698    636    579
 1995   1063    815    754    693   1131    883    821    759
 1996    996    748    686    625   1003    755    693    631
 1997   1054    806    745    684    976    728    666    605
 1998   1086    838    776    714   1083    835    773    711
 1999   1140    892    830    768   1001    753    691    629
 2000   1028    780    718    656   1094    846    784    722
 2001   1122    874    812    750   1052    804    742    680
 2002   1123    875    813    751   1035    787    725    663
 2003   1065    817    755    693   1070    822    760    698
 2004   1005    757    695    633    889    641    581    525
 2005   1078    830    768    706      0      0      0      0
     ****************************  ****************************
 MEAN 1056.2  808.3  746.6  685.3  983.4  740.7  680.7  621.7
 STDV   50.4   50.0   49.6   49.1  150.8  121.1  113.6  106.0

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    682    469    420    373    504    321    285    252
 1952    746    537    491    445    419    284    253    224
 1953    795    583    536    489    637    447    406    366
 1954    830    603    551    501    503    334    298    263
 1955    826    599    549    501    481    309    275    244
 1956    767    558    509    462    672    470    425    384
 1957    692    478    430    386    407    254    220    188
 1958    769    541    491    443    530    355    316    279
 1959    759    538    490    443    374    210    175    144
 1960    807    576    527    478    498    329    293    257
 1961    751    533    481    435    529    337    295    256
 1962    704    499    453    410    561    365    321    281
 1963    789    560    507    460    767    544    493    445
 1964    738    528    478    432    424    279    247    215
 1965    713    491    444    399    467    304    268    233
 1966    640    436    392    352    440    289    255    225
 1967    651    451    408    368    412    255    223    192
 1968    745    515    464    417    512    337    298    262
 1969    768    547    496    446    421    251    215    184
 1970    785    557    504    451    505    311    270    231
 1971    850    622    570    520    687    470    421    375
 1972    837    611    556    502    420    251    216    187
 1973    793    558    502    448    632    425    381    338
 1974    630    426    381    339    500    311    268    230
 1975    655    443    395    350    576    387    344    303
 1976    748    523    470    422    360    213    185    160
 1977    820    581    525    471    432    251    213    179
 1978    894    660    604    551    436    260    221    186
 1979    801    578    527    479    536    353    313    274
 1980    828    600    547    497    433    277    244    213
 1981    767    541    487    435    478    296    257    222
 1982    762    537    484    434    541    347    305    266
 1983    815    592    538    486    498    299    258    221
 1984    747    530    480    432    552    356    312    269
 1985    794    572    521    471    482    290    250    212
 1986    837    602    544    489    455    276    239    202
 1987    696    472    424    381    305    171    143    119
 1988    769    549    500    452    307    166    137    109
 1989    615    413    368    326    467    302    266    232
 1990    776    552    500    452    458    290    254    221
 1991    737    534    487    442    423    253    216    185
 1992    684    476    429    384    450    281    246    215
 1993    604    384    336    292    403    249    215    183
 1994    760    533    481    434    531    338    295    255
 1995    662    449    399    354    461    285    250    218
 1996    699    475    427    381    488    308    268    231
 1997    810    573    519    467    534    353    315    279
 1998    920    682    625    569    491    297    258    219
 1999    728    522    475    431    524    344    301    265
 2000    812    590    540    494    585    377    333    293
 2001    713    494    443    394    456    270    234    202
 2002    854    626    571    520    361    220    193    168
 2003    715    498    447    399    503    324    286    249
 2004    849    620    565    512    483    290    247    208
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  744.3  527.6  478.0  430.9  478.4  304.8  267.5  233.0
 STDV  123.6   95.7   89.0   82.3  108.9   82.0   75.8   69.9
