# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0157] ALLISON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0157 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1989    107     57     49     43    352    212    184    159
 1990    193    100     80     62    376    230    199    170
 1991    149     72     59     47    385    232    199    169
 1992    143     57     43     30    274    156    134    113
 1993     31      6      4      3    242    122    102     84
 1994    143     70     60     51    369    246    219    192
 1995    161     78     62     48    253    138    113     90
 1996     95     37     29     22    306    187    164    142
 1997    121     56     44     35    279    167    142    120
 1998    121     69     61     54    362    208    177    149
 1999    147     66     51     39    339    197    168    141
 2000    251    142    118     97    378    242    215    190
 2001     31      3      1      0    458    290    254    221
 2002     67     18     14     10    378    236    207    180
 2003    166     92     80     68    379    249    223    199
 2004    185     92     76     62    425    273    240    209
 2005    132     70     60     51    455    286    250    215
     ****************************  ****************************
 MEAN  108.8   51.5   42.0   33.9  342.3  208.0  180.6  155.4
 STDV   64.3   39.4   34.0   29.1   80.3   62.1   57.7   53.3

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    687    477    428    381    736    503    447    393
 1952    562    353    308    268    953    715    657    600
 1953    622    408    365    327    918    679    621    563
 1954    501    323    285    249    943    711    656    601
 1955    725    497    448    403    813    580    524    470
 1956    652    442    395    351    983    745    687    630
 1957    576    370    325    287    848    610    551    494
 1958    686    477    429    386    747    511    456    405
 1959    705    485    433    385    926    686    626    569
 1960    630    417    365    319    813    577    521    468
 1961    568    371    333    297    891    654    598    546
 1962    765    534    481    429    856    617    559    504
 1963    620    405    360    318    956    717    659    602
 1964    808    573    521    472    891    663    607    552
 1965    745    522    471    422    860    620    561    506
 1966    532    363    327    292    878    641    584    528
 1967    520    343    304    270    866    627    570    516
 1968    539    356    318    283    906    669    612    557
 1969    664    455    410    366    722    497    446    397
 1970    717    501    453    405    904    667    610    554
 1971    550    368    331    295   1010    770    710    652
 1972    706    490    441    394    849    621    569    517
 1973    570    362    315    276    942    702    642    582
 1974    561    362    317    278    829    592    536    483
 1975    751    524    472    424    909    669    610    554
 1976    610    402    357    317    913    674    615    557
 1977    857    620    564    511    920    683    626    571
 1978    659    449    403    360    895    660    602    548
 1979    621    419    374    331    893    657    598    541
 1980    686    477    432    389    864    627    571    517
 1981    559    367    326    287    854    614    555    500
 1982    695    469    415    362    712    485    435    389
 1983    468    290    256    224    850    617    562    511
 1984    534    345    306    270    909    669    609    549
 1985    741    508    457    409    786    552    498    447
 1986    649    429    381    334    924    685    627    569
 1987    797    569    520    474    974    734    676    618
 1988    822    589    538    490    965    727    669    612
 1989    648    444    399    358    871    637    582    529
 1990    556    353    309    270    908    674    616    559
 1991    745    526    475    426   1011    771    711    651
 1992    646    448    405    364    849    614    558    503
 1993    610    393    346    301    823    591    535    479
 1994    679    469    424    381    936    696    637    580
 1995    564    345    303    265    917    677    619    561
 1996    516    315    272    232    874    636    578    521
 1997    496    313    274    238    947    707    647    587
 1998    814    572    515    461    824    590    535    482
 1999    669    436    385    336    883    645    589    534
 2000    715    491    437    388    827    588    532    478
 2001    666    431    377    330    875    640    584    529
 2002    583    399    358    319    953    713    653    594
 2003    593    375    331    293    854    614    554    496
 2004    666    447    396    349    843    605    549    495
 2005    573    363    319    277    986    746    686    626
     ****************************  ****************************
 MEAN  643.6  433.3  387.1  344.1  883.4  646.7  589.6  534.1
 STDV   92.7   78.6   74.3   69.8   67.6   65.4   63.9   61.7

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    964    716    654    594    887    639    577    518
 1952   1042    794    733    672    903    655    598    541
 1953   1009    761    701    642    999    751    690    629
 1954   1057    809    747    685    946    698    637    577
 1955   1114    866    804    742   1057    809    747    686
 1956    959    711    649    587    974    728    669    612
 1957   1103    855    793    731    985    737    676    616
 1958    930    682    620    559    973    728    668    613
 1959    981    733    671    611   1081    833    771    709
 1960    987    739    677    616   1011    763    701    639
 1961    992    744    682    620   1002    754    692    630
 1962    945    697    636    576    971    723    662    602
 1963   1028    780    718    656    939    692    632    573
 1964   1084    836    774    713    916    674    617    562
 1965    978    730    668    606    898    654    594    536
 1966   1054    806    744    682    891    645    587    532
 1967    922    679    621    566    877    634    577    524
 1968    995    747    685    624    966    718    657    599
 1969   1023    775    713    652   1010    762    700    638
 1970    997    750    689    629    977    729    667    607
 1971    915    669    610    555    943    697    639    584
 1972    969    722    662    603    967    721    662    604
 1973   1043    795    733    671   1030    782    720    660
 1974   1099    851    789    727    922    675    615    556
 1975   1031    783    723    664   1022    774    712    651
 1976   1048    800    738    678    950    704    644    585
 1977   1028    780    718    658    855    613    555    502
 1978    965    717    656    595    956    708    648    590
 1979    973    725    663    601    923    677    617    560
 1980   1022    774    712    651    973    725    663    601
 1981    971    725    664    605    876    633    576    522
 1982   1007    759    697    635    904    661    603    548
 1983   1029    781    720    659   1058    810    748    686
 1984    952    706    645    584   1006    758    698    639
 1985    995    747    685    624    873    627    567    511
 1986   1071    823    761    699    861    620    562    505
 1987   1102    854    792    731    912    667    609    552
 1988   1027    779    718    657   1038    793    733    673
 1989   1044    796    734    672    992    744    683    623
 1990    987    739    677    616    982    734    672    611
 1991   1022    774    712    650    975    727    665    605
 1992    874    626    564    504    803    561    505    453
 1993    998    750    688    626    979    731    669    607
 1994    947    699    637    575    877    630    570    513
 1995   1007    759    698    638   1091    843    781    719
 1996    953    705    644    583    929    681    619    557
 1997   1013    765    703    642    910    662    600    539
 1998   1044    796    734    672   1015    767    705    643
 1999   1110    862    800    738    932    684    622    561
 2000    996    748    686    625    989    741    679    617
 2001   1062    814    752    690    985    737    675    613
 2002   1094    846    784    722    945    698    637    576
 2003   1000    752    690    628   1010    762    700    638
 2004    951    703    641    580    817    576    519    464
 2005   1049    801    739    677      0      0      0      0
     ****************************  ****************************
 MEAN 1010.2  762.5  700.9  640.0  937.5  695.4  636.2  578.4
 STDV   53.4   53.1   52.8   52.2  143.2  113.5  106.0   98.4

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    583    377    331    286    393    240    210    183
 1952    725    516    473    431    330    210    185    160
 1953    692    492    448    408    583    411    371    332
 1954    729    503    448    395    379    220    187    157
 1955    746    532    482    437    415    254    221    189
 1956    647    447    404    363    599    400    358    319
 1957    634    421    375    333    356    201    168    138
 1958    720    493    446    403    502    327    288    251
 1959    693    484    436    392    293    157    127    104
 1960    732    507    457    411    434    276    243    212
 1961    656    447    399    355    486    310    271    235
 1962    608    409    365    324    481    300    261    226
 1963    766    540    487    438    682    470    422    378
 1964    694    482    433    386    396    239    209    181
 1965    572    365    323    281    449    289    252    216
 1966    650    455    414    374    446    293    259    228
 1967    651    449    405    363    391    242    213    185
 1968    686    462    414    370    473    305    267    233
 1969    702    480    434    391    333    190    162    138
 1970    701    483    434    387    411    243    209    177
 1971    765    552    505    458    559    370    325    285
 1972    708    489    437    388    339    195    166    143
 1973    692    465    414    367    577    382    337    295
 1974    604    412    370    331    446    270    233    196
 1975    603    408    365    323    515    353    317    282
 1976    713    508    462    421    319    193    168    149
 1977    702    476    427    380    331    192    162    133
 1978    818    598    544    494    364    209    176    145
 1979    739    525    476    429    408    243    208    175
 1980    736    515    464    416    311    183    157    133
 1981    658    443    398    359    343    194    163    135
 1982    643    440    392    347    395    239    206    174
 1983    695    484    435    391    368    203    172    143
 1984    676    474    424    377    449    268    227    188
 1985    688    492    447    403    384    218    181    146
 1986    741    509    453    399    397    224    191    160
 1987    695    464    416    372    323    187    158    132
 1988    746    524    474    428    311    174    145    119
 1989    656    459    415    371    461    301    268    238
 1990    788    565    514    465    393    236    205    175
 1991    683    479    432    387    383    234    204    177
 1992    641    445    399    353    397    242    214    188
 1993    534    332    289    249    369    222    191    162
 1994    754    524    471    419    458    275    236    198
 1995    635    437    391    348    384    223    191    164
 1996    643    429    383    340    435    263    228    196
 1997    734    505    453    405    457    303    268    235
 1998    841    609    554    501    418    239    202    168
 1999    660    453    410    369    441    283    250    223
 2000    747    535    487    440    515    322    285    248
 2001    642    428    378    331    366    209    175    144
 2002    775    549    498    451    281    152    130    112
 2003    666    460    413    369    444    289    257    226
 2004    794    566    515    466    410    236    202    172
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  680.0  470.9  423.9  379.5  410.6  252.8  219.7  189.1
 STDV  111.8   84.4   77.9   72.1   98.9   74.4   68.6   62.9
