# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0133] ALGONA
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia0133
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1988  0.72  0.93  0.53  3.15  2.53  2.44  1.80  4.02  3.40  0.39  2.24  0.20 22.35
 1989  0.33  0.29  0.26  2.17  3.43  2.27  3.88  1.70  1.77  0.68  0.32  0.08 17.18
 1990  0.34  0.23  3.22  2.60  4.20  7.22  3.50  5.21  1.26  1.62  0.39  0.72 30.51
 1991  0.46  0.47  4.52  5.76  6.79  8.02  3.75  5.57  2.49  1.10  5.62  1.06 45.61
 1992  0.96  0.84  3.13  2.33  2.54  3.99  7.27  2.56  3.94  3.30  2.04  2.24 35.14
 1993  1.30  1.95  2.35  3.61  6.09  9.62  7.26  7.19  2.53  0.81  1.04  0.95 44.70
 1994  1.14  0.98  0.02  3.12  2.20 11.02  6.68  1.91  4.03  2.86  1.72  0.73 36.41
 1995  0.54  0.04  4.16  4.26  4.94  3.26  1.75  6.53  4.76  2.44  0.36  0.48 33.52
 1996  1.79  0.09  1.50  1.15  3.67  4.73  3.39  5.06  1.50  2.04  2.79  0.97 28.68
 1997  1.08  1.01  1.21  1.44  4.07  2.12  6.34  1.47  2.32  1.88  0.85  0.60 24.39
 1998  1.37  1.19  1.88  5.42  4.15  8.50  1.88  3.26  1.98  3.81  0.91  0.17 34.52
 1999  1.05  0.68  0.60  7.37  3.72  8.44  5.69  0.33  0.87  1.00  0.71  0.49 30.95
 2000  1.08  0.73  0.94  2.70  3.02  5.20  4.49  4.70  0.49  3.06  2.34  2.10 30.85
 2001  0.85  0.73  0.95  4.01  7.69  3.03  5.84  2.34  2.71  0.78  2.46  0.45 31.84
 2002  0.21  0.67  1.07  2.81  2.42  2.32  4.14  7.80  1.53  3.70  0.25  0.04 26.96
 2003  0.26  0.42  1.73  2.00  3.81  6.56  3.91  1.48  1.34  0.35  0.89  0.70 23.45
 2004  0.81  1.30  3.34  2.31  7.36  3.62  5.60  1.05  4.98  0.85  1.61  0.24 33.08
 2005  0.85  1.39  1.92  4.42  8.04  4.29  4.60 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.66  0.82  1.82  2.85  3.98  4.69  3.97  3.47  2.83  1.95  1.48  0.82 28.69
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
