# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3584] HAMPTON-2-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 20 7/12-->7/18      6.47   0.53   63(51)   22(18)   22(18)   11( 9)    5( 4)    0      123
 21 7/19-->7/25      2.73   0.51   47(45)   22(21)   19(18)   12(12)    4( 4)    0      104
 22 7/26-->8/1       4.52   0.50   46(44)   21(20)   27(26)    8( 8)    3( 3)    0      105
 23 8/2-->8/8        2.00   0.41   60(55)   16(15)   22(20)   12(11)    0( 0)    0      110
 24 8/9-->8/15       3.07   0.46   49(54)   15(17)   14(16)   10(11)    2( 2)    0       90
 25 8/16-->8/22      2.45   0.52   40(42)   19(20)   22(23)   12(13)    3( 3)    0       96
 26 8/23-->8/29      3.59   0.57   43(42)   16(16)   23(23)   18(18)    2( 2)    0      102
 27 8/30-->9/5       2.97   0.46   51(58)   13(15)   10(11)   12(14)    2( 2)    0       88
 28 9/6-->9/12       2.90   0.41   49(54)   19(21)   13(14)    6( 7)    3( 3)    0       90
 29 9/13-->9/19      4.25   0.41   55(54)   20(20)   17(17)    8( 8)    2( 2)    0      102
 30 9/20-->9/26      3.08   0.36   69(57)   24(20)   19(16)    6( 5)    2( 2)    0      120
 31 9/27-->10/3      1.62   0.34   43(49)   28(32)   12(14)    5( 6)    0( 0)    0       88
 32 10/4-->10/10     2.21   0.37   50(56)   18(20)   15(17)    6( 7)    1( 1)    0       90
 33 10/11-->10/17    2.15   0.32   50(58)   17(20)   14(16)    3( 3)    2( 2)    0       86
 34 10/18-->10/24    2.76   0.31   47(56)   21(25)   12(14)    3( 4)    1( 1)    0       84
 35 10/25-->10/31    2.15   0.28   53(60)   22(25)   11(12)    2( 2)    1( 1)    0       89
 36 11/1-->11/7      2.12   0.32   51(64)   13(16)    9(11)    5( 6)    2( 3)    0       80
 37 11/8-->11/14     1.27   0.24   42(64)   14(21)    8(12)    2( 3)    0( 0)    0       66
 38 11/15-->11/21    1.41   0.35   40(53)   13(17)   19(25)    3( 4)    0( 0)    0       75
 39 11/22-->11/28    1.09   0.19   58(74)   15(19)    4( 5)    1( 1)    0( 0)    0       78
 40 11/29-->12/5     1.45   0.18   59(75)   15(19)    4( 5)    1( 1)    0( 0)    0       79
 41 12/6-->12/12     0.98   0.20   49(74)    9(14)    8(12)    0( 0)    0( 0)    0       66
 42 12/13-->12/19    1.20   0.19   50(81)    5( 8)    6(10)    1( 2)    0( 0)    0       62
 43 12/20-->12/26    1.10   0.16   61(80)    9(12)    5( 7)    1( 1)    0( 0)    0       76
 44 12/27-->1/2      1.14   0.20   44(70)   12(19)    6(10)    1( 2)    0( 0)    0       63
 45 1/3-->1/9        1.40   0.18   48(79)    8(13)    3( 5)    2( 3)    0( 0)    0       61
 46 1/10-->1/16      0.90   0.16   53(83)    7(11)    4( 6)    0( 0)    0( 0)    0       64
 47 1/17-->1/23      1.29   0.15   59(84)    9(13)    1( 1)    1( 1)    0( 0)    0       70
 48 1/24-->1/30      0.92   0.12   79(90)    5( 6)    4( 5)    0( 0)    0( 0)    0       88
 49 1/31-->2/6       1.10   0.17   51(80)    8(13)    4( 6)    1( 2)    0( 0)    0       64
 50 2/7-->2/13       0.88   0.17   49(80)    7(11)    5( 8)    0( 0)    0( 0)    0       61
 51 2/14-->2/20      1.32   0.25   42(67)   12(19)    8(13)    1( 2)    0( 0)    0       63
 52 2/21-->2/27      0.83   0.16   62(81)    9(12)    6( 8)    0( 0)    0( 0)    0       77
 53 2/28-->2/29      0.53   0.18    5(71)    1(14)    1(14)    0( 0)    0( 0)    0        7
ANNUAL TOTALS        6.47   0.36 2970(58)  951(18)  704(13)  338( 6)   77( 1)    0     5040
