# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA0576] BEDFORD-1-NNW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia0576 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1015    767    706    645    982    735    674    613
 1952   1059    811    749    687    979    731    669    609
 1953   1064    816    754    692   1035    787    725    663
 1954   1164    916    854    792   1059    811    749    687
 1955   1180    932    870    808   1096    848    786    724
 1956   1050    802    740    678   1055    807    745    686
 1957   1156    908    846    784   1054    806    744    682
 1958   1008    760    698    636   1029    783    722    661
 1959    995    747    686    626   1091    843    781    719
 1960   1001    753    691    630   1034    786    724    662
 1961   1026    778    716    654    981    733    671    609
 1962   1031    783    721    660   1009    761    700    639
 1963   1069    821    759    697    995    747    686    626
 1964   1087    839    777    716    924    684    628    574
 1965   1042    794    732    670    962    714    652    593
 1966   1110    862    800    738    889    645    585    529
 1967    963    718    659    602    948    712    657    602
 1968   1052    805    744    685   1020    772    711    651
 1969   1112    864    802    740   1050    802    740    678
 1970   1041    793    732    672   1052    804    742    683
 1971    975    734    675    617    969    724    664    605
 1972   1018    774    714    655    978    731    670    610
 1973   1034    786    724    662   1034    786    724    665
 1974   1088    840    779    718    938    693    635    581
 1975   1058    812    752    693   1072    824    762    701
 1976   1055    807    746    686   1010    763    704    645
 1977   1115    867    805    743   1010    762    700    638
 1978   1074    826    764    702   1002    754    692    631
 1979   1022    774    712    650   1003    755    693    632
 1980   1153    905    843    781   1102    854    792    730
 1981   1073    825    763    701    979    731    669    609
 1982   1082    834    772    710    978    730    668    608
 1983   1127    879    817    755   1152    904    842    780
 1984   1025    777    715    653   1062    814    752    691
 1985   1061    813    751    689    909    661    599    537
 1986   1143    895    833    771    923    678    618    559
 1987   1121    873    811    749   1006    758    696    635
 1988   1104    856    794    732   1106    859    799    740
 1989   1087    839    777    715   1022    776    716    656
 1990   1052    804    742    680   1010    762    700    639
 1991   1075    827    765    703   1026    778    716    655
 1992    989    741    679    617    876    629    569    511
 1993   1071    823    761    699   1057    809    747    686
 1994   1006    758    696    634   1000    752    691    631
 1995   1076    828    766    704   1152    904    842    780
 1996   1024    776    714    653   1016    768    706    644
 1997   1074    826    765    704    960    712    650    588
 1998   1078    830    768    706   1059    811    749    687
 1999   1099    851    789    727    982    734    672    610
 2000   1041    793    731    669   1074    826    764    702
 2001   1121    873    811    749   1047    799    737    675
 2002   1124    876    814    752   1025    777    715    653
 2003   1080    832    770    708   1092    844    782    720
 2004    959    711    649    587    859    612    551    492
 2005   1064    816    754    692      0      0      0      0
     ****************************  ****************************
 MEAN 1065.0  817.3  755.6  694.1  995.2  752.5  692.3  633.0
 STDV   50.6   50.1   49.9   49.4  150.2  120.3  113.0  105.6

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    626    417    368    325    456    293    260    229
 1952    823    601    550    502    479    345    314    283
 1953    822    604    555    510    688    492    449    407
 1954    888    654    597    546    525    334    295    258
 1955    853    623    570    520    561    388    350    313
 1956    805    589    540    494    707    495    448    406
 1957    710    490    441    398    424    248    211    180
 1958    828    597    543    492    573    389    347    308
 1959    720    510    464    420    362    212    178    149
 1960    776    561    512    463    506    325    291    260
 1961    657    449    402    361    503    330    294    260
 1962    695    490    444    399    586    393    351    310
 1963    801    575    523    473    752    538    493    449
 1964    778    566    515    466    470    329    298    267
 1965    706    494    448    405    554    392    355    320
 1966    663    456    408    366    511    352    315    279
 1967    690    478    428    384    470    297    259    226
 1968    753    536    485    436    578    395    354    315
 1969    801    570    516    464    423    264    231    201
 1970    772    556    505    454    446    274    238    202
 1971    800    586    538    491    618    420    376    334
 1972    793    571    518    467    399    250    219    190
 1973    745    514    460    409    590    393    352    312
 1974    652    460    418    379    521    338    297    258
 1975    628    422    378    336    551    389    351    315
 1976    768    551    501    453    351    214    189    166
 1977    816    581    528    476    441    267    228    192
 1978    864    635    581    530    431    281    248    216
 1979    776    551    502    455    502    327    289    253
 1980    807    584    532    482    437    288    258    231
 1981    790    564    510    457    432    247    209    175
 1982    760    537    486    436    504    319    280    244
 1983    848    627    574    523    455    273    237    202
 1984    751    541    489    439    494    308    266    225
 1985    737    527    478    432    474    277    236    203
 1986    886    651    595    539    477    280    239    204
 1987    769    540    490    441    341    204    174    146
 1988    808    578    525    475    347    210    181    153
 1989    653    450    404    359    514    335    297    261
 1990    867    645    592    542    468    296    260    227
 1991    794    588    539    493    498    330    296    264
 1992    726    514    466    418    471    292    260    230
 1993    604    387    340    298    430    262    225    191
 1994    791    569    517    468    521    322    279    237
 1995    739    523    473    426    458    294    258    222
 1996    685    465    417    369    502    320    281    245
 1997    778    547    497    449    477    312    277    245
 1998    899    659    600    543    480    307    271    235
 1999    671    465    419    379    447    293    261    233
 2000    758    544    496    451    559    351    307    265
 2001    681    466    413    363    412    248    212    179
 2002    813    581    527    475    321    198    171    148
 2003    658    461    414    368    498    339    304    272
 2004    828    597    541    490    458    279    240    203
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  747.5  532.7  483.1  436.2  481.0  311.8  275.6  241.8
 STDV  125.5   97.7   91.0   84.5  107.2   82.3   77.1   71.9
