# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7678] SIGOURNEY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia7678
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1992  0.94  1.85  1.65  3.80  0.46  0.90 13.78  4.01  9.00  0.62  6.83  1.76 45.60
 1993  1.94  1.36  3.73  5.42  7.48  9.28 10.38 10.24  4.18  0.55  1.08  0.72 56.36
 1994  0.84  2.10  0.38  1.40  2.20  5.59  3.60  5.11  2.69  0.89  3.34  1.36 29.50
 1995  0.95  0.45  2.15  5.55  6.29  4.33  3.43  4.23  3.70  1.57  2.24  0.38 35.27
 1996  2.58  0.50  1.76  1.23 11.91  2.40  1.00  2.74  3.20  3.54  1.14  0.33 32.33
 1997  0.81  3.48  1.70  1.36  5.43  6.32  1.84  4.77  4.03  4.87  0.96  1.63 37.20
 1998  1.01  1.44  3.94  3.13  5.02  7.75  3.27  9.01  3.86  7.39  1.88  0.85 48.55
 1999  1.51  0.97  1.52  5.99  4.41  5.56  1.86  4.56  1.92  1.41  1.39  0.72 31.82
 2000  1.13  1.03  0.93  4.07  3.12  9.45  3.00  3.21  4.81  2.21  1.70  1.81 36.47
 2001  1.85  4.07  2.83  3.60  7.15  5.83  1.44  3.17  2.28  3.92  0.40  0.95 37.49
 2002  0.61  0.84  1.38  4.36  5.86  3.31  3.47  2.62  0.84  3.09  0.13  0.04 26.55
 2003  0.52  0.63  0.63  3.84  3.61  3.96  4.27  0.58  3.45  1.11  4.43  2.61 29.65
 2004  1.34  1.15  4.18  1.14  5.03  2.10  5.10  4.46  0.65  3.28  1.88  1.08 31.39
 2005  1.82  1.47  1.59  2.85  1.76  3.36  1.84 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.99  0.96  2.15  3.42  4.23  4.15  4.13  4.00  3.58  2.70  2.25  1.14 33.20
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
