# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA4502] KNOXVILLE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia4502 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1981   1084    836    774    712   1017    769    707    645
 1982   1111    863    801    739   1011    763    701    639
 1983   1153    905    843    781   1181    933    871    809
 1984   1083    835    773    711   1095    847    785    723
 1985   1083    835    773    711    971    723    661    599
 1986   1155    907    845    783    939    693    632    573
 1987   1134    886    824    762    968    720    658    596
 1988   1099    851    789    728   1086    840    780    721
 1989   1090    842    780    718   1029    782    721    661
 1990   1031    783    721    659   1047    799    737    675
 1991   1072    824    762    700   1019    771    709    647
 1992    950    702    640    578    862    614    556    499
 1993   1050    802    740    678   1047    799    737    675
 1994   1007    759    697    635    969    721    660    599
 1995   1072    824    762    701   1144    896    834    772
 1996   1021    773    711    649   1015    767    705    643
 1997   1066    818    756    695    958    710    648    586
 1998   1097    849    787    725   1068    820    758    696
 1999   1128    880    818    756    969    721    659    597
 2000   1020    772    710    648   1061    813    751    689
 2001   1103    855    793    731   1027    779    717    655
 2002   1113    865    803    741    993    745    683    621
 2003   1056    808    746    684   1081    833    771    709
 2004    982    734    672    610    868    620    560    501
 2005   1063    815    753    691      0      0      0      0
     ****************************  ****************************
 MEAN 1071.2  823.2  761.4  699.8  995.7  752.6  692.2  632.4
 STDV   50.6   50.6   50.4   50.1  150.4  120.7  113.4  106.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    675    460    413    368    490    313    277    244
 1952    775    558    509    463    411    279    249    221
 1953    811    587    536    489    673    472    429    387
 1954    852    619    563    508    487    307    269    233
 1955    849    621    568    518    498    324    285    250
 1956    769    548    500    454    686    471    423    378
 1957    664    445    395    351    412    240    203    170
 1958    757    535    483    437    538    364    325    288
 1959    717    506    458    412    336    185    152    124
 1960    783    556    504    455    495    313    279    245
 1961    714    494    444    394    533    343    301    261
 1962    699    489    442    397    540    352    308    266
 1963    809    578    522    468    799    567    514    465
 1964    740    519    468    420    448    283    249    218
 1965    657    443    397    353    506    333    295    258
 1966    655    450    407    368    467    316    281    248
 1967    714    496    447    402    451    290    256    225
 1968    758    523    467    416    542    361    321    282
 1969    792    558    502    450    426    261    226    195
 1970    779    553    500    450    466    278    239    204
 1971    841    614    563    514    640    427    380    336
 1972    813    590    537    484    395    233    200    172
 1973    778    543    487    431    633    428    381    337
 1974    623    423    379    339    480    294    254    219
 1975    611    410    364    319    562    380    341    303
 1976    720    501    455    413    351    202    175    152
 1977    777    544    490    437    394    227    194    164
 1978    909    670    614    560    440    269    234    199
 1979    836    604    551    503    515    338    299    262
 1980    846    616    561    509    425    268    237    208
 1981    815    586    532    479    457    281    243    209
 1982    770    549    497    447    504    308    263    225
 1983    826    603    549    498    463    274    238    206
 1984    743    528    477    429    525    326    282    241
 1985    792    574    522    473    473    279    238    205
 1986    876    641    583    526    485    289    245    206
 1987    739    502    450    401    356    203    173    145
 1988    789    555    502    452    327    183    154    126
 1989    671    459    412    368    513    337    298    260
 1990    828    600    547    495    453    284    247    214
 1991    768    561    510    462    453    284    247    215
 1992    703    484    436    389    451    278    244    212
 1993    592    375    328    282    408    242    207    177
 1994    790    563    511    459    504    313    269    228
 1995    693    478    428    380    442    267    231    198
 1996    684    464    416    370    485    306    268    232
 1997    779    545    492    441    472    304    271    239
 1998    894    655    598    541    465    281    244    208
 1999    669    463    417    375    435    277    246    218
 2000    776    556    506    460    576    369    326    286
 2001    687    470    417    364    407    243    208    177
 2002    816    585    531    480    350    214    186    160
 2003    689    482    433    385    492    323    288    256
 2004    848    613    556    501    449    263    225    190
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  744.7  526.3  475.9  428.0  472.4  299.0  262.1  228.1
 STDV  125.6   97.4   90.5   83.8  108.8   82.4   76.3   70.2
