# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2110] DECORAH-2-N
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 THESE ARE THE MONTHLY PRECIP TOTALS 1951-2006 FOR STATION # ia2110
 YEAR   JAN   FEB  MARCH APRIL  MAY  JUNE  JULY AUGUST SEPT   OCT   NOV   DEC   ANN
 1983  0.55  1.27  1.58  2.62  5.95  6.02  4.88  5.84  3.38  4.02  3.74  1.09 40.94
 1984  0.29  0.35  1.42  4.85  3.78  4.90  2.59  2.62  1.48  3.72  2.23  1.43 29.66
 1985  0.86  0.79  1.56  3.03  2.05  1.97  1.51  4.79  9.04  1.66  3.32  1.16 31.74
 1986  0.25  0.81  1.17  3.04  4.14  4.51  3.00  2.82  9.60  3.36  0.58  0.44 33.72
 1987  0.50  0.00  2.11  3.58  2.67  4.69  4.42  4.99  1.93  0.30  2.13  2.00 29.32
 1988  0.88  0.26  1.55  2.47  1.22  0.59  3.20  4.74  4.08  0.59  2.97  0.39 22.94
 1989  0.15  0.26  1.06  2.77  2.72  1.44  1.88  4.45  2.94  2.49  0.71  0.37 21.24
 1990  1.03  0.48  3.83  2.63  4.70  7.90  3.66  7.21  1.84  2.21  0.70  2.08 38.27
 1991  0.77  0.15  2.93  6.86  7.71  2.17  2.24  3.15  5.44  2.59  4.90  1.45 40.36
 1992  1.01  0.72  2.12  4.10  1.54  3.89  6.44  1.94  5.48  1.20  4.85  1.12 34.41
 1993  1.27  1.10  2.04  6.09  3.37 11.80  8.82  8.61  2.22  1.58  1.15  0.39 48.44
 1994  1.72  1.71  0.17  3.14  1.46  3.76  4.66  3.38  3.70  2.78  2.29  0.87 29.64
 1995  0.65  0.01  2.80  4.07  4.57  2.84  5.21  5.21  2.31  2.75  2.12  0.42 32.96
 1996  2.45  0.32  2.09  1.60  2.87  8.76  1.16  2.81  1.83  4.01  4.54  1.02 33.46
 1997  1.12  5.89  2.40  2.49  2.94  3.22  5.46  3.93  3.63  3.52  0.28  0.54 35.42
 1998  1.06  2.69  3.04  3.14  3.63  8.35  2.25  5.92  1.46  4.25  1.45  0.13 37.37
 1999  1.46  0.78  0.66  6.45  4.27  2.81  9.85  3.83  1.35  1.06  1.74  0.66 34.92
 2000  0.74  0.58  0.76  1.28  5.20 11.68  5.36  6.32  1.07  1.36  2.14  2.08 38.57
 2001  0.97  1.30  1.05  3.47  5.00  3.85  0.98  2.57  6.28  1.93  1.19  0.72 29.31
 2002  0.31  1.48  1.62  3.00  4.46  4.94  6.73  3.79  2.43  2.67  0.34  0.27 32.04
 2003  0.60  0.48  1.34  2.31  4.18  3.76  1.75  0.91  2.31  0.70  3.36  0.50 22.20
 2004  0.48  1.38  4.19  1.83 12.13  4.76  8.70  5.72  2.32  2.40  1.96  0.62 46.49
 2005  1.68  1.11  1.01  1.86  5.35  4.47  5.90 -9.99 -9.99 -9.99 -9.99 -9.99      
 MEAN  0.82  0.94  1.88  3.38  4.09  4.62  4.48  4.12  3.37  2.18  1.83  1.01 32.10
 PRECIPITATION MEANS AND TOTALS ARE BASED ON DATA AVAILABLE
 NO ATTEMPT WAS MADE TO ESTIMATE MISSING PRECIPITATION DATA
 *****************************************************************************************
 *****************************************************************************************
