# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA1833] CORNING
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia1833 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1999    163     88     71     56    346    194    167    142
 2000    259    145    123    102    359    223    195    171
 2001     46     16     12      8    463    303    269    240
 2002    144     73     59     46    371    230    202    177
 2003    208    125    110     97    420    277    247    219
 2004    218    118     96     77    421    265    231    201
 2005    177     91     71     55    449    284    246    209
     ****************************  ****************************
 MEAN  160.3   86.1   72.2   59.7  372.0  230.8  201.6  174.7
 STDV   65.7   43.9   39.1   34.3   74.9   58.3   54.1   49.7

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    680    462    410    361    753    520    464    410
 1952    637    421    372    324   1031    791    731    672
 1953    618    412    367    325   1002    762    703    644
 1954    549    358    318    280    966    728    670    613
 1955    752    511    456    408    830    593    537    484
 1956    744    522    472    426    980    746    688    630
 1957    615    395    346    302    864    627    568    511
 1958    718    496    446    398    823    589    533    478
 1959    712    483    431    380    926    686    627    569
 1960    625    415    370    326    816    577    518    462
 1961    573    363    320    278    868    628    572    519
 1962    885    642    582    526    886    647    588    531
 1963    690    461    407    357   1001    761    701    641
 1964    800    559    506    453    878    642    586    531
 1965    794    563    509    455    854    618    559    502
 1966    572    389    353    318    845    612    558    504
 1967    518    343    306    272    831    591    534    478
 1968    517    328    291    258    907    668    610    553
 1969    659    450    403    357    746    523    472    424
 1970    758    534    484    436    873    633    573    516
 1971    529    342    301    262   1008    768    708    648
 1972    644    430    385    341    845    615    559    505
 1973    564    368    326    287    896    656    598    543
 1974    621    423    380    340    784    551    501    452
 1975    695    490    446    402    841    609    554    505
 1976    554    377    341    307    843    610    555    502
 1977    813    577    520    468    877    645    591    538
 1978    573    381    338    299    858    628    574    522
 1979    630    439    398    358    836    604    548    495
 1980    655    456    415    376    884    646    590    536
 1981    561    380    340    302    932    692    632    573
 1982    644    423    373    327    710    492    444    401
 1983    501    315    281    249    874    647    594    541
 1984    545    351    310    273    943    704    645    586
 1985    714    490    442    396    782    551    500    454
 1986    687    460    410    362    964    724    664    604
 1987    773    537    484    436    960    721    664    607
 1988    784    546    494    448    979    743    685    627
 1989    627    431    387    345    826    591    536    482
 1990    513    319    275    235    922    685    627    569
 1991    765    540    487    436    971    731    671    611
 1992    633    427    384    342    817    580    522    466
 1993    613    390    342    297    829    593    536    483
 1994    649    445    401    360    924    684    624    564
 1995    482    279    240    205    862    623    566    511
 1996    554    339    293    250    894    659    602    546
 1997    484    309    272    239    920    681    622    566
 1998    792    551    495    440    826    590    536    483
 1999    614    396    348    303    866    628    570    513
 2000    740    515    461    413    853    615    558    504
 2001    643    419    373    331    831    595    538    482
 2002    553    364    324    285    974    734    674    615
 2003    563    346    305    270    809    573    517    464
 2004    692    473    421    374    795    559    502    449
 2005    602    393    350    312    988    748    688    628
     ****************************  ****************************
 MEAN  644.0  433.2  387.1  343.8  880.1  643.9  587.0  531.8
 STDV   95.8   80.4   75.3   70.2   72.6   69.8   67.9   65.1

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951   1001    753    691    630    990    742    681    620
 1952   1043    795    733    671    941    693    632    572
 1953   1065    817    755    693   1010    762    700    639
 1954   1154    906    844    782   1031    783    721    659
 1955   1167    919    857    795   1090    842    780    718
 1956   1018    770    708    646   1025    777    718    659
 1957   1145    897    835    773   1045    797    735    673
 1958    950    702    640    579    993    750    690    630
 1959    988    740    679    619   1095    847    785    723
 1960    978    730    669    608   1003    755    693    631
 1961   1032    784    722    660    993    745    683    621
 1962   1012    764    703    642   1007    759    698    637
 1963   1099    851    789    727    978    730    668    607
 1964   1091    843    781    719    881    638    579    522
 1965    955    708    647    587    878    636    577    521
 1966   1098    850    788    726    899    655    596    539
 1967    948    704    646    589    910    667    610    556
 1968   1016    769    708    649    984    736    674    613
 1969   1061    813    751    689   1030    782    720    658
 1970   1042    794    735    676   1028    780    718    656
 1971    974    731    671    611    945    702    643    584
 1972    997    752    691    631    950    706    645    587
 1973    999    751    689    627   1025    777    715    653
 1974   1073    825    763    702    920    674    615    558
 1975    965    723    666    610   1058    810    748    687
 1976    994    748    689    631    975    728    668    609
 1977   1062    815    754    694    918    670    609    550
 1978    998    750    688    627    964    718    658    600
 1979    967    719    657    595    916    669    610    554
 1980   1092    844    782    721   1009    761    699    637
 1981   1043    795    733    671    915    670    611    554
 1982    983    735    673    613    817    585    533    483
 1983   1095    847    785    723   1097    849    787    725
 1984    995    747    685    625   1016    771    711    651
 1985   1012    764    702    640    826    580    522    468
 1986   1079    831    769    707    851    612    554    499
 1987   1067    819    757    695    920    672    612    553
 1988   1041    793    731    670   1064    822    764    707
 1989   1064    816    754    692    978    730    670    613
 1990   1006    758    696    634    996    748    686    624
 1991   1027    779    717    655    985    737    675    613
 1992    930    682    620    558    812    568    512    461
 1993   1013    765    703    641   1010    762    700    639
 1994    958    710    648    586    918    671    611    554
 1995   1044    796    735    674   1119    871    809    747
 1996    977    729    667    606    972    724    662    600
 1997   1048    800    739    679    969    721    659    597
 1998   1081    833    771    709   1045    797    735    673
 1999   1107    859    797    735    960    712    650    589
 2000   1013    765    703    641   1076    828    766    704
 2001   1096    848    786    724   1026    778    716    654
 2002   1110    862    800    738   1003    755    693    631
 2003   1051    803    741    679   1064    816    754    692
 2004    945    697    635    573    847    602    543    490
 2005   1078    830    768    706      0      0      0      0
     ****************************  ****************************
 MEAN 1033.6  786.0  724.5  663.3  959.6  717.7  658.2  599.9
 STDV   56.4   55.9   55.6   55.1  150.7  121.7  114.3  106.5

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    632    418    370    323    435    275    242    211
 1952    804    582    530    480    406    273    243    215
 1953    778    568    521    475    649    450    407    365
 1954    840    608    554    503    450    268    230    196
 1955    828    599    547    496    505    332    293    257
 1956    762    542    492    445    659    448    403    361
 1957    638    423    374    331    399    221    185    150
 1958    767    539    488    439    519    343    300    262
 1959    705    490    440    392    331    181    147    119
 1960    739    527    478    430    453    286    252    219
 1961    649    442    395    350    488    312    273    238
 1962    674    466    418    372    528    339    297    258
 1963    773    538    482    427    766    532    477    425
 1964    728    509    458    407    432    270    236    205
 1965    590    385    345    308    500    333    297    261
 1966    671    468    426    385    543    378    340    303
 1967    657    451    402    357    416    266    232    201
 1968    686    467    420    375    488    321    285    251
 1969    726    504    452    403    363    225    199    176
 1970    730    515    466    420    418    259    225    193
 1971    756    547    498    452    594    405    361    319
 1972    766    547    496    446    369    232    203    177
 1973    687    464    410    362    532    358    322    287
 1974    586    404    366    332    451    287    252    219
 1975    577    392    352    315    501    350    316    282
 1976    701    492    448    406    324    200    176    156
 1977    737    512    465    419    368    216    183    154
 1978    826    602    551    501    404    266    235    204
 1979    696    519    478    438    452    309    277    246
 1980    696    496    451    410    382    264    238    213
 1981    698    493    447    408    397    253    222    193
 1982    652    439    393    352    475    303    267    232
 1983    730    530    487    444    406    254    222    191
 1984    673    474    428    385    442    276    238    206
 1985    670    469    424    381    403    244    211    180
 1986    815    586    531    477    417    238    202    168
 1987    701    473    425    380    320    191    163    137
 1988    764    543    493    447    341    201    170    143
 1989    636    439    395    351    463    302    268    237
 1990    828    609    559    509    431    276    243    213
 1991    739    542    494    450    428    275    244    218
 1992    654    453    410    367    441    279    248    220
 1993    548    346    303    263    393    234    202    172
 1994    721    506    458    413    491    315    272    230
 1995    663    459    412    365    413    262    230    200
 1996    643    433    390    349    442    285    250    216
 1997    775    546    495    448    479    315    282    252
 1998    908    671    613    557    488    311    275    240
 1999    665    463    417    374    444    295    264    236
 2000    771    555    507    462    563    360    319    280
 2001    680    466    416    367    425    262    225    192
 2002    782    561    512    464    321    193    167    145
 2003    654    460    416    372    493    331    299    267
 2004    816    586    536    487    453    277    238    202
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  701.7  493.1  446.1  401.3  445.3  286.0  251.8  219.9
 STDV  121.1   93.7   87.2   80.7  104.2   77.3   71.3   65.4
