# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8568] VINTON
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8568 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1967    930    687    631    577    846    607    550    496
 1968   1008    760    699    639    960    712    651    594
 1969   1033    785    723    661    997    749    687    625
 1970   1001    754    696    639    948    701    642    583
 1971    935    692    634    576    926    682    626    571
 1972    985    740    681    623    977    730    670    610
 1973    971    723    662    601   1032    784    722    660
 1974   1056    808    746    684    908    662    603    547
 1975   1014    767    708    650    995    748    687    626
 1976   1010    763    702    643    940    695    639    584
 1977   1018    770    710    651    891    647    589    533
 1978    981    733    671    610    957    716    658    603
 1979   1017    769    707    647    965    718    658    599
 1980   1079    831    769    707   1035    787    725    663
 1981    981    735    675    615    928    680    620    562
 1982    974    726    664    603    861    626    572    519
 1983   1083    835    773    712   1067    819    757    696
 1984    956    708    646    584    983    739    680    623
 1985    979    731    669    608    862    617    559    503
 1986   1074    826    764    702    854    614    554    496
 1987   1089    841    779    718    945    698    639    582
 1988   1060    812    750    689   1066    823    764    705
 1989   1040    792    730    668    963    717    657    597
 1990    992    744    682    620    987    739    677    616
 1991   1031    783    721    660    987    739    677    616
 1992    902    654    592    532    810    565    507    455
 1993    999    751    689    627    986    738    676    615
 1994    949    701    639    577    878    631    572    515
 1995   1026    779    718    658   1116    868    806    744
 1996    943    696    635    574    942    694    632    570
 1997   1019    771    710    651    925    677    615    555
 1998   1026    778    716    654   1036    788    726    664
 1999   1102    854    792    730    936    688    626    564
 2000    986    738    676    615    999    751    689    627
 2001   1063    815    753    691   1002    754    692    631
 2002   1083    835    773    711    956    709    648    587
 2003   1012    764    702    640   1015    767    705    643
 2004    946    698    636    575    821    584    528    475
 2005   1051    803    741    680      0      0      0      0
     ****************************  ****************************
 MEAN 1015.4  767.7  706.4  645.7  942.6  701.1  642.2  584.6
 STDV   52.6   52.3   51.8   51.2  144.9  115.3  107.9  100.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    608    402    358    315    457    289    257    226
 1952    727    521    478    436    375    250    220    193
 1953    733    528    485    443    595    424    385    347
 1954    779    557    503    451    442    282    246    213
 1955    774    560    510    466    465    300    265    232
 1956    690    480    434    393    601    406    366    330
 1957    662    448    402    359    392    237    202    169
 1958    745    521    473    427    527    353    313    273
 1959    716    504    457    413    319    168    137    110
 1960    746    531    482    434    418    269    236    204
 1961    699    488    440    394    468    290    251    216
 1962    629    424    380    337    505    319    280    242
 1963    752    523    470    418    729    505    455    406
 1964    695    483    433    385    398    247    214    183
 1965    620    407    362    320    424    264    227    193
 1966    640    435    393    354    412    266    233    201
 1967    627    432    390    350    398    246    217    189
 1968    681    465    420    375    472    308    271    235
 1969    711    492    442    397    370    216    188    163
 1970    690    481    433    388    426    260    224    191
 1971    789    574    526    480    598    406    360    315
 1972    741    522    471    423    359    207    177    153
 1973    722    499    451    405    591    400    360    321
 1974    603    411    371    332    449    279    243    210
 1975    586    389    345    304    540    378    342    307
 1976    694    498    456    417    332    200    175    156
 1977    749    519    466    418    388    229    198    168
 1978    797    581    530    483    382    240    208    177
 1979    760    548    502    458    464    296    260    227
 1980    761    538    485    436    358    215    187    161
 1981    693    477    428    382    379    216    183    154
 1982    617    429    385    344    403    259    227    196
 1983    714    503    455    408    406    229    193    161
 1984    677    478    432    389    461    279    238    198
 1985    733    525    478    432    397    228    192    160
 1986    783    552    496    444    425    244    208    175
 1987    697    470    423    379    340    195    165    136
 1988    760    548    499    451    311    173    145    119
 1989    642    448    403    359    460    301    266    232
 1990    777    559    511    464    422    256    221    189
 1991    692    490    444    399    396    236    202    173
 1992    637    436    390    344    390    230    201    176
 1993    559    352    308    267    407    245    210    176
 1994    736    510    459    409    481    298    256    219
 1995    643    439    393    350    401    238    205    176
 1996    659    447    400    357    449    272    233    197
 1997    744    515    462    413    462    302    267    234
 1998    846    614    558    506    443    265    225    188
 1999    690    491    446    405    458    297    263    233
 2000    766    551    502    456    539    347    309    272
 2001    658    448    399    354    394    234    202    171
 2002    794    571    520    473    320    178    152    128
 2003    669    459    411    365    436    285    253    222
 2004    805    579    529    480    428    252    215    181
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  693.0  484.6  437.8  393.5  430.2  269.2  235.1  203.2
 STDV  113.8   86.6   80.2   74.3   99.0   75.5   70.0   64.4
