# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA7664] SIBLEY-5-NNE
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia7664 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1960    609    411    367    326    786    551    498    446
 1961    500    318    279    242    817    595    543    494
 1962    728    505    454    406    799    562    506    453
 1963    612    412    369    331    948    709    651    595
 1964    725    512    466    423    859    635    581    527
 1965    703    487    436    391    855    618    562    509
 1966    544    382    345    312    841    608    555    504
 1967    487    324    291    260    794    562    507    455
 1968    479    307    270    235    873    645    593    541
 1969    660    448    400    357    674    460    413    367
 1970    680    475    427    381    897    663    608    554
 1971    566    380    341    303    954    715    656    597
 1972    643    435    387    342    847    614    559    507
 1973    573    381    339    304    876    638    583    530
 1974    550    363    323    287    798    573    520    471
 1975    704    483    437    394    816    587    533    480
 1976    578    397    358    322    829    594    542    492
 1977    708    501    454    414    778    550    498    453
 1978    586    395    352    312    800    581    531    483
 1979    518    342    308    279    840    610    555    500
 1980    647    458    418    378    881    645    587    533
 1981    562    374    334    298    825    589    532    480
 1982    581    368    323    283    663    441    394    350
 1983    422    276    244    214    754    532    483    434
 1984    459    300    268    238    789    553    498    444
 1985    641    432    389    353    673    456    411    371
 1986    541    337    292    251    845    605    546    490
 1987    700    477    430    386    885    651    596    543
 1988    741    527    480    436    944    704    646    588
 1989    564    379    341    306    779    552    501    451
 1990    466    284    246    210    825    596    540    488
 1991    637    437    391    346    906    666    606    547
 1992    583    396    357    321    736    505    451    399
 1993    459    278    242    208    665    438    386    336
 1994    634    438    395    356    839    599    540    483
 1995    422    249    215    184    820    589    535    482
 1996    406    231    197    166    822    588    532    478
 1997    395    241    208    178    857    617    557    499
 1998    720    492    441    394    698    473    420    370
 1999    599    382    339    299    770    534    481    430
 2000    630    415    370    328    736    504    449    399
 2001    562    346    302    262    800    561    505    453
 2002    449    297    263    230    901    662    604    549
 2003    490    299    262    228    762    527    471    419
 2004    512    323    284    246    704    475    423    373
 2005    502    313    275    241    881    642    583    526
     ****************************  ****************************
 MEAN  579.4  386.5  345.1  307.0  816.0  584.5  530.3  478.4
 STDV   93.3   77.7   73.4   69.6   78.6   74.3   71.7   68.8

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    895    647    588    529    851    606    547    490
 1952    972    730    671    615    895    651    593    537
 1953    972    726    667    610    957    709    647    587
 1954   1031    783    721    660    916    668    607    549
 1955   1101    853    791    729   1027    781    721    663
 1956    898    650    590    533    897    662    606    551
 1957   1066    818    756    694    909    664    604    546
 1958    919    676    617    559    971    728    670    613
 1959    954    710    653    598   1049    801    739    679
 1960    966    722    665    608    983    735    675    617
 1961    944    696    636    578    951    704    643    584
 1962    915    671    611    554    911    666    608    550
 1963   1027    779    717    655    929    684    626    571
 1964   1066    818    756    694    847    609    552    500
 1965    972    726    665    606    874    632    574    519
 1966   1048    800    738    677    822    586    531    481
 1967    923    681    624    568    870    640    586    533
 1968    978    732    672    613    943    698    641    585
 1969   1017    770    709    648    962    715    654    594
 1970    989    743    683    624    957    714    658    602
 1971    895    657    601    545    909    671    615    562
 1972    943    698    640    582    902    660    602    544
 1973    985    737    675    613   1003    755    695    636
 1974   1051    805    745    686    835    593    538    487
 1975   1020    774    716    658    959    711    649    588
 1976    988    742    683    627    947    701    643    586
 1977    947    701    641    583    840    592    532    473
 1978    962    714    653    592    864    632    578    525
 1979    973    725    664    603    865    625    568    511
 1980   1011    764    703    644    929    681    619    560
 1981    960    712    651    592    846    599    539    483
 1982    968    720    659    598    831    593    538    485
 1983   1040    792    730    669   1017    769    707    645
 1984    887    643    585    530    909    669    611    554
 1985    885    639    580    522    728    497    446    400
 1986    984    736    674    612    757    520    464    411
 1987   1010    762    700    639    804    568    513    460
 1988    982    734    672    611    926    686    629    574
 1989   1005    757    695    633    902    655    595    535
 1990    899    651    590    530    884    636    574    515
 1991    918    670    609    549    889    641    581    521
 1992    719    471    410    352    721    478    422    372
 1993    882    634    572    510    881    633    575    518
 1994    824    576    515    455    788    544    485    428
 1995    925    678    618    559    982    734    672    611
 1996    861    613    551    493    848    600    538    476
 1997    936    690    630    572    846    601    543    487
 1998    942    694    632    570    912    664    602    540
 1999   1012    764    702    641    870    622    560    498
 2000    949    701    639    579    926    678    616    554
 2001   1015    767    705    643    919    671    611    551
 2002   1038    790    728    667    869    621    562    506
 2003    939    691    629    567    951    704    644    584
 2004    888    643    584    525    753    520    465    413
 2005    985    737    676    616      0      0      0      0
     ****************************  ****************************
 MEAN  961.5  714.8  654.3  594.9  878.8  639.6  582.1  526.3
 STDV   66.6   66.3   65.8   65.0  140.0  111.3  104.2   97.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    494    307    267    229    335    207    181    157
 1952    710    516    471    428    343    223    199    175
 1953    667    478    436    395    531    360    325    291
 1954    666    453    407    362    303    149    120     97
 1955    715    521    475    432    463    310    277    244
 1956    622    449    413    377    556    382    347    315
 1957    580    383    343    307    326    170    140    116
 1958    746    537    492    448    509    343    305    271
 1959    666    474    433    395    270    155    134    114
 1960    687    483    437    395    437    295    264    234
 1961    624    423    380    340    429    277    243    211
 1962    577    389    349    310    494    320    283    246
 1963    747    522    468    418    630    428    387    350
 1964    650    451    408    366    416    261    229    200
 1965    462    281    244    207    468    311    275    239
 1966    605    425    384    343    404    260    229    200
 1967    659    452    408    366    386    243    217    193
 1968    645    431    385    346    433    274    242    211
 1969    690    476    429    384    302    177    153    130
 1970    690    486    442    401    356    222    194    169
 1971    685    487    441    396    489    321    288    257
 1972    635    432    385    342    325    191    168    146
 1973    622    415    369    327    536    355    314    276
 1974    589    409    370    332    460    294    257    223
 1975    541    358    319    282    473    321    287    253
 1976    690    505    464    424    313    198    175    155
 1977    643    433    388    345    324    181    152    124
 1978    769    548    498    449    388    235    202    172
 1979    714    509    464    421    377    230    199    170
 1980    711    500    452    410    324    200    177    154
 1981    666    458    413    374    313    183    155    129
 1982    577    379    338    299    325    191    165    140
 1983    636    438    396    357    321    192    165    139
 1984    531    351    314    281    372    213    177    145
 1985    552    370    328    288    280    155    129    105
 1986    585    369    322    280    320    180    151    126
 1987    606    391    353    315    254    144    120    100
 1988    636    424    379    337    270    151    127    103
 1989    604    407    362    319    410    266    238    212
 1990    718    511    466    422    308    183    155    130
 1991    619    431    389    347    328    207    182    161
 1992    547    360    318    279    325    202    181    162
 1993    441    256    219    189    296    175    152    130
 1994    663    444    396    351    373    212    178    148
 1995    531    351    311    274    282    160    135    114
 1996    540    358    318    281    357    224    197    172
 1997    669    461    418    377    423    279    250    221
 1998    764    542    490    438    359    210    180    151
 1999    596    415    376    340    351    224    197    172
 2000    639    442    400    363    402    239    209    180
 2001    588    382    337    297    342    204    177    152
 2002    668    463    415    371    206    117     99     84
 2003    579    393    352    312    409    278    248    219
 2004    738    517    466    418    355    204    174    145
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  621.7  426.3  383.6  343.4  370.6  230.7  201.9  175.1
 STDV  112.5   87.5   81.7   76.1   98.6   74.2   68.9   63.6
