# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA3290] GLENWOOD
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia3290 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1991   1053    805    743    682   1002    754    692    630
 1992    963    715    653    591    869    623    564    510
 1993   1050    802    740    678   1040    792    730    669
 1994    972    724    663    603    967    719    657    598
 1995   1072    824    762    700   1117    869    807    745
 1996    988    740    678    617    993    745    683    621
 1997   1068    820    758    696    973    725    663    601
 1998   1104    856    794    732   1064    816    754    692
 1999   1127    879    817    755    983    735    673    612
 2000   1046    798    736    674   1079    831    769    707
 2001   1131    883    821    759   1050    802    740    679
 2002   1133    885    823    761   1044    796    734    672
 2003   1072    824    762    700   1078    830    768    706
 2004    978    730    669    611    896    650    592    538
 2005   1086    838    776    714      0      0      0      0
     ****************************  ****************************
 MEAN 1069.1  821.2  759.5  698.0  999.3  756.8  696.9  637.6
 STDV   52.0   51.9   51.7   51.1  150.1  120.2  112.7  105.2

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    652    442    398    354    452    288    255    224
 1952    789    573    524    479    420    291    263    235
 1953    787    581    535    491    603    427    388    350
 1954    847    615    560    507    521    341    301    264
 1955    850    630    579    529    551    382    343    305
 1956    778    558    510    465    646    442    399    360
 1957    660    448    402    359    403    233    198    165
 1958    810    581    528    479    567    396    356    318
 1959    740    529    481    436    385    235    203    172
 1960    795    578    528    482    525    368    334    301
 1961    670    462    414    371    515    333    293    256
 1962    709    486    437    390    559    364    322    283
 1963    814    581    525    470    791    558    502    450
 1964    744    518    466    416    477    307    273    239
 1965    622    412    367    323    538    367    327    289
 1966    682    455    405    361    533    354    315    278
 1967    695    477    425    377    460    292    254    219
 1968    739    502    447    400    530    357    319    281
 1969    807    571    514    461    405    250    223    196
 1970    773    547    494    443    426    262    227    194
 1971    850    628    578    528    622    412    366    324
 1972    812    590    537    485    413    262    232    202
 1973    751    520    467    415    614    421    378    337
 1974    682    481    436    394    567    381    341    304
 1975    664    460    414    371    617    445    406    368
 1976    770    564    516    468    393    257    230    204
 1977    804    573    523    474    459    291    253    219
 1978    878    649    594    543    491    332    298    265
 1979    816    600    551    505    518    358    323    289
 1980    813    598    548    499    460    317    288    262
 1981    813    592    539    490    449    276    238    205
 1982    753    538    488    439    514    339    304    270
 1983    822    614    566    520    472    303    267    234
 1984    704    498    448    403    465    298    261    225
 1985    713    507    460    415    436    266    230    199
 1986    834    602    546    491    453    270    234    200
 1987    720    498    450    406    347    215    187    160
 1988    768    561    513    468    374    239    209    182
 1989    693    493    448    404    489    334    303    274
 1990    830    608    558    509    473    320    285    251
 1991    771    573    527    483    469    316    284    257
 1992    703    499    455    411    462    302    270    241
 1993    604    394    348    305    429    266    234    202
 1994    771    560    510    465    525    349    309    270
 1995    692    492    445    402    457    309    275    241
 1996    674    471    427    383    493    329    292    256
 1997    795    568    520    474    501    340    307    277
 1998    922    685    628    572    524    347    308    271
 1999    700    500    455    413    471    325    294    264
 2000    780    572    524    479    578    376    336    300
 2001    741    523    472    423    471    297    259    226
 2002    804    581    531    483    332    201    175    153
 2003    663    470    427    388    525    368    332    299
 2004    880    655    603    554    524    343    304    267
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  744.6  532.1  483.5  437.4  485.3  320.9  285.6  252.3
 STDV  123.8   97.0   90.7   84.6  104.2   78.2   72.1   66.5
