# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA2977] FOREST-CITY
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia2977 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1952    527    334    292    252    901    665    608    552
 1953    593    388    347    309    906    670    612    554
 1954    477    306    270    236    910    676    621    566
 1955    712    484    437    394    809    577    522    469
 1956    625    420    378    340    954    718    660    603
 1957    539    336    294    254    804    566    507    451
 1958    662    457    411    368    703    472    422    377
 1959    668    453    406    360    899    659    601    545
 1960    603    393    344    301    787    554    499    447
 1961    529    341    301    264    858    621    566    513
 1962    738    507    455    406    822    584    528    474
 1963    582    384    343    303    929    691    632    577
 1964    749    529    481    434    862    637    582    528
 1965    681    462    413    366    845    607    550    497
 1966    518    351    317    286    858    620    563    507
 1967    480    308    271    239    827    587    529    474
 1968    498    321    283    249    822    591    536    483
 1969    666    459    413    371    677    459    408    361
 1970    600    411    370    331    834    604    552    503
 1971    505    331    295    262    958    718    659    601
 1972    658    448    400    355    833    608    555    505
 1973    527    329    287    252    904    664    604    547
 1974    514    327    287    250    795    562    507    457
 1975    696    470    421    377    855    619    565    511
 1976    586    384    339    300    880    643    585    530
 1977    855    619    563    509    901    662    604    547
 1978    654    441    395    353    858    623    568    516
 1979    539    357    321    286    825    595    541    487
 1980    677    474    432    391    865    628    571    518
 1981    518    328    290    254    825    585    525    467
 1982    683    458    406    355    708    482    432    386
 1983    500    298    256    219    864    635    582    529
 1984    527    334    293    255    878    638    579    520
 1985    706    478    428    381    727    496    444    395
 1986    596    382    335    291    862    623    565    507
 1987    759    536    487    440    935    698    640    583
 1988    770    538    487    440    926    689    631    573
 1989    584    389    348    311    806    580    527    476
 1990    497    303    262    225    885    653    595    538
 1991    690    478    430    386    964    724    664    605
 1992    607    409    368    329    795    562    507    453
 1993    501    300    258    219    774    541    485    430
 1994    686    479    432    387    904    665    608    551
 1995    519    317    276    237    904    666    607    549
 1996    487    291    252    214    848    612    556    502
 1997    502    317    278    240    939    699    640    584
 1998    758    518    463    415    767    535    481    430
 1999    605    376    329    286    822    585    529    475
 2000    651    434    387    343    767    530    476    422
 2001    586    359    313    270    816    581    526    472
 2002    489    326    291    258    895    656    598    541
 2003    548    328    288    250    824    584    524    467
 2004    580    372    326    284    786    548    491    437
 2005    532    327    280    238    962    722    662    602
     ****************************  ****************************
 MEAN  603.3  398.8  354.8  313.9  846.4  611.5  555.3  501.0
 STDV   91.9   77.8   73.8   69.8   69.7   66.7   64.9   62.3

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    916    668    608    548    806    563    506    452
 1952    986    739    678    617    875    629    572    518
 1953    958    710    649    591    957    709    647    586
 1954   1039    791    729    667    927    680    619    558
 1955   1101    853    791    729   1039    791    730    670
 1956    903    655    593    531    935    692    633    576
 1957   1099    851    789    727    942    694    633    572
 1958    911    663    602    542    977    733    673    614
 1959    964    716    654    595   1060    812    750    689
 1960    978    730    669    610    988    740    678    616
 1961    950    702    640    579    974    726    664    602
 1962    911    663    602    542    934    686    624    565
 1963    975    727    665    603    900    655    597    541
 1964   1049    801    739    677    854    620    564    511
 1965    983    735    673    612    903    658    597    538
 1966   1044    796    734    672    850    604    546    490
 1967    921    677    619    563    857    618    563    510
 1968    968    720    658    598    914    668    609    552
 1969    974    726    665    604    945    697    635    573
 1970    939    691    630    575    906    660    600    540
 1971    863    624    567    511    883    642    587    536
 1972    923    676    616    558    940    693    634    575
 1973   1009    761    699    638    997    749    687    625
 1974   1082    834    772    710    854    609    550    492
 1975   1031    783    722    663    999    751    689    627
 1976   1037    789    727    667    950    703    643    584
 1977   1050    802    740    678    862    616    556    499
 1978    958    710    648    588    950    705    645    588
 1979    965    717    655    594    877    633    575    521
 1980   1029    781    719    657    935    687    625    563
 1981    992    744    682    620    910    662    600    541
 1982   1054    806    744    682    927    680    620    562
 1983   1058    810    749    688   1033    785    723    663
 1984    956    708    647    587   1002    755    695    635
 1985    931    683    622    561    800    557    498    442
 1986   1017    769    707    645    794    556    498    443
 1987   1055    807    746    685    837    594    535    479
 1988   1006    758    696    636    978    733    675    618
 1989   1025    777    715    653    946    698    637    578
 1990    929    681    619    558    940    692    630    570
 1991    967    719    657    595    923    675    614    554
 1992    792    546    485    425    756    517    463    411
 1993    958    710    648    586    920    672    611    552
 1994    897    649    587    526    832    588    529    473
 1995    985    737    676    616   1081    833    771    709
 1996    904    656    595    535    900    652    590    528
 1997   1011    763    701    640    854    606    544    484
 1998    996    748    686    624    984    736    674    612
 1999   1053    805    743    681    878    631    570    509
 2000    941    693    632    572    912    664    602    540
 2001   1028    780    718    656    946    698    636    578
 2002   1065    817    755    693    901    653    593    533
 2003    982    734    672    610   1007    759    697    635
 2004    928    680    618    556    762    533    480    427
 2005   1035    787    725    663      0      0      0      0
     ****************************  ****************************
 MEAN  983.3  735.6  674.1  613.4  902.1  660.9  602.1  544.7
 STDV   62.1   61.6   61.1   60.4  142.5  113.4  106.2   98.8

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    527    342    301    264    350    211    181    158
 1952    697    491    446    403    308    193    167    144
 1953    659    465    424    387    545    370    332    298
 1954    688    464    412    363    344    189    157    129
 1955    706    493    444    400    422    268    233    200
 1956    622    423    380    339    553    359    319    285
 1957    592    386    342    305    328    171    141    113
 1958    703    484    437    394    483    314    279    246
 1959    655    448    404    363    248    123    100     79
 1960    680    465    417    372    413    263    232    203
 1961    616    418    374    332    460    289    251    217
 1962    583    380    337    298    458    281    242    208
 1963    705    486    436    388    645    437    392    351
 1964    629    429    385    343    378    237    209    181
 1965    494    299    258    222    419    257    220    185
 1966    638    427    383    344    419    264    231    200
 1967    606    405    364    325    361    227    201    176
 1968    624    414    368    324    422    268    233    202
 1969    617    415    373    336    270    158    137    118
 1970    610    412    370    330    328    188    161    138
 1971    715    504    457    412    493    312    273    236
 1972    646    433    385    342    301    172    149    130
 1973    645    426    379    333    530    342    302    262
 1974    576    387    348    310    423    257    221    188
 1975    577    380    338    296    515    346    309    273
 1976    654    465    424    383    297    185    164    147
 1977    700    470    415    367    313    175    147    119
 1978    791    568    516    465    351    202    169    139
 1979    734    521    473    429    361    215    183    155
 1980    709    490    440    394    269    156    133    111
 1981    622    408    361    322    321    170    141    114
 1982    684    467    417    367    399    236    204    173
 1983    645    444    397    356    346    194    163    136
 1984    602    403    359    317    414    247    212    178
 1985    603    406    363    321    307    161    130    101
 1986    684    460    407    357    339    184    153    124
 1987    646    420    375    333    254    130    107     87
 1988    675    457    409    364    270    143    117     95
 1989    614    419    376    335    412    257    228    203
 1990    728    512    462    417    336    202    173    146
 1991    592    401    357    316    316    188    164    144
 1992    590    399    356    315    332    190    166    146
 1993    490    300    259    223    363    225    196    168
 1994    735    508    455    405    421    244    205    168
 1995    618    423    381    341    365    208    177    151
 1996    609    406    362    321    417    254    219    190
 1997    673    455    409    366    411    269    239    212
 1998    788    558    507    457    350    201    171    143
 1999    602    409    371    334    337    206    181    157
 2000    654    453    409    366    451    277    243    212
 2001    591    377    331    289    332    194    165    138
 2002    696    486    440    396    237    133    112     96
 2003    683    478    431    387    434    281    251    223
 2004    770    541    488    440    370    208    176    149
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  636.2  432.4  387.5  345.6  373.5  226.0  195.7  168.1
 STDV  108.0   80.8   74.5   68.4   97.9   71.8   65.9   60.4
