# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA8706] WATERLOO
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia8706 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1990    181     87     72     58    346    213    185    158
 1991    147     74     61     49    354    207    180    154
 1992    142     62     49     37    271    154    132    112
 1993     38     10      7      5    272    149    124    103
 1994    139     64     53     45    357    231    205    180
 1995    182     98     81     66    246    138    115     93
 1996     96     36     26     20    282    170    147    127
 1997    121     54     41     33    273    168    145    123
 1998    118     66     57     49    336    193    163    136
 1999    143     67     54     42    335    190    157    130
 2000    249    141    119    101    347    214    188    165
 2001     23      2      0      0    438    273    239    208
 2002     87     32     24     18    348    211    183    157
 2003    179     96     83     71    397    263    235    210
 2004    186     97     80     64    393    249    217    187
 2005    131     64     55     49    438    274    238    204
     ****************************  ****************************
 MEAN  106.7   50.8   41.3   33.5  325.1  194.0  167.4  143.1
 STDV   60.5   36.1   31.2   26.6   72.5   55.2   50.9   46.9

               MAY                         JUNE        
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    683    467    417    372    723    501    449    400
 1952    582    373    330    289    962    723    665    608
 1953    636    421    377    335    917    685    629    573
 1954    508    330    289    252    961    726    669    614
 1955    708    486    439    395    807    571    515    463
 1956    623    423    380    339    971    738    682    626
 1957    553    342    297    259    834    597    540    485
 1958    636    439    396    355    730    491    437    385
 1959    690    471    420    371    910    670    611    555
 1960    588    380    331    287    786    553    498    447
 1961    524    337    298    262    860    627    574    523
 1962    794    561    508    456    879    639    579    522
 1963    613    404    359    318    927    688    630    573
 1964    713    485    435    390    856    625    570    515
 1965    643    438    394    353    783    547    494    443
 1966    489    322    288    256    903    667    609    553
 1967    487    308    271    235    820    586    529    476
 1968    457    281    246    215    852    614    557    505
 1969    598    393    349    307    658    443    395    350
 1970    679    471    423    378    873    638    581    525
 1971    457    296    261    227    932    692    632    574
 1972    650    439    393    350    806    579    526    475
 1973    528    327    284    241    917    677    617    557
 1974    508    314    272    234    788    551    498    449
 1975    710    490    442    399    910    672    616    560
 1976    542    348    308    272    854    616    560    506
 1977    792    561    507    455    852    617    562    508
 1978    638    427    381    337    892    655    599    546
 1979    579    384    344    307    874    636    578    522
 1980    627    431    387    346    860    623    566    511
 1981    577    377    335    293    849    609    550    492
 1982    759    526    471    418    720    487    438    392
 1983    501    295    253    216    875    645    592    539
 1984    557    355    312    273    901    662    603    545
 1985    715    486    436    389    774    539    485    435
 1986    639    422    374    326    890    650    592    535
 1987    767    547    497    450    958    720    662    604
 1988    768    547    500    456    925    690    633    577
 1989    603    407    364    325    847    615    562    511
 1990    513    322    282    244    887    653    597    541
 1991    735    512    463    415    988    748    688    629
 1992    645    445    401    362    839    604    548    494
 1993    653    435    387    339    848    616    558    503
 1994    677    470    426    383    934    696    639    584
 1995    572    364    323    283    914    674    615    558
 1996    515    306    262    224    894    654    595    538
 1997    482    299    262    228    911    671    612    555
 1998    776    537    484    434    816    582    527    473
 1999    676    443    390    342    888    651    594    538
 2000    707    490    438    389    829    591    535    482
 2001    643    412    363    318    838    606    551    497
 2002    571    383    341    302    956    717    659    601
 2003    577    371    332    295    869    629    571    515
 2004    665    448    398    353    815    582    529    476
 2005    547    343    302    266    954    714    654    596
     ****************************  ****************************
 MEAN  619.5  412.6  367.7  325.7  865.7  630.0  573.7  519.3
 STDV   91.0   76.9   72.7   68.4   68.7   66.1   64.1   61.5

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    964    720    659    600    879    640    583    528
 1952   1052    804    742    682    907    663    606    552
 1953   1030    782    720    660    953    706    647    590
 1954   1078    830    768    706    959    711    650    589
 1955   1130    882    820    758   1040    792    730    669
 1956    961    713    651    589    954    709    651    594
 1957   1091    843    781    719    968    720    660    600
 1958    898    650    588    527    936    695    638    582
 1959    975    727    665    604   1077    829    767    705
 1960    946    698    638    581   1002    754    692    631
 1961    978    730    668    606    967    719    657    596
 1962    918    671    611    552    941    694    634    575
 1963   1009    761    699    637    916    673    615    558
 1964   1050    802    740    679    856    621    565    511
 1965    928    680    619    559    843    601    544    489
 1966   1058    810    748    686    847    601    543    487
 1967    877    636    582    528    782    550    497    446
 1968    943    695    633    573    898    650    590    533
 1969    999    751    689    628    939    692    632    574
 1970    980    734    675    617    920    674    614    556
 1971    818    577    519    463    819    582    530    481
 1972    923    677    618    560    939    692    631    572
 1973   1021    773    711    649   1026    778    716    655
 1974   1060    812    750    688    869    625    566    510
 1975   1006    762    704    646    995    747    685    623
 1976   1005    757    697    638    900    659    603    547
 1977   1021    773    711    650    800    557    501    450
 1978    988    740    678    617    958    713    654    596
 1979    998    750    688    626    973    725    664    604
 1980   1059    811    749    687    999    751    689    628
 1981    998    750    689    628    900    657    599    542
 1982   1047    799    737    675    924    680    622    566
 1983   1092    844    782    720   1093    845    783    721
 1984    929    684    623    566    973    729    670    613
 1985   1004    756    694    632    845    599    539    483
 1986   1058    810    748    686    820    582    525    470
 1987   1098    850    788    727    909    663    605    547
 1988   1038    790    729    669   1037    795    736    678
 1989   1055    807    745    683    962    716    658    601
 1990    970    722    660    598    974    727    666    606
 1991   1006    758    697    637    967    719    658    597
 1992    862    615    554    495    771    539    487    440
 1993   1025    777    715    653    997    749    687    625
 1994    943    695    633    572    848    603    546    495
 1995   1016    768    708    648   1108    860    798    736
 1996    951    704    643    582    937    689    627    567
 1997    983    736    676    618    881    633    572    514
 1998    997    749    687    627    985    737    675    613
 1999   1102    854    792    731    899    651    590    529
 2000    980    732    671    611    969    721    659    598
 2001   1035    787    725    664    965    717    655    596
 2002   1083    835    773    711    923    676    616    557
 2003   1034    786    724    662    987    739    677    615
 2004    921    676    618    561    816    583    529    476
 2005   1015    767    705    644      0      0      0      0
     ****************************  ****************************
 MEAN 1000.1  752.8  691.6  631.2  915.5  675.1  617.0  560.3
 STDV   64.2   63.3   62.5   61.3  146.4  117.4  109.9  102.1

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    597    387    340    298    384    227    198    172
 1952    737    534    489    444    338    220    193    166
 1953    707    510    468    427    581    411    371    332
 1954    757    528    474    421    401    242    208    175
 1955    736    525    477    433    418    257    222    190
 1956    613    412    370    332    543    356    320    286
 1957    603    395    351    310    341    195    163    134
 1958    675    457    410    369    470    299    263    228
 1959    688    479    431    386    294    157    128     99
 1960    712    500    452    405    385    242    212    183
 1961    650    449    402    357    460    285    247    210
 1962    569    379    338    298    471    293    257    222
 1963    713    492    444    400    669    462    418    374
 1964    641    438    392    347    357    217    187    161
 1965    559    352    308    266    426    261    225    190
 1966    651    449    404    362    416    263    231    200
 1967    572    393    353    314    311    190    164    141
 1968    608    404    362    321    405    255    221    191
 1969    636    430    389    350    291    162    141    122
 1970    654    441    394    350    373    212    177    147
 1971    707    495    449    405    501    321    281    243
 1972    649    442    392    348    288    158    135    115
 1973    654    433    386    340    497    325    286    247
 1974    566    390    349    310    418    248    210    175
 1975    544    353    311    273    472    320    284    250
 1976    633    449    407    368    262    155    135    120
 1977    623    398    350    306    266    134    106     82
 1978    794    576    523    472    363    205    172    139
 1979    779    558    507    460    402    239    207    177
 1980    701    486    437    391    291    170    145    121
 1981    627    419    372    330    312    168    138    111
 1982    657    449    401    356    401    238    207    176
 1983    687    481    433    389    349    189    159    132
 1984    629    431    386    345    438    265    227    191
 1985    691    491    444    399    364    203    168    137
 1986    719    492    438    386    371    211    177    145
 1987    670    452    406    365    294    157    128    104
 1988    736    530    482    435    292    164    138    112
 1989    610    421    379    339    436    277    243    210
 1990    740    530    483    440    368    224    194    165
 1991    645    454    409    366    360    212    182    158
 1992    636    442    399    359    419    260    230    203
 1993    551    347    304    264    388    240    209    180
 1994    766    538    485    437    468    290    249    211
 1995    635    439    395    352    374    226    199    173
 1996    678    464    417    373    407    245    213    181
 1997    695    477    428    380    434    284    251    219
 1998    797    573    521    471    407    235    199    165
 1999    648    458    416    376    415    270    237    205
 2000    714    508    461    417    496    318    283    249
 2001    622    415    368    326    362    213    181    152
 2002    767    556    508    462    300    169    144    124
 2003    650    454    412    372    431    284    254    224
 2004    805    590    542    494    394    227    193    160
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  656.4  453.5  408.1  365.4  388.6  237.3  205.6  176.0
 STDV  111.3   85.5   79.5   73.8   95.5   71.4   66.1   60.5
