# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5493] MILFORD-4-NW
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
                                 # OF PRECIPITATION EVENTS - % IN PARENS
 CL                   MAX   MEAN   0.01-    0.26-    0.51-     1.01-            # OF DAYS
 WK    TIME PERIOD    VAL   RAIN     0.25     0.50     1.00     2.00    >2.01 MISSING TOTAL
 20 7/12-->7/18      2.55   0.33   55(59)   19(20)   12(13)    5( 5)    2( 2)    0       93
 21 7/19-->7/25      2.23   0.38   71(59)   22(18)   13(11)   12(10)    2( 2)    0      120
 22 7/26-->8/1       4.35   0.37   62(65)   11(11)   17(18)    3( 3)    3( 3)    0       96
 23 8/2-->8/8        3.62   0.50   55(52)   15(14)   19(18)   15(14)    2( 2)    0      106
 24 8/9-->8/15       2.87   0.43   44(56)    9(11)   17(22)    8(10)    1( 1)    0       79
 25 8/16-->8/22      3.43   0.40   69(61)   20(18)   12(11)   10( 9)    3( 3)    0      114
 26 8/23-->8/29      2.34   0.41   54(56)   13(14)   19(20)    9( 9)    1( 1)    0       96
 27 8/30-->9/5       5.05   0.39   62(62)   19(19)    7( 7)   11(11)    1( 1)    0      100
 28 9/6-->9/12       4.00   0.46   48(59)   13(16)   10(12)    6( 7)    4( 5)    0       81
 29 9/13-->9/19      5.95   0.45   58(53)   21(19)   18(16)   10( 9)    3( 3)    0      110
 30 9/20-->9/26      1.98   0.36   64(58)   16(15)   20(18)   10( 9)    0( 0)    0      110
 31 9/27-->10/3      2.39   0.37   48(58)   12(14)   16(19)    5( 6)    2( 2)    0       83
 32 10/4-->10/10     2.60   0.34   52(60)   17(20)    9(10)    7( 8)    1( 1)    0       86
 33 10/11-->10/17    2.23   0.34   42(61)   11(16)    9(13)    6( 9)    1( 1)    0       69
 34 10/18-->10/24    1.57   0.24   50(70)   14(20)    5( 7)    2( 3)    0( 0)    0       71
 35 10/25-->10/31    1.73   0.33   38(60)   14(22)    6(10)    5( 8)    0( 0)    0       63
 36 11/1-->11/7      1.47   0.29   36(64)    7(13)   10(18)    3( 5)    0( 0)    0       56
 37 11/8-->11/14     3.00   0.29   48(72)    7(10)    8(12)    3( 4)    1( 1)    0       67
 38 11/15-->11/21    2.29   0.28   51(65)   15(19)    8(10)    3( 4)    1( 1)    0       78
 39 11/22-->11/28    1.99   0.21   54(75)   12(17)    4( 6)    2( 3)    0( 0)    0       72
 40 11/29-->12/5     1.49   0.16   54(79)    9(13)    4( 6)    1( 1)    0( 0)    0       68
 41 12/6-->12/12     0.53   0.14   42(84)    7(14)    1( 2)    0( 0)    0( 0)    0       50
 42 12/13-->12/19    0.75   0.16   47(78)   11(18)    2( 3)    0( 0)    0( 0)    0       60
 43 12/20-->12/26    1.13   0.12   62(90)    4( 6)    2( 3)    1( 1)    0( 0)    0       69
 44 12/27-->1/2      0.71   0.17   51(77)   10(15)    5( 8)    0( 0)    0( 0)    0       66
 45 1/3-->1/9        0.35   0.08   49(96)    2( 4)    0( 0)    0( 0)    0( 0)    0       51
 46 1/10-->1/16      0.63   0.11   57(90)    5( 8)    1( 2)    0( 0)    0( 0)    0       63
 47 1/17-->1/23      0.87   0.11   58(94)    1( 2)    3( 5)    0( 0)    0( 0)    0       62
 48 1/24-->1/30      0.50   0.10   69(88)    9(12)    0( 0)    0( 0)    0( 0)    0       78
 49 1/31-->2/6       0.54   0.14   45(80)   10(18)    1( 2)    0( 0)    0( 0)    0       56
 50 2/7-->2/13       0.97   0.14   53(90)    3( 5)    3( 5)    0( 0)    0( 0)    0       59
 51 2/14-->2/20      1.23   0.17   65(81)    7( 9)    7( 9)    1( 1)    0( 0)    0       80
 52 2/21-->2/27      0.96   0.16   50(76)   10(15)    6( 9)    0( 0)    0( 0)    0       66
 53 2/28-->2/29      1.78   0.32    6(60)    3(30)    0( 0)    1(10)    0( 0)    0       10
ANNUAL TOTALS        6.17   0.32 3046(63)  800(16)  594(12)  288( 6)   64( 1)    0     4792
