# IEM Climodat http://mesonet.agron.iastate.edu/climodat/
# Report Generated: 30 Aug 2005 
# Climate Record: 01 Jan 1951 -> 01 Aug 2005
# Site Information: [IA5198] MARSHALLTOWN
# Contact Information: Daryl Herzmann akrherz@iastate.edu 515.294.5978
 GROWING DEGREE DAYS FOR 4 BASE TEMPS FOR STATION ID  ia5198 

               MARCH                       APRIL       
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
 1972    685    464    413    366    844    609    555    502
 1973    563    351    305    263    926    686    627    568
 1974    538    343    301    261    821    582    525    471
 1975    713    500    453    409    873    635    577    522
 1976    567    366    323    281    883    643    585    530
 1977    839    601    546    493    897    659    602    546
 1978    624    417    372    328    885    650    596    544
 1979    589    399    355    315    847    612    556    503
 1980    645    449    405    366    876    638    581    526
 1981    558    373    332    295    892    652    592    534
 1982    706    477    423    370    711    477    427    380
 1983    478    285    249    216    879    647    593    541
 1984    537    340    302    265    919    679    620    561
 1985    691    477    432    389    757    534    485    437
 1986    631    415    367    325    900    660    602    544
 1987    772    553    505    460    940    706    648    592
 1988    776    549    501    457    933    697    641    589
 1989    611    416    374    334    825    592    536    486
 1990    522    324    280    239    914    678    620    564
 1991    769    542    490    439   1015    775    715    655
 1992    630    430    387    345    831    598    543    490
 1993    626    399    348    304    826    592    535    480
 1994    654    448    403    361    912    674    616    561
 1995    539    327    286    246    884    644    585    529
 1996    534    326    281    240    877    639    581    523
 1997    498    312    276    241    926    687    629    572
 1998    776    534    479    427    803    578    526    474
 1999    650    423    371    322    877    638    580    523
 2000    693    486    437    388    819    584    530    477
 2001    638    406    354    307    817    586    531    479
 2002    535    357    317    282    934    696    639    584
 2003    541    336    299    265    812    573    515    461
 2004    655    444    394    347    809    575    518    464
 2005    564    356    312    274    963    723    663    604
     ****************************  ****************************
 MEAN  635.0  425.3  379.3  336.5  877.3  640.8  584.1  529.1
 STDV   92.1   79.6   75.2   71.0   67.0   64.9   63.4   61.4

               JULY                        AUGUST      
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    980    732    670    608    944    696    634    573
 1952   1059    811    750    689    929    682    622    566
 1953   1048    800    738    679    981    735    676    619
 1954   1104    856    794    732    969    721    659    597
 1955   1148    900    838    776   1043    795    733    674
 1956    986    738    676    614    972    730    672    615
 1957   1101    853    791    729    992    744    683    623
 1958    919    671    609    548    967    724    664    606
 1959    984    736    675    614   1087    839    777    715
 1960    981    733    672    612   1007    759    697    635
 1961    990    742    680    618    965    717    656    597
 1962    921    673    614    555    947    699    639    581
 1963   1031    783    721    659    926    678    617    558
 1964   1072    824    762    700    853    612    555    500
 1965    977    729    667    606    906    660    600    542
 1966   1075    827    765    703    865    620    562    506
 1967    939    694    637    582    833    597    541    487
 1968   1000    752    690    628    969    721    659    598
 1969   1038    790    728    666   1000    752    690    629
 1970   1025    777    716    657    967    719    658    598
 1971    923    679    620    562    918    674    616    561
 1972    963    716    656    598    943    695    635    577
 1973    987    739    677    615    969    721    660    601
 1974   1082    834    772    710    861    614    555    499
 1975   1015    768    707    648    959    711    650    590
 1976   1013    765    704    645    892    652    596    542
 1977   1057    809    747    685    825    583    527    475
 1978    997    749    687    625    927    684    625    568
 1979    973    725    664    605    915    669    609    552
 1980   1055    807    745    683    983    735    673    612
 1981   1011    763    702    641    904    660    603    547
 1982   1016    768    706    644    941    695    636    579
 1983   1108    860    798    736   1095    847    785    723
 1984    962    715    654    594    984    738    679    620
 1985    962    715    655    597    810    571    517    466
 1986   1052    804    742    680    813    574    517    464
 1987   1035    787    727    668    860    621    565    514
 1988   1038    791    730    670   1046    804    746    688
 1989   1029    781    719    657    954    707    647    589
 1990    986    738    676    614   1000    752    690    629
 1991   1021    773    712    651    976    729    668    607
 1992    877    629    568    508    804    560    506    454
 1993   1008    760    698    636    995    747    685    623
 1994    961    713    651    589    869    622    564    507
 1995   1018    770    710    650   1100    852    790    728
 1996    947    699    638    577    923    675    613    554
 1997   1047    799    738    679    904    656    594    535
 1998   1052    804    742    680   1033    785    723    661
 1999   1106    858    796    734    915    667    605    544
 2000    981    733    672    611    985    737    675    613
 2001   1039    791    729    667    954    706    646    587
 2002   1081    833    771    709    921    676    616    557
 2003    983    735    673    611    980    732    670    608
 2004    916    669    609    551    799    560    508    458
 2005   1024    776    714    653      0      0      0      0
     ****************************  ****************************
 MEAN 1012.8  765.0  703.7  642.9  925.1  683.8  625.2  568.2
 STDV   55.7   55.5   55.0   54.2  145.5  116.5  109.0  101.3

               SEPTEMBER                   OCTOBER     
     ****************************  *************************** 
 YEAR  40-86  48-86  50-86  52-86   40-86  48-86  50-86  52-86  
     ****************************  *************************** 
 1951    597    393    348    306    419    257    222    190
 1952    733    525    478    433    354    229    202    176
 1953    720    523    480    439    580    412    373    336
 1954    773    545    491    439    413    254    219    186
 1955    726    523    478    436    456    291    257    225
 1956    666    464    419    380    578    399    363    328
 1957    636    423    378    337    369    210    178    147
 1958    706    486    439    394    520    349    310    273
 1959    711    499    452    407    311    166    134    105
 1960    715    501    453    407    410    261    231    203
 1961    654    450    402    355    483    309    271    237
 1962    592    400    357    317    480    304    265    228
 1963    750    525    474    424    711    487    440    393
 1964    677    463    413    366    382    239    209    183
 1965    583    374    329    289    445    273    239    206
 1966    634    441    402    365    446    293    260    229
 1967    622    431    390    349    394    239    210    184
 1968    634    418    377    338    472    305    269    234
 1969    704    485    436    393    346    197    169    143
 1970    713    494    444    397    408    240    205    172
 1971    755    540    491    445    564    373    329    287
 1972    727    508    456    406    338    193    167    143
 1973    650    431    385    339    578    377    334    292
 1974    575    394    356    318    419    258    225    194
 1975    586    392    349    309    484    333    299    265
 1976    640    449    409    372    307    186    164    144
 1977    657    449    403    359    336    190    160    131
 1978    798    579    528    477    360    220    187    155
 1979    717    518    474    432    406    257    225    195
 1980    699    492    441    394    316    202    177    154
 1981    636    435    395    357    350    212    184    158
 1982    674    474    427    382    438    277    244    213
 1983    694    487    441    400    382    235    203    174
 1984    624    425    383    342    445    277    240    204
 1985    698    496    450    405    357    215    185    155
 1986    747    521    468    417    378    221    189    159
 1987    656    448    406    367    309    178    149    122
 1988    741    532    484    438    313    181    152    126
 1989    627    433    390    348    452    293    256    222
 1990    772    551    502    453    393    241    211    183
 1991    683    488    443    399    386    231    201    173
 1992    649    450    403    358    400    246    216    189
 1993    544    337    291    250    368    215    184    155
 1994    743    517    466    418    456    275    235    197
 1995    627    432    387    345    381    232    202    174
 1996    629    423    379    336    423    259    223    192
 1997    723    504    455    408    442    291    259    229
 1998    825    597    542    489    433    257    220    187
 1999    636    445    403    364    408    265    234    203
 2000    721    521    474    432    517    331    293    257
 2001    611    406    361    323    359    216    186    158
 2002    721    519    474    432    298    175    151    129
 2003    621    427    384    343    438    291    259    230
 2004    773    557    509    463    399    237    203    172
 2005      0      0      0      0      0      0      0      0
     ****************************  ****************************
 MEAN  667.7  464.4  419.1  376.2  411.1  257.3  224.9  194.5
 STDV  110.5   84.1   77.9   71.8   98.4   73.2   67.6   62.1
